SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
204,12,19,32,56,78,189,264,252,188,1087,23,19,32,62,214,497,705,546,203,2297,430,1626,1957,1963,1960,1938,1243,512,317,11931,0,6,28,39,95,165,265,267,185,1059,619,539,905,1032,1313,1721,1528,897,620,9182,12364,6008,5878,6080,6486,6157,4087,1544,451,49058,1538,1042,915,970,1121,1102,908,620,347,8566,15861,9766,10275,10987,12452,13811,12098,6822,3019,95084,34,101,387,901,2126,4602,6562,4539,1910,21163,2564,2015,2318,2508,2534,2640,2390,1296,445,18707,40,37,98,261,577,1412,2257,1660,575,6925,4,11,6,8,18,81,240,543,580,1496,48,125,223,485,1018,2125,2992,1992,641,9651,65,81,100,195,558,1667,3010,2666,1316,9655,45,46,59,99,175,354,548,563,315,2199,56,32,60,125,358,951,1448,1165,386,4574,916,2547,3000,3178,3330,3300,2277,991,466,20006,13,12,37,70,164,354,657,658,341,2305,1458,1018,1440,1700,2230,3064,2800,1609,927,16249,24561,13409,12617,12245,13019,12291,8318,3097,801,100369
205,20,25,54,75,160,249,390,436,249,1660,25,35,61,127,404,953,1494,978,374,4445,704,2621,3414,3072,3200,3363,2243,903,543,20053,10,11,30,68,158,303,504,505,307,1892,865,971,1462,1700,2192,2957,2689,1457,888,15176,19122,8949,9573,9157,9536,9686,6777,2545,632,75986,2675,1454,1532,1636,1620,1729,1639,1085,714,14083,24803,14663,16927,16838,18846,22510,21038,11527,4746,151903,54,175,685,1473,3514,7989,11613,7922,2959,36392,4022,3047,3851,3718,3631,4077,4092,2214,594,29241,50,58,171,358,946,2203,3788,2734,876,11189,4,8,13,9,33,102,368,808,907,2250,87,213,394,747,1792,3669,5578,3613,1003,17100,94,92,187,331,967,2810,5610,4539,2059,16686,52,52,104,145,289,557,943,920,427,3488,61,60,110,235,691,1828,2943,2074,717,8733,1532,4131,5176,4892,5240,5593,4027,1602,777,32967,22,33,47,112,309,679,1204,1121,561,4092,2248,1832,2314,2694,3642,5298,4868,2650,1297,26849,38554,19261,19858,18774,19241,19188,13726,5088,1170,154859
206,30,42,139,132,174,267,339,399,283,1812,25,26,86,106,217,442,726,610,303,2554,473,7379,13596,6721,4298,3199,1864,1098,712,39341,7,18,49,77,112,190,344,426,358,1588,925,2591,6169,4179,3492,3469,3060,2121,1225,27230,27833,28235,55420,32065,22220,14876,8246,3086,959,192927,2355,3245,6179,3705,2801,2181,1527,1013,684,23688,32817,42654,84269,49732,36447,28698,21182,12343,6075,314212,44,329,1420,1939,3434,6352,8038,6463,3353,31373,3327,6518,14226,9277,5781,4243,3245,1801,703,49127,83,142,626,991,1761,2815,3691,2580,1047,13750,3,7,18,12,33,94,344,1062,1400,2971,83,280,929,1269,1969,3365,4165,3283,1468,16813,124,148,373,477,1050,2498,4071,3869,2315,14931,69,95,281,275,376,593,754,836,524,3795,57,76,187,224,453,905,1451,1213,571,5137,933,10387,21093,11618,7734,5710,3142,1716,992,63323,27,35,97,165,266,543,853,987,654,3617,2217,4093,9506,7195,6226,6501,5360,3517,1918,46540,55526,56632,113082,66647,44635,29475,15644,5969,1656,389265
207,13,26,36,54,106,192,246,364,331,1364,15,16,31,40,121,211,462,653,389,1928,428,3202,2865,1995,2212,1708,1338,1080,946,15770,3,14,14,28,66,122,272,482,460,1463,821,1431,1580,1607,2302,2699,2720,2271,1744,17174,24941,17534,17512,18828,18087,13229,7971,3635,1175,122912,1305,1278,1289,1166,1334,1140,898,737,576,9725,28576,24382,24254,25085,26698,23129,18785,13553,7461,191915,29,165,389,730,2171,4446,6475,7117,4296,25808,3039,3865,3714,3325,3325,2832,2538,1967,930,25542,48,96,158,390,1111,2001,2961,2843,1352,10948,0,9,3,8,32,65,278,1155,1920,3470,71,194,303,680,1473,2774,3784,3365,1481,14124,90,114,124,211,713,1840,3381,4135,2954,13566,45,60,80,144,225,414,591,780,614,2952,40,37,57,92,230,439,862,1200,711,3659,888,4884,4627,3353,3671,2925,2112,1605,1282,25342,11,23,30,61,164,296,667,1016,817,3094,2100,2602,2585,2809,3953,4819,4703,3683,2619,29866,50045,37552,36095,35868,34328,25541,14717,6801,2107,243059
208,20,20,48,97,126,213,303,379,369,1576,21,21,26,60,180,387,759,789,488,2728,558,3429,3684,3224,3205,2554,1708,1137,1020,20521,5,14,23,47,129,156,322,422,483,1594,1009,1520,1987,2278,2932,3165,2983,2127,1728,19737,30590,16844,18191,20943,20912,14079,8213,3502,1229,134506,1932,1327,1429,1596,1704,1378,1176,901,687,12137,35466,24085,26578,30232,32291,26044,20983,13352,7886,216919,43,182,497,1098,2840,5476,8068,7100,4257,29556,3820,3890,4599,4954,4785,3760,3231,2016,900,31951,77,86,220,566,1486,2601,3722,2869,1483,13116,3,5,7,9,26,82,345,1110,1930,3510,95,223,375,744,1700,3047,4336,3264,1437,15225,119,91,121,297,883,2311,4313,4336,3115,15578,58,49,92,170,284,456,740,828,654,3325,53,33,61,112,325,768,1396,1384,823,4961,1110,5084,5716,5274,5386,4239,2805,1739,1359,32702,18,20,40,85,253,416,838,988,793,3454,2549,2728,3069,3748,4909,5477,5117,3472,2498,33568,61488,35988,37056,40996,40662,27600,15330,6393,2092,267596
209,37,53,86,148,233,323,479,541,368,2270,28,40,47,101,287,679,990,812,397,3386,836,4134,5841,5160,4325,3663,2274,1328,941,28498,18,22,30,74,162,285,479,520,422,2012,1483,1784,2912,3480,3728,4264,3400,2174,1372,24599,42146,21229,27091,27424,21320,14663,7955,3032,861,165721,3466,2077,2501,2460,2300,1884,1442,991,763,17881,50095,30484,40295,41549,35950,30714,23598,13544,6466,272689,87,278,993,2099,4617,8669,11393,8706,3957,40807,6052,5361,7142,7196,5635,4540,3763,2142,802,42648,111,115,363,702,1586,2697,3731,2772,1036,13117,5,7,5,17,44,125,462,1244,1626,3537,175,314,723,1836,3372,5638,6882,4635,1641,25215,174,134,242,505,1372,3196,5202,4697,2485,18000,101,95,171,290,489,719,1044,1111,642,4657,74,78,115,212,539,1216,1920,1617,718,6491,1743,6138,9036,8360,7318,5968,3784,2078,1274,45697,47,41,53,148,364,679,1162,1228,759,4487,3729,3299,4657,5777,6554,7479,5982,3686,2028,43196,85261,45981,56126,56165,43049,29125,15580,5859,1535,338675
210,31,41,69,118,210,277,384,451,267,1841,41,18,53,91,261,550,783,648,278,2711,633,2570,3704,3192,3197,2759,1624,1023,721,19417,13,8,25,65,142,208,386,395,318,1552,1255,1250,2078,2526,3005,3181,2430,1616,1072,18418,35543,17740,23188,21180,15149,10106,5256,2048,595,130806,3392,1938,2380,2296,1953,1488,1063,661,389,15555,42652,24796,33228,31713,26625,22409,16450,9952,4641,212467,62,211,781,1716,3743,6714,8017,6240,3118,30605,5245,4250,5338,5083,4133,3513,2800,1676,630,32654,66,94,230,508,1006,2007,2543,2006,810,9265,11,5,15,16,46,134,381,1022,1286,2913,130,267,651,1662,3143,5220,5689,3836,1401,21991,165,104,199,437,1244,2839,3886,3602,1909,14380,100,69,139,234,403,628,860,882,497,3821,83,49,105,187,433,1083,1511,1265,546,5263,1315,3935,5702,5296,5221,4569,2674,1611,1027,31351,33,25,45,114,291,547,911,926,600,3484,3209,2457,3400,4215,5203,5713,4299,2674,1616,32782,71683,38148,48046,43843,30837,20540,10168,4080,1115,268460
211,39,36,86,119,216,305,412,494,332,2035,39,29,57,124,310,704,1118,1090,458,3915,1110,4676,5294,4956,4875,3777,2403,1381,954,29436,10,16,40,84,186,319,459,664,486,2271,1590,1906,2743,3343,4096,4372,4028,2547,1519,26140,37043,19395,20666,23690,21315,16277,9704,3783,1067,152942,2708,1752,1738,1926,1913,1796,1358,984,701,14871,44514,28998,32082,36722,36541,33261,27005,16073,7264,262463,81,235,854,1991,4820,9200,12378,9980,4355,43891,6127,5461,6504,7066,6479,5463,4880,2887,1001,45870,94,110,263,663,1665,3114,4739,3685,1372,15709,11,9,12,18,40,109,455,1355,1765,3779,150,342,644,1469,3054,5379,6697,4616,1549,23903,163,130,238,463,1322,3300,5775,5615,2917,19925,89,94,152,235,416,677,972,1071,599,4287,94,72,119,243,561,1359,2152,2122,882,7604,2246,7178,8193,7923,7839,6209,3966,2207,1309,47072,36,40,63,149,369,714,1228,1471,853,4915,4075,3662,4353,5486,6816,7681,7001,4292,2303,45666,74914,42620,43056,47640,42819,32252,18423,7149,1847,310721
212,67,77,131,252,349,479,685,734,563,3341,52,53,86,193,465,946,1458,1265,578,5087,1173,6029,6895,5765,5965,4828,2910,1880,1440,36890,18,26,48,132,301,480,772,842,693,3304,2216,2585,3853,4412,5396,5796,4789,3258,2155,34463,70127,38821,47858,44948,31644,21410,12246,5074,1410,273528,6063,3744,4666,4114,3580,2807,2040,1365,894,29269,83183,53609,66454,64012,53272,44418,33969,20595,9732,429254,100,366,1267,2857,6484,11417,14343,11909,5873,54611,10122,8758,9912,9191,8064,6773,5573,3389,1272,63044,135,198,425,896,2018,3647,5105,4119,1754,18299,11,10,28,27,74,201,714,2123,2564,5754,259,484,1397,3871,6838,10343,11363,7398,2605,44565,287,218,373,814,2327,5187,7578,7268,3909,27978,185,153,266,514,714,1078,1580,1618,1003,7107,124,105,203,381,891,1805,2751,2582,1101,9945,2530,9201,10875,9536,9650,8002,4895,3037,2094,59813,47,51,96,245,628,1158,1782,1919,1205,7118,5761,4883,6352,7765,9426,10404,8458,5624,3306,61986,141177,83712,100688,91883,64607,43260,23522,9549,2593,561003
213,96,53,170,268,360,508,682,656,405,3193,60,41,108,197,527,1016,1424,939,377,4696,1286,5343,7631,6499,5772,4691,2913,1460,882,36476,11,19,53,117,295,501,682,681,437,2790,2544,2292,4164,4992,5312,5461,4333,2453,1416,32971,74746,34019,50928,49291,30428,19078,9823,3082,798,272196,7281,3847,5696,5148,3756,2762,1899,1051,722,32158,89533,48036,71971,71481,52030,40927,29614,14595,6435,424617,108,359,1372,3270,6573,11204,13563,9013,3793,49258,10589,8348,10909,10796,8468,6553,5069,2485,831,64039,162,160,450,1068,1968,3325,4366,2793,897,15176,9,8,24,30,71,206,602,1527,1695,4181,243,497,1451,4313,6718,9706,11122,6309,1847,42192,306,191,416,930,2221,4512,6934,5062,2288,22868,233,99,301,521,717,1089,1570,1389,689,6614,138,100,201,369,929,1890,2724,1949,707,9000,2852,8172,11845,10763,9567,7675,4843,2321,1177,59219,49,38,110,248,621,1121,1682,1541,753,6163,6697,4448,6783,8542,9231,9821,7901,4162,2058,59639,150081,73044,103327,102059,62371,38437,19292,6163,1466,556238
214,13,25,48,75,151,211,380,417,339,1648,41,21,36,93,295,597,999,956,428,3474,724,2774,3272,3362,3400,2961,1935,1068,755,20253,8,18,28,53,149,241,362,509,433,1802,906,977,1468,1904,2287,2665,2439,1656,1013,15308,20794,10097,10208,11470,11874,9561,6669,2841,746,84260,2226,1328,1301,1453,1624,1320,1243,960,569,12031,26040,15861,17288,19663,21630,20689,18990,12153,5379,157688,40,174,570,1368,3276,6269,9291,7658,3532,32179,4020,3074,3882,4219,4089,3652,3435,2198,761,29317,57,77,180,405,1036,2195,3704,3133,1249,12033,3,13,7,7,31,80,344,1045,1400,2933,100,215,348,740,1660,3067,4209,3156,1151,14645,105,108,150,276,876,2274,4361,4393,2411,14948,46,58,78,134,303,456,771,881,576,3299,80,45,85,168,534,1098,1877,1786,771,6444,1519,4300,5077,5429,5530,4762,3179,1772,1086,32648,23,24,47,105,299,565,924,1085,758,3836,2372,1851,2306,3036,3842,4557,4242,2759,1541,26521,41744,22319,21354,22949,23749,18724,12594,5468,1387,170279
215,6,17,25,33,76,150,215,244,160,919,16,16,19,66,178,414,577,427,182,1889,300,1189,1562,1437,1564,1481,941,421,234,9125,0,3,18,34,69,154,205,215,153,848,427,437,640,740,1056,1242,1028,631,397,6596,10207,4810,5823,4946,4995,4810,3070,1353,483,40492,1468,829,891,880,874,912,807,591,454,7705,13212,7787,9508,8648,9609,10934,9246,5864,3013,77804,17,93,343,736,1832,3989,5139,3795,1803,17746,2216,1783,2042,1825,1976,2264,1904,1071,370,15452,24,30,60,169,429,1118,1677,1349,485,5341,0,3,5,5,26,63,172,435,525,1239,55,118,232,489,1005,2056,2640,1757,580,8931,61,62,75,150,526,1428,2370,2131,1108,7916,33,33,43,59,139,289,455,445,287,1780,38,26,34,111,319,817,1189,915,325,3777,629,1876,2482,2301,2566,2624,1715,743,315,15252,8,14,23,65,163,342,506,516,283,1911,1065,848,1034,1222,1789,2303,1945,1103,577,11890,20360,10554,12230,10139,10083,9848,6308,2617,851,82991
216,11,8,26,36,67,123,214,264,167,924,11,14,13,49,150,354,557,405,170,1712,320,1129,1381,1265,1420,1351,862,441,322,8502,3,6,9,21,61,134,204,228,128,801,445,447,603,728,989,1160,940,614,502,6436,9263,4594,4952,4380,4331,3988,2638,1065,306,35515,1255,737,776,784,768,784,646,483,292,6520,12026,7281,8182,7802,8625,9330,8161,5051,2368,68829,24,90,332,692,1786,3518,4703,3682,1635,16456,2058,1540,1668,1611,1676,1839,1689,954,349,13383,19,32,65,169,420,949,1476,1247,470,4852,4,0,8,3,7,65,176,460,492,1219,46,102,229,396,964,1664,2307,1592,501,7792,53,49,77,143,459,1218,2132,1945,1003,7075,24,23,38,53,131,252,412,529,296,1753,23,20,40,96,262,673,1114,892,310,3421,680,1809,2172,2041,2397,2284,1518,787,450,14137,11,17,21,34,128,305,472,514,224,1732,1088,848,925,1188,1685,2055,1741,1088,724,11349,18696,9901,10144,8899,9105,8127,5195,2150,584,72801
217,3,8,25,28,46,100,153,182,123,664,15,11,13,45,126,339,490,327,141,1507,233,995,1314,1187,1280,1223,742,316,209,7506,3,3,12,17,64,130,183,201,137,756,324,387,593,660,875,1085,925,515,370,5739,8443,4090,4242,4142,4536,4420,2942,1230,404,34439,958,610,539,609,660,683,650,423,291,5430,10517,6452,7086,7190,8372,9518,8242,4767,2384,64522,12,60,235,542,1435,3162,4151,2900,1362,13866,1569,1266,1512,1509,1523,1733,1534,852,306,11792,20,30,61,163,385,920,1462,1020,398,4458,0,0,5,3,7,37,140,347,428,979,41,87,155,326,742,1442,1988,1325,488,6600,43,36,52,107,382,1115,1865,1645,887,6132,21,24,38,56,110,227,340,326,192,1331,40,11,36,78,223,627,920,652,281,2870,506,1575,2003,1910,2169,2110,1376,543,276,12459,6,9,20,36,121,282,445,447,248,1609,849,730,912,1067,1489,1956,1706,890,526,10121,16945,8898,9060,8442,9135,8827,5884,2353,688,70237
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,0,18,0,0,16,8,13,16,0,0,0,49,0,0,17,14,18,24,0,0,0,72,0,0,0,4,0,6,0,0,0,15,0,0,0,5,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,9,0,3,10,34,38,31,7,0,0,123
301,14,18,42,66,95,166,231,272,198,1093,39,24,44,60,203,534,843,737,276,2762,600,2042,2276,2547,2561,2108,1337,603,481,14558,4,10,18,32,111,186,310,306,232,1209,900,915,1175,1634,2096,2243,2007,1182,826,12986,17733,8620,7986,10070,9747,7418,4533,1752,413,68280,1364,824,739,856,966,827,629,422,300,6925,21548,12951,12956,16441,17606,16083,13434,7589,3313,121929,33,139,409,1063,2573,5045,7029,4877,2048,23215,2737,2273,2674,3388,3260,2810,2594,1339,427,21507,52,68,151,345,1007,1806,2612,1971,650,8655,0,0,5,6,33,88,287,687,818,1932,80,168,265,579,1521,2539,3370,2135,643,11295,74,90,128,267,800,1950,3453,3053,1564,11373,34,37,70,123,207,342,518,554,331,2210,87,45,74,126,396,1003,1624,1405,518,5280,1280,3241,3504,4018,4099,3485,2415,1106,662,23804,13,12,30,73,195,413,711,717,395,2560,2292,1720,1870,2681,3431,3900,3578,2085,1189,22739,35739,19117,16418,20044,19455,14711,8624,3311,730,138154
302,14,14,45,69,91,143,197,250,232,1051,21,19,35,51,181,386,602,583,285,2169,406,2286,3110,2407,2184,1638,973,530,416,13952,0,10,16,39,62,105,219,271,207,938,688,921,1509,1645,1786,1801,1560,1019,722,11641,16404,8501,11373,11014,8485,5708,3258,1510,505,66754,1239,799,1025,961,860,667,552,450,538,7088,19455,13010,17803,17300,15062,12407,9769,6614,3684,115121,31,133,463,911,2054,3520,4533,3783,2012,17451,1969,2284,3349,3263,2771,2082,1863,1148,458,19184,35,57,177,397,830,1307,1857,1630,709,7006,0,0,6,10,19,48,173,594,835,1679,66,143,312,704,1437,2269,2564,1811,641,9939,51,84,139,249,689,1594,2569,2526,1482,9379,30,40,74,127,174,289,445,510,386,2079,61,47,61,109,307,737,1110,1065,472,3958,848,3381,4812,3947,3708,2750,1676,870,569,22551,3,19,20,67,154,282,484,557,358,1947,1735,1637,2430,2740,3123,3226,2660,1696,1056,20312,33334,18157,23170,22539,16974,11242,6139,2688,858,135101
303,13,40,72,98,139,187,231,264,207,1265,38,34,45,88,213,398,654,589,303,2374,514,3652,4132,3130,2700,2002,1171,736,537,18578,8,16,30,52,103,190,254,353,264,1264,1085,1477,2272,2490,2535,2606,2227,1404,893,17000,28585,16965,22053,20680,14299,9566,5317,1989,595,120044,1870,1503,1716,1562,1251,1014,766,528,502,10721,33211,24527,31307,29787,23553,18953,14269,8310,4197,188116,41,229,573,1190,2709,4534,5755,4773,2292,22075,3210,3863,4830,4498,3672,2855,2240,1335,487,26981,58,92,269,576,1147,1830,2423,1925,782,9109,3,12,10,9,27,78,302,843,1062,2349,82,235,492,1185,2176,3243,3796,2511,799,14523,108,133,203,381,997,2105,3306,3072,1721,12028,61,68,116,181,288,405,552,545,365,2593,89,74,99,152,386,809,1222,1155,515,4499,1106,5435,6558,5158,4596,3498,2106,1207,734,30404,10,30,58,106,200,430,666,736,471,2700,2662,2638,3605,4191,4467,4650,3985,2395,1281,29871,57684,35932,45444,41589,28594,18661,10047,3788,1055,242789
304,9,12,26,44,68,70,96,148,136,616,20,23,18,34,73,192,331,351,180,1227,382,2289,1866,1780,1575,1034,702,433,394,10452,3,4,9,20,50,68,120,179,135,589,611,950,1001,1341,1452,1321,1334,915,692,9621,14971,9063,6997,9426,8545,5258,3439,1373,362,59428,838,622,475,598,595,426,352,224,181,4320,17401,13479,10685,14070,13715,10084,8604,5047,2496,95582,29,122,282,651,1432,2412,3401,2711,1373,12409,1771,2415,1893,2307,2196,1596,1458,850,306,14791,43,66,102,327,692,1085,1657,1271,545,5786,0,4,0,6,11,27,173,511,709,1438,73,124,172,415,825,1238,1636,1171,388,6037,53,75,76,145,491,1018,1899,1960,1071,6785,22,32,41,79,123,153,255,312,209,1231,53,39,45,73,158,347,620,686,293,2310,837,3510,2962,2901,2651,1733,1190,761,539,17086,5,10,17,37,102,162,311,398,242,1282,1613,1682,1593,2195,2438,2349,2345,1547,965,16714,30548,20060,14365,18448,16828,10260,6341,2519,594,119963
305,12,36,78,65,96,88,119,149,89,726,27,39,59,58,122,266,409,334,158,1478,294,4356,5114,2799,2189,1487,765,361,191,17554,3,9,24,38,82,101,141,165,112,662,583,1625,2469,1958,1815,1709,1291,769,445,12673,16549,15980,21750,14814,11853,7355,3717,1279,362,93650,1164,1941,2736,1741,1474,1142,734,490,313,11733,19224,24650,33138,22658,19332,14119,9386,4902,2294,149697,25,218,667,1001,1871,3026,3483,2422,1080,13793,1618,3793,5189,3827,3006,2134,1430,736,237,21971,46,128,296,540,1100,1597,1813,1196,464,7187,0,6,8,10,18,54,190,432,535,1256,54,196,385,609,1074,1449,1636,1114,326,6847,65,114,201,255,696,1415,2055,1778,877,7452,28,65,124,136,198,257,309,307,165,1595,61,62,116,137,274,551,774,620,264,2854,587,6187,8200,5030,4059,2694,1438,608,275,29075,12,16,45,84,168,288,355,399,190,1553,1349,2479,3885,3353,3334,3101,2375,1306,692,21865,32952,32548,45230,30838,23962,14900,7239,2424,600,190690
306,15,14,33,63,123,202,283,245,140,1118,22,12,27,53,207,584,869,546,152,2483,388,1518,1959,2003,2085,1993,1125,502,246,11821,9,4,21,39,101,229,293,275,144,1113,637,660,955,1290,1775,2218,1780,962,507,10775,18627,9363,10887,10866,10479,8704,5537,1981,430,76872,2760,1848,2389,1960,2023,2104,1729,869,367,16064,23205,13932,17033,17377,18508,18810,15510,7533,2659,134563,38,116,343,927,2386,5281,7127,4320,1518,22049,2085,1698,2122,2372,2507,2680,2356,1046,267,17129,32,40,125,332,878,1822,2875,1633,502,8236,4,6,11,12,18,114,333,724,721,1933,46,161,285,745,1596,2870,3567,2058,504,11824,99,116,136,314,811,2177,3544,2700,1119,11015,30,33,69,125,242,466,680,524,273,2445,59,36,53,137,415,1179,1845,1233,321,5280,933,2369,3004,3325,3646,3560,2167,873,378,20251,21,17,32,73,205,509,794,670,262,2578,1643,1284,1548,2163,3164,4114,3422,1798,786,19918,37596,19690,21627,20847,20535,17260,11290,4058,802,153702
307,16,11,16,37,67,112,183,193,89,722,21,10,8,44,143,362,476,303,109,1471,293,974,1126,1062,1264,1226,729,301,173,7159,0,0,11,21,63,130,162,184,107,688,416,344,501,630,787,1056,844,459,295,5323,9297,4140,4329,4165,4308,3838,2508,1119,273,33964,1465,828,868,828,899,840,724,478,265,7204,12175,6694,7323,7331,8397,8984,7726,4475,1742,64846,31,87,246,628,1575,3313,4490,2926,1032,14330,1924,1374,1548,1586,1738,1887,1660,872,210,12798,16,24,58,165,465,947,1397,1017,282,4372,4,0,3,6,19,54,136,351,363,946,56,87,157,400,931,1710,2255,1317,317,7217,43,48,80,157,480,1269,2094,1660,698,6524,25,27,36,60,133,216,394,398,180,1473,38,24,28,86,283,725,1037,713,211,3151,629,1576,1716,1686,2107,2133,1397,549,251,12038,3,9,20,41,111,296,426,424,188,1512,980,672,823,1069,1476,1919,1603,877,444,9865,18714,9028,9177,8557,8908,7977,5295,2258,490,70406
