SA4_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
123,8530,68,4,0,0,0,0,780,9387,7331,688,245,48,11,4,0,667,8992,5585,1917,1320,450,121,22,13,640,10069,3282,2611,3192,1259,375,108,61,622,11517,1852,2193,4301,2016,672,211,132,633,12011,1176,1418,3688,2094,745,269,208,485,10079,1113,1305,3511,2020,846,303,226,440,9771,893,1142,3198,1907,778,284,171,368,8747,829,991,3182,1986,820,274,192,383,8662,707,804,2903,1982,835,282,181,321,8011,534,607,2456,1782,753,246,150,336,6860,394,496,2063,1476,611,230,138,388,5796,215,263,1117,938,458,178,151,370,3698,116,145,609,568,343,146,146,325,2388,120,155,469,428,286,174,177,544,2361,32687,14807,32272,18957,7669,2718,1952,7290,118358
124,9061,68,11,0,0,0,0,752,9890,8050,715,288,58,7,0,0,817,9934,6519,1959,1352,436,115,27,16,871,11289,3985,2741,3125,1179,365,90,47,770,12291,2323,2164,4154,1945,626,191,134,727,12264,1581,1585,3965,2114,792,243,161,611,11055,1513,1465,3936,2190,898,232,194,564,10993,1367,1421,3805,2259,845,301,179,479,10650,1302,1192,3552,2242,861,268,155,449,10018,1171,1106,3505,2474,970,296,161,372,10055,956,858,3052,2104,857,247,161,383,8631,673,702,2705,1921,799,249,134,404,7593,421,392,1679,1185,563,213,148,432,5033,253,250,790,788,418,213,192,401,3298,237,257,720,575,406,231,249,711,3395,39405,16870,36642,21471,8528,2787,1935,8743,136379
125,10775,28,7,0,0,0,0,1285,12093,14012,649,235,49,5,0,0,1694,16643,14438,2686,1372,450,116,31,14,2006,21108,9263,5811,4162,1404,534,145,64,1710,23089,4767,4970,6746,2220,903,275,174,1508,21563,2815,2955,5451,2289,975,392,273,1098,16252,2404,2388,4828,2173,867,395,282,914,14258,2054,2329,4540,2070,887,393,293,818,13379,1778,2335,4448,2103,899,342,311,732,12953,1453,2282,3781,1946,878,353,298,713,11702,1137,1758,3060,1796,844,316,286,605,9810,787,981,2604,1665,783,293,283,534,7920,460,538,1839,1264,608,266,241,469,5694,274,326,1214,965,498,254,299,476,4306,301,359,1023,849,561,301,439,859,4681,66701,30397,45310,21248,9370,3747,3248,15422,195450
126,4699,3,0,0,0,0,0,264,4967,5793,48,8,3,0,0,0,396,6248,6454,503,158,28,4,0,0,466,7616,5107,2002,1177,185,27,0,4,422,8934,2644,2206,2922,600,100,19,5,356,8844,1450,1601,3016,896,196,31,11,255,7456,1168,1232,2787,934,218,44,19,194,6584,1021,1269,2483,1011,215,43,21,206,6256,917,1242,2516,978,220,55,20,194,6129,828,1273,2070,966,264,68,29,186,5698,666,1210,1798,853,270,62,35,167,5071,484,651,1581,790,276,86,49,183,4100,338,292,1093,626,269,88,35,170,2899,218,188,752,603,307,95,75,210,2447,282,230,707,638,380,154,145,564,3104,32058,13940,23076,9123,2742,742,443,4231,86359
127,13973,55,12,0,0,0,0,1475,15514,13491,789,304,72,11,3,9,1257,15935,10429,2487,1765,618,151,48,14,1283,16799,5805,3657,4571,1871,631,171,62,1153,17918,2983,2891,5958,3133,1125,345,170,1100,17705,2015,2105,5389,3261,1399,486,300,984,15942,1803,1947,5559,3257,1353,531,319,847,15630,1815,1837,5193,3165,1320,468,339,793,14929,1517,1659,4964,2996,1323,544,374,761,14137,1363,1484,4458,2934,1364,583,442,775,13401,974,1036,3406,2432,1294,552,526,656,10886,698,688,2562,1858,1013,484,492,600,8389,369,404,1481,1232,748,335,484,500,5562,206,272,925,847,518,299,582,478,4120,170,263,774,689,476,317,803,794,4287,57607,21556,47330,28369,12726,5169,4918,13476,191144
128,6400,4,0,0,0,0,0,316,6716,5819,122,20,0,0,0,0,262,6227,4949,657,287,53,14,0,3,280,6243,3182,1676,1532,399,64,17,0,301,7171,1686,1561,3064,1129,196,26,12,256,7932,1105,1139,3450,1534,344,50,16,234,7861,1093,1138,3674,1797,402,75,27,223,8435,1010,1089,3364,1634,459,99,33,206,7905,936,996,3061,1647,453,107,35,151,7385,822,829,2906,1729,474,100,43,191,7094,601,703,2504,1553,482,94,36,175,6157,435,526,2389,1433,456,106,45,220,5606,301,345,1716,1228,395,112,46,266,4418,183,219,1004,828,400,113,65,242,3056,251,279,1065,921,462,183,132,684,3973,28768,11287,30032,15901,4605,1081,500,4006,96186
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
201,4424,38,0,0,0,0,0,484,4949,3882,301,119,30,4,0,0,401,4741,3235,787,568,200,52,12,10,409,5266,1827,1019,1236,608,145,54,15,303,5207,1150,885,1783,884,265,82,48,307,5398,890,716,1828,1052,355,97,66,304,5312,959,744,1829,1168,434,143,94,331,5692,947,701,1964,1233,442,150,98,355,5894,936,606,1951,1307,500,159,93,320,5868,874,611,1852,1396,571,146,87,318,5849,713,539,1892,1279,561,160,83,351,5580,502,373,1596,1246,592,200,117,360,4988,303,256,937,838,485,187,145,349,3493,172,117,485,517,363,184,171,284,2297,221,157,472,502,444,235,268,392,2683,21016,7857,18508,12267,5199,1801,1298,5272,73225
202,4154,23,4,0,0,0,0,474,4662,3722,269,88,15,0,0,3,341,4440,2963,774,554,180,61,15,10,353,4896,1779,1085,1243,512,140,45,17,318,5143,1032,845,1729,929,251,70,46,337,5240,867,649,1834,1001,325,105,52,305,5133,852,727,1849,1097,396,128,80,346,5466,869,718,1833,1118,474,126,82,316,5539,865,650,1920,1300,492,153,112,362,5849,811,609,1856,1365,569,163,105,342,5817,648,485,1833,1307,556,151,95,329,5402,494,364,1606,1237,532,183,80,361,4860,312,195,946,892,457,156,117,324,3387,191,138,481,547,387,177,141,321,2389,153,149,514,527,413,181,221,580,2731,19705,7682,18273,12021,5055,1643,1151,5403,70936
203,8255,19,5,0,0,0,0,716,8998,8332,352,143,20,0,0,4,706,9555,7506,1335,781,227,54,8,3,684,10601,4644,2611,2399,812,185,50,9,549,11268,2503,1981,4091,1751,445,114,54,547,11481,1745,1443,3948,1935,579,148,83,505,10384,1615,1410,4092,2175,631,174,119,478,10707,1518,1300,3915,2146,722,179,119,449,10345,1478,1136,3783,2318,849,188,128,429,10311,1353,1020,3731,2579,892,212,113,442,10335,1067,881,3572,2513,898,207,92,474,9693,772,677,3281,2288,831,265,114,521,8742,460,388,2050,1663,757,225,144,478,6166,241,223,1097,1158,687,263,227,473,4366,283,347,1055,1121,740,339,319,680,4886,41774,15123,37948,22704,8266,2366,1531,8143,137844
204,4598,32,4,0,0,0,7,624,5264,3568,297,126,25,3,0,0,478,4497,2939,770,599,196,51,6,6,464,5034,1708,1068,1318,591,145,42,17,353,5238,1097,812,1823,928,298,79,49,407,5483,851,703,1885,1116,394,103,73,371,5501,906,733,2023,1258,432,131,84,426,5998,926,746,2161,1426,499,152,100,436,6452,928,637,2366,1513,572,154,90,448,6708,944,688,2351,1679,714,175,74,469,7095,664,587,2175,1555,672,192,94,397,6342,527,463,1919,1473,637,168,94,463,5759,348,241,1163,1062,548,175,148,391,4069,191,139,585,630,448,222,167,366,2751,201,167,589,646,492,259,234,445,3019,20394,8084,21091,14108,5901,1864,1245,6531,79225
205,6945,55,7,4,0,0,0,868,7871,5326,553,203,44,11,0,3,641,6794,4535,1401,1048,337,91,17,7,701,8139,2592,1696,2319,1071,306,80,47,672,8785,1601,1218,2832,1615,567,144,76,699,8755,1210,965,2694,1663,603,179,119,640,8085,1318,1037,2998,1883,693,217,146,626,8911,1363,1098,3331,2221,876,233,160,643,9935,1455,1043,3678,2474,977,289,173,707,10800,1477,1053,3770,2914,1206,314,190,782,11716,1154,881,3779,2844,1177,316,188,797,11136,862,657,3390,2557,1127,337,186,795,9898,433,438,2022,1818,941,341,211,692,6906,272,209,996,1212,745,315,264,599,4621,231,264,863,1029,782,384,405,792,4746,30773,12581,33940,23714,10098,3160,2176,10657,127099
206,11194,10,0,0,0,0,0,1077,12284,27302,194,45,13,0,0,0,2807,30367,39455,1001,275,84,23,6,9,3720,44563,30684,4142,1556,291,69,28,22,2911,39707,16043,5048,4486,956,188,55,50,2021,28849,8694,3546,5425,1505,281,52,64,1311,20884,6671,3143,5270,1886,433,103,75,1097,18673,5689,2868,5498,2017,463,99,79,1062,17777,4311,2413,4753,2034,490,119,53,905,15078,3654,2091,4176,2082,596,130,105,784,13615,2611,1643,3611,1832,594,144,102,737,11261,1818,1241,3420,1896,613,172,106,645,9920,945,731,2361,1482,562,178,127,537,6923,543,510,1663,1238,546,188,186,547,5418,513,562,1651,1241,649,293,341,836,6075,160124,29138,44194,18549,5507,1568,1321,20994,281398
207,10893,3,5,0,0,0,0,622,11523,11983,73,15,4,0,0,5,773,12853,10521,646,168,46,14,0,8,727,12136,7016,2542,1636,295,42,6,0,580,12120,3619,3060,4417,979,163,23,0,447,12721,2139,2362,5433,1706,285,49,9,384,12366,1932,2420,5704,2209,400,75,26,424,13185,1854,2322,5908,2444,489,103,30,373,13511,1757,2265,4972,2259,493,82,37,323,12185,1522,2100,4253,2106,522,100,37,295,10944,1310,1809,3607,1899,536,121,47,302,9635,1075,1164,3571,2139,668,152,60,326,9153,789,631,2819,1909,648,151,114,349,7397,570,417,2047,1642,702,226,175,379,6155,730,543,2047,1747,1010,376,331,678,7461,57707,22347,46582,21383,5968,1469,892,6986,163336
208,11513,17,4,0,0,0,0,702,12225,11020,115,25,7,0,0,3,692,11854,10889,661,215,46,13,3,6,754,12586,8122,3016,1833,298,51,26,21,629,13992,4421,3426,5217,1280,214,36,47,564,15208,2943,2642,6324,2123,370,58,51,511,15024,2733,2547,6829,2793,502,97,55,505,16064,2603,2616,6936,2871,611,96,72,437,16230,2326,2160,5619,2432,610,120,57,404,13734,2048,1932,4792,2353,635,138,73,334,12303,1736,1569,4247,2040,645,145,69,413,10862,1276,1316,4118,2070,616,162,69,503,10123,824,756,2902,1748,624,174,78,452,7565,555,474,1942,1381,611,202,143,475,5788,665,710,2173,1843,907,371,325,881,7886,63670,23959,53157,23288,6421,1632,1080,8244,181447
209,13458,30,4,0,0,0,0,1126,14618,14144,426,124,22,0,0,4,1136,15867,13475,2075,1058,305,86,14,12,1248,18277,9831,5207,4351,1157,301,72,33,1075,22019,5185,4661,7959,2644,618,148,93,953,22263,3428,3131,7770,3051,799,216,147,751,19284,3048,2656,7478,3263,853,254,155,705,18408,2697,2272,7182,3335,958,261,172,672,17543,2257,1999,6530,3190,939,254,168,602,15928,1668,1757,5873,3322,1114,299,165,588,14784,1184,1305,4882,3114,1125,276,169,555,12618,854,941,4240,2837,1034,288,193,590,10983,491,570,2786,2065,855,297,236,521,7816,288,368,1738,1494,785,258,287,516,5727,333,456,1711,1478,812,376,422,880,6466,72336,27843,63682,31275,10276,3009,2254,11919,222592
210,10885,27,0,0,0,0,0,1113,12026,11012,513,199,36,0,0,4,997,12766,10014,2229,1313,422,95,19,14,1090,15198,6660,4240,4119,1425,426,102,58,1005,18031,3458,3362,5995,2363,800,252,151,910,17285,2223,2126,5419,2438,927,351,197,750,14428,1964,1732,4877,2608,944,330,253,638,13343,1842,1523,4944,2691,1027,338,250,664,13281,1504,1370,4375,2641,1031,347,281,553,12100,1196,1012,3723,2403,921,290,288,489,10309,807,860,3045,2091,835,285,285,406,8608,560,610,2754,2044,839,290,281,452,7837,334,385,1857,1435,682,264,248,400,5607,180,265,1237,1118,598,280,286,367,4345,200,347,1176,1031,592,303,417,565,4641,52836,20599,45040,24744,9719,3458,3009,10415,169820
211,13709,26,4,0,0,0,5,905,14647,13065,330,103,9,4,0,0,836,14345,11100,1663,823,209,34,9,4,773,14608,7541,4265,3719,983,197,39,21,705,17470,4192,4028,7316,2282,476,109,38,667,19107,2782,2972,7503,2862,699,153,86,556,17613,2674,2898,7551,3376,888,228,109,556,18277,2485,2634,7566,3717,1012,208,125,511,18264,2096,2364,6919,3824,1144,265,128,520,17262,1790,2140,6168,3766,1253,272,143,466,15999,1400,1830,5482,3397,1205,309,124,445,14191,993,1295,5087,3272,1201,309,150,504,12815,628,731,3446,2530,1090,302,178,522,9424,415,416,1973,1732,952,331,241,585,6645,430,531,1784,1594,997,465,422,1042,7264,65291,28134,65461,33550,11150,3004,1762,9597,217955
212,22751,104,10,0,0,0,3,2121,24987,24622,1286,434,66,14,3,3,2201,28624,20877,4738,2602,776,174,50,17,2357,31588,12684,8884,7952,2427,636,180,89,2006,34864,6269,7231,13375,4370,1309,435,269,1713,34963,3863,4871,11913,4758,1429,560,398,1253,29044,3444,4392,10777,4730,1650,613,526,1238,27369,3115,3930,10316,4798,1579,571,454,1134,25903,2597,3498,9130,4600,1633,501,388,968,23308,2093,3003,8093,4483,1614,494,374,956,21103,1605,2563,6833,3999,1426,472,291,871,18063,1135,1654,6120,3871,1462,447,348,876,15905,709,1043,4258,2937,1264,463,357,803,11826,448,642,2674,2205,1145,458,456,749,8771,528,832,2414,2082,1314,641,788,1147,9732,106738,48656,96899,46095,16649,5884,4757,20379,346067
213,20713,77,9,0,0,0,10,2211,23012,21159,1124,409,80,11,0,0,2244,25022,20977,4731,2529,819,226,71,26,2780,32155,14681,10347,8580,2457,740,275,140,2586,39815,8008,8760,14457,4428,1327,412,337,2299,40025,4974,5383,12196,4744,1493,521,482,1661,31454,4223,4178,10229,4687,1607,593,520,1366,27396,3587,3533,9191,4511,1579,544,461,1227,24631,2716,2793,8006,4470,1428,458,387,1002,21268,2077,2437,7381,4287,1690,537,370,887,19661,1442,1966,5980,3798,1464,481,368,828,16339,898,1259,4687,3313,1434,475,349,863,13274,493,644,2896,2141,996,389,367,700,8628,284,444,1616,1418,849,374,434,552,5965,324,475,1550,1373,767,420,653,875,6435,106553,48150,89713,42517,15613,5552,4905,22083,335088
214,7555,37,0,0,0,0,0,745,8339,6541,280,107,22,5,0,3,564,7521,5316,1110,691,174,43,12,4,533,7875,3665,2226,2164,623,163,36,17,526,9412,2059,1806,3641,1474,348,74,40,560,9993,1544,1430,3761,1765,483,105,52,523,9663,1605,1542,4123,1925,567,143,91,565,10557,1653,1501,4275,2198,651,157,92,541,11076,1455,1266,3814,2264,760,172,87,494,10310,1274,1126,3963,2463,814,173,80,482,10377,1102,1051,3688,2227,781,170,85,495,9603,862,828,3751,2261,815,190,84,592,9394,556,559,2556,1914,797,215,124,582,7299,340,326,1372,1270,639,241,149,514,4851,336,378,1266,1244,723,272,266,896,5379,35867,15468,39172,21825,7571,1951,1187,8609,131645
215,3460,32,6,0,0,0,0,486,3982,2924,323,139,18,0,0,4,383,3800,2601,737,643,234,47,14,6,408,4680,1457,915,1147,626,188,48,33,418,4821,727,627,1368,856,303,110,67,381,4442,582,483,1307,904,371,94,89,359,4205,585,426,1452,1040,439,137,106,334,4510,600,465,1657,1252,485,135,114,391,5098,624,434,1724,1374,573,182,109,405,5422,581,387,1780,1399,648,205,104,395,5508,457,315,1473,1335,577,186,77,392,4817,363,280,1279,1201,592,188,105,414,4428,211,148,810,868,524,205,136,360,3269,156,100,482,626,466,226,172,370,2601,170,137,464,571,584,271,286,521,3013,15500,5816,15735,12305,5804,2007,1409,6009,64592
216,3327,41,3,0,0,0,0,422,3794,2673,310,122,29,0,0,0,358,3488,2192,707,530,202,58,11,6,360,4056,1251,766,1046,484,162,46,28,346,4126,655,503,1249,779,279,101,53,307,3933,481,447,1275,793,355,116,88,305,3871,472,458,1309,979,364,118,118,278,4094,521,399,1531,1104,427,135,103,309,4526,515,434,1529,1206,469,142,98,336,4745,470,357,1427,1221,531,158,102,321,4590,338,293,1422,1184,493,165,86,313,4292,260,239,1205,1045,523,145,102,345,3873,165,129,737,740,468,165,131,333,2877,124,83,402,522,386,201,150,308,2171,120,113,373,461,411,230,247,412,2368,13580,5284,14163,10755,4926,1740,1310,5047,56801
217,3114,22,6,0,0,0,0,394,3534,2389,202,64,11,0,0,0,240,2918,2092,545,411,143,39,9,3,240,3477,1186,733,884,409,113,35,12,235,3604,659,521,1202,685,249,54,39,255,3668,468,448,1157,811,304,79,48,206,3521,575,378,1263,950,364,94,56,261,3950,600,470,1514,998,419,119,68,230,4418,639,408,1466,1164,508,159,79,280,4706,584,414,1511,1210,556,146,88,297,4812,482,363,1401,1123,540,153,88,307,4454,350,239,1109,1036,501,165,87,300,3783,227,130,735,667,424,186,113,271,2755,134,86,392,492,324,187,176,234,2014,124,110,385,469,398,217,286,392,2384,13617,5075,13491,10188,4748,1608,1141,4143,54008
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,12,15,6,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,10,16,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,50,72
301,6730,33,4,0,0,0,0,388,7149,5015,353,97,17,3,3,0,307,5802,3697,998,627,191,38,11,0,277,5838,2434,1704,1870,624,150,50,23,268,7112,1537,1541,3285,1198,301,101,47,285,8278,1143,1313,3388,1438,472,120,55,230,8164,1247,1291,3649,1663,550,128,97,293,8912,1195,1269,3514,1746,503,157,73,231,8693,1108,1069,3259,1746,539,168,85,246,8222,958,879,2985,1896,680,169,71,226,7867,767,723,2694,1724,628,163,86,241,7023,600,596,2399,1644,664,150,87,270,6410,376,378,1557,1203,520,164,94,294,4586,221,195,786,773,462,164,122,284,3002,201,219,743,677,439,253,210,568,3313,27229,12550,30859,16523,5943,1802,1057,4409,100381
302,5565,11,5,0,0,0,0,352,5934,6297,242,68,15,0,0,0,440,7074,6402,1004,421,111,25,5,3,509,8482,4355,2258,1727,435,100,20,12,417,9324,2522,2048,3163,946,213,61,33,333,9316,1599,1419,3169,1091,293,102,62,257,7981,1590,1283,2909,1270,326,100,83,242,7798,1373,1117,2697,1265,399,112,73,218,7257,1181,952,2343,1221,421,109,61,206,6500,961,770,2102,1222,429,130,65,225,5908,745,603,1773,1157,462,127,58,204,5138,570,447,1618,1140,407,144,86,224,4631,392,292,1249,916,439,154,87,258,3793,286,156,720,744,355,166,125,267,2824,359,246,735,701,530,259,248,608,3684,34201,12858,24698,12236,4410,1489,1007,4771,95664
303,9764,44,3,6,0,0,0,654,10466,12588,334,104,21,5,0,3,994,14057,12024,1427,594,166,47,18,12,945,15241,8001,3687,2650,701,210,43,34,737,16069,4182,3542,5539,1572,371,119,96,596,16015,2687,2475,5318,1985,544,130,145,470,13767,2082,2035,4748,2054,580,187,152,400,12246,1891,1822,4313,1973,611,171,151,373,11305,1590,1619,3755,1786,554,168,111,331,9907,1251,1489,3199,1878,644,167,104,318,9052,969,1212,2713,1672,626,175,103,286,7760,669,774,2345,1565,600,173,108,276,6505,495,453,1556,1162,559,162,128,281,4795,289,270,950,835,476,212,188,287,3517,314,333,929,937,565,300,302,518,4197,58814,21529,38728,18310,6392,2029,1641,7466,154897
304,6655,10,0,0,0,0,0,304,6973,6065,88,28,6,0,0,0,311,6506,4126,413,201,39,5,5,0,253,5039,2761,1299,1071,272,59,11,3,165,5646,1431,1435,2738,870,163,33,17,166,6848,1012,1164,3235,1294,281,54,20,163,7225,943,1061,3311,1476,320,82,39,141,7364,836,933,2758,1266,330,71,37,119,6352,746,728,2173,1135,327,54,26,98,5289,589,594,1934,1092,358,90,47,89,4796,490,571,1729,1017,339,70,40,102,4357,419,425,1731,1014,391,95,57,110,4242,297,287,1069,842,282,94,44,97,3013,187,144,616,519,293,101,68,116,2036,191,187,596,591,361,178,127,261,2496,26734,9345,23189,11434,3499,947,527,2497,78179
305,7546,15,0,0,0,0,0,621,8180,14813,187,40,9,0,0,7,1409,16465,15470,666,192,27,16,3,7,1565,17938,10501,2201,1057,188,40,18,13,1182,15197,5561,2334,2769,766,153,20,22,863,12481,3178,1678,3137,1248,275,40,21,594,10175,2551,1661,3356,1467,336,70,27,516,9978,2130,1422,3263,1505,398,78,46,518,9352,1627,1082,2689,1342,355,97,38,452,7680,1289,904,2107,1180,397,100,46,425,6442,918,707,1673,993,380,101,50,296,5132,641,480,1476,924,315,99,46,280,4257,399,278,921,673,312,97,52,261,2986,220,128,478,451,245,104,79,220,1916,211,165,499,453,308,150,136,368,2294,67047,13895,23638,11230,3523,980,583,9575,130474
306,6350,79,10,0,0,0,5,973,7414,4775,542,205,42,12,0,0,941,6516,4558,1143,878,297,113,40,15,1207,8252,3128,1532,1807,773,312,88,70,1084,8783,1977,1444,2510,1149,440,155,142,834,8654,1544,1259,2687,1414,553,206,209,848,8729,1596,1307,2840,1539,613,224,225,875,9219,1573,1190,3052,1588,592,247,238,815,9289,1604,1165,2914,1731,670,220,183,890,9373,1395,1022,3017,1883,794,246,179,884,9436,1051,816,2809,1824,787,199,164,844,8498,692,639,2276,1602,649,224,154,762,7007,407,371,1347,1153,560,205,152,594,4791,194,183,624,665,386,157,138,392,2743,156,186,508,535,366,200,191,516,2659,30995,12879,27491,16189,6857,2408,2079,12464,111360
