SUA_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
2014,4580,4712,9291,0,0,0,3,0,0,4,5,11,7,8,11,3,6,9,0,0,6,0,3,4,10,12,23,4,0,11,0,0,0,27,18,43,0,8,8,0,5,5,0,0,0,8,0,7,17,6,20,0,6,7,0,0,0,0,0,0,8,7,15,8,12,28,33,28,55,73,80,145,0,0,0,18,62,75,0,0,0,0,0,0,17,19,32,0,0,5,3,0,4,4,17,20,166,161,330,4,16,20,0,12,8,70,66,140,408,319,730,4,0,7,5500,5592,11097
2015,5943,6424,12371,0,0,0,4,3,6,13,7,24,20,25,40,15,13,30,3,5,11,7,13,22,27,28,54,0,4,4,0,3,8,74,73,151,3,7,13,4,3,8,9,4,9,14,17,32,19,26,43,0,4,4,0,4,4,3,0,0,19,39,57,13,6,21,46,36,81,81,80,159,10,9,24,29,79,103,5,16,23,3,8,12,26,45,72,29,25,57,7,12,18,9,17,21,238,286,525,31,19,54,22,37,56,97,127,220,400,421,826,31,11,41,7259,7929,15186
2016,19061,20045,39107,425,314,734,22,19,40,18,19,36,84,158,242,19,19,33,22,21,49,31,44,75,40,50,93,70,73,142,24,26,42,989,859,1845,29,40,69,58,55,115,260,237,492,33,24,52,284,286,576,5,9,14,3,11,18,7,3,12,313,319,633,55,51,109,57,64,124,256,267,517,162,118,277,251,367,622,3,12,16,5,18,25,47,56,105,95,103,195,30,95,124,28,87,112,429,409,837,31,35,66,30,37,70,1010,970,1973,2069,1932,4001,38,38,76,26370,27294,53661
2017,4310,4721,9033,55,18,66,0,4,3,6,0,12,43,44,90,0,0,0,0,0,7,4,9,11,4,4,11,0,0,0,0,3,3,116,93,213,19,22,38,4,0,4,4,0,3,3,7,9,44,60,106,0,0,0,4,6,7,0,0,0,83,96,178,13,7,21,12,7,17,17,32,55,16,14,36,41,76,121,0,0,0,0,7,6,19,20,40,10,11,25,0,4,7,0,5,8,58,68,126,7,3,12,70,74,142,50,61,104,377,387,766,5,9,12,5404,5877,11277
2018,16514,17271,33786,5,0,7,16,15,27,29,25,54,62,104,166,21,22,43,13,9,21,11,19,24,88,116,207,25,34,62,8,15,24,246,240,488,22,35,53,7,8,10,0,0,4,47,32,83,218,230,447,18,13,24,4,6,10,0,3,5,43,70,110,14,22,37,146,158,301,227,219,450,31,21,54,134,260,394,29,26,53,8,13,21,65,47,114,76,59,133,3,3,7,25,75,99,621,774,1399,38,33,74,40,40,80,481,467,954,1920,1986,3902,36,16,50,21278,22483,43760
2019,7867,8792,16659,0,0,0,5,5,0,9,11,20,11,20,30,9,10,15,0,0,8,0,3,3,30,34,66,12,8,16,3,3,7,76,72,145,7,7,9,0,0,0,0,0,0,8,8,18,106,110,215,7,12,13,0,0,3,0,0,0,23,37,60,36,30,74,37,33,66,62,62,127,15,10,23,53,102,157,4,0,9,9,0,9,22,23,52,22,28,48,4,10,13,8,13,26,206,229,437,16,17,31,3,10,17,106,133,238,562,621,1182,11,10,18,9342,10468,19809
2020,16602,17854,34462,5,0,4,0,5,3,29,25,47,41,77,110,17,13,33,10,0,11,13,17,33,89,94,183,17,10,33,7,11,23,158,147,302,22,23,51,9,8,17,7,10,11,41,28,66,66,49,116,9,15,26,7,6,15,4,0,4,12,29,36,0,3,8,135,158,299,248,267,511,13,18,30,43,132,177,24,25,49,19,18,34,85,89,172,69,71,138,47,52,100,13,55,68,852,903,1753,44,54,99,23,33,59,367,418,786,1099,1136,2236,21,22,47,20251,21886,42142
2021,14433,15681,30123,4,0,6,0,0,5,15,23,40,118,124,239,8,0,4,10,15,24,10,14,21,26,35,66,8,8,19,3,6,15,107,74,183,18,25,38,4,5,7,5,0,5,47,38,88,19,15,30,6,17,18,23,17,39,4,0,3,29,22,55,19,13,36,53,57,114,185,198,385,10,5,13,60,169,226,5,3,9,7,7,10,64,65,124,66,59,126,29,24,50,30,55,90,366,409,780,44,29,69,63,57,113,213,211,423,1032,1010,2041,42,31,66,17175,18516,35689
3000,312318,296742,609056,23,15,41,56,38,93,532,681,1215,427,664,1094,163,117,277,61,45,107,355,389,746,1525,1626,3151,77,65,136,123,176,300,1401,1044,2453,298,478,777,82,45,129,30,10,40,556,511,1065,1182,1058,2243,174,411,587,283,285,568,26,22,43,310,425,737,183,161,339,1272,1068,2343,8931,8367,17297,96,62,157,1717,3753,5470,152,178,333,148,191,343,1767,1695,3468,200,152,348,287,547,828,253,931,1184,12395,12402,24800,917,1092,2011,349,453,801,7623,6844,14465,51350,37060,88416,2446,1167,3605,410090,380970,791056
3001,5730,5452,11181,0,0,0,6,0,8,30,43,75,21,42,64,3,7,9,5,0,6,3,8,12,44,71,123,6,0,4,12,12,21,50,44,91,12,23,32,0,0,8,0,0,0,21,29,53,29,18,48,0,22,22,14,12,23,0,0,3,13,15,31,8,7,18,32,27,61,364,313,675,4,0,3,45,95,140,14,21,36,6,7,13,86,89,176,15,4,22,12,23,36,17,47,68,525,510,1035,34,65,94,9,28,35,350,406,754,1321,1252,2568,94,104,195,8931,8818,17751
3002,817534,839442,1656973,2447,1847,4291,1182,1131,2310,2785,3168,5949,17998,23902,41898,946,993,1937,904,728,1632,4891,5821,10708,4379,4719,9094,1165,1074,2235,4639,5131,9771,27719,23842,51560,1964,3196,5154,3274,2979,6253,1406,1257,2664,4104,3359,7462,3464,3003,6468,1633,3954,5590,5935,7230,13166,607,543,1147,5305,6449,11754,3273,3181,6453,3090,2953,6039,54020,54552,108573,2682,2240,4921,9422,17582,27007,1358,1870,3231,2316,2807,5125,13114,13318,26430,4374,4318,8696,5363,7409,12769,2203,5191,7403,56599,53353,109951,5021,5253,10272,8710,11466,20179,55343,60750,116100,51425,51523,102949,2993,2808,5800,1195593,1244331,2439920
3003,29363,31252,60611,0,0,0,17,12,32,53,55,104,45,99,145,16,15,31,11,13,30,55,62,118,134,154,290,11,0,10,21,30,53,203,164,370,34,49,84,16,10,22,11,6,12,43,48,89,106,83,187,26,38,64,92,99,190,0,6,3,115,133,252,64,73,134,147,118,269,724,741,1461,19,13,37,137,497,629,6,9,17,22,16,42,191,199,390,44,45,90,68,127,194,85,151,233,1332,1423,2750,94,75,165,81,89,166,621,645,1262,1996,1993,3988,89,109,197,36087,38663,74752
3004,53100,53397,106496,13,10,23,18,19,35,217,318,532,319,545,861,70,44,117,44,36,81,114,159,274,492,612,1106,38,34,66,126,145,274,930,867,1795,164,261,426,37,29,64,8,4,17,231,193,419,363,305,669,434,1183,1615,308,390,699,21,16,33,156,177,331,267,283,550,277,238,520,2233,2258,4489,39,38,74,544,1491,2035,110,119,230,64,99,161,400,442,840,145,134,282,84,161,243,239,551,787,3867,3708,7573,329,361,693,151,225,378,3690,4467,8152,7894,7240,15139,512,389,894,78047,80925,158970
3005,5592,5510,11101,0,0,0,4,0,3,8,11,24,17,48,63,0,0,0,0,0,0,15,13,27,9,9,21,6,0,6,3,5,3,53,58,107,9,19,33,4,0,5,0,0,0,10,11,21,4,0,9,3,6,7,5,6,13,0,0,0,23,17,41,8,6,15,4,7,15,319,264,580,0,0,0,113,141,252,3,3,11,0,8,4,103,94,205,14,14,22,10,17,23,9,30,35,119,107,229,14,13,28,7,20,21,162,143,302,789,564,1358,186,51,241,7645,7193,14836
3006,18020,17916,35942,0,0,0,22,23,45,32,30,66,30,56,81,12,11,21,22,15,37,43,45,89,54,55,109,15,9,20,13,4,16,214,185,399,20,38,59,13,12,24,7,6,14,31,40,64,35,18,52,0,14,12,12,10,22,0,0,0,32,29,64,13,14,27,43,44,79,798,706,1506,28,18,48,313,502,817,10,18,31,12,12,23,309,307,618,32,36,61,0,3,3,12,97,108,666,575,1247,60,59,117,11,21,37,364,413,772,1432,1219,2651,31,22,53,22754,22576,45325
3007,226322,237405,463726,74,74,149,186,170,358,1080,1351,2430,3633,5327,8958,447,474,925,386,324,714,521,673,1195,1563,1800,3366,317,286,603,834,956,1789,4056,3268,7325,450,839,1294,569,508,1077,156,151,309,864,844,1708,1267,899,2171,1430,3163,4588,1541,1974,3514,195,160,351,856,1116,1968,600,483,1081,1015,1003,2021,22535,23468,46006,399,251,649,1783,4372,6153,497,735,1234,452,603,1049,4397,4475,8873,442,462,895,703,1050,1750,547,1719,2260,20045,20341,40386,1734,1708,3442,594,886,1478,14481,16575,31058,19611,20611,40221,1005,942,1949,337585,361430,699021
3008,8973,9788,18760,0,0,3,0,0,0,14,12,28,3,15,24,3,9,7,4,3,6,8,9,15,44,47,87,0,0,4,3,0,4,43,44,86,4,12,16,0,0,0,0,0,0,14,5,20,12,10,23,0,9,9,4,14,20,0,0,0,7,8,16,6,0,4,30,42,65,248,256,503,5,3,10,23,124,145,3,6,10,5,12,15,61,51,114,9,3,6,3,5,13,5,28,29,324,373,697,38,37,71,17,21,42,109,155,258,631,577,1212,9,12,19,10672,11702,22367
3009,21467,23490,44958,0,0,0,4,10,19,66,73,140,32,81,113,20,20,37,30,21,44,42,53,97,191,231,421,9,8,20,16,14,30,147,139,284,7,44,50,12,6,17,3,0,3,47,63,112,65,50,122,9,29,39,14,20,34,5,7,12,34,61,97,36,34,68,169,149,324,927,1129,2057,23,16,34,79,380,459,30,34,66,14,27,38,186,208,394,66,51,120,13,14,26,17,121,138,1942,2043,3981,83,94,180,6,31,41,614,719,1331,1768,1901,3676,56,64,119,28254,31423,59675
3010,4268,4493,8756,0,0,0,0,0,0,15,4,16,4,8,7,0,0,0,3,6,3,7,4,11,9,16,30,0,0,0,0,5,7,24,25,50,0,7,7,0,9,5,0,0,0,6,4,13,5,0,6,0,4,6,3,12,16,0,3,3,8,14,18,6,9,14,12,17,29,96,98,186,4,0,3,29,95,121,0,3,5,3,0,4,39,36,74,3,10,14,25,27,51,7,13,14,122,100,215,16,13,21,3,9,13,98,67,170,348,350,701,20,10,32,5189,5442,10639
3011,32227,33205,65432,4,0,4,38,34,67,62,85,147,107,183,283,11,12,22,20,13,34,66,74,137,104,130,236,4,8,9,8,8,18,366,306,672,22,59,81,19,16,32,0,3,3,67,58,126,72,63,135,13,30,43,30,32,62,4,0,3,60,58,115,53,47,99,77,77,157,1065,1059,2122,33,22,51,746,1021,1769,19,24,41,17,20,31,528,541,1062,66,63,128,14,29,45,29,168,199,1022,1030,2055,59,90,152,27,58,86,824,953,1778,3062,2860,5932,59,72,133,41009,42509,83517
3012,11723,11333,23058,0,0,0,0,0,0,11,12,22,5,20,32,4,3,9,0,0,0,10,13,23,58,47,103,5,0,4,6,0,10,25,24,49,7,8,16,0,0,0,0,0,0,10,10,24,18,5,26,0,6,7,0,0,3,0,0,0,4,11,17,9,8,12,39,37,69,259,264,520,5,0,7,32,183,211,3,6,13,0,8,5,37,27,67,3,0,4,0,3,3,10,55,61,425,446,868,23,26,41,4,11,19,141,143,283,913,853,1762,6,7,13,13779,13580,27361
3013,7438,6996,14434,0,0,0,0,0,0,23,15,37,12,22,33,3,0,5,4,3,11,60,49,110,24,14,39,4,0,4,4,3,8,80,71,153,4,13,23,0,0,0,0,0,0,19,8,28,21,9,30,0,3,5,0,4,5,0,0,0,12,11,20,10,6,16,14,15,31,410,378,797,10,3,17,162,330,493,8,7,12,4,0,3,109,106,207,22,17,38,11,9,13,6,31,35,159,153,311,17,15,29,10,11,16,308,257,567,1498,1076,2578,32,26,61,10489,9682,20176
3014,32547,33624,66177,23,21,42,45,50,91,49,45,100,219,228,439,9,3,7,9,5,13,68,66,130,59,56,117,9,3,14,17,19,39,349,298,649,17,32,42,19,17,32,7,4,11,35,26,68,28,10,32,11,29,37,25,28,49,9,0,9,35,50,85,114,116,228,52,46,96,586,553,1139,28,23,55,346,630,976,3,12,10,23,22,42,188,214,401,150,92,247,19,23,37,20,89,112,655,605,1260,63,64,122,162,162,333,591,509,1101,2368,2254,4623,55,49,104,39017,40058,79074
3015,137613,148204,285817,21,0,25,35,21,53,669,920,1580,303,526,831,107,106,214,82,66,148,183,216,397,1023,1312,2334,107,70,172,150,180,331,1294,1135,2429,140,278,413,87,76,162,17,10,27,527,504,1032,468,379,854,121,394,516,272,370,641,22,25,49,236,347,581,438,424,864,747,810,1558,7648,8577,16224,77,48,124,467,1345,1813,187,269,457,161,192,356,2252,2440,4697,169,152,321,98,187,287,176,690,864,13335,13939,27280,1021,1191,2212,164,299,468,5008,5809,10820,9186,9732,18921,550,496,1051,185156,201757,386914
3016,54330,59590,113915,51,73,126,59,60,117,131,136,259,260,358,615,17,19,36,44,27,74,99,99,195,147,180,328,10,15,21,58,45,104,1056,888,1944,30,63,95,72,73,145,1079,1119,2197,101,88,188,71,46,117,46,69,106,119,122,246,9,10,18,119,163,285,336,375,707,138,167,309,1014,1053,2072,105,59,168,467,812,1277,27,33,51,130,106,233,490,484,975,205,219,421,83,132,215,44,134,174,1543,1648,3186,193,224,413,59,84,144,1862,2069,3937,3203,3267,6469,65,78,147,67848,74188,142036
