CED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED125,..,248,266,95,56,43,28,6,0,753,..,260,310,130,211,237,183,50,11,1390,..,210,597,482,622,1260,1621,1004,388,6185,223,221,252,132,105,93,125,70,38,1254,10,8,16,16,22,63,48,13,5,191,22219,11891,16294,15214,11278,10493,7870,3303,929,99483,..,495,13310,20113,13974,12630,9282,3431,452,73684,..,1601,5442,2937,2005,1263,506,114,17,13889,..,358,1652,2538,2508,1579,827,418,181,10051,45125,..,..,..,..,..,..,..,..,45125,..,10399,..,..,..,..,..,..,..,10399,..,8233,5622,1685,730,312,55,0,0,16641,..,1210,1146,531,548,1015,1042,611,268,6388,..,525,663,318,223,164,73,33,10,2006,..,519,814,434,495,507,384,119,19,3291,..,437,1459,1419,1629,2292,2492,1470,517,11715,466,431,533,294,246,183,214,104,46,2524,13,17,28,21,30,89,86,21,7,318,45611,24227,30662,30288,22397,20032,14960,6324,1518,196022
CED126,..,204,272,130,99,99,52,15,5,880,..,228,385,121,143,199,159,76,27,1333,..,100,306,387,555,1223,1703,1899,1240,7411,129,237,208,114,81,124,94,54,24,1068,16,5,32,5,10,15,13,6,4,106,13273,8296,7116,9902,11601,9723,7905,5508,2152,75483,..,145,4273,12621,15293,12465,9913,6292,1313,62318,..,574,3550,2646,2272,1660,770,248,34,11761,..,29,219,850,1924,1141,462,343,247,5223,27103,..,..,..,..,..,..,..,..,27103,..,9644,..,..,..,..,..,..,..,9644,..,5118,2936,817,612,343,58,0,0,9891,..,446,375,146,185,364,545,460,274,2784,..,407,635,298,248,234,126,26,6,1996,..,523,956,306,331,398,306,151,46,3016,..,231,678,838,1263,2146,2578,2634,1600,11977,246,431,392,224,200,241,176,80,36,2015,25,17,50,20,28,26,23,8,4,203,27380,17565,14066,18772,22362,19024,14955,10244,3567,147928
CED127,..,211,152,59,44,52,29,11,0,554,..,138,266,111,148,235,198,91,16,1197,..,106,296,370,726,1553,2179,1678,626,7534,175,223,176,109,117,125,130,75,38,1161,4,5,9,6,11,8,6,7,0,60,12368,7613,7691,8692,10106,9856,8404,4397,1264,70393,..,217,5620,10012,11718,11630,9810,4350,744,54103,..,1137,3733,2665,2478,1772,948,267,34,13030,..,102,654,1338,1886,1090,570,352,211,6192,25147,..,..,..,..,..,..,..,..,25147,..,7057,..,..,..,..,..,..,..,7057,..,5734,2737,896,600,298,58,0,0,10333,..,416,309,166,222,424,501,403,221,2662,..,391,398,171,147,139,87,35,6,1371,..,300,608,276,353,478,428,193,27,2665,..,234,737,940,1672,2855,3451,2387,881,13161,362,413,373,265,244,236,218,123,47,2286,7,11,27,17,20,8,12,7,0,108,25522,16019,15189,16742,19334,18938,16082,8117,2171,138114
CED128,..,169,236,108,85,85,31,11,9,728,..,132,217,113,125,179,123,49,16,949,..,114,379,367,522,1034,1294,1043,537,5295,134,137,132,124,82,96,85,41,45,869,3,12,9,7,23,12,24,6,3,108,16524,10484,11496,11293,10521,10194,7369,3847,1422,83149,..,548,8899,14096,13091,12808,9209,4097,768,63520,..,567,2099,1435,1154,899,345,99,12,6613,..,147,911,1805,2175,1615,913,676,368,8602,33318,..,..,..,..,..,..,..,..,33318,..,11011,..,..,..,..,..,..,..,11011,..,7278,7536,2215,1243,550,104,17,0,18947,..,968,977,489,666,976,1026,716,372,6182,..,362,665,329,276,239,88,32,7,1998,..,438,978,524,411,448,307,104,32,3245,..,234,883,1117,1342,2025,2076,1526,742,9937,286,258,314,290,214,210,146,67,54,1843,8,16,25,25,36,26,39,13,3,193,33614,21827,23287,22321,20607,19789,14253,7340,2367,165404
CED129,..,142,193,81,55,40,26,6,3,553,..,294,312,119,80,103,84,36,12,1042,..,101,386,355,423,708,1287,1219,537,5016,131,207,176,111,75,106,107,68,36,1027,11,7,14,14,16,68,70,8,5,220,19423,11032,10082,16131,13212,9899,8141,4263,1257,93437,..,177,8378,24952,20140,14543,11068,5334,842,85439,..,619,2668,1734,1414,771,365,97,11,7677,..,64,314,1247,1908,1156,508,308,176,5686,39644,..,..,..,..,..,..,..,..,39644,..,13668,..,..,..,..,..,..,..,13668,..,6193,4929,1218,630,266,41,0,0,13269,..,581,568,238,251,664,879,606,344,4139,..,286,447,210,132,103,61,18,3,1266,..,564,745,282,234,207,193,73,22,2300,..,196,795,822,929,1163,1803,1590,722,8020,246,344,326,218,169,175,182,97,51,1812,16,16,39,28,27,94,130,24,11,378,39905,22707,19207,30943,25835,19142,15221,8154,2185,183291
CED130,..,232,190,48,48,46,22,6,3,597,..,499,417,131,196,273,206,64,23,1817,..,367,686,504,924,1799,2239,2131,1072,9719,269,503,269,142,155,207,158,88,51,1846,8,8,14,10,6,6,6,0,0,47,13134,8058,8634,8198,8955,9888,8644,5389,1815,72728,..,287,5202,8458,9618,10916,10288,5665,1045,51478,..,2068,4213,2384,2085,1699,930,245,30,13644,..,320,1353,1789,1597,915,484,418,281,7160,26496,..,..,..,..,..,..,..,..,26496,..,5358,..,..,..,..,..,..,..,5358,..,4204,1643,710,618,388,79,4,0,7650,..,731,416,182,288,481,515,298,151,3060,..,495,496,191,154,121,56,21,3,1532,..,1005,1085,339,413,566,463,168,33,4075,..,763,1541,1353,2090,3647,4065,3171,1420,18056,587,921,589,351,371,353,293,144,69,3686,12,11,39,22,8,10,8,6,0,106,27093,16174,16576,15779,17230,19101,17176,10145,3034,142304
CED131,..,376,292,63,45,48,16,4,4,841,..,2307,1697,319,265,294,204,63,26,5167,..,384,1180,855,1069,1913,2126,1698,1059,10295,182,459,319,141,131,122,113,38,32,1548,10,10,9,9,7,16,28,3,0,95,12650,10607,12370,10419,10033,9195,7190,4095,1782,78331,..,229,6056,11116,10450,9631,7671,3861,831,49835,..,2183,7059,3273,2280,1536,710,188,23,17264,..,125,739,1708,2159,1203,581,406,306,7222,25684,..,..,..,..,..,..,..,..,25684,..,6965,..,..,..,..,..,..,..,6965,..,4062,2261,811,613,409,84,4,0,8238,..,912,665,183,254,429,437,279,178,3338,..,756,795,194,157,110,54,19,3,2081,..,4344,3969,853,673,675,422,130,39,11106,..,800,2492,2023,2486,3588,3567,2479,1406,18839,388,754,679,338,295,249,189,76,41,3013,13,14,27,19,13,28,38,10,0,165,26090,21138,24740,20521,19380,17844,13757,7456,2827,153752
CED132,..,139,281,94,57,34,18,5,0,634,..,620,1409,406,178,181,127,67,25,3014,..,343,1925,1818,1494,1701,2180,1756,980,12207,109,212,260,125,84,118,113,49,33,1096,19,23,33,24,16,35,34,15,3,208,12907,7545,13263,14148,11328,8973,7471,4207,1693,81532,..,98,7090,16788,13668,10380,8310,4275,965,61575,..,938,7408,3503,1968,1294,740,247,37,16132,..,18,186,1124,1786,1138,453,273,219,5194,26192,..,..,..,..,..,..,..,..,26192,..,8901,..,..,..,..,..,..,..,8901,..,2356,2183,677,449,250,57,0,0,5977,..,595,643,214,210,329,402,303,187,2881,..,259,580,209,116,81,41,11,0,1300,..,1229,2928,826,398,382,282,133,39,6217,..,667,3632,3413,2818,2952,3215,2433,1251,20374,224,357,437,258,187,203,195,84,48,1993,38,28,60,58,48,61,64,27,6,382,26456,15449,25153,27073,21640,17058,13749,7782,2756,157108
CED133,..,306,260,89,110,83,46,12,5,906,..,323,412,188,307,522,383,120,23,2276,..,171,396,411,975,2128,2554,2146,1123,9901,223,424,261,169,186,261,212,104,51,1875,4,12,23,7,7,12,3,0,0,67,13017,7599,7958,8685,10262,12039,10987,5885,2163,78589,..,244,4303,8171,9731,12126,12736,6294,1292,54890,..,1544,3998,2898,2927,2736,1554,389,65,16114,..,244,1268,1930,2171,1234,665,492,383,8386,26366,..,..,..,..,..,..,..,..,26366,..,5510,..,..,..,..,..,..,..,5510,..,5059,2186,1011,846,554,110,3,0,9778,..,668,421,200,324,632,724,431,281,3684,..,594,581,270,272,228,145,39,8,2145,..,673,954,458,684,1111,846,241,44,5019,..,371,931,1061,2153,4295,4737,3251,1525,18323,465,786,545,392,439,491,438,174,75,3804,8,27,41,16,12,27,9,6,0,140,26842,15718,15228,16420,19563,23445,21970,11316,3677,154164
CED134,..,238,178,49,46,33,24,13,5,590,..,356,392,124,185,245,159,70,15,1546,..,402,735,480,838,1662,1804,1843,882,8651,317,543,272,141,174,280,201,86,33,2047,0,11,23,7,0,7,3,6,0,58,13418,7275,9351,7821,8106,9094,7182,4471,1500,68225,..,219,5767,8037,8307,9820,8344,4390,853,45737,..,1895,4652,2342,2024,1607,722,198,26,13461,..,358,1494,1630,1588,936,556,373,256,7180,26980,..,..,..,..,..,..,..,..,26980,..,4235,..,..,..,..,..,..,..,4235,..,4077,1746,769,632,393,71,5,0,7686,..,917,475,188,328,552,527,319,147,3452,..,490,446,161,139,127,72,26,10,1476,..,721,956,294,393,498,391,152,37,3437,..,796,1699,1244,2015,3545,3523,2826,1205,16865,657,1033,617,371,397,514,402,164,46,4197,8,16,50,14,10,8,7,6,3,117,27638,14756,17900,15050,15828,17992,14609,8452,2584,134826
CED135,..,510,648,172,80,82,30,12,3,1537,..,953,1344,295,230,252,132,51,7,3270,..,363,1251,1000,1040,1343,1448,1052,506,7997,93,165,201,104,77,105,103,46,23,920,10,21,37,16,20,80,71,17,9,268,17645,10358,18848,15706,10339,9136,6524,3457,1225,93249,..,876,17164,23444,12576,10590,7397,3447,795,76295,..,980,3847,1939,1144,696,306,97,17,9027,..,94,718,1617,1938,1476,711,495,274,7312,36033,..,..,..,..,..,..,..,..,36033,..,9459,..,..,..,..,..,..,..,9459,..,4512,4816,1412,899,392,71,4,0,12106,..,1387,1736,547,434,834,861,553,294,6643,..,1091,1768,549,263,214,91,20,5,3999,..,2774,5126,1326,694,634,371,112,25,11064,..,715,2876,2460,2286,2763,2467,1594,716,15878,201,312,449,261,187,199,159,70,35,1880,23,29,59,41,38,106,116,31,9,454,36260,22230,38561,33605,20464,17896,12545,6427,2171,190151
CED136,..,284,192,72,58,48,27,9,7,698,..,272,334,165,228,311,204,76,14,1602,..,234,528,429,807,1716,2346,1954,942,8955,313,380,271,151,152,179,154,88,53,1743,3,4,12,7,3,15,8,5,0,57,16099,9405,11163,10339,10436,10650,9767,5519,1719,85096,..,327,7176,10911,10928,11850,11718,6102,976,59982,..,2255,6102,3240,2627,1753,903,305,37,17224,..,312,1632,2236,2405,1282,611,421,274,9179,32241,..,..,..,..,..,..,..,..,32241,..,6745,..,..,..,..,..,..,..,6745,..,6450,2730,1037,794,373,91,0,0,11473,..,816,513,234,341,648,668,444,198,3858,..,605,552,247,225,145,89,31,8,1899,..,603,823,401,497,647,511,167,25,3668,..,469,1392,1299,1959,3235,3860,2901,1253,16368,646,680,584,377,342,318,261,124,69,3395,3,9,19,6,13,22,13,8,0,103,32893,19282,21522,19987,20132,20272,18718,10501,2838,166138
CED137,..,689,856,211,113,79,40,7,3,1989,..,1685,2475,573,316,264,163,64,25,5561,..,486,2006,1310,1081,1482,1593,1326,774,10048,131,187,289,138,99,127,103,67,44,1189,19,30,34,22,35,77,50,10,0,274,13869,11658,20936,14634,11632,10513,7607,4178,1767,96788,..,733,14163,18387,13684,12211,9074,4461,1146,73858,..,1652,8303,3176,1639,1157,550,139,23,16640,..,31,346,1284,1998,1542,622,443,375,6642,27814,..,..,..,..,..,..,..,..,27814,..,9177,..,..,..,..,..,..,..,9177,..,3703,4414,1186,822,466,89,6,0,10689,..,1575,1613,449,386,696,754,534,367,6384,..,1448,2145,554,300,187,78,28,8,4740,..,4255,6462,1466,694,573,371,128,40,13989,..,976,4110,2849,2160,2557,2486,1853,1030,18018,258,334,584,307,217,224,189,100,56,2258,32,49,81,62,51,109,80,26,4,482,28099,23933,42223,29706,21948,19721,14296,7714,3052,190697
CED138,..,345,440,188,128,135,66,31,4,1340,..,505,1062,360,362,642,437,165,38,3568,..,121,437,483,904,2170,2902,2300,1344,10653,176,338,294,179,175,264,245,98,52,1805,7,12,27,9,8,12,12,7,0,106,12327,7122,8281,9840,10476,11700,10922,6211,2491,79369,..,96,3692,9159,10029,11085,11549,6375,1459,53437,..,889,4232,3689,3043,2606,1658,446,56,16625,..,113,699,1757,2375,1267,668,492,403,7776,25081,..,..,..,..,..,..,..,..,25081,..,5688,..,..,..,..,..,..,..,5688,..,4617,2081,957,699,550,130,3,0,9044,..,528,372,176,248,531,710,376,276,3217,..,630,878,426,314,302,152,58,9,2770,..,838,2031,785,786,1205,953,353,83,7031,..,262,846,1143,1915,3854,4805,3444,1876,18139,359,631,591,415,362,496,442,179,58,3534,17,22,48,20,23,23,25,22,0,200,25451,14314,15466,18532,19789,21919,21093,11746,4227,152540
CED139,..,235,99,53,27,34,13,4,4,469,..,614,421,111,170,234,181,68,11,1811,..,438,739,529,848,1779,2117,2054,1157,9656,253,488,264,110,145,207,153,78,34,1735,3,3,3,4,6,3,3,3,0,32,14399,8712,9010,8541,8939,9611,8472,5109,1916,74709,..,345,5818,9459,9948,11143,10345,5356,1108,53535,..,2140,4588,2209,1844,1489,745,251,27,13287,..,337,1285,1684,1732,872,464,369,270,7016,28937,..,..,..,..,..,..,..,..,28937,..,5702,..,..,..,..,..,..,..,5702,..,4824,1751,714,560,390,78,0,0,8315,..,667,360,187,221,439,504,313,161,2853,..,456,331,155,106,99,49,16,4,1216,..,1093,1065,353,374,477,392,137,34,3929,..,839,1688,1322,2082,3526,3849,3114,1583,18000,474,905,586,312,315,393,266,131,52,3431,7,11,32,30,5,8,6,9,0,107,29417,17323,17507,16421,17187,18835,16699,9691,3237,146331
CED140,..,210,168,66,67,61,36,12,3,622,..,324,371,122,194,313,251,110,26,1714,..,159,474,416,832,1796,2691,2227,1338,9931,182,259,212,111,119,157,139,72,33,1282,7,3,9,11,11,13,11,4,6,68,12008,7632,7488,9189,9807,10370,9410,5704,2237,73855,..,171,4368,10358,10789,11211,10228,5861,1172,54158,..,1184,3835,2702,2326,1780,970,355,43,13201,..,129,726,1589,2153,1277,575,426,318,7178,24576,..,..,..,..,..,..,..,..,24576,..,6773,..,..,..,..,..,..,..,6773,..,5006,2604,888,633,433,67,3,0,9634,..,451,350,194,229,493,612,436,250,3012,..,414,441,204,174,168,71,32,3,1513,..,609,947,328,458,638,523,236,54,3800,..,318,1062,1062,1929,3270,4130,3289,1771,16822,378,500,392,248,268,270,234,116,44,2461,22,10,15,22,16,22,15,8,3,131,24978,15548,14730,17599,18986,19563,17431,10764,3657,143256
CED141,..,242,172,58,57,45,21,8,0,603,..,258,306,122,176,251,215,89,22,1441,..,149,420,413,679,1666,2343,2203,1149,9020,219,296,230,118,105,129,112,53,41,1305,3,4,9,6,6,9,3,0,0,38,12613,7747,8125,9010,9541,9896,9130,5819,2068,73949,..,147,4971,9805,10535,11048,10731,6159,1212,54604,..,1352,4337,2761,2231,1645,744,308,36,13415,..,175,1013,1762,2259,1175,577,465,364,7785,25744,..,..,..,..,..,..,..,..,25744,..,6495,..,..,..,..,..,..,..,6495,..,5622,2497,906,761,492,91,0,0,10372,..,550,385,167,243,519,543,395,219,3030,..,476,431,172,168,123,82,18,9,1486,..,516,739,302,407,555,438,199,43,3211,..,292,972,1088,1676,3077,3661,3151,1549,15452,466,539,442,286,272,249,209,95,47,2604,7,8,15,15,12,10,6,3,3,77,26214,16169,15807,17260,18561,18886,17080,10805,3483,144271
CED142,..,465,1164,320,84,29,17,13,3,2092,..,3855,6575,1294,419,247,156,64,19,12631,..,1427,4699,3449,2164,2230,1979,1124,438,17510,80,280,451,169,97,116,103,33,23,1355,5,43,61,17,25,58,32,12,0,264,7087,10997,29015,15583,8610,7111,5028,2404,787,86623,..,240,8980,12184,6846,5562,4138,1928,403,40290,..,3231,19511,8324,3684,2106,859,212,26,37947,..,39,314,981,1410,954,416,238,136,4488,14416,..,..,..,..,..,..,..,..,14416,..,3262,..,..,..,..,..,..,..,3262,..,1228,1306,533,355,152,29,0,0,3607,..,1306,1479,414,210,310,300,166,103,4286,..,984,2526,683,180,89,42,18,11,4534,..,7528,14176,3188,1183,739,451,162,35,27460,..,2741,9820,7800,5435,5075,3731,1941,657,37208,159,552,912,388,221,243,183,63,23,2745,14,91,136,51,47,101,53,16,0,499,14583,21205,59169,34539,19570,15337,10201,4746,1391,180742
CED143,..,159,306,72,51,46,23,5,4,665,..,487,1286,308,158,140,114,61,15,2567,..,178,947,1163,1117,1483,1860,1747,921,9421,93,231,197,111,75,87,86,41,35,939,10,16,28,21,12,22,17,3,0,144,12676,7580,10040,11072,11399,8744,6527,4312,1620,73966,..,88,4295,12439,14443,10831,7427,4381,1020,54918,..,669,6723,3781,2357,1384,708,255,37,15905,..,14,127,886,1716,1087,371,268,218,4691,25664,..,..,..,..,..,..,..,..,25664,..,9037,..,..,..,..,..,..,..,9037,..,3171,2062,554,402,243,64,3,0,6496,..,395,404,135,146,244,315,309,175,2112,..,294,628,179,112,99,48,21,11,1386,..,888,2557,666,347,327,248,123,29,5190,..,339,1728,2161,2121,2576,2717,2355,1275,15278,202,414,390,204,176,189,140,70,50,1831,22,27,48,36,32,43,28,6,0,252,25888,15334,18958,21041,21848,17022,12074,7795,2811,142773
CED144,..,316,449,173,140,97,39,11,6,1242,..,391,654,258,272,278,203,75,19,2144,..,191,691,592,702,1211,1433,1262,742,6820,110,162,193,116,96,108,67,47,32,935,3,16,26,16,14,38,14,10,4,141,15720,10560,13018,11747,10873,9738,6923,3989,1754,84327,..,852,10229,15103,12967,11659,7999,4161,1062,64022,..,584,2773,1459,1089,792,365,69,15,7156,..,82,726,1489,2154,1615,851,608,447,7959,32415,..,..,..,..,..,..,..,..,32415,..,10947,..,..,..,..,..,..,..,10947,..,5781,6032,1997,1207,580,110,3,0,15705,..,1129,1325,522,556,890,895,651,383,6355,..,711,1283,584,502,328,119,25,4,3564,..,1312,3155,1227,904,731,444,176,46,7991,..,390,1602,1417,1617,2340,2380,1853,1008,12610,239,310,432,251,224,213,126,72,38,1907,13,33,58,34,38,57,37,16,3,282,32671,22125,27617,24083,21256,19198,13333,7630,2997,170915
CED145,..,100,341,63,49,33,7,3,6,618,..,1055,3508,571,173,168,117,64,33,5699,..,339,2095,1804,1346,1552,1953,1751,943,11775,82,179,283,126,89,101,94,45,22,1020,11,22,51,26,29,25,11,11,3,183,10084,6440,14440,10784,9166,7051,5968,3862,1524,69316,..,40,3938,10264,10105,7627,6248,3551,844,42622,..,672,9158,4422,2362,1407,845,330,40,19243,..,11,102,767,1570,934,323,243,198,4150,20227,..,..,..,..,..,..,..,..,20227,..,6685,..,..,..,..,..,..,..,6685,..,1743,1532,396,335,206,50,4,0,4267,..,342,482,129,101,188,238,211,135,1829,..,160,756,150,84,64,23,12,10,1264,..,1697,6447,1185,412,355,287,129,59,10559,..,605,3738,3450,2627,2766,2989,2400,1255,19831,176,331,489,248,168,193,150,82,34,1869,18,39,76,56,56,45,27,9,3,329,20421,12328,26720,21079,17819,13786,11182,6976,2573,132884
CED146,..,162,207,124,92,72,37,10,14,719,..,81,157,69,116,169,111,36,3,743,..,107,309,311,441,921,1053,790,320,4262,209,149,203,116,96,110,97,61,37,1077,10,13,19,5,12,44,35,10,0,147,20686,13167,13435,14037,12427,10761,6810,3106,1021,95459,..,696,10460,18776,16493,14124,8441,3194,543,72731,..,706,2447,1816,1440,861,332,74,9,7695,..,244,1261,2141,2508,1893,898,475,238,9658,42242,..,..,..,..,..,..,..,..,42242,..,14268,..,..,..,..,..,..,..,14268,..,9037,8187,2131,1021,447,50,3,0,20861,..,1202,1087,512,689,1215,1243,779,394,7119,..,356,504,325,299,244,108,31,15,1879,..,211,424,219,301,386,244,85,13,1882,..,228,805,900,1110,1815,1688,1153,458,8156,419,293,454,300,238,222,162,94,41,2234,24,16,30,18,19,65,59,22,0,247,42681,27257,25652,27138,24128,21284,13213,5909,1716,188977
CED147,..,253,177,59,66,44,33,12,3,649,..,255,249,119,190,250,192,88,18,1366,..,122,351,392,722,1584,2296,2152,988,8618,218,346,227,134,121,149,116,78,46,1448,0,6,9,4,7,22,8,3,0,60,14541,9225,9677,9865,10526,10662,9641,6053,1929,82112,..,229,6607,11377,11975,12327,11572,6463,1250,61802,..,1489,4825,2576,2349,1634,874,312,57,14112,..,227,1105,1910,2215,1367,653,537,347,8359,29500,..,..,..,..,..,..,..,..,29500,..,7289,..,..,..,..,..,..,..,7289,..,6947,3285,1180,885,508,100,4,0,12908,..,744,454,224,285,597,619,494,254,3664,..,476,470,190,176,136,68,30,8,1545,..,496,654,290,402,539,416,180,32,3010,..,261,895,1019,1653,2948,3538,3037,1359,14703,483,639,483,327,292,286,211,125,73,2916,4,15,16,13,14,29,15,9,0,115,29987,18798,18790,19116,20241,20362,18065,11180,3374,159913
CED197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
