CED_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,10,0,19,0,12,0,0,0,0,3,12,0,27,0,9,0,0,0,0,9,12,0,27,0,6,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,9,3,3,0,21,37,0,99
CED401,57,138,274,1008,210,1479,106,881,52,4210,445,2048,1281,2609,1216,1714,489,1308,214,11319,2571,10331,3475,3850,3024,1668,1387,2355,483,29141,3524,7876,2298,2288,2796,988,914,1479,405,22572,3397,5159,1803,1584,2485,902,724,1348,269,17653,2130,3669,1268,1103,2030,793,645,974,189,12799,657,1337,314,257,569,264,140,250,72,3860,97,148,31,27,62,36,18,22,24,462,7,10,0,0,0,0,0,7,9,45,12883,30711,10739,12738,12386,7838,4427,8636,1705,102059
CED402,92,43,761,861,144,1376,143,1437,101,4953,327,476,1303,952,370,735,373,1397,119,6049,1574,2197,2512,1682,1140,1027,946,2591,225,13888,2532,2348,1940,1641,1606,947,1023,2200,247,14483,3363,2223,1930,1932,2028,1135,1342,2470,315,16738,3130,1791,1691,1783,1852,1054,1500,2456,252,15514,1631,608,491,373,479,260,462,664,127,5102,462,57,43,25,70,29,35,94,70,889,44,0,0,0,4,6,0,10,16,78,13167,9760,10673,9243,7687,6568,5814,13315,1472,77704
CED403,62,110,364,1031,180,1657,119,1000,53,4584,316,1371,1095,2079,861,1385,265,828,105,8302,1763,6512,2450,2863,1916,1104,601,1284,265,18769,3232,7049,1975,2020,2257,833,482,845,300,18997,3427,5600,1723,1852,2665,958,552,812,257,17852,2265,4045,1371,1459,2362,794,542,856,196,13900,626,1234,366,296,698,257,151,303,77,4007,97,149,52,30,87,51,17,45,38,548,4,7,4,4,5,6,0,0,14,47,11793,26072,9392,11630,11031,7055,2737,5980,1306,86998
CED404,84,56,621,634,133,1301,132,1123,97,4187,333,614,1204,996,437,604,498,983,104,5770,1559,2687,2853,1841,1176,962,1515,1835,264,14690,2411,2365,2257,1659,1536,790,1483,1533,255,14286,2886,2258,2357,2013,1926,1019,1735,1884,312,16395,3124,1969,1977,1909,1668,959,1787,2006,317,15718,1485,571,462,341,471,214,457,574,139,4728,370,52,44,15,54,29,41,78,81,774,37,5,4,3,9,0,4,9,16,66,12293,10585,11772,9416,7411,5888,7648,10019,1582,76615
CED405,36,86,373,848,157,1550,113,930,68,4165,332,1106,1272,1658,908,1275,367,869,134,7926,1843,5363,2912,2734,2364,1218,1072,1436,320,19262,2842,4951,2325,2063,2534,939,893,1183,314,18040,2976,3729,2065,1806,2944,1140,1070,1394,302,17425,2029,2746,1683,1515,2684,971,1070,1264,207,14178,502,725,419,275,644,259,215,290,81,3408,88,96,41,17,58,33,22,40,26,414,0,3,3,0,0,9,0,4,7,38,10650,18812,11089,10917,12297,7394,4827,7417,1456,84855
CED406,56,67,536,732,185,1643,146,1200,57,4631,322,703,1299,1325,746,1185,290,958,113,6938,1494,3328,3138,2450,2124,1315,803,1438,275,16366,2139,3922,2914,2344,2558,1053,864,1212,282,17291,2166,3099,2430,2434,2651,1052,1031,1364,320,16545,1489,2146,1879,1996,2359,990,965,1276,202,13294,349,534,379,401,508,240,216,267,41,2935,31,49,22,11,45,11,7,26,23,214,0,3,0,0,0,5,0,0,7,17,8039,13849,12606,11697,11182,7496,4325,7741,1314,78243
CED407,56,66,454,702,168,1735,133,1110,81,4511,312,1045,1346,1432,912,1215,451,1074,141,7927,1409,4058,3181,2607,2216,1139,1227,1661,312,17813,2442,4247,2743,2551,2716,992,1258,1494,340,18786,2321,3059,2433,2168,2886,1048,1266,1520,341,17044,1587,1991,1694,1594,2314,902,1222,1347,218,12859,320,439,372,295,570,226,263,320,47,2849,27,34,29,12,38,26,19,23,33,245,3,0,0,0,0,0,0,3,9,14,8470,14945,12250,11361,11810,7291,5833,8561,1529,82052
CED408,77,64,515,1014,135,1520,122,1393,85,4924,301,607,1191,1233,483,974,254,967,88,6093,1335,2950,2471,1710,1271,886,497,1138,182,12445,2784,4376,2344,1739,1949,808,617,1070,268,15953,3563,4633,2331,2083,2514,1132,791,1392,278,18725,2692,3466,1963,1828,2178,1024,833,1459,212,15651,1236,1176,516,401,659,285,254,449,113,5081,303,134,53,23,79,32,32,71,67,799,30,5,4,0,0,6,0,4,11,70,12329,17402,11391,10024,9271,6678,3400,7939,1293,79738
CED409,60,43,474,541,153,1592,153,1175,99,4293,355,666,1425,1553,813,1197,572,1408,218,8204,1430,2523,3125,2971,2247,1513,1781,2750,457,18801,1833,2229,2450,2393,2169,1041,1887,2291,384,16674,1689,1711,1967,2102,2048,921,1818,2145,307,14711,1260,1182,1453,1688,1687,766,1607,1760,245,11648,272,261,255,299,310,142,307,320,73,2241,50,31,20,13,15,8,18,20,16,192,9,0,0,0,0,0,0,3,9,20,6941,8646,11170,11568,9451,7178,8143,11878,1803,76777
CED410,62,137,280,1024,233,1678,110,913,64,4494,348,1648,1030,1818,997,1426,335,905,139,8655,1864,7176,2286,2403,2210,1165,816,1370,295,19588,3446,7778,1942,1992,2584,854,664,1031,310,20601,3554,6287,1778,1628,2970,1044,619,1040,255,19182,2434,4395,1374,1225,2403,926,565,856,189,14365,663,1553,389,307,721,328,156,282,56,4460,124,215,56,24,87,72,12,33,29,654,19,19,3,0,3,0,0,0,5,53,12509,29217,9144,10420,12209,7494,3277,6438,1348,92054
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,0,22
CED501,62,88,667,818,161,1839,254,1310,101,5302,313,613,1700,1495,618,1093,559,1081,142,7618,1464,2902,4014,2618,2157,1197,1697,1744,333,18131,2111,3513,3561,2624,2392,1033,1704,1634,320,18888,2049,2680,3033,2414,2275,1042,1790,1639,309,17221,1200,1699,1941,1541,1765,729,1502,1210,193,11776,249,344,295,272,352,165,306,306,49,2334,18,38,18,9,27,10,14,31,12,172,0,0,0,0,4,0,0,3,11,14,7473,11861,15217,11798,9748,7102,7833,8960,1460,81452
CED502,64,77,490,596,179,1494,270,1078,100,4337,275,658,1424,1348,783,1166,736,1175,173,7733,1407,3501,3525,2488,2341,1293,1967,1957,419,18899,2135,4689,3712,2696,2803,1111,2257,1912,380,21690,1542,2465,2601,1998,2202,854,1800,1853,286,15604,985,1428,1567,1321,1729,716,1610,1331,187,10864,250,362,384,298,447,197,352,379,51,2717,24,44,21,20,36,14,10,44,11,230,4,0,0,0,0,0,0,0,4,18,6684,13223,13729,10756,10517,6836,9000,9725,1610,82087
CED503,45,58,647,816,159,1467,219,1090,85,4587,226,443,1294,1047,440,836,440,788,94,5609,1002,1859,2984,1614,1388,843,1206,1130,235,12268,1636,2329,2641,1713,1646,783,1513,1149,248,13651,1959,2340,2489,1783,1944,905,1683,1188,246,14526,1537,1790,1999,1424,1652,799,1474,1087,212,11972,516,507,419,264,445,241,397,344,60,3196,109,57,37,15,43,32,35,45,35,401,12,4,0,0,0,3,0,0,9,34,7046,9380,12515,8672,7716,5907,6972,6819,1224,66257
CED504,39,80,400,665,180,1529,175,989,84,4135,312,935,1255,1598,857,1389,567,1104,165,8186,1683,4677,3542,2756,2274,1359,1472,1843,460,20063,2233,4343,3072,2220,2415,1032,1442,1793,369,18929,1992,2858,2501,1990,2437,1052,1398,1900,277,16405,1405,1905,2018,1578,2214,887,1245,1735,190,13172,411,630,515,386,614,256,349,509,69,3745,47,62,49,23,64,28,33,49,14,362,0,0,3,0,3,3,0,4,7,27,8116,15497,13363,11217,11055,7542,6685,9924,1631,85030
CED505,44,220,246,1486,258,1466,177,899,58,4860,305,1864,715,2064,929,1223,227,621,87,8038,1997,8418,1893,1975,1737,895,517,996,269,18701,3857,8592,1479,1273,1838,698,411,737,272,19162,4577,7855,1082,1081,2141,785,321,490,264,18581,2844,5495,865,818,1634,668,266,434,174,13207,999,1981,269,251,673,280,114,168,90,4829,193,368,38,29,128,69,19,45,49,931,16,25,0,5,10,11,0,4,15,84,14838,34820,6586,8983,9348,6095,2046,4392,1274,88387
CED506,71,87,806,758,232,1328,223,1204,130,4838,324,883,1760,1053,686,662,759,1384,157,7663,2055,4859,5852,2468,2251,1002,2720,2985,436,24626,3501,4503,5698,2341,2598,884,3097,2298,482,25405,3817,3695,4591,2255,2622,1042,3765,2236,496,24525,3479,3020,3304,1895,2446,1059,3426,2043,337,21002,1488,910,694,445,639,312,829,626,145,6095,344,73,48,28,60,49,40,91,67,802,34,0,0,0,3,0,0,8,11,69,15115,18030,22759,11251,11542,6345,14865,12871,2255,115034
CED507,56,46,685,984,153,1616,169,1247,93,5045,198,373,1228,810,401,575,371,953,74,4988,1088,2231,2905,1465,1146,851,931,1864,183,12662,1946,3209,3024,1765,1700,915,1314,1764,279,15915,2267,3129,2668,1885,2062,1090,1493,1744,251,16575,1810,2291,1836,1436,1712,931,1406,1485,176,13081,797,710,439,269,473,289,396,434,84,3894,192,51,20,15,43,29,35,63,28,488,24,0,0,0,0,3,0,0,10,49,8374,12033,12807,8633,7687,6305,6122,9559,1176,72696
CED508,60,92,471,933,175,1439,189,1013,54,4430,328,1034,1229,1787,778,1169,426,827,87,7670,1965,6356,3343,2231,2218,987,892,1142,348,19485,3151,6486,3053,1870,2428,839,940,1054,340,20153,2867,4761,2467,1705,2489,897,1011,1151,278,17624,1932,3014,1771,1245,2051,744,923,1082,176,12942,455,976,427,272,523,278,243,322,63,3552,66,90,21,13,42,30,18,45,10,345,3,0,0,0,3,0,0,0,8,20,10825,22817,12785,10061,10707,6380,4632,6649,1369,86216
CED509,71,82,636,928,210,1726,258,1264,90,5260,299,677,1427,1340,770,1099,564,952,166,7300,1549,3442,3499,2305,2331,1239,1523,1355,310,17560,2614,4140,3201,2305,2760,971,1731,1245,343,19313,2747,3568,2639,2148,2712,1035,1426,1230,282,17785,1812,2365,1832,1484,2091,819,1290,1067,211,12975,497,770,444,299,540,233,358,311,78,3526,107,106,36,28,49,23,22,56,21,450,7,6,3,0,0,0,0,6,12,30,9704,15145,13728,10834,11477,7143,7168,7491,1515,84202
CED510,45,102,569,1245,240,1861,203,1253,34,5562,262,1076,1178,1523,816,1291,298,770,99,7301,1260,4026,2476,1402,1538,785,523,697,238,12942,3170,5997,2646,1591,2394,717,546,669,270,17999,3836,5629,2504,1916,3003,986,652,822,280,19611,2606,3958,2073,1498,2814,963,715,867,181,15681,639,1044,557,331,815,334,255,333,67,4368,50,102,41,18,57,29,17,51,22,378,3,3,5,0,6,3,0,4,3,23,11879,21933,12047,9517,11674,6964,3207,5468,1192,83876
CED511,91,57,807,677,178,1193,241,1202,111,4549,305,623,1541,738,484,554,758,1156,110,6249,1645,2809,3491,1458,1404,806,2094,2056,225,15986,2865,2708,3008,1577,1685,842,2152,1768,256,16867,3640,2591,2922,1836,1872,942,2476,1932,296,18492,3454,2300,2281,1535,1791,880,2425,2056,301,17022,1810,655,568,366,554,250,666,638,118,5635,546,74,42,31,70,29,54,125,55,1025,68,3,0,0,0,0,0,6,19,106,14421,11820,14657,8210,8030,5498,10856,10937,1492,85925
CED512,75,95,642,1022,226,1972,262,1301,88,5681,348,803,1497,1714,884,1384,498,1031,134,8285,1772,3613,3743,2590,2467,1323,1262,1613,364,18736,2767,4652,3707,2459,3011,1154,1402,1533,367,21048,2703,3655,3150,2362,3010,1205,1388,1587,339,19397,1493,1851,1934,1422,1946,844,1061,1164,143,11863,288,378,344,251,455,189,256,336,30,2532,23,35,20,20,34,20,24,29,17,219,5,3,0,0,7,0,0,0,0,13,9476,15078,15037,11831,12041,8091,6145,8597,1485,87779
CED513,38,79,270,793,162,1111,126,723,39,3337,390,1695,1007,2154,984,1349,397,918,144,9046,2967,11574,3542,3499,3174,1544,1117,1901,443,29763,4163,9172,2690,1971,2592,958,893,1194,354,23987,3391,5786,1928,1451,2503,859,773,927,236,17857,2257,3625,1415,1121,2110,727,669,878,156,12971,559,1124,363,302,625,272,210,320,52,3819,75,129,28,25,66,33,26,53,21,454,3,10,4,0,10,0,0,4,0,31,13847,33200,11244,11314,12219,6857,4204,6924,1449,101262
CED514,71,120,395,897,211,1443,188,921,64,4302,406,1598,1571,2453,1141,1580,735,1288,205,10974,2304,8434,4102,3282,2945,1571,1972,2313,551,27469,3165,6865,3047,2106,2732,954,1429,1464,381,22148,2759,4236,2139,1594,2420,802,1347,1194,272,16757,1904,2798,1503,1172,2175,714,1173,1004,199,12651,578,977,389,298,615,273,343,317,71,3854,70,113,33,18,61,24,23,46,26,417,3,3,0,0,4,3,4,0,14,41,11255,25138,13174,11825,12310,7364,7211,8545,1785,98609
CED515,57,194,435,1175,247,1947,281,1175,66,5580,307,1621,1109,1678,916,1476,426,864,134,8542,1346,5868,1969,1555,1643,863,737,914,226,15117,3185,7639,2320,1641,2574,788,809,878,286,20122,3619,6357,2200,1797,2898,972,818,954,274,19898,2563,4208,1554,1187,2513,822,755,900,198,14709,689,1354,499,327,791,321,259,348,61,4650,101,156,43,30,73,42,27,55,27,543,3,11,0,0,7,0,0,0,11,38,11874,27415,10130,9395,11665,7232,4110,6091,1288,89199
