SOSR_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
SOSR621,79,641,501,7780,137,9142,4,21,9,1147,17,1206,116,7,17,21,0,164,23,6,0,23,3,54,231,58,37,132,6,466,1486,649,466,7303,173,10087,82,0,12,3,0,99,56,6,8,27,0,92,193,63,40,514,10,821,15,5,4,21,5,44,32,3,0,5,0,46,52,3,5,8,0,68,261,111,91,1896,36,2392,81,37,13,134,3,271,21,0,0,0,0,19,6,0,0,3,0,13,6,0,0,0,0,6,10,0,0,3,3,23,23,9,4,8,0,46,49,24,20,9,0,104,54,26,7,47,0,135,22,0,4,12,0,36,0,0,0,3,0,3,393,159,113,1528,21,2215,6,0,0,0,0,8,60,11,11,0,0,86,18,7,0,12,0,40,9,0,0,3,0,17,17,0,0,0,0,19,78,9,17,69,0,176,624,125,104,272,15,1141,29,11,0,158,1078,1276,3233,1154,849,15216,1420,21871
SOSR622,31,247,183,3402,79,3938,4,12,5,428,8,457,26,4,4,9,0,43,8,3,0,3,0,16,91,21,17,36,0,161,686,249,143,3043,60,4183,19,0,10,3,0,32,25,3,0,20,0,45,113,35,16,219,3,389,8,0,3,0,0,17,8,3,0,5,0,21,11,0,0,4,0,17,129,42,38,768,6,984,25,20,4,56,0,109,5,0,8,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,9,9,5,3,4,0,26,18,9,0,15,0,36,18,9,0,11,0,34,14,0,6,0,0,21,0,0,0,0,0,0,158,53,42,618,15,888,0,0,0,0,0,0,18,0,0,0,0,16,7,0,0,3,0,10,4,0,0,0,0,4,5,0,4,0,0,6,32,4,0,27,0,59,208,50,41,129,3,434,13,0,6,80,533,632,1315,433,315,6422,678,9163
SOSR631,407,3163,2580,39111,547,45812,27,128,66,5006,108,5337,392,21,49,149,9,619,73,35,10,56,3,178,1101,363,287,798,17,2561,7388,3034,2366,34598,660,48043,276,6,104,35,3,422,250,43,19,172,3,490,1142,349,237,2509,48,4283,110,52,26,105,5,289,118,41,15,61,0,238,196,23,19,40,0,275,1369,609,381,8501,109,10969,408,206,55,658,17,1352,58,4,9,3,0,79,20,8,6,33,0,62,7,0,0,0,0,14,90,29,20,88,3,228,167,35,22,40,0,269,323,143,99,73,5,643,304,87,41,228,5,662,113,19,19,45,0,192,20,9,3,3,0,38,1765,763,532,7601,101,10748,20,12,3,7,0,49,200,26,43,11,0,281,119,14,15,55,0,198,37,3,3,7,0,48,69,5,14,0,3,86,329,55,50,230,6,663,2706,590,533,1299,58,5190,94,36,43,907,5496,6578,15219,5647,4391,73895,6815,105965
SOSR679,0,10,7,85,0,103,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,12,17,83,0,127,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,4,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,22,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,19,0,0,0,0,110,110,44,19,22,166,110,366
SOSR703,1437,3953,4025,26323,249,35976,64,635,339,10424,406,11866,4497,192,322,718,41,5776,109,49,20,103,5,290,683,295,189,571,9,1743,8055,3193,2963,21732,304,36237,5695,125,567,209,24,6615,434,57,76,219,0,781,1199,416,389,3280,31,5322,2008,619,289,1014,29,3964,150,33,22,54,0,260,3857,76,58,58,9,4049,2155,803,702,7752,62,11476,1087,373,172,1525,19,3175,323,5,27,10,3,361,76,14,8,53,3,158,33,9,3,19,0,66,96,49,21,170,0,342,575,117,128,94,4,919,479,232,130,85,6,938,340,93,52,244,0,735,164,25,24,71,0,284,141,28,4,31,6,207,1947,778,685,6444,43,9908,79,19,0,21,0,117,372,66,42,30,3,514,497,32,30,85,9,644,540,28,26,22,3,613,1205,33,89,26,3,1358,292,64,68,298,0,728,16903,1215,1529,3053,171,22868,669,54,41,498,14220,15488,47066,7853,7374,56951,15399,134643
SOSR712,243,709,651,5345,39,6990,8,147,84,4976,81,5303,432,20,36,68,6,558,14,3,6,11,0,33,211,41,46,116,3,414,1816,649,546,4340,68,7420,615,13,64,11,0,705,103,12,16,40,0,169,418,87,69,790,7,1368,39,30,9,36,0,107,25,5,4,13,0,47,914,10,16,11,0,960,502,191,125,1619,23,2463,233,73,38,289,4,636,73,5,8,0,0,84,7,5,0,16,0,24,0,0,0,3,0,5,13,14,5,21,3,57,325,49,51,30,10,461,157,44,24,19,0,249,86,13,12,53,0,170,35,4,3,11,0,62,156,6,7,5,3,178,451,160,132,1314,16,2073,10,5,0,4,0,21,86,11,6,4,0,112,85,7,0,10,0,111,69,3,0,9,0,82,91,6,0,7,0,101,57,10,14,62,0,143,3113,254,222,444,40,4071,163,8,4,92,2302,2572,8492,1447,1234,13883,2545,27595
SOSR714,56,147,149,1538,32,1920,3,34,20,1641,77,1773,66,3,3,33,5,111,5,3,0,0,0,5,30,6,12,23,0,69,273,125,114,1033,33,1573,214,0,27,17,3,257,14,0,0,7,0,18,44,24,23,173,0,263,23,0,0,8,0,33,6,0,0,3,0,6,114,4,0,3,0,119,82,42,25,385,6,529,28,14,0,53,4,101,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,4,0,11,24,5,3,5,0,35,26,7,3,8,0,42,12,0,0,7,0,18,3,3,0,0,0,4,10,3,0,0,0,16,76,35,22,327,5,468,0,0,0,0,0,0,17,0,0,0,0,20,16,0,0,6,0,19,27,0,0,0,0,27,19,0,0,0,0,26,13,8,0,8,0,21,583,40,39,143,16,810,28,6,3,64,969,1058,1505,285,255,3933,1110,7086
SOSR715,65,163,188,1452,24,1894,0,45,22,11827,131,12029,86,6,0,33,0,120,14,0,0,8,0,24,26,17,14,15,0,66,371,168,136,1205,25,1907,137,5,28,6,0,172,19,0,0,10,0,23,52,20,16,176,3,270,19,12,0,17,0,48,7,0,5,3,0,14,109,0,0,0,0,114,109,47,37,434,5,624,20,7,7,57,7,100,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,4,5,5,0,3,0,10,85,14,3,12,0,117,40,9,3,0,4,59,18,4,4,18,0,45,0,0,0,4,0,9,11,0,0,0,0,10,119,42,35,361,8,564,5,0,0,0,0,5,24,0,0,0,0,34,17,0,3,4,0,19,9,0,0,0,0,9,16,0,0,0,0,15,12,4,5,12,0,33,508,50,44,232,10,848,20,6,3,80,1469,1571,1511,354,325,14353,1660,18207
SOSR721,37,183,174,1667,32,2089,9,39,21,8046,67,8181,66,0,0,22,0,99,4,3,0,7,0,21,70,22,10,29,0,128,357,169,130,1271,16,1944,76,3,19,8,0,102,26,0,4,15,0,42,78,27,18,180,0,302,4,0,0,24,0,27,4,3,0,6,0,14,41,3,0,4,0,54,102,39,33,483,6,652,53,20,3,52,0,132,16,0,0,0,0,16,3,0,0,0,0,8,0,0,0,0,0,3,6,4,0,7,0,19,39,5,6,5,0,53,30,9,8,3,0,52,21,4,6,9,0,35,8,0,0,3,0,15,9,0,0,0,0,5,114,45,32,337,0,528,10,0,0,0,0,5,12,3,4,0,0,24,11,0,0,5,0,17,12,0,0,0,0,12,15,0,0,0,0,15,14,3,3,17,0,32,367,63,50,148,3,628,24,4,0,55,928,1009,1305,377,304,10856,1040,13877
SOSR722,31,144,111,1262,21,1566,5,18,7,8794,130,8957,29,0,0,39,0,66,8,0,3,0,0,12,47,13,6,19,6,89,355,126,115,1124,28,1742,38,0,8,0,0,44,25,0,0,5,0,36,73,14,15,152,6,256,11,0,0,0,0,22,5,3,0,5,0,12,14,0,0,0,0,11,74,27,24,365,5,499,26,18,3,36,0,83,4,0,0,0,0,4,0,0,0,6,0,7,0,0,0,0,0,0,5,0,0,4,0,9,25,3,0,0,0,26,27,12,5,0,0,52,10,0,0,10,0,26,0,0,0,0,0,0,0,0,0,4,0,6,80,39,26,341,0,482,3,0,0,0,0,7,8,0,0,0,0,13,10,0,0,9,0,16,5,5,0,0,0,10,6,0,0,0,0,6,8,7,0,14,0,27,209,31,30,150,5,428,3,0,5,101,921,1028,902,270,200,11148,1111,13629
SOSR731,190,1136,1031,11094,163,13616,15,118,76,8810,152,9167,219,13,30,106,14,387,27,9,6,20,0,73,300,103,62,159,3,630,2376,1048,861,8792,168,13238,253,3,61,25,4,341,104,23,5,50,3,190,408,141,96,1263,14,1932,71,25,17,76,3,195,37,10,4,16,0,59,72,7,3,10,5,98,529,202,175,2765,47,3718,238,108,49,432,11,833,20,0,6,7,0,32,4,0,0,16,0,20,7,3,5,4,0,19,53,17,6,39,5,110,108,22,23,22,0,180,150,54,41,25,9,271,75,20,17,55,0,166,32,6,9,21,0,70,16,0,0,6,0,22,592,248,176,2393,36,3441,13,0,0,9,0,29,77,7,16,9,0,110,64,6,10,37,0,114,9,5,0,8,0,22,201,0,19,0,9,235,77,17,14,94,0,204,1276,187,229,579,65,2335,75,6,14,247,7286,7626,6088,2078,1754,28019,7849,45785
SOSR779,0,18,13,83,0,111,0,0,3,4,0,14,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,4,39,14,13,77,3,147,5,0,0,0,0,5,0,0,0,0,0,5,4,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,3,3,27,0,48,0,5,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,16,5,5,25,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,22,3,0,3,0,27,0,0,0,0,149,149,99,35,21,172,155,482
SOSR802,4898,18022,15241,103356,611,142127,130,514,303,7558,68,8569,22766,669,1368,1169,108,26086,3161,555,278,1570,30,5585,2792,1269,836,2834,22,7752,25701,15516,12238,90000,635,144088,6061,192,782,227,28,7290,1475,363,281,978,11,3104,4951,1835,1422,10674,84,18968,2557,632,338,1989,21,5534,927,274,194,593,5,2000,19371,400,346,274,26,20425,5832,3950,3022,39172,196,52173,5381,1862,968,6915,67,15200,3095,57,257,59,3,3470,810,265,108,434,0,1620,905,171,81,290,8,1452,628,270,206,854,14,1964,755,248,183,200,9,1399,1246,693,525,378,11,2850,2529,522,479,1426,17,4970,1200,165,188,426,11,1984,762,169,70,39,10,1043,6964,4232,3383,30295,156,45033,1507,242,135,299,12,2196,1368,237,232,125,6,1971,2108,266,207,485,23,3091,1900,137,146,127,8,2326,5300,155,326,139,29,5949,1165,473,319,1647,11,3608,57646,5473,5424,7129,314,75983,2257,177,124,1331,16228,20116,167091,33594,27683,204495,18182,451046
SOSR822,0,21,18,235,3,278,0,0,0,13,0,13,0,0,0,0,0,5,5,0,0,0,0,5,4,0,0,8,0,14,26,19,21,177,0,241,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,21,0,31,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,3,4,60,0,76,4,4,0,9,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,59,0,78,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,7,5,9,0,43,0,0,0,0,25,24,91,38,34,416,25,611
SOSR831,3,22,24,209,0,264,0,0,0,16,0,16,6,0,3,0,0,7,0,3,0,5,0,5,7,0,0,21,0,26,34,22,17,133,4,209,5,0,0,0,0,6,3,0,0,0,0,4,9,5,5,15,0,30,0,0,0,0,0,5,0,0,0,5,0,7,0,0,0,0,0,4,7,8,8,66,5,84,5,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,56,0,83,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,30,0,5,5,6,45,0,0,0,3,87,93,99,43,42,368,99,649
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,16,51,41,190,0,301,0,0,0,5,0,4,234,14,16,15,0,277,0,4,0,7,0,4,4,4,4,12,0,19,89,19,28,122,3,265,19,0,6,0,0,21,7,0,0,0,0,6,9,3,3,18,0,35,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,14,16,3,14,36,0,63,3,5,0,8,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,3,0,5,6,0,14,0,0,0,3,0,7,0,0,3,0,0,3,4,0,0,0,0,4,25,7,7,29,0,61,4,0,0,0,0,4,14,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,242,65,55,54,4,414,8,0,0,0,372,385,633,117,124,345,383,1601
SOSR921,18,66,43,372,4,504,0,0,0,15,0,16,13,0,0,5,0,13,4,0,0,0,0,4,9,0,4,3,0,17,181,50,38,233,11,519,32,0,0,0,4,40,5,4,0,0,0,15,15,3,3,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,37,11,3,63,4,122,11,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,25,5,3,0,0,38,63,15,14,0,0,99,3,5,0,0,0,3,0,4,0,0,0,4,5,0,0,0,0,4,48,9,10,80,3,154,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,126,111,96,319,17,670,5,0,0,11,194,214,473,178,147,806,233,1839
SOSR922,4,25,21,229,0,279,0,4,0,37,0,38,7,0,0,7,0,12,0,0,0,0,0,3,5,0,7,0,0,8,57,14,8,102,0,193,8,0,4,0,0,9,0,0,0,0,0,0,5,5,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,14,12,0,29,3,50,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,16,3,3,32,0,56,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,47,32,25,247,4,357,0,6,0,9,160,173,133,66,47,573,168,985
SOSR931,3,19,22,109,0,156,0,0,0,93,0,93,85,0,0,0,0,85,0,0,0,0,0,0,5,0,0,0,0,7,69,24,23,51,0,169,8,0,0,0,0,10,0,0,0,4,0,4,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,13,3,0,26,0,40,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,10,13,0,14,0,0,33,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,22,0,5,24,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,29,40,76,0,188,5,0,0,0,344,350,239,51,76,290,350,999
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
