UCL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
UCL214017,78,964,1005,212,106,2356,142,2500
UCL214018,128,1636,1651,435,190,4039,266,4302
UCL214019,240,1005,803,274,131,2456,235,2691
UCL214020,158,982,812,274,152,2372,138,2514
UCL214021,76,604,748,291,206,1922,91,2011
UCL214022,318,1594,1169,368,189,3641,238,3873
UCL215001,11,305,268,68,37,685,40,724
UCL215002,57,474,367,145,71,1113,53,1168
UCL215003,36,494,616,159,62,1368,78,1448
UCL215004,41,363,189,65,16,666,80,747
UCL215005,18,176,164,69,34,461,47,508
UCL215006,43,407,378,135,77,1048,45,1096
UCL215007,13,291,462,135,57,954,56,1012
UCL215008,0,117,335,110,80,641,13,653
UCL215009,15,136,155,63,36,395,22,416
UCL215010,0,60,303,140,146,651,40,694
UCL215011,36,195,195,65,38,524,30,556
UCL215012,72,575,542,145,68,1404,59,1467
UCL215013,14,232,647,240,108,1241,57,1301
UCL215014,4,80,204,94,53,431,15,444
UCL215015,47,456,384,113,54,1053,84,1137
UCL215016,76,501,589,236,173,1577,77,1655
UCL215017,27,216,353,161,120,873,60,931
UCL215018,100,478,443,148,67,1243,76,1316
UCL215019,13,306,359,123,43,845,114,955
UCL215020,42,260,201,71,41,612,33,645
UCL215021,17,197,181,66,52,503,53,557
UCL215022,92,725,690,210,98,1817,136,1951
UCL215023,34,224,218,87,53,618,29,643
UCL215024,45,335,305,77,43,818,58,877
UCL215025,5,155,183,62,31,443,27,467
UCL215026,18,192,183,64,19,487,44,530
UCL215027,30,202,188,47,22,486,62,552
UCL215028,54,455,389,172,75,1142,124,1270
UCL215029,99,798,605,164,68,1738,112,1852
UCL215030,47,214,211,78,53,599,30,628
UCL215031,34,209,206,69,42,562,47,604
UCL215032,89,506,516,156,68,1344,91,1435
UCL215033,6,164,513,155,55,887,11,901
UCL215034,40,315,167,52,23,597,52,652
UCL215035,9,161,240,86,60,554,40,591
UCL215036,6,87,184,58,60,394,39,437
UCL215037,22,254,234,66,44,613,51,667
UCL215038,45,369,273,98,41,823,89,908
UCL215039,32,246,210,67,44,603,56,667
UCL215040,27,206,205,69,40,539,71,609
UCL215041,119,622,503,183,100,1525,138,1666
UCL215042,3,108,171,113,55,444,30,478
UCL215043,47,318,502,178,102,1149,41,1187
UCL215044,17,210,274,101,40,646,37,684
UCL215045,95,603,579,182,105,1559,95,1656
UCL215046,10,174,277,113,63,642,36,683
UCL215047,17,161,347,144,75,746,50,793
UCL215048,21,239,295,95,40,689,50,741
UCL215049,28,286,183,66,28,593,41,631
UCL215050,17,228,501,171,101,1017,63,1072
UCL215051,92,685,699,279,94,1841,110,1951
UCL215052,16,293,245,89,45,687,32,720
UCL215053,76,619,628,188,98,1610,106,1710
UCL215054,56,287,286,114,45,778,103,884
UCL215055,5,250,330,100,36,722,38,754
UCL215056,30,244,237,83,30,618,67,687
UCL215057,26,241,254,84,56,662,40,707
UCL215058,25,194,181,65,33,493,37,530
UCL215059,42,374,409,112,52,990,49,1038
UCL215060,61,430,451,157,85,1186,63,1248
UCL215061,47,353,297,102,63,860,58,924
UCL215062,48,240,226,93,49,649,45,691
UCL215063,8,114,175,55,46,398,28,422
UCL215064,55,302,286,101,48,794,46,838
UCL215065,108,633,553,180,97,1573,116,1689
UCL215066,65,401,297,79,32,881,101,980
UCL215067,35,155,154,54,27,431,46,472
UCL215068,55,665,655,184,77,1632,65,1693
UCL215069,72,522,599,143,55,1397,94,1488
UCL215070,87,462,409,133,68,1164,111,1275
UCL215071,21,278,520,254,167,1239,40,1279
UCL215072,80,261,220,81,54,701,146,845
UCL215073,65,456,408,156,90,1180,97,1271
UCL215074,17,381,735,361,222,1709,65,1780
UCL215075,16,166,185,71,44,482,60,543
UCL215076,36,334,353,148,75,940,51,994
UCL215077,23,256,293,68,35,683,38,717
UCL215078,3,125,303,114,90,637,24,663
UCL215079,89,370,317,112,70,956,59,1015
UCL215080,23,275,374,141,73,884,36,923
UCL215081,69,572,633,243,135,1652,133,1784
UCL215082,3,93,306,169,123,693,27,719
UCL215083,52,319,281,123,63,829,52,880
UCL215084,30,195,193,70,26,514,25,542
UCL215085,9,74,159,87,53,383,35,417
UCL215086,56,521,613,183,102,1468,50,1515
UCL215087,9,86,214,130,84,527,65,591
UCL215088,37,358,265,75,38,777,109,883
UCL215089,73,375,346,101,64,951,78,1034
UCL215090,32,258,307,116,83,796,55,854
UCL215091,3,46,189,115,126,481,10,491
UCL215092,64,714,699,205,86,1770,61,1834
UCL215093,39,408,628,249,191,1522,49,1575
UCL215094,12,117,146,51,41,364,28,388
UCL215095,14,157,148,76,38,441,38,478
UCL215096,19,226,425,130,74,875,32,901
UCL215097,49,361,435,190,129,1164,82,1251
UCL215098,19,214,235,67,34,564,27,582
UCL215099,68,344,233,91,24,765,56,818
UCL215100,29,233,207,61,31,560,38,602
UCL221001,6,52,108,48,31,247,17,266
UCL221002,6,114,142,58,36,355,12,368
UCL221003,3,39,93,40,22,198,18,222
UCL221004,0,24,146,76,81,327,11,343
UCL221005,19,95,109,35,28,280,26,305
UCL221006,4,97,119,18,16,260,7,268
UCL221007,13,73,90,32,14,214,26,242
UCL221008,18,96,115,56,14,293,65,355
UCL221009,8,64,95,37,24,234,17,250
UCL221010,11,71,100,40,17,237,14,250
UCL221011,0,22,89,44,43,200,3,205
UCL221012,3,27,70,37,32,161,14,176
UCL221013,6,44,91,49,37,216,22,239
UCL221014,10,186,170,52,20,432,18,455
UCL221015,0,50,97,26,12,191,14,199
UCL221016,0,38,126,67,45,276,11,282
UCL221017,8,108,152,48,48,360,22,381
UCL221018,37,169,150,61,26,445,64,505
UCL221019,24,176,144,61,22,424,24,442
UCL221020,28,173,139,51,23,417,23,440
UCL221021,5,109,121,42,20,292,28,320
UCL221022,9,83,89,43,11,231,15,247
UCL221023,18,150,111,37,15,331,20,352
UCL221024,5,142,192,57,33,425,9,436
UCL221025,19,132,128,37,14,331,28,360
UCL221026,17,165,120,28,12,343,31,369
UCL221027,13,126,116,44,18,314,46,358
UCL221028,0,116,183,42,20,363,38,397
UCL221029,4,47,94,50,35,240,7,251
UCL221030,10,138,99,34,15,290,12,308
UCL221031,0,51,94,32,23,203,6,217
UCL221032,8,68,95,32,19,220,15,235
UCL221033,12,102,82,33,11,244,15,260
UCL221034,0,23,79,67,84,258,0,259
UCL221035,18,113,115,43,22,312,34,349
UCL221036,4,54,102,68,40,265,19,281
UCL221037,20,121,113,50,18,323,7,333
UCL221038,3,49,108,72,53,282,34,310
UCL221039,7,82,130,59,21,293,36,329
UCL221040,7,113,109,40,17,277,6,288
UCL221041,4,33,78,60,40,214,14,231
UCL221042,3,63,87,29,13,196,23,218
UCL221043,22,263,189,51,27,549,37,585
UCL221044,21,222,179,70,22,514,51,567
UCL221045,8,88,139,40,17,289,11,300
UCL221046,4,94,257,94,41,486,21,507
UCL221047,4,29,69,44,50,188,9,208
UCL221048,10,58,77,33,19,196,10,210
UCL221049,0,20,106,41,44,217,12,229
UCL221050,13,116,128,45,32,333,32,364
UCL221051,12,139,119,48,16,339,18,357
UCL221052,8,37,86,29,25,182,15,201
UCL221053,4,86,146,60,23,323,17,345
UCL221054,0,112,111,42,30,296,16,314
UCL221055,0,22,90,46,36,196,6,206
UCL221056,11,66,62,21,13,171,30,201
UCL221057,3,41,87,58,50,244,23,266
UCL221058,0,33,80,33,22,170,10,177
UCL221059,3,84,126,44,32,288,12,301
UCL221060,8,117,132,34,13,305,7,310
UCL221061,8,104,135,46,19,302,16,327
UCL221062,25,186,114,57,32,417,59,483
UCL221063,16,115,74,40,17,254,31,285
UCL221064,3,50,97,40,34,225,11,234
UCL221065,0,68,102,33,15,209,8,219
UCL221066,3,44,112,50,36,247,17,267
UCL221067,7,63,80,40,31,212,19,230
UCL221068,8,98,65,30,7,208,12,217
UCL221069,8,171,183,47,9,426,28,453
UCL221070,17,154,145,64,23,406,15,424
UCL221071,13,119,137,41,23,337,24,361
UCL221072,0,43,72,46,27,191,15,201
UCL221073,0,20,64,48,25,158,3,161
UCL221074,10,156,130,39,18,356,18,373
UCL221075,9,136,156,58,25,383,21,403
UCL221076,10,254,180,30,9,481,35,515
UCL221077,16,128,101,41,19,306,32,334
UCL221078,0,55,94,45,27,217,3,224
UCL221079,15,114,102,40,21,288,35,317
UCL221080,17,99,108,31,13,266,12,274
UCL221081,14,96,86,39,11,247,26,272
UCL221082,14,159,126,40,12,359,59,418
UCL221083,18,163,183,49,25,434,23,454
UCL221084,6,96,145,47,26,317,16,328
UCL222001,0,7,47,24,17,98,0,98
UCL222002,0,27,76,35,18,158,3,166
UCL222003,0,26,58,17,15,119,5,125
UCL222004,0,0,0,0,0,5,6,10
UCL222005,4,33,41,12,11,100,5,109
UCL222006,0,45,62,18,21,145,14,158
UCL222007,0,22,43,11,4,81,6,83
UCL222008,3,70,63,22,5,170,13,182
UCL222009,5,46,51,25,10,136,14,146
UCL222010,0,13,51,26,28,126,4,128
UCL222011,0,19,46,28,22,112,0,117
UCL222012,0,47,69,28,21,159,14,171
UCL222013,3,29,46,19,12,104,20,124
UCL222014,6,25,60,26,27,142,13,147
UCL222015,3,22,48,34,23,128,4,141
UCL222016,4,46,30,22,13,109,4,111
UCL222017,5,46,36,8,4,104,14,113
UCL222018,10,35,9,8,0,60,43,99
UCL222019,0,18,46,35,25,127,9,138
UCL222020,0,33,41,18,12,103,4,111
UCL222021,6,32,43,21,14,113,8,125
UCL222022,3,29,44,18,21,111,11,120
UCL222023,3,29,70,35,24,160,10,171
UCL222024,28,45,13,3,0,85,10,94
UCL222025,0,36,33,11,3,86,7,94
UCL222026,0,19,56,28,15,120,0,120
UCL222027,0,36,69,18,15,130,11,150
UCL222028,0,33,48,22,16,122,10,128
UCL222029,7,45,34,11,7,98,9,107
UCL222030,0,43,38,8,6,89,9,102
UCL222031,5,42,51,17,10,130,10,138
UCL222032,9,103,56,10,7,176,6,184
UCL222033,4,37,49,14,14,126,26,148
UCL222034,5,58,48,24,4,133,19,149
UCL222035,15,66,47,21,8,149,11,158
UCL222036,0,28,30,14,9,82,21,101
UCL222037,0,24,37,25,3,93,4,97
UCL222038,0,10,21,19,18,73,4,79
UCL222039,0,17,48,23,15,100,16,111
UCL222040,4,62,86,19,15,187,8,193
UCL222041,3,35,45,23,9,117,0,121
UCL222042,9,46,39,16,8,104,16,121
UCL222043,10,67,59,28,23,187,8,195
UCL222044,12,66,48,19,11,155,18,171
UCL222045,0,13,41,18,17,90,9,101
UCL222046,9,53,61,24,15,158,15,176
UCL222047,5,41,37,12,5,97,0,102
UCL222048,9,32,36,12,5,93,4,94
UCL222049,3,64,45,17,4,136,6,146
UCL222050,4,88,91,41,9,229,17,247
UCL222051,3,96,76,17,11,212,9,225
UCL222052,0,40,70,24,20,157,3,167
UCL222053,10,54,76,29,15,186,16,200
UCL222054,0,30,43,25,3,109,7,112
UCL222055,5,81,61,16,16,180,14,197
UCL222056,40,106,17,7,4,166,25,193
UCL222057,3,34,46,27,12,122,13,133
UCL222058,25,84,4,4,0,121,22,144
UCL222059,0,32,38,9,6,80,10,92
UCL222060,4,40,39,11,5,97,9,102
UCL222061,0,13,26,10,17,70,8,76
UCL222062,6,67,72,22,16,179,17,195
UCL222063,7,68,80,30,13,196,9,205
UCL222064,0,16,28,25,13,80,9,83
UCL222065,4,23,36,12,9,84,6,87
UCL222066,6,48,44,13,8,125,9,136
UCL222067,4,38,35,14,14,99,21,116
UCL222068,0,19,22,12,17,67,6,72
UCL222069,8,85,67,28,16,200,20,217
UCL222070,6,44,41,12,3,110,5,111
UCL222071,0,48,44,41,16,147,14,160
UCL222072,9,63,64,13,0,154,19,171
UCL222073,4,39,23,14,5,97,3,100
UCL222074,0,15,23,10,11,69,11,84
UCL222075,0,30,71,39,30,166,13,176
UCL222076,17,79,55,35,7,187,24,216
UCL222077,10,79,77,43,21,226,12,239
UCL222078,6,61,37,16,12,134,10,143
UCL222079,4,56,78,27,16,178,7,180
UCL222080,6,59,57,17,14,148,13,156
UCL222081,0,74,56,13,5,148,5,156
UCL222082,0,47,36,16,4,103,16,122
UCL222083,0,19,32,14,18,75,3,80
UCL222084,13,85,64,32,10,200,25,226
UCL222085,4,68,61,15,6,152,3,153
UCL222086,0,26,47,37,22,124,14,136
UCL222087,6,87,79,29,9,213,11,221
UCL222088,11,50,47,18,10,135,12,150
UCL222089,3,18,39,19,12,86,0,92
UCL222090,3,19,24,20,7,78,18,89
UCL222091,5,57,58,27,17,155,8,165
UCL222092,0,12,54,31,12,112,4,118
UCL222093,11,98,66,12,10,194,28,221
UCL222094,4,54,50,29,9,144,13,155
UCL222095,0,24,28,19,8,73,3,81
UCL222096,0,29,65,32,18,145,12,161
UCL222097,9,17,39,18,22,101,9,111
UCL222098,4,33,63,18,10,131,4,134
UCL222099,0,21,34,16,13,86,10,92
UCL222100,3,56,39,8,4,117,11,127
UCL222101,0,35,43,6,12,99,15,113
UCL222102,4,75,62,16,12,171,7,182
UCL222103,0,10,33,17,7,72,0,72
UCL222104,0,31,50,22,8,113,7,121
UCL222105,0,30,25,25,15,94,6,99
UCL231001,1894,28072,57488,32598,29444,149494,13144,162638
UCL279997,0,0,0,0,0,0,0,0
UCL301001,56152,305112,310375,98772,52420,822824,38948,861772
UCL302001,11337,82384,86571,27826,14947,223060,14345,237408
UCL302002,4755,42470,43180,13150,6638,110199,5505,115699
UCL303001,3855,21846,20910,6342,3004,55960,4664,60624
UCL303002,3072,17478,15087,4382,2155,42178,2040,44216
UCL303003,3667,22982,24969,7956,3683,63254,4185,67440
UCL311001,1735,8462,6775,2345,1211,20523,1240,21761
UCL311002,1492,10586,8034,2457,1213,23788,1381,25169
UCL311003,1554,10289,11420,4032,1962,29259,2308,31567
UCL311004,1756,8900,8460,2887,1461,23464,1520,24983
UCL312001,660,4606,3100,814,389,9570,446,10020
UCL312002,823,4964,4969,1704,764,13223,862,14084
UCL312003,910,3817,2879,945,476,9036,605,9645
UCL312004,506,2856,2988,1011,545,7905,454,8362
UCL313001,346,2069,1513,405,195,4529,415,4943
UCL313002,184,2261,2119,566,260,5384,182,5566
UCL313003,267,1596,1609,610,311,4394,279,4673
UCL313004,192,1671,1929,721,387,4906,449,5358
UCL313005,120,1321,1541,571,319,3864,213,4075
UCL313006,590,3143,2685,848,407,7675,454,8132
UCL313007,50,817,1612,648,394,3524,81,3602
UCL313008,288,1551,1327,472,228,3870,283,4154
UCL313009,522,2302,2407,752,378,6380,751,7131
UCL313010,401,2327,1931,581,354,5587,370,5954
UCL313011,87,1131,1381,356,120,3069,202,3276
UCL313012,379,2498,2775,947,474,7074,542,7617
UCL314001,233,1408,980,291,144,3057,314,3373
UCL314002,254,1178,1205,411,158,3209,353,3561
UCL314003,208,1237,1029,387,192,3057,211,3266
UCL314004,61,668,849,318,171,2067,134,2198
UCL314005,148,685,794,273,134,2036,333,2370
UCL314006,258,1626,1399,446,210,3934,403,4345
UCL314007,217,1282,1042,312,149,3004,459,3459
UCL314008,123,885,839,297,127,2272,247,2523
UCL314009,12,438,977,452,349,2234,160,2395
UCL314010,167,995,791,315,170,2447,159,2606
UCL314011,99,728,755,271,136,1992,220,2208
UCL314012,85,635,866,305,183,2075,147,2222
UCL314013,340,1235,809,234,114,2734,287,3022
UCL314014,14,282,611,346,328,1586,95,1685
UCL314015,15,341,755,384,282,1781,82,1856
UCL314016,284,1263,1081,345,159,3131,462,3590
UCL314017,72,794,1163,474,238,2742,210,2954
UCL314018,11,336,1136,439,196,2121,36,2159
UCL314019,70,600,751,256,160,1829,77,1908
UCL314020,165,1009,890,298,155,2514,221,2737
UCL314021,85,1539,1458,512,330,3923,149,4074
UCL314022,56,1020,1204,476,245,2998,152,3153
UCL314023,94,1220,1543,557,246,3655,190,3848
UCL315001,29,292,187,49,23,574,75,651
UCL315002,7,122,381,185,139,831,8,838
UCL315003,9,224,223,69,29,553,39,585
UCL315004,139,64,19,0,0,221,29,253
UCL315005,32,184,162,54,17,441,51,490
UCL315006,64,116,69,21,16,281,47,327
UCL315007,58,528,468,176,108,1345,66,1403
UCL315008,87,546,602,242,89,1565,190,1756
UCL315009,62,449,392,123,67,1086,47,1134
UCL315010,60,490,481,146,76,1249,68,1316
UCL315011,28,418,288,71,17,819,40,866
UCL315012,28,368,659,232,93,1381,115,1502
UCL315013,7,211,283,93,48,655,56,705
UCL315014,40,324,214,41,12,633,60,692
UCL315015,8,127,227,162,148,679,25,707
UCL315016,10,122,357,209,203,901,31,933
UCL315017,86,505,337,105,54,1083,145,1224
UCL315018,120,109,61,14,0,307,16,320
UCL315019,68,264,154,37,18,541,208,749
UCL315020,32,369,330,93,45,881,78,956
UCL315021,20,238,183,47,29,519,42,559
UCL315022,95,414,313,116,54,998,205,1200
UCL315023,38,258,188,64,18,558,70,630
UCL315024,69,463,245,74,28,883,145,1034
UCL315025,19,490,509,164,63,1242,83,1326
UCL315026,73,520,477,183,105,1354,59,1408
UCL315027,49,347,245,62,35,740,85,824
UCL315028,0,104,179,92,68,443,11,456
UCL315029,12,142,349,133,97,739,38,778
UCL315030,106,120,35,14,14,293,16,312
UCL315031,32,311,350,117,54,869,127,993
UCL315032,43,771,777,251,102,1947,137,2086
UCL315033,32,309,174,55,31,598,28,629
UCL315034,9,108,164,61,37,379,23,396
UCL315035,18,285,464,184,93,1042,34,1077
UCL315036,39,242,218,61,42,611,116,730
UCL315037,20,386,583,232,165,1389,58,1450
UCL315038,3,95,282,137,109,625,20,645
UCL315039,129,71,40,12,7,254,23,284
UCL315040,103,31,17,5,0,160,12,171
UCL315041,8,141,183,88,41,460,65,531
UCL315042,43,423,424,136,69,1093,87,1177
UCL315043,29,216,165,44,22,471,22,495
UCL315044,180,726,621,201,77,1810,185,1990
UCL315045,11,194,497,189,121,1016,43,1058
UCL315046,28,284,280,107,63,760,139,902
UCL315047,10,159,292,141,77,677,35,710
UCL315048,21,272,247,94,33,669,49,723
UCL315049,48,341,358,115,58,927,130,1049
UCL315050,88,638,489,165,74,1465,200,1660
UCL315051,42,477,675,276,201,1674,78,1751
UCL315052,22,270,394,228,211,1121,52,1183
UCL315053,92,517,370,119,70,1170,155,1325
UCL315054,59,491,511,217,101,1380,93,1481
UCL315055,136,850,437,101,33,1549,134,1683
UCL315056,31,304,225,79,40,680,45,721
UCL315057,74,650,430,103,61,1319,57,1376
UCL315058,15,247,538,208,96,1108,47,1154
UCL315059,5,161,232,81,32,507,21,530
UCL315060,8,135,354,162,88,749,6,755
UCL315061,19,223,194,55,27,516,53,576
UCL315062,40,275,174,56,26,563,85,647
UCL315063,28,190,197,70,54,542,68,613
UCL315064,11,123,204,68,35,444,90,539
UCL315065,28,254,132,37,19,473,45,515
UCL315066,14,250,469,197,143,1066,73,1144
UCL315067,25,423,348,115,59,966,60,1026
UCL315068,56,292,226,76,25,681,73,745
UCL315069,110,455,272,100,50,988,167,1153
UCL315070,34,276,248,89,36,676,154,833
UCL315071,18,217,176,63,27,497,76,576
UCL315072,60,179,137,36,18,433,55,490
UCL315073,68,332,247,74,39,762,86,843
UCL315074,105,622,467,161,69,1425,151,1573
UCL315075,64,269,137,41,12,520,49,571
UCL315076,80,617,559,206,116,1584,92,1676
UCL315077,244,177,55,11,3,486,33,522
UCL315078,47,367,380,159,79,1033,77,1110
UCL315079,16,229,273,93,64,684,32,713
UCL315080,201,1090,608,126,65,2104,216,2321
UCL315081,107,594,455,142,63,1363,63,1428
UCL315082,22,269,212,63,19,593,62,649
UCL315083,0,49,123,98,78,344,6,354
UCL315084,13,226,338,148,79,799,10,812
UCL315085,95,430,398,123,71,1112,94,1211
UCL315086,197,900,498,110,47,1757,168,1917
UCL315087,5,121,399,167,160,849,7,857
UCL315088,67,497,446,163,68,1235,151,1387
UCL315089,71,401,346,107,77,1001,84,1084
UCL315090,177,911,644,193,121,2041,168,2211
UCL315091,199,314,155,51,36,754,68,821
UCL315092,92,622,362,95,32,1207,82,1284
UCL315093,28,204,130,54,15,433,18,448
UCL315094,15,402,416,110,43,978,29,1009
UCL315095,75,343,260,75,32,784,137,920
UCL315096,29,307,502,237,111,1187,117,1302
UCL315097,17,148,250,130,83,625,42,669
UCL315098,55,413,574,220,107,1370,194,1563
UCL315099,7,220,535,264,170,1194,19,1214
UCL315100,24,157,156,74,65,474,50,526
UCL315101,3,107,272,123,87,598,7,603
UCL315102,45,338,245,87,37,758,65,821
UCL315103,27,304,218,52,18,615,63,677
UCL315104,28,272,288,132,123,841,38,884
UCL315105,16,403,296,71,26,815,40,857
UCL315106,0,176,318,109,54,660,21,681
UCL315107,35,296,434,114,88,967,54,1019
UCL315108,66,91,57,14,12,236,12,242
UCL315109,9,176,206,55,31,476,29,505
UCL321001,5,101,89,31,17,249,13,263
UCL321002,19,151,114,44,22,341,28,366
UCL321003,7,81,92,23,18,219,34,255
UCL321004,4,59,77,36,17,201,26,227
UCL321005,5,83,123,44,16,269,27,295
UCL321006,86,65,27,11,0,189,14,203
UCL321007,9,150,225,85,55,518,151,666
UCL321008,11,220,162,52,26,468,52,524
UCL321009,36,272,168,73,15,565,52,619
UCL321010,19,129,127,44,11,323,14,336
UCL321011,0,43,101,58,46,247,6,246
UCL321012,20,162,99,14,20,318,35,351
UCL321013,0,63,114,58,37,276,20,291
UCL321014,0,42,79,33,30,179,9,187
UCL321015,24,238,150,50,21,483,31,514
UCL321016,17,150,80,26,10,284,30,315
UCL321017,0,48,160,81,45,330,8,342
UCL321018,7,60,111,43,27,253,19,270
UCL321019,0,55,160,69,47,334,8,341
UCL321020,3,68,131,60,37,301,12,306
UCL321021,0,62,105,54,30,254,37,297
UCL321022,0,26,73,49,39,185,13,203
UCL321023,11,97,126,41,28,296,26,325
UCL321024,0,33,82,38,33,185,3,189
UCL321025,6,84,112,22,14,235,16,249
UCL321026,9,63,95,25,18,203,8,212
UCL321027,0,92,134,45,26,301,15,315
UCL321028,13,132,123,47,32,353,66,416
UCL321029,57,208,101,36,14,412,28,436
UCL321030,5,58,66,41,25,197,0,199
UCL321031,5,136,162,47,27,377,35,409
UCL321032,4,118,258,136,117,635,30,668
UCL321033,11,139,190,50,19,406,34,434
UCL321034,83,206,145,37,24,491,32,518
UCL321035,11,213,287,111,75,696,45,745
UCL321036,4,45,149,69,68,335,18,355
UCL321037,36,128,92,33,16,302,26,334
UCL321038,5,219,170,47,18,460,19,475
UCL321039,4,131,179,58,37,415,11,432
UCL321040,6,54,118,39,30,237,13,253
UCL321041,30,159,123,37,14,365,57,422
UCL321042,0,44,97,39,42,226,13,235
UCL321043,0,25,77,60,53,219,8,228
UCL321044,14,334,344,103,54,849,94,947
UCL321045,5,64,176,64,45,355,21,371
UCL321046,0,39,91,40,31,202,0,203
UCL321047,6,108,122,33,23,293,23,310
UCL321048,14,112,61,20,13,220,28,249
UCL321049,5,49,93,31,11,187,16,208
UCL321050,8,99,123,35,25,290,33,322
UCL321051,9,160,125,42,17,355,44,398
UCL321052,66,108,57,16,5,248,19,269
UCL321053,63,68,33,10,8,176,15,191
UCL321054,35,134,100,20,19,309,10,322
UCL321055,32,215,148,55,28,475,60,536
UCL321056,27,144,109,36,8,328,29,361
UCL321057,13,131,83,47,16,297,43,337
UCL321058,4,124,144,48,34,361,26,384
UCL321059,3,61,140,78,77,361,10,373
UCL321060,10,105,109,41,9,270,18,289
UCL321061,11,267,111,25,19,432,40,467
UCL321062,114,84,32,9,7,245,45,286
UCL321063,3,55,152,67,55,326,16,345
UCL321064,8,182,116,37,9,360,48,414
UCL321065,4,111,196,84,63,459,25,480
UCL321066,49,138,67,12,5,264,22,284
UCL321067,59,62,28,10,0,154,28,178
UCL321068,0,105,133,45,29,312,10,326
UCL321069,23,221,156,39,13,453,29,484
UCL321070,4,79,107,41,32,265,16,284
UCL321071,0,35,87,55,30,208,11,220
UCL321072,0,52,109,68,40,269,15,286
UCL321073,13,303,168,45,17,542,50,594
UCL321074,36,129,108,47,14,335,40,375
UCL321075,0,45,169,93,49,351,10,364
UCL321076,88,52,37,7,0,192,37,226
UCL321077,8,79,75,14,7,184,64,246
UCL321078,0,63,86,37,31,220,7,228
UCL321079,54,199,125,47,21,448,70,519
UCL321080,7,107,251,135,79,579,24,599
UCL321081,0,25,74,34,31,167,5,179
UCL321082,0,46,97,43,23,210,7,223
UCL321083,9,147,214,115,56,544,29,574
UCL321084,23,195,133,36,16,404,51,458
UCL321085,0,120,128,24,17,291,18,314
UCL321086,86,41,12,7,5,160,23,182
UCL321087,0,52,117,34,15,219,3,224
UCL321088,32,184,99,26,16,361,34,389
UCL321089,12,142,87,32,14,291,49,335
UCL321090,16,111,118,43,19,313,12,323
UCL321091,11,180,99,33,11,327,46,381
UCL321092,5,104,103,27,13,246,43,291
UCL321093,6,50,91,45,45,238,10,249
UCL321094,0,70,120,32,23,254,4,254
UCL321095,11,201,195,44,16,468,34,499
UCL321096,12,113,98,53,18,295,49,345
UCL321097,4,43,125,74,71,315,11,320
UCL321098,0,25,54,30,47,152,0,154
UCL321099,22,134,84,35,18,292,35,324
UCL321100,14,87,89,21,10,219,19,242
UCL321101,24,139,112,28,19,317,27,338
UCL321102,3,34,86,53,60,231,10,242
UCL321103,3,100,155,69,59,388,15,409
UCL321104,10,97,96,38,12,261,26,284
UCL321105,5,91,244,109,60,508,33,539
UCL321106,26,205,196,52,29,501,45,542
UCL321107,6,127,120,43,21,314,19,330
UCL321108,13,64,83,32,15,199,23,224
UCL321109,29,211,128,40,35,453,73,519
UCL321110,4,107,139,62,35,353,24,370
UCL321111,14,166,128,46,11,371,34,399
UCL321112,128,106,28,16,3,278,15,297
UCL321113,7,86,87,51,24,252,37,291
UCL321114,24,193,112,47,17,394,53,451
UCL322001,0,20,67,23,9,123,10,132
UCL322002,5,48,37,13,9,120,16,139
UCL322003,3,57,34,11,4,113,10,124
UCL322004,9,96,68,23,11,203,24,229
UCL322005,17,49,40,6,3,120,7,127
UCL322006,40,98,35,7,0,171,17,197
UCL322007,11,51,46,17,7,137,24,156
UCL322008,0,14,37,17,7,74,9,76
UCL322009,5,52,45,17,3,125,41,163
UCL322010,4,70,68,25,8,178,17,203
UCL322011,5,48,76,33,18,179,7,183
UCL322012,9,82,31,16,15,157,9,165
UCL322013,3,41,68,34,23,160,11,172
UCL322014,7,60,33,10,3,114,10,126
UCL322015,0,67,51,18,14,144,16,165
UCL322016,0,51,35,15,14,107,8,115
UCL322017,34,4,0,0,0,47,6,49
UCL322018,4,83,97,20,15,216,18,235
UCL322019,6,66,61,19,3,160,14,174
UCL322020,21,42,25,4,5,98,14,112
UCL322021,0,49,43,6,0,102,12,113
UCL322022,10,40,27,6,5,82,27,109
UCL322023,0,43,81,32,18,173,11,182
UCL322024,0,50,97,31,18,202,8,205
UCL322025,13,44,9,3,0,71,8,78
UCL322026,7,40,38,10,3,91,19,108
UCL322027,6,36,18,3,7,75,8,82
UCL322028,4,32,35,15,6,91,9,101
UCL322029,22,44,18,4,3,86,10,94
UCL322030,0,55,59,20,4,142,11,154
UCL322031,0,45,59,24,9,144,3,146
UCL322032,0,18,10,8,0,40,0,42
UCL322033,23,5,0,0,0,35,3,34
UCL322034,17,91,45,12,9,170,24,196
UCL322035,5,81,47,20,10,169,17,186
UCL322036,8,81,94,39,16,232,10,241
UCL322037,3,42,23,9,0,82,6,89
UCL322038,19,64,55,22,12,173,25,199
UCL322039,7,36,32,15,6,96,11,104
UCL322040,0,10,48,38,20,119,9,128
