UCL_CODE_2021,DC15_17FSEOMUolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FUolsEVwwMSEO,DC15_17FUolsEVwwMUolsEVww,DC15_17FUolsEVwwMUolNwna,DC15_17FUolsEVwwMUol_pEns,DC15_17FUolsEVwwMUolsET,DC15_17FUolsEVwwM_LpEns,DC15_17FUolsEVwwMT,DC15_17FUolNwnaMSEO,DC15_17FUolNwnaMUolsEVww,DC15_17FUolNwnaMUolNwna,DC15_17FUolNwnaMUol_pEns,DC15_17FUolNwnaMUolsET,DC15_17FUolNwnaM_LpEns,DC15_17FUolNwnaMT,DC15_17FUol_pEnsMSEO,DC15_17FUol_pEnsMUolsEVww,DC15_17FUol_pEnsMUolNwna,DC15_17FUol_pEnsMUol_pEns,DC15_17FUol_pEnsMUolsET,DC15_17FUol_pEnsM_LpEns,DC15_17FUol_pEnsMT,DC15_17FUolsETMSEO,DC15_17FUolsETMUolsEVww,DC15_17FUolsETMUolNwna,DC15_17FUolsETMUol_pEns,DC15_17FUolsETMUolsET,DC15_17FUolsETM_LpEns,DC15_17FUolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMUolsEVww,DC15_17F_LpEnsMUolNwna,DC15_17F_LpEnsMUol_pEns,DC15_17F_LpEnsMUolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMUolsEVww,DC15_17FTMUolNwna,DC15_17FTMUol_pEns,DC15_17FTMUolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMUolsEVww,DC18_20FSEOMUolNwna,DC18_20FSEOMUol_pEns,DC18_20FSEOMUolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FUolsEVwwMSEO,DC18_20FUolsEVwwMUolsEVww,DC18_20FUolsEVwwMUolNwna,DC18_20FUolsEVwwMUol_pEns,DC18_20FUolsEVwwMUolsET,DC18_20FUolsEVwwM_LpEns,DC18_20FUolsEVwwMT,DC18_20FUolNwnaMSEO,DC18_20FUolNwnaMUolsEVww,DC18_20FUolNwnaMUolNwna,DC18_20FUolNwnaMUol_pEns,DC18_20FUolNwnaMUolsET,DC18_20FUolNwnaM_LpEns,DC18_20FUolNwnaMT,DC18_20FUol_pEnsMSEO,DC18_20FUol_pEnsMUolsEVww,DC18_20FUol_pEnsMUolNwna,DC18_20FUol_pEnsMUol_pEns,DC18_20FUol_pEnsMUolsET,DC18_20FUol_pEnsM_LpEns,DC18_20FUol_pEnsMT,DC18_20FUolsETMSEO,DC18_20FUolsETMUolsEVww,DC18_20FUolsETMUolNwna,DC18_20FUolsETMUol_pEns,DC18_20FUolsETMUolsET,DC18_20FUolsETM_LpEns,DC18_20FUolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMUolsEVww,DC18_20F_LpEnsMUolNwna,DC18_20F_LpEnsMUol_pEns,DC18_20F_LpEnsMUolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMUolsEVww,DC18_20FTMUolNwna,DC18_20FTMUol_pEns,DC18_20FTMUolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMUolsEVww,DC21_24FSEOMUolNwna,DC21_24FSEOMUol_pEns,DC21_24FSEOMUolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FUolsEVwwMSEO,DC21_24FUolsEVwwMUolsEVww,DC21_24FUolsEVwwMUolNwna,DC21_24FUolsEVwwMUol_pEns,DC21_24FUolsEVwwMUolsET,DC21_24FUolsEVwwM_LpEns,DC21_24FUolsEVwwMT,DC21_24FUolNwnaMSEO,DC21_24FUolNwnaMUolsEVww,DC21_24FUolNwnaMUolNwna,DC21_24FUolNwnaMUol_pEns,DC21_24FUolNwnaMUolsET,DC21_24FUolNwnaM_LpEns,DC21_24FUolNwnaMT,DC21_24FUol_pEnsMSEO,DC21_24FUol_pEnsMUolsEVww,DC21_24FUol_pEnsMUolNwna,DC21_24FUol_pEnsMUol_pEns,DC21_24FUol_pEnsMUolsET,DC21_24FUol_pEnsM_LpEns,DC21_24FUol_pEnsMT,DC21_24FUolsETMSEO,DC21_24FUolsETMUolsEVww,DC21_24FUolsETMUolNwna,DC21_24FUolsETMUol_pEns,DC21_24FUolsETMUolsET,DC21_24FUolsETM_LpEns,DC21_24FUolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMUolsEVww,DC21_24F_LpEnsMUolNwna,DC21_24F_LpEnsMUol_pEns,DC21_24F_LpEnsMUolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMUolsEVww,DC21_24FTMUolNwna,DC21_24FTMUol_pEns,DC21_24FTMUolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMUolsEVww,TDCFSEOMUolNwna,TDCFSEOMUol_pEns,TDCFSEOMUolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFUolsEVwwMSEO,TDCFUolsEVwwMUolsEVww,TDCFUolsEVwwMUolNwna,TDCFUolsEVwwMUol_pEns,TDCFUolsEVwwMUolsET,TDCFUolsEVwwM_LpEns,TDCFUolsEVwwMT,TDCFUolNwnaMSEO,TDCFUolNwnaMUolsEVww,TDCFUolNwnaMUolNwna,TDCFUolNwnaMUol_pEns,TDCFUolNwnaMUolsET,TDCFUolNwnaM_LpEns,TDCFUolNwnaMT,TDCFUol_pEnsMSEO,TDCFUol_pEnsMUolsEVww,TDCFUol_pEnsMUolNwna,TDCFUol_pEnsMUol_pEns,TDCFUol_pEnsMUolsET,TDCFUol_pEnsM_LpEns,TDCFUol_pEnsMT,TDCFUolsETMSEO,TDCFUolsETMUolsEVww,TDCFUolsETMUolNwna,TDCFUolsETMUol_pEns,TDCFUolsETMUolsET,TDCFUolsETM_LpEns,TDCFUolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMUolsEVww,TDCF_LpEnsMUolNwna,TDCF_LpEnsMUol_pEns,TDCF_LpEnsMUolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMUolsEVww,TDCFTMUolNwna,TDCFTMUol_pEns,TDCFTMUolsET,TDCFTM_LpEns,TDCFTMT
UCL222103,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,57
UCL222104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3,41
UCL222105,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,24
UCL231001,117,11,10760,154,281,7,0,290,0,444,4,10,16,0,23,0,29,0,0,0,0,0,0,0,161,296,28,0,320,0,477,7,0,0,0,0,14,25,10794,409,28,5,432,28,11254,3219,36,0,0,36,0,3262,67,113,5,0,115,0,183,0,8,12,0,25,0,25,0,0,0,0,0,0,0,69,120,19,0,140,0,208,0,0,0,0,0,3,3,3291,157,19,0,175,5,3470,1204,13,0,0,17,0,1222,18,59,0,0,67,0,83,0,0,4,0,7,0,5,0,0,0,0,0,0,0,22,68,3,0,73,0,92,0,0,0,0,0,4,3,1227,80,3,0,87,3,1320,67926,795,3,8,818,123,68868,1376,2271,87,0,2358,10,3746,31,131,92,0,224,3,256,4,3,0,4,8,0,14,1412,2407,176,4,2590,10,4015,95,4,0,0,4,155,257,69441,3212,184,12,3412,287,73138
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,929,16,39779,1706,7810,541,6,8362,5,10066,60,955,974,5,1933,0,1995,11,7,0,4,21,0,29,1776,8775,1524,10,10306,4,12087,0,6,4,0,11,4,19,40606,9700,1534,13,11252,27,51884,15444,330,3,3,336,3,15785,708,4211,304,0,4515,3,5233,28,557,604,0,1162,0,1188,0,3,0,0,3,0,3,742,4772,902,4,5682,5,6429,5,0,0,0,0,0,0,16188,5101,911,0,6015,8,22210,5899,130,0,3,130,0,6028,301,2063,165,0,2228,0,2529,11,329,378,0,705,0,715,0,4,0,0,0,0,0,310,2392,542,0,2938,0,3247,0,4,0,0,4,4,6,6212,2521,542,4,3070,4,9288,281458,9544,113,27,9679,258,291397,17631,80282,4134,65,84474,79,102185,441,8161,6074,11,14251,8,14709,31,62,10,50,121,4,159,18104,88506,10224,128,98851,93,117040,292,198,32,13,241,280,811,299855,98245,10358,158,108768,625,409251
UCL302001,251,0,10459,499,1240,75,0,1321,4,1820,25,94,87,0,183,0,208,0,3,0,3,4,0,8,524,1337,166,5,1502,4,2030,4,0,0,0,0,0,6,10730,1577,172,3,1756,8,12494,3580,97,0,0,95,0,3674,190,600,55,0,654,0,841,11,61,47,0,112,0,119,0,3,0,0,3,0,3,198,659,106,0,766,0,963,0,0,0,0,0,0,0,3779,756,104,0,858,3,4642,1356,32,0,0,32,0,1387,79,348,31,0,378,0,457,3,35,33,0,68,0,75,0,0,0,0,0,0,0,84,381,63,0,450,0,527,0,0,0,0,0,3,3,1440,416,63,0,473,5,1920,74337,2320,41,9,2372,72,76786,4596,12080,657,11,12755,14,17362,134,1012,528,0,1541,0,1675,13,16,3,4,21,0,32,4740,13108,1194,17,14313,17,19075,118,19,5,0,21,65,210,79198,15451,1234,24,16710,160,96069
UCL302002,76,0,5641,138,276,13,0,287,0,424,5,16,8,0,17,0,21,0,0,0,0,0,0,0,136,290,15,0,302,0,445,0,0,0,0,0,0,0,5702,368,14,0,383,0,6080,1466,18,0,0,18,0,1486,36,78,4,0,82,0,116,3,3,3,0,5,0,7,0,0,0,0,0,0,0,38,81,7,0,90,0,128,3,0,0,0,0,0,3,1505,101,7,0,105,0,1617,520,7,0,0,7,0,522,21,23,0,0,23,0,45,0,4,0,0,3,0,3,0,0,0,0,0,0,0,21,28,0,0,23,0,46,0,0,0,0,0,0,0,542,26,0,0,28,0,571,37230,693,25,0,719,30,37981,1512,3023,87,0,3110,7,4625,24,125,28,0,155,0,185,0,3,0,0,3,0,4,1539,3160,113,0,3272,9,4818,39,3,0,0,3,23,63,38805,3853,137,0,3994,58,42863
UCL303001,65,3,2343,199,352,23,0,376,0,571,5,37,53,0,93,0,94,0,0,0,0,0,0,0,201,390,78,0,464,0,668,0,0,0,0,0,3,3,2479,454,78,0,534,6,3012,383,15,0,0,15,0,405,32,79,3,0,80,0,112,0,18,21,0,42,0,42,0,0,0,0,0,0,0,36,100,22,0,121,0,154,0,0,0,0,0,0,0,414,116,22,0,141,0,561,137,3,0,0,3,0,138,10,37,6,0,38,0,45,0,3,0,0,7,0,7,0,0,0,0,4,0,4,10,41,4,0,45,0,58,0,0,0,0,0,0,0,143,44,4,0,46,0,197,15659,627,10,0,640,24,16318,1483,3156,176,0,3332,0,4818,38,419,379,3,800,0,841,6,5,0,9,21,0,23,1534,3579,556,17,4156,0,5687,21,10,0,0,10,25,47,17204,4216,568,17,4801,47,22054
UCL303002,19,4,1628,36,231,20,0,247,0,285,0,44,139,0,182,0,188,0,0,0,0,0,0,0,34,278,153,0,437,0,472,0,0,0,0,0,0,0,1642,298,155,0,453,4,2098,313,0,0,0,0,0,313,7,57,0,0,61,0,66,0,17,87,0,111,0,111,0,0,0,0,0,0,0,7,72,90,0,164,0,172,0,0,0,0,0,0,0,323,77,90,0,164,0,488,118,0,0,0,0,0,118,3,28,0,0,28,0,28,0,4,43,0,51,0,51,0,0,0,0,0,0,0,3,33,43,0,79,0,82,0,0,0,0,0,0,0,120,33,43,0,79,0,198,11773,181,3,0,187,12,11972,317,2317,112,0,2428,3,2755,14,360,971,0,1331,7,1346,0,5,0,7,14,0,16,331,2678,1082,5,3768,12,4110,13,14,3,0,20,18,53,12116,2875,1091,5,3976,39,16130
UCL303003,41,4,2870,98,274,16,0,289,0,387,0,43,40,0,79,0,82,0,0,0,0,0,0,0,101,318,51,0,367,0,469,6,0,0,0,0,0,3,2926,357,57,0,414,4,3346,687,12,0,0,10,0,698,36,123,5,0,125,0,163,0,16,13,0,28,0,35,0,0,0,0,0,0,0,39,136,19,0,159,0,195,0,0,0,0,0,0,0,726,146,20,0,169,0,893,223,4,0,0,4,0,222,13,52,0,0,49,0,60,0,9,7,0,17,0,17,0,0,0,0,0,0,0,13,52,12,0,62,0,77,0,0,0,0,0,0,0,233,55,12,0,64,0,303,21543,411,12,0,422,26,21995,817,2328,66,3,2397,4,3214,12,260,273,0,535,0,544,0,5,0,0,10,0,11,836,2595,336,3,2936,4,3773,18,0,0,3,4,10,30,22397,3002,347,5,3364,35,25792
UCL311001,17,0,808,14,56,4,0,61,0,73,0,0,3,0,4,0,4,0,0,0,0,0,0,0,14,55,4,0,64,0,77,0,0,0,0,0,0,0,811,71,3,0,80,0,889,145,0,0,0,0,0,149,4,14,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,17,0,0,0,0,0,0,0,148,14,0,0,14,0,168,36,0,0,0,0,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,3,0,0,3,0,39,5812,97,0,0,100,3,5912,187,469,15,0,484,0,671,5,22,9,0,37,0,39,0,0,4,0,4,0,4,188,501,27,0,524,0,714,4,0,0,0,0,5,8,6007,593,27,0,620,12,6637
UCL311002,8,0,894,16,31,0,0,36,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,34,0,0,35,0,52,0,0,0,0,0,0,0,903,40,0,5,42,0,945,106,0,0,0,0,0,106,5,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,11,0,0,0,0,0,0,0,107,7,0,0,7,0,114,29,0,0,0,0,0,35,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,34,0,0,0,0,0,36,5726,66,4,0,65,17,5807,208,438,3,0,450,0,652,12,7,0,0,12,0,18,0,0,0,0,0,0,0,213,450,5,0,460,0,677,4,0,0,0,0,11,17,5945,514,7,0,529,25,6500
UCL311003,17,0,1330,53,140,0,0,138,0,192,3,10,5,0,13,0,20,0,0,0,0,0,0,0,55,152,6,0,156,0,213,0,0,0,0,0,0,0,1363,171,5,0,177,0,1539,185,3,0,0,0,0,185,5,34,0,0,34,0,35,0,4,0,0,4,0,5,0,0,0,0,0,0,0,3,33,0,0,33,0,40,0,0,0,0,0,0,0,190,33,0,0,35,0,224,53,0,0,0,0,0,53,3,17,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,20,0,0,0,0,0,0,0,60,17,0,0,17,0,73,9910,167,0,0,168,9,10087,407,1210,18,0,1226,0,1628,9,77,19,0,99,0,107,0,0,0,0,0,0,0,410,1292,40,0,1327,0,1741,3,3,0,0,3,3,11,10329,1458,38,0,1495,16,11839
UCL311004,7,0,979,26,86,7,0,90,0,114,0,11,26,0,31,0,36,0,0,0,0,0,0,0,22,91,35,0,128,0,149,0,0,0,0,0,0,0,999,103,32,0,136,0,1133,166,0,0,0,0,0,166,3,33,0,0,33,0,34,0,6,8,0,14,0,14,0,0,0,0,0,0,0,3,39,8,0,49,0,50,0,0,0,0,0,0,0,173,39,8,0,49,0,221,71,0,0,0,0,0,71,0,9,0,0,9,0,11,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,11,0,0,10,0,14,0,0,0,0,0,0,0,73,11,0,0,10,0,87,7609,98,4,0,103,0,7719,191,815,51,0,859,0,1059,14,63,106,0,174,0,190,0,0,0,0,8,0,8,207,875,159,7,1040,0,1253,8,7,0,0,7,0,18,7826,983,166,7,1155,0,8984
UCL312001,0,0,218,8,4,0,0,8,0,7,0,0,4,0,4,0,4,0,0,0,0,0,0,0,8,4,0,0,9,0,15,0,0,0,0,0,0,0,223,4,0,0,9,0,236,54,0,0,0,0,0,56,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,55,6,0,0,6,0,63,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,22,0,3,0,4,0,25,1343,13,0,0,13,4,1357,50,48,9,0,57,0,107,0,0,8,0,8,0,8,0,0,0,0,0,0,0,50,52,12,0,63,0,115,0,0,0,0,0,5,7,1391,60,12,0,77,10,1476
UCL312002,7,0,658,28,91,0,0,95,0,120,3,6,0,0,6,0,5,0,0,0,0,0,0,0,28,91,0,0,96,0,125,0,0,0,0,0,0,0,678,97,0,0,106,0,780,71,0,0,0,0,0,71,4,17,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,18,0,20,0,0,0,0,0,0,0,75,18,0,0,18,0,90,17,0,0,0,0,0,17,0,7,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,9,0,0,0,0,0,0,0,17,7,0,0,9,0,26,4711,59,5,0,60,6,4774,189,650,11,0,667,0,851,10,30,9,0,35,0,44,0,4,0,0,4,0,0,198,685,17,0,700,0,898,6,0,0,0,0,0,11,4912,739,20,0,759,8,5681
UCL312003,4,0,334,5,6,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,4,0,15,0,0,0,0,0,0,0,336,5,0,0,11,3,351,43,0,0,0,0,0,45,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,49,0,0,0,0,0,47,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,2129,6,0,0,6,4,2143,50,69,9,0,71,0,123,4,5,4,0,9,0,17,4,0,0,0,0,0,4,57,70,7,0,79,0,136,5,0,0,0,0,16,20,2193,82,7,0,88,18,2301
UCL312004,7,0,354,19,22,0,0,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,22,0,45,0,0,0,0,0,0,0,370,33,0,0,33,0,395,70,4,0,0,4,0,74,3,8,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,10,0,0,0,0,0,0,0,74,11,0,0,11,0,86,25,3,0,0,3,0,26,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,25,3,0,0,3,0,25,2798,68,0,0,68,0,2867,99,166,3,0,163,0,268,3,14,3,0,12,0,20,0,0,0,0,0,0,0,99,173,3,0,180,0,286,10,0,0,0,0,0,10,2910,243,3,0,246,0,3158
UCL313001,0,0,125,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,129,6,0,0,6,0,134,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,27,0,0,27,0,1109,57,69,4,0,71,4,132,5,4,0,0,4,0,8,0,0,0,0,0,0,0,64,73,4,0,77,4,143,0,0,0,0,0,0,0,1151,101,4,0,102,4,1251
UCL313002,4,0,247,9,15,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,15,0,25,0,0,0,0,0,0,0,255,19,0,0,19,0,271,45,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,3,0,48,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,23,1589,22,0,0,22,0,1615,54,103,0,0,103,0,157,0,0,0,0,0,0,5,0,0,0,0,0,0,0,58,107,0,0,107,0,156,3,0,0,0,0,0,3,1653,127,0,0,127,0,1782
UCL313003,8,0,241,0,11,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,17,0,0,0,0,0,0,0,237,22,0,0,24,0,262,22,0,0,0,0,0,22,0,10,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,0,0,0,0,0,0,21,10,0,0,10,0,27,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,1786,23,0,0,23,0,1806,39,142,3,0,147,0,187,0,0,0,0,4,0,4,0,0,0,0,0,0,0,39,145,6,0,150,0,188,3,0,0,0,0,0,3,1828,166,6,0,178,0,2000
UCL313004,0,0,302,5,26,0,0,26,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,0,31,0,32,0,0,0,0,0,0,0,308,33,0,0,33,0,342,23,0,0,0,0,0,23,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,21,3,0,0,3,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2476,34,5,0,31,3,2506,74,226,0,0,230,0,304,0,12,12,0,23,0,25,0,0,0,0,0,0,0,76,239,10,0,250,0,329,4,0,0,0,0,0,4,2553,273,9,0,283,5,2839
UCL313005,0,0,191,6,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,18,0,0,0,0,0,0,0,195,15,0,0,15,0,204,30,0,0,0,0,0,30,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,30,3,0,0,3,0,32,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1785,31,0,0,31,0,1809,48,89,0,0,92,0,142,0,3,0,0,3,0,0,0,0,0,0,0,0,0,50,91,0,0,91,0,144,5,0,0,0,0,0,9,1833,123,0,0,124,3,1959
UCL313006,0,0,353,3,7,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,14,0,14,0,0,0,0,0,0,0,358,14,0,0,11,0,368,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,0,0,47,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,2248,22,0,0,22,3,2275,70,87,0,0,85,0,154,0,5,3,0,8,0,7,0,0,0,0,0,0,0,66,90,5,0,97,0,162,4,0,0,0,0,0,7,2316,114,5,0,117,5,2440
UCL313007,0,0,355,10,11,0,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,16,0,29,0,0,0,0,0,0,0,364,16,0,0,17,0,383,53,3,0,0,3,0,58,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,53,9,0,0,9,0,64,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23,2061,18,3,0,24,0,2087,37,91,0,0,91,0,124,0,0,0,0,0,0,0,3,0,0,0,0,0,3,40,91,0,0,93,0,129,0,0,0,0,0,0,0,2097,111,4,0,117,0,2214
