LGA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
LGA51710,13,18,0,32,185,53,0,268,0,16,0,10,156,38,0,205,0,3,0,3,37,3,0,42,0,0,0,0,4,0,0,4,217,48,7,270,859,570,5,1706
LGA51750,96,138,0,234,963,32,0,1234,18,315,0,336,749,44,8,1139,10,150,0,163,778,55,0,991,0,4,0,9,463,53,0,518,1669,763,64,2497,6264,418,40,9220
LGA51820,607,1994,29,2632,9473,382,43,12527,124,1925,14,2057,6779,374,45,9260,33,337,0,372,3923,396,9,4697,5,18,0,29,1463,315,0,1797,21325,6811,935,29066,59561,3834,193,92652
LGA51860,3,15,0,16,83,40,0,143,0,9,0,9,58,26,0,89,0,3,0,3,31,8,0,42,0,0,0,0,6,0,0,10,70,35,4,115,323,135,3,580
LGA51890,32,212,0,247,946,65,0,1261,4,141,0,147,919,64,0,1124,0,22,0,22,472,61,0,548,0,0,0,0,122,52,0,179,1166,603,81,1843,4618,576,3,7040
LGA51960,17,53,0,68,402,172,0,645,0,18,0,19,256,66,0,339,0,0,0,0,68,17,0,88,0,0,0,0,17,6,0,14,554,169,27,748,1856,1184,3,3796
LGA52030,4,25,0,24,172,28,0,224,0,21,0,21,171,17,0,214,4,0,0,4,83,19,0,103,0,0,0,0,14,10,0,23,118,60,3,177,601,138,0,918
LGA52100,3,15,0,22,109,3,0,134,0,13,0,9,124,14,0,152,0,0,0,0,59,7,0,68,0,0,0,0,32,5,0,38,138,51,8,193,544,57,4,799
LGA52170,105,118,3,221,786,29,7,1049,12,290,0,300,563,26,4,890,6,95,0,101,404,39,0,541,0,0,0,0,163,41,0,211,1257,647,47,1957,4194,249,41,6440
LGA52240,7,9,0,20,134,18,0,173,3,14,0,13,103,17,0,135,0,0,0,0,65,13,0,78,0,0,0,0,12,0,0,12,158,47,11,213,540,98,0,849
LGA52310,11,17,0,24,120,8,0,161,0,11,0,11,127,7,0,138,0,3,0,3,49,15,0,60,0,0,0,0,13,0,0,12,116,36,0,151,505,69,3,726
LGA52380,0,9,0,6,96,9,0,110,0,0,0,0,80,12,0,89,0,0,0,0,25,0,0,29,0,0,0,0,0,0,0,0,66,18,0,84,414,49,3,551
LGA52450,6,27,0,30,120,4,0,153,5,14,0,22,104,14,0,136,0,3,0,3,49,5,0,62,0,0,0,0,23,0,0,24,213,84,12,298,673,80,0,1058
LGA52520,7,30,0,36,144,38,0,219,0,13,0,13,95,20,0,131,0,7,0,7,47,14,0,74,0,0,0,0,29,3,0,32,208,82,6,299,613,186,0,1098
LGA52590,9,53,0,61,518,62,0,645,0,38,0,38,547,63,0,641,0,5,0,5,222,34,0,263,0,0,0,0,55,14,0,70,417,148,24,590,2145,433,32,3197
LGA52660,65,284,8,353,1247,59,3,1662,11,211,0,217,1060,92,11,1379,5,33,0,37,728,90,0,855,0,0,0,0,258,101,0,358,2509,839,139,3483,6983,631,17,11120
LGA52730,53,101,3,155,788,82,0,1025,16,112,0,127,788,92,7,1006,0,22,0,21,460,60,0,538,0,0,0,0,142,21,0,160,906,343,66,1314,3376,545,4,5235
LGA52800,37,112,0,152,887,227,0,1263,5,56,0,59,725,151,9,942,0,10,0,10,156,36,0,198,0,0,0,0,33,4,0,34,1098,559,112,1771,4211,1499,35,7515
LGA52870,24,112,0,140,765,48,3,952,7,111,0,120,737,54,0,908,0,13,0,13,406,37,0,454,0,0,0,0,115,7,0,120,834,329,44,1210,3393,307,31,4930
LGA52940,0,14,0,14,59,5,0,86,0,23,0,23,93,6,0,119,0,5,0,5,36,3,0,38,0,0,0,0,12,0,0,10,98,58,8,167,332,40,0,542
LGA53010,0,11,0,11,76,20,0,112,0,9,0,14,55,19,0,83,0,5,0,5,28,7,0,38,0,0,0,0,6,0,0,4,107,40,5,149,279,121,5,548
LGA53080,0,12,0,12,133,32,0,187,0,0,0,3,134,23,0,161,0,0,0,0,40,10,0,46,0,0,0,0,0,0,0,10,86,21,4,104,629,223,7,971
LGA53150,90,131,0,218,805,26,9,1053,12,237,0,250,540,25,0,817,0,55,0,54,384,31,0,468,0,0,0,0,212,41,0,259,1304,566,71,1936,4063,239,34,6275
LGA53220,56,161,8,224,1697,899,14,2834,5,73,3,85,567,156,4,807,0,12,0,10,97,21,0,132,0,0,3,3,11,0,0,9,2720,783,233,3741,9092,6215,126,19176
LGA53290,62,249,0,308,1379,184,4,1876,5,149,0,158,1141,166,0,1459,0,43,0,44,721,130,0,894,0,4,0,7,250,25,0,284,1999,752,123,2873,7001,1262,28,11158
LGA53360,18,97,0,118,852,57,4,1029,0,104,3,108,1089,65,5,1271,0,8,0,8,385,20,0,416,0,0,0,0,39,4,0,44,778,291,46,1113,4154,353,44,5661
LGA53430,258,454,18,729,3351,263,24,4367,32,747,3,788,2537,202,14,3539,11,177,3,191,1531,168,5,1893,0,6,0,5,721,144,3,877,4607,1997,253,6861,18142,1971,177,27154
LGA53570,26,111,0,140,641,57,0,837,5,79,0,81,743,76,7,908,4,18,0,21,372,54,0,451,0,7,0,7,74,4,0,84,625,314,29,969,3245,351,69,4628
LGA53640,7,24,0,22,132,19,0,178,0,14,0,13,116,18,0,140,0,0,0,0,30,0,0,34,0,0,0,0,13,0,0,8,214,75,10,294,577,80,0,952
LGA53710,10,21,0,26,114,18,0,158,0,10,0,13,124,17,0,157,0,0,0,0,48,10,0,67,0,0,0,0,20,6,0,24,132,47,3,182,499,97,0,776
LGA53780,615,1872,35,2519,9583,489,67,12658,154,1720,13,1887,7670,403,75,10043,28,301,4,333,4407,335,18,5093,0,15,0,17,1568,275,6,1873,21730,6711,791,29228,62666,6186,294,98372
LGA53800,185,684,7,881,3823,385,8,5095,33,526,6,565,3271,332,3,4170,9,88,0,94,1852,237,9,2198,0,6,0,9,696,143,5,848,5691,2196,344,8230,20090,3123,47,31485
LGA53920,14,53,0,73,424,90,0,587,0,34,6,41,372,85,0,502,0,6,0,6,88,32,0,125,0,5,0,0,10,9,0,17,432,484,216,1131,2133,619,25,3910
LGA53990,114,554,6,671,2695,165,6,3533,24,396,0,417,2296,120,0,2835,3,72,0,73,1244,72,0,1397,0,7,0,6,355,29,0,394,4780,1601,274,6653,13951,987,33,21618
LGA54060,23,61,6,90,505,82,0,673,3,57,0,60,598,85,0,741,4,5,0,7,330,51,0,388,0,0,0,0,72,10,0,81,483,168,23,675,2233,415,4,3332
LGA54130,9,17,0,26,143,14,0,185,0,15,0,19,122,11,0,151,0,0,0,0,33,3,0,42,0,0,0,0,7,6,0,10,216,53,5,268,540,88,9,906
LGA54170,887,3668,46,4596,15669,465,43,20771,204,4608,19,4822,12054,395,31,17306,31,769,7,809,6489,415,17,7730,0,26,0,32,2547,262,3,2847,28063,11797,1273,41141,81249,3722,195,126307
LGA54200,308,1149,7,1466,5206,224,7,6904,62,1347,6,1417,4376,194,7,5990,16,274,9,292,3035,187,6,3516,0,9,0,10,1144,109,7,1266,9930,3966,452,14353,29670,1809,51,45883
LGA54280,139,359,0,506,2666,507,14,3694,17,167,0,185,1441,324,19,1965,6,41,0,48,563,83,0,697,0,3,0,3,163,34,0,199,5004,1219,239,6465,14315,3389,84,24253
LGA54310,72,260,3,326,1862,807,20,3023,3,141,0,151,942,307,17,1413,0,14,0,14,279,64,3,364,0,0,0,0,19,10,0,24,4601,977,237,5816,10702,5386,142,22045
LGA54340,18,48,0,65,420,30,0,521,3,47,0,50,334,38,0,419,0,3,0,3,198,25,0,226,0,0,0,0,80,22,0,94,511,172,25,711,2197,360,3,3275
LGA54410,3,21,0,26,147,23,0,196,0,9,0,9,127,12,0,146,0,4,0,4,90,20,0,110,0,0,0,0,37,7,0,43,119,45,10,171,674,123,0,962
LGA54480,0,0,0,0,43,4,0,48,0,7,0,7,30,10,0,46,0,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,92,12,9,115,208,47,0,373
LGA54550,6,39,0,44,235,34,0,317,0,32,0,30,151,12,0,199,0,0,0,0,111,25,0,137,0,0,0,0,45,9,0,55,274,102,16,391,948,141,0,1489
LGA54620,7,27,0,34,140,20,0,195,0,13,0,13,99,8,0,123,0,0,0,0,37,4,0,48,0,0,0,0,23,6,0,23,169,58,6,235,625,103,4,960
LGA54690,4,9,0,12,47,0,0,58,0,0,0,4,61,0,0,60,0,0,0,0,24,0,0,24,0,0,0,0,3,0,0,3,64,19,0,80,198,5,0,287
LGA54760,0,14,0,20,76,8,0,100,0,10,0,14,59,9,0,82,0,3,0,3,31,3,0,39,0,0,0,0,6,0,0,10,127,45,4,177,309,68,0,554
LGA54830,163,610,15,781,2995,217,14,4012,41,393,5,443,2056,143,22,2664,5,83,0,90,1140,65,10,1301,0,6,0,6,377,32,0,413,8569,2239,387,11195,20301,2871,68,34433
LGA54900,5,24,0,33,146,19,0,198,0,23,0,23,96,13,0,126,0,4,0,4,49,5,0,58,0,0,0,0,11,0,0,12,225,66,4,292,630,86,3,1012
LGA54970,21,27,0,49,328,305,0,678,0,8,0,8,81,53,0,141,0,0,0,0,17,0,0,21,0,0,0,0,5,0,0,0,424,93,16,533,1498,1749,20,3796
LGA55040,11,21,0,31,250,212,3,495,0,5,0,11,140,59,0,205,0,0,0,0,28,5,0,32,0,0,0,0,5,0,4,7,444,87,16,556,1316,1599,21,3489
LGA55110,402,1754,13,2176,8511,373,17,11074,83,1457,7,1541,9543,439,18,11540,30,253,0,285,6620,499,3,7415,0,20,0,25,2250,402,5,2671,12524,5405,662,18596,47963,3607,85,70253
LGA55180,70,131,0,200,1196,121,0,1511,8,112,0,122,959,82,0,1159,3,15,0,17,539,46,0,605,0,0,0,0,189,20,0,209,1193,405,64,1664,5259,614,45,7581
LGA55250,9,23,0,35,229,97,0,363,0,16,0,16,135,44,0,197,0,3,0,3,34,15,0,47,0,0,0,0,0,0,0,0,279,89,14,388,1117,703,12,2213
LGA55320,761,1822,22,2603,9562,409,42,12612,171,3047,17,3237,7724,433,48,11434,40,721,9,768,5478,479,17,6743,11,39,0,52,2894,471,7,3422,17269,7307,668,25242,55203,3558,256,84251
LGA55390,0,5,0,7,124,78,0,210,0,0,0,0,47,29,0,75,0,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,160,27,3,189,634,527,3,1358
LGA55460,6,53,0,59,329,48,0,444,4,25,0,34,296,39,0,363,0,0,0,0,129,21,0,157,0,0,0,0,59,5,0,68,448,150,24,628,1588,332,3,2545
LGA55530,0,7,0,7,63,34,0,106,0,7,0,7,64,28,0,99,0,0,0,0,29,14,0,41,0,0,0,0,0,5,0,4,67,24,0,91,260,105,0,450
LGA55600,9,37,0,50,264,45,0,355,0,34,0,29,211,30,0,277,0,13,0,13,114,17,0,141,0,0,0,0,39,9,0,47,286,130,13,430,1196,247,51,1929
LGA55670,0,13,0,14,65,25,0,105,0,5,0,7,80,46,0,127,0,0,0,0,33,17,0,51,0,0,0,0,13,8,0,20,79,25,8,104,333,150,0,586
LGA55740,71,107,4,174,850,52,7,1088,9,234,0,242,647,36,4,931,3,73,0,76,451,37,4,574,0,5,0,5,179,34,0,218,1453,566,63,2073,4921,356,29,7379
LGA55810,0,7,0,12,129,106,0,240,3,11,3,15,84,39,0,137,0,0,0,0,16,7,0,24,0,0,0,0,7,0,0,3,124,29,3,155,493,585,0,1231
LGA55880,0,11,0,17,58,5,0,79,0,3,0,3,40,0,0,49,0,0,0,0,13,0,0,13,0,0,0,0,13,0,0,16,67,26,3,101,232,28,0,364
LGA55950,0,14,0,14,68,8,0,93,0,8,0,8,65,11,0,80,0,0,0,0,38,8,0,46,0,0,0,0,3,3,0,9,95,29,3,127,295,59,0,482
LGA56090,251,797,14,1069,4029,290,12,5397,53,837,6,896,3251,169,0,4319,12,164,0,176,2042,129,3,2352,0,10,0,11,613,115,0,734,5820,2588,332,8743,19487,2990,35,31259
LGA56160,0,6,0,6,19,0,0,22,3,0,0,0,28,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,26,96,10,0,136
LGA56230,66,377,0,447,1762,125,0,2332,10,243,0,255,1951,137,3,2338,4,41,0,44,1198,113,0,1362,0,5,0,5,333,62,0,399,2442,1056,143,3641,9389,917,14,13965
LGA56300,0,24,0,29,233,28,0,288,0,29,0,29,265,35,0,330,0,0,0,0,124,27,0,144,0,0,0,0,22,3,0,26,166,68,6,240,926,177,3,1350
LGA56370,3,23,0,25,70,13,0,105,0,6,0,10,62,12,0,82,0,0,0,0,53,10,0,62,0,0,0,0,25,10,0,39,128,47,8,174,345,102,0,622
LGA56460,17,89,0,102,484,51,0,638,4,59,0,64,415,54,0,535,6,7,0,8,267,39,0,319,0,0,0,0,104,50,0,162,640,255,21,912,2606,441,8,3970
LGA56580,265,273,5,541,2127,60,16,2739,54,735,0,789,1607,89,12,2487,13,226,0,243,1198,91,0,1540,0,15,0,15,604,94,5,712,4058,1543,185,5789,11483,627,58,17959
LGA56620,3,36,3,50,70,34,3,155,0,21,0,21,30,7,0,58,0,0,0,0,17,3,0,21,0,5,0,5,0,0,0,3,194,261,69,530,440,179,3,1156
LGA56730,50,206,3,258,1200,137,0,1596,6,141,0,151,1131,124,0,1403,0,27,0,26,602,80,4,705,0,0,0,5,195,34,0,232,1439,604,79,2116,5784,1177,6,9084
LGA56790,13,87,0,98,643,122,3,861,3,65,0,69,789,121,0,981,0,12,0,13,329,50,0,387,0,0,0,0,82,13,0,93,422,216,19,651,2605,524,13,3792
LGA56860,0,0,0,4,34,10,0,43,0,10,0,10,25,11,0,52,0,0,0,0,8,7,0,10,0,0,0,0,0,0,0,4,23,21,0,41,123,53,0,216
LGA56930,28,21,0,50,167,5,0,219,3,48,0,52,119,3,0,174,0,19,0,19,78,5,0,98,0,0,0,0,41,3,0,45,239,121,0,359,890,40,0,1291
LGA57000,6,9,0,10,103,71,0,190,0,10,0,10,45,30,0,81,0,0,0,0,18,3,0,31,0,0,0,0,11,4,0,11,134,32,5,167,459,373,5,1001
LGA57080,85,215,0,304,2224,532,71,3132,29,284,5,317,1573,396,37,2319,3,68,0,73,819,219,15,1122,0,4,0,4,277,102,6,388,2645,1062,54,3761,21732,4525,817,30826
LGA57140,5,30,0,33,131,10,0,179,0,10,0,15,144,3,0,157,0,3,0,3,83,9,0,97,0,0,0,0,22,3,0,26,123,62,3,193,586,54,0,830
LGA57210,25,86,0,113,657,82,0,859,5,75,0,79,641,68,0,791,4,15,0,13,270,41,0,328,0,0,0,0,80,40,0,116,659,262,49,968,2829,511,6,4324
LGA57280,63,175,4,241,1394,527,11,2173,6,71,0,79,582,190,8,861,0,8,0,11,153,46,0,208,0,0,0,0,30,9,0,35,2997,635,179,3809,7620,3403,62,14890
LGA57350,4,19,0,22,93,38,0,152,0,17,0,12,110,48,0,171,0,0,0,0,68,15,0,87,0,0,0,0,27,9,0,40,92,40,3,139,431,207,0,779
LGA57420,6,33,0,39,316,53,0,414,0,16,0,16,195,24,0,237,0,4,0,4,106,14,0,119,0,0,0,0,30,6,0,30,368,94,17,476,1430,304,13,2223
LGA57490,563,2642,31,3241,10922,506,42,14706,106,1670,6,1783,8188,460,33,10455,23,294,0,316,5227,497,13,6054,3,22,0,24,1662,371,8,2063,23399,7952,1278,32631,63529,5499,184,101841
LGA57630,0,4,0,4,44,23,0,73,0,0,0,0,40,4,0,47,0,0,0,0,16,9,0,22,0,0,0,0,0,0,0,0,8,8,0,15,123,140,0,276
LGA57700,136,605,9,749,2307,157,8,3219,23,382,0,403,1547,113,9,2071,3,58,0,64,814,50,3,927,3,0,0,3,228,20,0,252,6288,1946,331,8569,13314,1233,37,23150
LGA57770,21,63,0,81,444,100,0,625,7,44,0,51,497,114,0,659,0,4,0,4,167,44,0,216,0,0,0,0,9,6,0,14,298,138,12,441,1714,447,20,2625
LGA57840,320,612,9,937,3883,188,22,5025,65,1112,4,1181,3216,200,30,4621,4,224,3,229,2024,209,0,2467,0,10,0,10,972,247,0,1232,6129,2705,257,9087,25507,1771,164,36531
LGA57910,1247,2879,54,4173,18541,786,96,23598,263,4429,18,4709,14063,754,71,19600,72,1143,4,1220,10452,738,27,12442,10,72,0,79,5239,469,6,5790,36401,12343,1293,50040,124701,8432,464,183632
LGA57980,142,179,6,323,1548,79,10,1953,32,423,0,466,1297,115,7,1883,5,145,0,150,896,108,0,1153,0,4,0,4,345,84,0,432,2758,1032,95,3883,9637,813,50,14387
LGA58050,763,2373,49,3187,12324,648,73,16229,136,1792,13,1939,8255,492,54,10740,17,334,3,352,4473,371,19,5206,7,16,0,19,1512,227,4,1767,27473,8221,1118,36815,73976,6024,305,117117
LGA58190,6,0,0,8,53,12,0,70,0,9,0,9,23,3,0,34,0,4,0,4,21,4,0,27,0,0,0,0,3,0,0,9,46,11,6,64,195,42,0,308
LGA58260,6,8,0,12,62,11,0,90,0,4,0,8,67,8,0,75,0,5,0,5,39,4,0,45,0,0,0,0,7,0,0,6,83,18,3,108,306,85,0,499
LGA58330,23,98,3,122,652,103,0,882,0,68,0,71,639,74,0,789,0,8,0,9,285,48,0,346,0,0,0,0,58,10,0,69,460,256,33,760,2577,420,0,3762
LGA58400,0,0,0,0,54,7,0,55,0,0,0,0,46,9,0,55,0,0,0,0,20,6,0,23,0,0,0,0,0,0,0,0,32,6,0,41,182,32,0,257
LGA58470,0,5,0,6,49,4,0,62,0,8,0,8,47,7,0,68,0,0,0,0,11,5,0,14,0,0,0,0,0,0,0,0,27,22,15,63,176,24,0,263
LGA58510,173,427,8,602,2880,263,14,3754,32,477,0,508,2115,225,14,2859,6,98,0,106,1283,267,8,1666,0,0,0,4,689,340,0,1039,5378,1709,191,7278,21721,2700,96,31797
LGA58540,6,15,0,19,117,14,0,149,0,9,0,12,80,21,0,109,0,0,0,0,38,8,0,48,0,0,0,0,12,0,0,12,101,25,3,131,423,83,0,643
LGA58570,226,345,10,579,2958,167,16,3720,18,466,5,493,1820,116,8,2436,0,112,0,118,976,92,0,1189,0,9,0,10,571,55,0,638,5427,1661,234,7324,21298,1635,135,30393
LGA58610,8,30,0,36,201,13,0,255,0,27,0,27,205,24,0,261,0,4,0,7,125,13,0,148,0,0,0,0,45,5,0,46,212,85,3,301,932,141,3,1378
LGA58680,0,10,0,13,52,16,0,82,0,6,0,5,59,10,0,75,0,0,0,0,33,10,0,44,0,0,0,0,7,0,0,9,63,27,0,84,266,92,0,446
LGA58760,1037,3439,55,4527,15591,650,63,20832,195,2737,24,2949,10889,484,55,14382,20,461,0,488,6635,480,18,7620,0,27,0,31,2180,365,3,2580,38644,11562,1680,51889,99214,6353,334,157786
LGA58820,15,95,0,111,488,40,0,638,4,60,0,68,464,39,0,565,0,14,0,14,241,36,0,293,0,0,0,0,76,27,0,98,556,260,30,850,2256,303,5,3415
LGA58890,0,11,0,15,112,17,0,142,0,19,0,19,78,3,0,103,0,0,0,0,41,0,0,47,0,0,0,0,16,4,0,24,87,40,6,131,419,69,0,618
LGA59030,0,4,0,6,60,18,0,79,0,3,0,3,30,3,0,38,0,0,0,0,22,5,0,18,0,0,0,0,8,0,0,8,56,13,0,72,192,85,4,351
LGA59100,0,8,0,7,84,30,0,124,0,10,0,10,52,9,0,76,0,0,0,0,38,11,0,51,0,0,0,0,9,3,0,11,85,32,6,118,312,99,0,532
LGA59170,4,28,0,27,106,15,0,153,0,11,0,11,80,12,0,106,0,0,0,0,50,12,0,68,0,0,0,0,18,3,0,17,166,56,16,240,445,87,0,776
LGA59250,6,10,0,12,86,49,5,151,0,4,0,0,43,21,0,66,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,134,45,0,181,545,481,5,1216
LGA59310,6,19,0,27,150,14,0,189,0,14,0,20,156,13,0,184,0,0,0,0,72,7,0,78,0,0,0,0,19,0,0,20,200,59,12,268,690,81,4,1041
LGA59320,3,6,0,11,66,4,0,81,0,8,0,7,41,7,0,58,0,0,0,0,7,4,0,16,0,0,0,0,3,0,0,0,72,16,4,91,211,37,0,335
LGA59330,0,4,0,4,64,6,0,72,0,7,0,8,63,7,0,74,0,0,0,0,54,7,0,57,0,0,0,0,5,3,0,8,54,22,0,75,281,45,0,397
LGA59340,33,117,5,156,1297,234,8,1704,3,72,0,83,1014,149,4,1245,0,10,0,10,193,35,0,237,0,0,0,0,19,12,0,33,1311,572,130,2013,5508,1466,121,9111
LGA59350,3,3,0,10,67,85,0,165,0,9,0,8,41,25,0,70,0,0,0,0,13,7,0,21,0,0,0,0,4,0,0,4,91,21,4,118,339,572,3,1036
LGA59360,12,21,0,34,237,92,0,365,0,4,0,3,138,25,0,167,0,3,0,3,41,7,0,52,0,0,0,0,12,0,0,20,202,60,9,273,1017,487,0,1771
LGA59370,18,75,0,95,467,50,0,620,4,68,0,72,547,34,0,652,0,10,0,10,312,49,0,372,0,0,0,0,89,15,0,106,396,191,21,607,2059,259,0,2933
LGA59799,9,15,0,30,290,221,29,560,0,15,0,15,103,56,0,178,0,3,0,3,19,12,0,32,0,0,0,0,0,0,4,3,310,58,9,371,1489,1380,164,3410
LGA60210,30,123,0,162,1119,109,0,1386,10,83,0,93,1165,90,3,1350,0,10,0,10,561,59,0,639,0,0,0,0,131,22,0,160,765,318,28,1109,4350,467,7,5936
LGA60410,62,292,3,357,1604,93,3,2056,22,202,3,222,1377,99,0,1705,3,33,0,36,635,53,0,729,0,0,0,0,169,14,0,178,3138,1021,196,4353,9360,832,11,14549
LGA60610,79,358,3,444,2025,113,5,2575,10,185,4,190,1746,101,9,2046,0,36,0,37,1069,95,3,1207,0,4,0,4,429,27,0,462,2983,1106,165,4253,11085,909,13,16271
LGA60810,106,546,5,656,2700,125,3,3484,18,341,5,357,2498,167,0,3024,5,59,0,58,1579,149,0,1791,0,5,0,0,581,55,0,640,3081,1477,157,4713,13014,976,28,18726
LGA61010,14,50,0,60,374,49,0,491,8,19,0,26,366,35,0,426,0,0,0,0,145,23,0,172,0,0,0,0,24,6,0,22,319,104,11,442,1538,201,5,2176
LGA61210,34,160,3,196,917,86,0,1194,5,101,0,107,766,90,0,959,0,13,0,13,408,58,0,474,0,0,0,0,144,24,0,164,1202,452,67,1723,4243,599,10,6564
LGA61410,322,1221,11,1551,5811,232,5,7600,65,1573,6,1644,4823,248,6,6731,7,315,0,328,3435,260,3,4026,0,14,0,17,1451,161,0,1635,9744,4411,456,14614,33002,2474,52,50142
LGA61510,24,221,4,249,1244,75,0,1567,8,149,0,156,983,78,0,1216,0,27,0,22,543,43,0,617,0,0,0,4,170,24,0,197,1580,643,80,2300,6029,603,4,8937
LGA61610,109,453,13,568,2595,163,4,3329,20,386,0,408,2551,163,3,3120,3,74,0,75,1689,179,4,1949,0,4,0,4,616,105,0,725,3610,1481,231,5325,14889,1188,55,21459
LGA61810,35,162,0,197,859,74,0,1127,18,110,0,120,771,71,0,964,0,10,0,10,447,55,0,519,0,0,0,0,148,75,0,221,835,422,42,1301,3861,467,4,5637
LGA62010,3,6,0,17,144,8,0,167,0,15,0,16,168,11,0,195,0,6,0,7,91,9,0,105,0,0,0,0,18,0,0,24,100,35,6,147,605,60,0,805
LGA62210,26,131,0,156,914,57,0,1128,8,65,0,68,950,58,0,1072,4,10,0,14,461,41,0,515,0,0,0,0,149,15,0,159,824,360,44,1226,4236,372,3,5837
LGA62410,38,106,0,138,802,69,0,1006,8,91,0,106,854,60,0,1017,0,12,0,12,430,48,0,483,0,0,0,0,120,18,0,137,526,278,17,817,3457,370,35,4674
LGA62610,199,819,9,1027,4499,213,8,5751,44,707,0,751,3558,207,3,4525,8,128,0,143,2546,233,4,2921,0,15,0,15,1068,106,0,1193,7441,2907,363,10711,28991,2074,37,41814
LGA62810,365,689,10,1059,5075,327,31,6497,65,1228,0,1289,4154,314,14,5770,9,308,3,325,2541,216,8,3090,0,14,0,16,1218,154,0,1393,7630,3297,387,11319,34796,2748,329,49195
LGA63010,104,341,8,454,2289,179,0,2923,18,261,0,279,2055,195,0,2526,8,53,0,63,922,122,0,1107,0,0,0,0,263,65,0,325,2633,1019,156,3807,10039,1071,15,14928
LGA63210,34,119,0,159,991,74,0,1219,8,74,0,80,748,63,0,893,0,9,0,7,366,50,0,421,0,0,0,0,94,14,0,110,916,342,41,1302,3897,479,12,5683
LGA63410,8,20,0,31,182,12,0,224,5,15,0,20,185,20,0,225,3,3,0,7,87,21,0,116,0,0,0,0,28,0,0,36,206,70,14,284,849,131,4,1272
LGA63610,239,736,13,986,3739,124,8,4859,40,997,4,1041,3332,136,12,4519,7,235,0,235,2103,112,0,2451,0,5,0,5,736,58,0,798,6847,2747,386,9981,21097,986,41,32103
LGA63810,50,242,4,297,1382,76,0,1761,18,191,0,208,1568,100,0,1881,4,27,0,32,915,75,0,1029,0,0,0,3,302,31,0,341,1704,740,90,2535,7086,523,18,10163
LGA64010,337,1020,8,1361,6477,375,11,8220,47,1062,6,1111,5509,374,11,7007,13,186,3,200,3776,324,0,4302,6,12,0,14,1567,197,5,1779,10363,3829,490,14688,40209,3407,156,58453
LGA64210,97,390,6,491,2379,134,0,3003,12,348,4,363,2224,135,0,2728,0,67,0,70,1365,105,3,1545,0,3,0,3,460,36,0,498,3036,1245,150,4429,11769,812,43,17052
LGA64610,64,237,4,310,1594,102,5,2000,19,206,0,225,1542,114,0,1882,3,31,0,33,864,74,0,977,0,0,0,0,263,31,0,296,1979,767,96,2843,7736,629,70,11275
LGA64810,104,376,9,480,1854,113,0,2445,8,298,0,315,1565,115,0,1992,0,47,0,45,804,72,0,920,0,3,0,3,265,26,0,297,2567,1073,151,3791,8939,772,12,13516
LGA65010,37,152,5,191,799,66,0,1054,16,99,0,115,610,65,0,794,4,13,0,12,318,34,0,363,0,0,0,0,72,10,0,81,974,419,37,1429,3570,436,0,5445
LGA65210,21,46,0,63,449,37,0,549,4,35,0,36,457,36,0,532,0,5,0,9,202,21,0,225,0,0,0,0,48,13,0,57,248,118,11,371,1700,206,7,2282
LGA65410,65,320,5,390,1679,112,0,2179,12,226,3,239,1643,114,0,2001,3,40,0,44,1032,87,0,1161,0,0,0,3,303,42,0,345,1926,912,111,2948,8053,723,8,11730
LGA65610,20,58,0,74,634,73,3,788,0,39,0,45,508,55,6,603,0,4,0,4,212,34,0,250,0,0,0,0,40,11,4,57,598,192,24,816,2616,430,8,3867
LGA65810,135,454,11,601,2880,141,0,3619,15,443,0,461,2602,166,4,3229,6,79,0,88,1578,134,0,1803,0,3,0,3,482,89,0,572,3738,1408,181,5327,14119,983,18,20448
LGA69799,0,6,0,3,42,30,0,77,0,0,0,0,33,0,0,33,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,10,0,47,211,110,13,374
