POA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
POA3775,29,59,150,169,183,155,44,4,0,794,38,24,23,17,28,45,37,4,0,223,5,4,0,0,13,10,0,0,0,39,8,0,4,3,8,3,0,0,0,26,77,80,179,192,232,214,91,10,3,1076,0,4,0,0,0,5,0,0,0,14,5,4,0,0,0,0,0,0,0,15,7,5,0,3,4,5,5,0,0,31,80,88,181,196,228,215,91,10,3,1101,40,12,10,12,17,58,144,96,33,427,9,3,12,17,13,17,20,8,0,88,123,107,202,232,261,291,248,118,41,1620,8,33,81,59,123,73,18,0,0,395,50,31,80,104,99,104,39,0,0,502,10,6,16,12,18,16,6,0,0,77,3,0,3,5,3,4,0,0,0,18,71,69,181,179,249,191,59,4,0,1000,0,0,0,4,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,15,3,0,5,8,3,3,0,0,0,23
POA3777,52,107,357,379,412,372,88,9,0,1770,68,58,83,64,108,140,77,14,0,619,25,15,13,16,22,34,10,5,0,147,0,6,4,8,16,9,0,0,0,41,158,175,463,469,560,548,178,27,3,2577,4,9,12,13,13,8,3,0,0,67,5,10,4,4,3,4,7,0,0,34,9,19,21,20,15,14,8,0,0,109,165,200,484,485,572,563,188,27,3,2684,144,37,53,70,96,157,413,342,106,1410,15,20,34,25,37,47,19,26,13,229,327,245,566,583,705,770,615,394,122,4325,7,64,193,186,253,177,25,0,0,901,102,102,210,276,280,333,84,5,0,1395,33,21,50,34,33,31,8,0,0,214,0,7,4,3,10,9,0,0,0,36,143,191,459,494,569,552,121,8,0,2541,0,4,0,0,4,4,0,0,0,20,9,5,4,7,9,7,0,0,0,52,14,16,11,14,12,10,0,0,0,72
POA3778,0,0,6,0,15,7,6,0,0,40,0,0,5,0,4,6,5,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,20,4,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,19,4,3,0,64,0,0,0,0,0,3,10,0,0,25,0,0,0,0,0,0,3,0,0,8,4,0,13,0,22,27,21,5,0,90,0,0,0,3,8,7,3,0,0,20,0,0,3,3,9,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,10,11,10,0,0,49,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3779,0,5,10,13,14,16,7,0,0,63,0,5,10,7,5,12,5,6,0,43,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,10,15,18,21,26,18,3,0,117,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,10,15,16,25,28,19,3,0,124,5,8,4,0,6,12,36,23,13,101,0,0,0,0,0,3,0,0,0,14,9,12,23,21,34,40,60,34,9,238,0,0,7,7,4,4,3,0,0,26,0,4,9,9,14,15,0,0,0,49,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,4,19,10,18,22,5,0,0,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
POA3781,14,48,205,242,205,163,28,0,0,904,44,19,29,30,31,26,18,4,0,199,8,4,15,4,7,8,7,0,0,53,4,0,6,7,8,0,0,0,0,28,70,79,247,279,248,200,56,4,0,1181,0,3,9,3,9,5,0,0,0,26,3,5,4,0,0,0,0,0,0,15,7,8,12,3,7,8,0,0,0,46,73,86,260,277,258,208,56,4,0,1224,78,20,18,25,26,64,106,49,10,406,13,16,26,32,16,23,20,7,0,145,163,123,301,336,303,294,185,60,13,1774,0,31,97,89,126,75,6,0,0,433,52,40,87,124,127,101,17,3,0,551,9,10,36,19,9,14,0,0,0,94,0,9,6,3,7,0,0,0,0,24,65,84,221,239,269,195,29,3,0,1098,0,0,0,0,11,3,0,0,0,18,8,0,0,8,3,3,0,0,0,20,9,0,7,6,9,4,0,0,0,38
POA3782,43,106,256,353,423,352,69,8,0,1603,75,59,35,46,63,74,61,6,0,422,9,12,17,12,11,11,6,0,0,77,0,7,0,9,9,6,0,0,0,38,134,181,309,413,507,452,136,10,0,2140,5,13,4,5,12,6,4,0,0,48,20,5,4,0,0,6,0,0,0,36,23,15,11,10,15,12,3,0,0,86,162,199,314,424,527,459,140,10,0,2225,123,27,31,24,47,94,296,181,51,881,7,9,15,10,17,14,8,6,5,93,286,234,354,458,589,569,450,202,54,3200,9,64,125,153,260,136,25,0,0,763,99,80,135,225,247,205,46,3,0,1041,23,11,27,33,17,20,9,0,0,136,0,0,4,12,6,7,0,0,0,31,129,156,282,419,532,373,84,9,0,1976,0,5,4,0,3,5,0,0,0,18,13,3,4,4,3,4,0,0,0,39,10,8,7,5,4,12,0,0,0,49
POA3783,13,36,88,105,122,89,25,3,0,485,21,18,11,7,14,28,16,7,0,124,3,0,5,4,10,4,0,0,0,29,3,0,3,0,6,3,0,0,0,19,38,53,104,116,161,126,46,7,0,656,0,0,0,0,4,5,0,0,0,14,0,4,4,0,0,0,0,0,0,5,0,5,4,0,4,5,0,0,0,13,46,57,111,113,160,130,46,7,0,672,38,14,13,4,16,32,68,49,9,232,18,12,13,17,16,14,12,8,0,103,93,81,135,139,191,181,121,60,8,1006,3,20,44,51,69,43,5,3,0,239,24,28,42,54,60,58,15,8,0,284,0,0,14,3,6,4,4,0,0,43,4,0,0,0,7,0,0,0,0,13,32,50,99,113,138,110,28,11,0,579,4,0,4,0,3,0,0,0,0,15,5,0,0,4,0,5,0,0,0,13,5,3,4,0,6,5,0,0,0,19
POA3785,0,0,0,4,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,6,5,0,0,13,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,4,3,3,10,0,6,6,3,0,29,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3786,6,23,40,60,92,71,12,0,0,301,7,9,14,14,10,14,16,6,0,97,5,8,0,4,0,9,0,0,0,28,0,0,0,0,0,0,0,0,0,5,18,44,50,73,104,101,34,0,0,430,0,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,10,7,3,0,0,0,4,0,0,0,12,27,41,50,77,109,103,34,0,0,442,22,6,10,4,9,20,50,36,9,156,0,0,0,4,3,0,0,0,0,13,51,45,56,85,120,125,85,39,8,621,0,7,26,35,58,33,5,0,0,166,20,10,14,42,43,31,16,0,0,169,4,4,0,0,10,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,24,20,43,82,106,75,18,0,0,363,0,0,4,0,3,0,0,0,0,6,3,4,0,0,4,0,0,0,0,13,7,4,4,0,9,3,0,0,0,19
POA3787,3,6,19,33,52,51,7,0,0,168,8,9,8,6,10,9,14,9,0,77,4,0,3,4,5,4,4,0,0,24,0,0,0,6,0,0,0,0,0,4,16,13,30,43,64,66,28,7,0,271,0,0,0,0,5,4,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,3,0,5,4,0,0,0,11,22,16,32,45,68,62,28,7,0,277,18,5,4,3,7,3,45,15,5,103,3,0,4,0,0,3,0,3,0,16,35,18,39,51,70,76,70,19,5,400,0,4,18,18,40,26,0,0,0,107,10,10,14,18,30,25,6,0,0,113,3,0,5,0,10,6,4,0,0,25,0,0,0,0,0,0,0,0,0,0,16,16,37,43,75,53,13,0,0,250,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11
POA3788,0,15,42,59,97,75,19,0,0,316,25,7,14,14,19,22,18,8,0,123,4,0,0,7,9,6,0,0,0,26,0,0,0,3,0,0,0,0,0,3,32,28,59,84,125,96,33,5,0,467,0,4,4,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,5,4,4,4,4,3,0,0,0,22,31,32,64,88,130,101,35,5,0,485,24,8,5,6,19,19,91,32,9,215,0,3,0,9,9,3,4,5,0,38,58,38,70,108,153,123,127,40,9,732,5,3,15,41,62,34,7,0,0,164,14,12,35,42,39,49,20,0,0,212,0,0,6,10,7,4,5,0,0,38,0,0,5,0,0,0,0,0,0,5,18,24,58,94,105,85,25,0,0,418,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,11
POA3789,0,3,3,7,17,10,4,0,0,44,0,3,0,0,4,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,6,7,16,15,3,3,0,66,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,7,7,16,15,3,3,0,71,0,0,3,0,0,12,6,13,0,38,4,0,0,3,0,0,0,0,0,10,9,5,12,7,22,23,12,12,0,113,0,3,5,3,13,6,3,0,0,28,0,5,3,0,12,13,0,0,0,34,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,11,6,4,23,17,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6
POA3791,5,13,30,60,78,48,24,0,0,260,13,11,10,18,15,33,18,6,0,120,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,17,26,45,84,98,87,40,9,0,395,0,0,5,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,5,5,3,5,3,0,7,0,0,0,17,14,23,47,88,98,87,37,9,0,409,20,8,6,9,11,23,67,29,5,177,0,0,0,0,4,4,0,0,0,15,37,33,57,98,110,119,108,46,5,603,0,11,19,30,44,23,12,0,0,134,21,17,14,36,38,41,22,0,0,183,0,4,4,9,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,25,27,36,72,80,66,34,0,0,342,0,0,0,0,3,4,0,0,0,7,3,0,0,3,0,7,0,0,0,13,3,0,0,7,5,5,0,0,0,20
POA3792,3,8,26,36,62,27,12,0,0,175,5,4,8,11,4,22,13,3,0,67,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,6,39,46,73,49,26,4,0,254,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,14,6,41,46,72,51,27,4,0,259,18,3,0,0,8,11,46,30,7,128,0,0,0,0,4,0,0,0,0,11,34,14,42,48,80,62,72,29,7,395,0,3,8,17,27,24,0,0,0,91,12,10,16,35,36,33,15,0,0,157,4,4,3,6,4,4,0,0,0,24,0,0,0,4,0,0,0,0,0,7,17,14,31,58,66,66,22,0,0,282,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,6,4,0,0,0,0,9
POA3793,18,39,123,144,188,114,30,3,0,651,27,16,26,29,36,39,23,4,0,193,9,9,6,3,6,5,0,0,0,45,5,0,10,0,3,0,0,0,0,10,54,61,155,180,236,162,53,5,0,903,0,6,5,0,0,0,0,0,0,15,6,7,0,0,0,0,0,0,0,13,8,6,5,0,0,0,0,0,0,27,57,72,168,182,237,162,55,5,0,931,78,16,14,18,26,43,129,73,19,421,0,4,9,0,13,6,9,3,4,53,137,88,189,204,278,208,194,84,23,1408,5,9,60,75,101,53,8,0,0,306,42,48,53,104,110,72,23,0,0,460,14,5,21,13,4,5,0,0,0,70,0,0,4,3,0,0,0,0,0,10,61,66,141,189,218,131,37,0,0,840,0,3,0,5,6,6,0,0,0,13,3,3,0,4,9,0,0,0,0,22,10,4,0,7,8,4,0,0,0,35
POA3795,10,24,52,56,73,47,16,4,0,271,4,5,9,14,6,19,10,3,0,78,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,16,30,59,71,80,70,31,7,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,30,60,73,80,71,31,7,0,373,17,7,3,6,0,24,36,37,8,139,3,5,5,3,0,6,0,0,0,19,36,38,66,86,86,99,69,47,7,527,3,11,31,19,28,21,11,0,0,121,17,11,27,30,46,30,9,0,0,175,4,0,4,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,19,29,58,61,81,51,23,0,0,319,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,4,0,0,0,3,4,0,0,0,3,4,0,0,0,11
POA3796,43,159,483,480,445,345,66,0,0,2021,83,64,67,73,64,95,52,12,0,507,16,9,16,18,27,26,6,0,0,128,5,5,13,4,7,4,5,0,0,32,149,243,572,574,541,466,126,17,0,2693,0,7,12,5,7,7,0,0,0,41,25,7,8,0,5,3,0,0,0,44,25,16,19,5,12,9,3,0,0,88,175,253,592,584,552,473,124,20,0,2780,128,37,50,42,54,122,311,177,31,944,7,3,7,9,13,8,7,5,5,69,308,294,655,640,620,607,448,194,35,3798,23,83,239,185,239,162,29,0,0,966,156,129,233,309,262,225,50,7,0,1365,21,20,53,36,26,18,15,0,0,188,3,7,8,0,8,3,0,0,0,29,199,235,529,538,536,408,92,7,0,2548,0,8,5,3,5,4,0,0,0,23,20,3,11,11,8,15,3,0,0,73,24,12,14,16,13,18,3,0,0,93
POA3797,21,58,127,122,146,107,33,0,0,623,17,23,29,16,39,35,22,5,0,184,7,0,6,7,5,4,3,0,0,31,9,4,7,0,4,5,3,0,0,27,53,86,166,148,197,152,64,4,0,865,6,3,8,0,5,6,0,0,0,28,8,0,0,0,4,0,0,0,0,12,9,3,10,0,8,9,0,0,0,38,55,86,176,151,200,161,64,4,0,900,49,21,8,16,31,80,120,109,44,471,11,11,13,12,20,24,13,16,0,119,115,118,201,179,249,261,200,129,43,1490,6,21,59,45,78,46,15,0,0,274,29,34,67,94,93,69,28,0,0,412,3,5,24,17,9,6,6,3,0,65,3,5,5,4,3,3,3,0,0,24,44,66,158,156,184,122,47,6,0,784,0,0,0,0,4,0,0,0,0,6,3,4,3,3,3,3,0,0,0,20,9,4,3,3,5,3,0,0,0,27
POA3799,25,48,183,170,217,171,36,5,0,855,27,22,29,46,59,94,48,3,0,317,8,6,11,16,21,16,4,0,0,80,7,11,5,9,10,4,0,0,0,44,60,84,231,234,305,288,85,11,0,1300,0,7,5,4,10,6,0,0,0,45,5,4,0,0,5,6,0,0,0,23,9,9,4,9,17,15,5,0,0,69,65,95,235,240,325,305,88,11,0,1371,106,27,44,34,86,136,221,119,48,814,28,20,27,30,67,34,31,17,10,267,205,144,309,312,474,472,339,144,56,2454,3,27,84,78,141,74,16,0,0,424,25,46,79,117,140,165,44,0,0,615,12,8,22,17,20,10,4,0,0,94,8,3,6,7,7,0,0,0,0,41,45,91,193,218,313,252,62,0,0,1165,0,4,5,6,9,6,0,0,0,27,13,4,6,6,10,5,0,0,0,42,16,3,9,13,15,10,0,0,0,65
POA3802,39,292,1016,1079,837,812,179,12,0,4257,146,212,243,227,189,247,126,13,0,1411,14,17,37,34,19,38,20,0,0,179,3,28,45,27,26,20,4,0,0,152,201,551,1338,1367,1067,1112,333,27,0,6007,7,46,76,44,46,53,5,0,0,279,66,33,10,8,6,15,11,0,0,147,71,85,87,54,55,70,12,0,0,429,275,634,1429,1422,1125,1184,342,27,0,6438,414,154,156,183,204,390,943,497,141,3076,38,46,103,88,64,51,38,24,7,455,726,828,1692,1687,1392,1627,1319,544,150,9966,11,159,598,602,556,426,81,4,0,2431,203,261,396,471,429,449,132,5,0,2348,20,20,83,57,22,36,11,0,0,251,7,8,30,14,18,12,4,0,0,86,233,449,1105,1140,1023,923,227,5,0,5108,3,22,25,29,24,28,4,0,0,140,63,21,25,28,24,29,3,0,0,192,65,47,56,57,42,60,4,0,0,333
POA3803,23,148,485,413,315,310,75,0,0,1778,65,85,165,106,80,78,50,7,0,643,15,13,18,20,12,22,4,0,0,89,0,6,28,22,16,6,3,0,0,82,107,246,693,559,427,414,140,13,0,2593,5,17,39,25,22,20,3,0,0,137,25,18,5,5,8,6,3,0,0,73,36,34,48,30,30,26,9,0,0,209,138,285,740,592,455,441,143,13,0,2801,179,82,102,101,117,183,327,226,70,1393,20,40,67,39,43,36,25,28,11,306,337,405,907,731,613,653,498,267,88,4503,3,66,265,197,208,178,27,0,0,941,74,131,163,197,140,148,38,5,0,898,4,4,24,14,12,10,3,0,0,78,5,8,9,14,5,9,0,0,0,47,81,209,468,425,369,339,67,10,0,1965,3,13,23,12,13,7,0,0,0,69,26,13,23,19,20,7,0,0,0,108,27,24,40,34,29,19,0,0,0,175
POA3804,46,161,266,291,434,392,72,4,5,1664,82,86,60,52,76,80,64,7,0,505,13,4,13,3,16,11,7,0,0,68,5,5,4,5,18,9,5,0,0,48,145,262,332,348,542,495,144,18,3,2289,0,9,11,7,9,6,0,0,0,42,21,12,0,0,3,9,3,0,0,54,21,21,9,14,7,14,8,0,0,91,171,283,349,359,550,503,147,20,3,2377,155,66,38,34,56,110,254,145,56,915,8,8,31,21,14,18,27,15,14,149,335,351,410,409,622,630,422,182,72,3442,11,98,169,147,245,146,28,3,0,847,123,138,96,163,223,205,44,8,0,993,15,16,14,24,17,17,4,0,0,105,0,6,5,4,13,5,0,0,0,24,154,252,283,336,491,368,78,13,0,1966,0,4,7,5,3,9,0,0,0,27,26,5,9,6,10,0,0,0,0,52,26,6,11,12,14,8,0,0,0,77
POA3805,209,969,2453,2637,2678,1898,276,14,4,11134,515,615,583,499,487,420,170,32,0,3325,51,71,83,89,94,82,32,6,0,507,13,40,87,74,47,36,4,0,0,312,791,1689,3201,3308,3305,2439,487,45,0,15276,28,109,154,107,112,79,11,0,0,600,182,80,38,15,23,30,9,0,0,375,214,189,192,120,133,114,19,0,0,979,1007,1884,3393,3428,3440,2549,506,45,3,16254,1205,370,384,320,443,686,1224,767,192,5599,107,95,237,171,149,110,52,38,12,972,2316,2345,4008,3923,4035,3348,1782,853,211,22830,54,579,1488,1288,1581,937,101,7,0,6024,660,791,998,1303,1295,884,160,8,0,6101,97,77,206,147,127,102,26,0,0,780,10,24,69,39,39,21,9,3,0,214,821,1471,2755,2781,3044,1937,287,19,0,13112,29,68,86,50,53,32,3,0,0,316,193,85,72,68,56,43,4,3,0,523,229,150,156,121,111,70,7,3,0,845
POA3806,173,676,1733,2801,2720,1673,284,23,0,10080,539,470,340,374,398,367,189,37,3,2720,62,58,70,63,67,73,25,3,0,416,9,22,57,57,41,16,11,0,0,211,784,1220,2202,3297,3219,2127,509,69,3,13427,26,51,84,50,78,57,15,0,0,357,166,69,22,14,11,18,7,0,0,313,195,121,114,65,86,75,16,0,0,671,979,1346,2310,3363,3311,2204,525,69,3,14103,900,266,208,187,234,476,1104,916,337,4630,52,62,120,135,123,82,64,69,35,742,1929,1671,2639,3688,3663,2762,1694,1044,379,19470,47,419,1179,1518,1631,802,110,0,0,5709,688,627,766,1426,1285,816,217,24,0,5852,85,69,205,124,103,88,31,0,0,713,8,18,30,25,27,23,4,0,0,143,831,1137,2171,3102,3047,1732,361,25,4,12411,15,37,41,55,46,20,4,0,0,222,164,65,43,70,56,36,10,0,0,438,175,100,88,122,102,59,11,0,0,658
POA3807,42,151,245,373,503,290,37,5,0,1646,115,79,53,27,65,58,36,7,0,447,9,15,9,12,11,16,9,0,0,78,0,3,6,4,0,8,0,0,0,25,170,242,314,412,581,367,79,12,0,2190,3,8,3,0,9,12,6,0,0,39,29,5,4,0,0,0,0,0,0,40,34,14,3,0,9,12,6,0,0,78,203,261,317,418,591,378,81,12,0,2266,142,32,27,25,31,73,166,136,42,680,6,6,18,10,18,7,5,7,6,83,349,306,361,456,636,459,259,155,43,3027,3,74,162,173,270,159,11,0,0,857,128,115,111,216,265,140,38,4,0,1014,21,23,26,16,14,17,3,0,0,114,0,0,0,7,4,0,0,0,0,15,154,212,302,413,550,312,52,4,0,2009,0,6,4,8,3,3,0,0,0,26,30,11,6,8,3,6,0,0,0,57,31,10,14,11,10,11,0,0,0,76
