POA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
POA3922,515,39,39,0,9,7,5,7,0,23,642,101,24,25,10,9,8,10,7,0,14,209,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,114,24,26,10,9,14,14,8,0,16,235,4,0,0,0,0,0,0,0,0,0,4,637,63,67,10,15,19,22,14,0,34,881,532,45,45,7,8,6,9,5,0,21,680,117,32,26,9,3,15,10,9,0,17,231,15,0,0,0,3,0,0,5,4,5,32,0,0,0,0,0,0,0,0,0,0,0,133,31,26,9,8,15,13,9,6,19,265,0,0,0,0,0,0,0,0,0,0,0,659,84,70,19,15,15,19,13,6,40,940,1052,91,83,8,13,9,13,5,0,43,1315,218,53,54,24,9,23,19,9,0,31,438,28,0,3,0,3,0,3,3,3,7,59,0,0,0,0,0,0,0,0,0,0,0,246,54
POA3923,61,4,3,0,0,0,3,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,4,0,0,3,3,0,0,0,75,38,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,47,98,6,3,0,0,0,3,0,0,0,119,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
POA3925,179,20,12,8,0,0,0,0,0,12,239,34,7,14,4,5,3,0,0,0,6,77,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,38,10,13,4,5,3,0,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,214,34,29,9,6,3,0,0,0,19,318,190,19,19,0,0,3,0,0,0,8,244,27,11,16,6,6,8,5,7,0,5,79,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,29,11,15,3,6,8,5,7,0,5,92,0,0,0,0,0,0,0,0,0,0,0,223,32,35,4,6,10,9,10,0,12,341,369,43,35,4,0,4,0,8,0,16,489,62,21,28,10,13,13,3,7,0,7,156,0,0,4,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,3,64,23
POA3926,139,21,12,3,0,0,0,3,0,8,194,7,4,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,154,29,15,0,3,0,0,3,0,8,213,164,25,12,3,4,5,0,0,0,10,224,20,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,184,31,10,3,4,4,0,0,0,11,252,301,49,22,5,3,6,0,0,0,25,421,27,5,4,0,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5
POA3927,92,17,5,0,0,0,0,0,0,9,122,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,101,17,10,6,0,0,0,0,0,9,139,101,18,10,3,4,0,0,0,0,0,122,11,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,106,15,8,4,4,0,0,0,0,0,140,194,28,11,10,5,0,0,0,0,9,248,20,5,3,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5
POA3928,18,3,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,27,19,4,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,35,38,8,0,0,0,0,0,0,0,3,49,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA3929,71,10,4,0,0,0,0,5,0,4,84,7,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,76,13,4,0,0,0,0,5,0,4,95,63,6,4,0,0,0,0,0,0,0,74,5,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,9,8,0,0,0,0,0,0,0,90,128,15,8,0,0,0,0,3,0,5,158,15,6,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6
POA3930,1081,258,190,16,27,7,10,11,10,35,1646,191,38,30,6,7,4,13,9,0,7,305,6,5,6,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,201,40,38,6,7,4,14,7,0,7,331,0,0,0,0,0,0,0,0,0,0,0,1282,293,224,24,33,13,33,22,9,40,1977,1177,234,174,15,26,21,14,11,8,21,1705,237,67,50,10,7,16,10,8,0,4,408,15,7,8,0,0,4,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,256,69,59,10,10,18,9,8,3,4,442,3,0,0,0,0,0,0,0,0,0,3,1433,301,235,20,35,31,25,16,11,27,2147,2260,487,363,28,56,22,30,23,12,53,3346,433,97,83,17,15,19,21,13,0,13,709,20,14,8,0,0,4,5,4,0,0,62,0,0,0,0,0,0,0,0,0,0,4,453,112
POA3931,1426,281,169,32,20,21,17,11,0,74,2049,196,47,55,17,13,20,18,3,0,7,370,21,3,3,5,0,3,4,3,0,3,37,4,0,0,0,0,0,0,0,0,0,4,217,48,63,17,13,16,22,4,0,9,410,0,0,0,0,0,0,0,0,0,9,5,1643,329,224,52,33,40,38,17,0,89,2465,1666,265,206,21,13,16,12,12,9,97,2317,306,61,74,15,13,9,22,0,5,21,534,25,7,9,0,0,6,3,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,334,67,82,18,15,17,21,10,9,23,595,3,0,0,0,0,0,0,0,0,14,15,2006,333,282,42,27,39,32,18,11,134,2930,3089,547,366,53,29,41,29,27,7,174,4366,498,109,129,29,26,33,36,9,7,27,907,51,9,9,4,0,3,9,5,0,6,99,4,0,0,0,0,0,0,0,0,0,4,550,117
POA3933,53,3,3,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,7,4,0,0,0,0,0,0,0,73,37,8,11,0,0,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,49,8,8,0,4,0,0,0,0,0,67,88,6,8,0,4,0,0,0,0,3,113,12,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
POA3934,1057,279,154,15,18,20,12,3,4,27,1591,177,37,23,12,4,5,0,9,4,4,266,8,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,186,36,23,10,4,5,0,9,4,4,276,5,0,0,0,0,0,0,0,0,0,6,1243,314,182,26,23,22,12,9,3,37,1869,1170,258,158,22,24,26,14,4,0,39,1711,196,56,31,14,5,10,3,4,4,3,320,22,3,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,213,63,33,11,5,10,3,4,4,3,347,3,0,0,0,0,0,0,0,0,0,4,1384,322,193,29,28,31,18,8,9,46,2063,2227,539,311,31,41,42,18,11,5,67,3302,369,95,54,20,7,12,3,4,5,9,581,30,9,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,399,101
POA3936,659,79,46,15,8,4,13,5,0,33,862,232,15,18,3,7,5,5,0,0,7,284,35,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,8,265,12,17,3,4,6,5,0,0,10,326,0,0,0,0,0,0,0,0,0,4,4,924,88,64,20,12,11,18,3,0,48,1198,683,72,50,9,17,5,13,7,0,30,885,235,16,19,12,9,6,11,4,0,11,318,50,3,0,4,0,0,0,0,0,0,61,4,0,0,0,0,0,0,0,0,0,10,297,24,19,16,7,6,11,4,0,13,389,0,0,0,0,0,0,0,0,0,4,4,978,96,72,23,20,11,26,5,0,46,1272,1343,147,93,27,24,9,20,11,0,66,1741,475,33,35,7,10,11,16,0,0,21,604,84,6,0,4,0,0,0,0,0,6,96,4,0,0,0,0,0,0,0,0,3,13,562,35
POA3937,73,3,8,0,0,0,0,0,0,4,90,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,84,4,5,0,0,0,0,0,0,4,110,85,11,11,0,0,0,0,0,0,3,105,18,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,105,11,10,0,0,0,0,0,0,4,133,158,8,14,0,0,0,0,0,0,9,196,33,0,4,0,4,0,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0
POA3938,114,11,4,0,0,0,4,0,0,0,139,30,0,0,0,0,0,0,0,0,7,41,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,154,11,7,0,0,0,4,0,0,5,178,133,0,8,3,3,3,0,4,0,5,157,39,5,3,0,0,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,0,3,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,167,7,11,3,3,9,3,5,0,10,213,251,9,11,5,3,3,5,4,0,14,291,68,5,3,0,0,4,0,5,0,4,91,3,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,73,5
POA3939,714,67,41,13,9,6,11,4,0,33,887,150,31,34,5,5,5,8,0,4,14,252,28,0,0,0,3,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,174,30,38,5,7,5,8,0,4,18,286,0,0,0,0,0,0,0,0,0,0,5,886,99,74,18,13,15,19,4,4,47,1179,785,85,63,5,12,8,13,0,0,41,1018,161,36,34,9,3,15,17,5,5,9,294,30,3,3,0,0,6,4,0,0,0,48,0,0,0,0,0,0,0,0,0,5,6,197,39,43,9,9,20,18,8,5,17,349,4,0,0,0,0,0,0,0,0,3,6,990,126,105,17,14,28,27,9,6,55,1380,1500,158,104,14,21,19,15,3,0,74,1907,309,64,70,12,6,20,21,5,5,22,549,52,4,10,0,7,6,4,0,0,4,79,3,0,0,0,0,0,0,0,0,6,8,368,70
POA3940,221,15,9,0,0,0,4,0,0,29,283,56,13,12,4,4,3,0,5,0,8,104,13,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,71,13,12,4,4,3,4,5,0,11,120,0,0,0,0,0,0,0,0,0,0,0,297,32,27,5,4,3,8,5,0,41,411,289,18,20,4,0,0,6,0,0,32,361,78,11,7,5,0,0,5,4,0,0,130,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,94,18,10,5,4,0,8,4,0,3,153,0,0,0,0,0,0,0,0,0,0,4,386,32,28,10,4,0,15,4,0,42,518,514,32,32,4,0,0,6,0,0,60,647,136,26,21,6,3,5,11,7,0,9,236,23,0,0,0,0,0,5,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,162,31
POA3941,532,44,38,9,4,14,6,3,0,39,693,220,16,18,5,7,10,11,0,0,7,295,24,0,0,3,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,248,16,22,9,8,12,10,0,0,14,338,0,0,0,0,0,0,0,0,0,0,0,782,61,58,13,11,18,17,9,0,52,1029,496,60,35,4,7,4,3,4,4,26,653,207,24,11,10,3,9,6,8,0,16,297,47,0,0,5,0,0,4,0,0,0,54,3,0,0,0,0,0,0,0,0,0,3,253,21,16,9,3,9,10,9,0,17,358,0,0,0,0,0,0,0,0,0,0,0,755,86,53,20,12,12,17,13,4,43,1010,1029,106,78,14,16,15,10,8,3,68,1342,426,35,29,11,7,22,18,8,0,22,592,75,0,5,3,0,0,5,3,0,3,92,0,0,0,0,0,0,0,0,0,0,4,503,39
POA3942,139,8,9,0,0,0,0,4,0,3,170,18,0,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,158,8,11,0,4,6,0,0,0,6,198,129,6,17,0,0,3,0,3,0,10,161,25,3,3,0,3,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,3,6,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,155,9,21,0,3,4,6,3,0,6,208,266,14,26,0,0,10,0,6,0,10,333,39,3,8,0,3,3,4,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,41,3
POA3943,97,6,0,0,0,0,0,8,0,4,111,16,0,3,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,121,10,5,0,0,0,3,4,0,6,144,85,3,4,0,3,0,5,3,0,3,108,21,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,106,9,4,0,3,0,4,3,0,6,137,181,10,4,0,5,0,5,9,0,9,218,38,5,3,0,0,0,5,0,0,4,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5
POA3944,39,0,5,0,0,0,0,0,0,4,44,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,42,0,5,0,0,0,0,0,0,3,51,38,0,0,0,0,0,0,0,0,7,42,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,48,78,7,5,0,0,0,0,0,0,3,92,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
POA3945,45,0,0,0,0,0,0,0,0,0,49,7,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,60,59,0,0,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,66,0,5,0,0,0,0,0,0,0,79,104,4,0,0,0,0,0,0,0,0,106,7,5,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,5
POA3946,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18,5,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3950,164,12,10,0,5,0,0,0,0,12,196,26,12,6,0,0,4,0,0,0,6,46,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,12,6,0,0,4,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,197,16,11,0,0,6,0,0,0,11,250,193,12,11,3,4,0,0,0,0,9,234,55,15,5,4,0,4,0,0,0,3,88,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,63,14,9,4,0,4,0,0,0,3,102,0,0,0,0,0,0,0,0,0,0,0,253,35,17,6,4,6,0,4,0,9,334,354,27,17,7,5,0,0,0,0,17,427,78,19,15,4,0,5,0,0,0,4,135,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,96,27
POA3951,43,5,0,0,0,0,0,0,0,0,52,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,55,42,6,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,0,0,0,50,85,8,3,0,0,0,0,0,0,3,98,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA3953,206,24,10,4,5,0,6,0,4,10,270,30,12,26,0,10,0,6,5,3,3,92,0,4,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,32,15,23,0,10,3,6,5,0,10,105,0,0,0,0,0,0,0,0,0,0,0,241,39,37,10,10,3,4,5,6,20,375,269,20,15,7,3,0,3,0,0,19,339,51,20,27,3,6,0,3,0,0,0,124,6,0,7,0,0,0,3,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,57,20,29,3,6,0,7,0,0,6,139,0,0,0,0,0,0,0,0,0,3,3,328,42,44,9,10,0,11,7,0,26,483,481,43,26,13,11,0,8,0,4,29,608,84,32,54,8,16,5,9,0,3,0,213,6,5,8,0,0,0,3,0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,90,36
