POA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
POA3792,..,0,9,38,52,43,48,23,9,213,..,0,19,7,17,9,5,3,0,58,..,0,0,0,0,0,3,0,0,4,86,..,..,..,..,..,..,..,..,86,..,28,..,..,..,..,..,..,..,28,..,10,16,3,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,5,..,0,0,0,5,6,6,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,46,42,48,76,63,71,29,7,475,..,0,13,48,50,47,47,15,0,211,..,0,16,17,15,9,12,0,0,66,..,0,3,6,9,10,6,0,0,30,102,..,..,..,..,..,..,..,..,102,..,28,..,..,..,..,..,..,..,28,..,14,6,0,5,0,0,0,0,24,..,0,0,0,0,9,4,0,0,12
POA3793,..,0,48,105,165,137,137,64,13,668,..,4,53,40,33,23,13,0,0,168,..,0,0,11,19,6,0,5,0,39,349,..,..,..,..,..,..,..,..,349,..,122,..,..,..,..,..,..,..,122,..,72,37,15,6,3,0,0,0,142,..,7,0,0,5,8,0,3,0,23,..,10,11,4,5,3,0,0,0,27,..,4,6,4,3,3,3,0,0,28,..,4,17,15,20,23,31,9,4,127,6,5,6,4,3,6,3,0,0,28,0,0,0,0,0,0,0,0,0,4,357,221,179,199,262,209,186,82,19,1719,..,6,59,135,182,126,122,38,13,672,..,5,57,52,34,21,8,0,0,169,..,0,14,36,39,18,9,9,3,126,320,..,..,..,..,..,..,..,..,320,..,119,..,..,..,..,..,..,..,119,..,61,18,10,3,0,0,0,0,95,..,7,0,0,3,4,13,11,8,36
POA3795,..,0,21,57,66,55,43,39,5,285,..,0,9,9,9,16,3,6,0,48,..,0,0,0,0,0,0,0,0,3,124,..,..,..,..,..,..,..,..,124,..,28,..,..,..,..,..,..,..,28,..,32,18,9,3,0,0,0,0,64,..,0,3,0,0,0,5,0,0,5,..,0,6,5,0,0,0,0,0,12,..,0,8,0,0,0,0,0,0,12,..,0,0,4,8,16,5,4,3,41,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,128,71,62,84,86,97,68,44,8,642,..,0,39,56,70,49,48,21,3,275,..,0,16,4,12,14,0,0,0,49,..,0,0,4,5,0,0,4,3,24,121,..,..,..,..,..,..,..,..,121,..,42,..,..,..,..,..,..,..,42,..,26,10,0,3,6,0,0,0,42,..,0,0,0,0,0,0,9,5,17
POA3796,..,3,225,386,384,411,299,144,21,1874,..,20,164,112,98,62,29,12,0,500,..,0,3,14,19,17,14,0,0,70,952,..,..,..,..,..,..,..,..,952,..,253,..,..,..,..,..,..,..,253,..,253,160,49,17,4,0,0,0,483,..,15,18,7,10,9,12,0,0,78,..,16,16,4,14,9,4,0,0,60,..,11,24,10,13,17,6,0,0,85,..,4,28,35,42,65,67,36,9,281,11,6,10,8,5,5,3,0,0,56,0,0,0,3,0,0,0,0,0,6,963,589,645,631,606,596,442,193,35,4693,..,4,279,425,396,387,276,111,3,1879,..,36,183,111,99,57,25,7,0,520,..,0,33,67,81,45,13,13,5,265,934,..,..,..,..,..,..,..,..,934,..,290,..,..,..,..,..,..,..,290,..,207,73,22,16,4,3,0,0,326,..,15,9,3,7,18,22,14,8,105
POA3797,..,0,59,95,119,112,129,65,14,593,..,14,53,35,42,29,13,4,0,194,..,0,0,8,11,6,0,3,0,30,310,..,..,..,..,..,..,..,..,310,..,69,..,..,..,..,..,..,..,69,..,107,34,17,7,5,0,0,0,173,..,6,6,4,3,5,5,4,0,30,..,10,5,4,6,4,0,0,0,28,..,6,0,0,5,10,7,0,0,26,..,3,12,5,38,62,33,19,7,179,6,3,4,0,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,319,217,188,173,232,236,183,102,22,1658,..,0,66,110,119,120,128,51,5,601,..,16,58,33,47,24,12,5,0,194,..,0,26,26,46,16,11,5,4,127,296,..,..,..,..,..,..,..,..,296,..,74,..,..,..,..,..,..,..,74,..,50,18,13,6,0,0,0,0,81,..,7,0,0,3,5,4,8,3,33
POA3799,..,0,61,119,170,185,168,76,27,806,..,20,93,53,66,70,20,3,0,332,..,0,7,9,32,23,10,3,4,83,430,..,..,..,..,..,..,..,..,430,..,124,..,..,..,..,..,..,..,124,..,131,58,29,14,4,0,0,0,243,..,7,6,10,6,10,7,3,3,58,..,3,12,8,6,8,0,0,0,29,..,3,10,10,11,16,20,4,0,72,..,3,18,41,89,113,79,36,13,397,10,9,6,7,8,4,3,5,0,47,0,0,0,0,0,0,0,0,0,0,437,309,270,280,405,425,310,136,48,2617,..,3,75,141,170,212,149,57,7,811,..,30,97,62,72,50,20,4,0,327,..,7,17,69,77,45,21,8,10,253,400,..,..,..,..,..,..,..,..,400,..,114,..,..,..,..,..,..,..,114,..,68,29,6,7,11,3,0,0,124,..,7,3,0,3,14,10,15,9,66
POA3802,..,17,426,1030,921,1190,1048,389,81,5103,..,29,201,116,78,74,29,12,0,543,..,0,6,42,39,46,32,22,12,197,2125,..,..,..,..,..,..,..,..,2125,..,782,..,..,..,..,..,..,..,782,..,515,607,197,103,33,6,0,0,1458,..,63,59,29,28,32,28,15,11,272,..,16,43,24,15,11,3,0,0,123,..,32,152,55,42,38,25,12,3,358,..,17,76,92,89,134,117,56,17,599,22,24,32,24,14,11,3,8,0,137,0,4,0,10,3,7,4,0,0,23,2145,1484,1601,1620,1331,1576,1296,515,132,11708,..,30,641,1124,1005,1209,842,240,27,5120,..,41,216,118,95,55,28,3,0,552,..,11,90,181,212,182,105,56,18,846,1969,..,..,..,..,..,..,..,..,1969,..,782,..,..,..,..,..,..,..,782,..,353,455,99,39,25,0,0,0,972,..,36,34,20,25,60,94,75,49,386
POA3803,..,4,275,432,382,420,349,152,35,2049,..,12,87,59,35,32,15,5,0,251,..,4,4,11,16,33,6,10,0,78,1084,..,..,..,..,..,..,..,..,1084,..,343,..,..,..,..,..,..,..,343,..,239,272,60,31,19,0,0,0,626,..,39,47,26,21,18,13,5,8,179,..,10,24,18,18,6,3,0,0,90,..,35,80,35,20,19,23,5,0,209,..,3,44,42,43,65,62,34,13,310,8,9,12,15,10,0,7,0,0,57,0,0,0,0,0,0,3,0,0,8,1094,692,855,692,580,614,475,218,52,5281,..,27,380,442,401,418,271,95,18,2061,..,24,94,52,31,31,6,6,0,248,..,12,47,85,108,79,36,17,23,406,999,..,..,..,..,..,..,..,..,999,..,350,..,..,..,..,..,..,..,350,..,162,151,41,15,15,0,0,0,387,..,19,20,8,6,31,49,23,18,172
POA3804,..,5,96,301,500,527,345,117,24,1926,..,3,49,27,44,28,15,4,3,172,..,0,0,6,12,21,0,0,0,48,748,..,..,..,..,..,..,..,..,748,..,348,..,..,..,..,..,..,..,348,..,278,198,37,14,9,0,0,0,530,..,11,7,9,5,3,8,15,3,62,..,8,9,7,3,4,0,0,0,30,..,3,3,3,10,10,3,6,0,34,..,6,12,9,10,20,22,14,5,93,3,9,20,7,0,3,0,3,0,53,0,0,0,0,0,0,0,0,0,4,751,675,390,397,607,617,397,157,44,4038,..,14,133,355,543,500,284,90,10,1929,..,9,41,36,46,26,13,3,0,173,..,4,11,31,30,22,9,9,4,127,679,..,..,..,..,..,..,..,..,679,..,384,..,..,..,..,..,..,..,384,..,190,145,13,11,3,0,0,0,359,..,14,13,5,4,10,22,36,25,126
POA3805,..,41,1184,2550,2870,2406,1307,604,109,11069,..,126,616,379,319,208,67,16,4,1736,..,3,35,93,146,115,51,21,8,470,5971,..,..,..,..,..,..,..,..,5971,..,2147,..,..,..,..,..,..,..,2147,..,1747,1233,262,110,51,4,0,0,3412,..,171,192,82,81,76,52,41,15,705,..,92,164,64,35,25,11,3,0,402,..,80,176,80,48,69,49,10,0,499,..,36,164,221,279,282,175,96,33,1289,42,48,61,52,34,28,19,15,0,293,8,4,4,0,0,9,12,5,0,33,6019,4502,3829,3778,3918,3256,1745,802,173,28023,..,95,1712,2848,2863,2109,1094,398,40,11151,..,213,635,371,306,179,51,13,0,1758,..,51,274,434,613,387,141,86,47,2029,5691,..,..,..,..,..,..,..,..,5691,..,2267,..,..,..,..,..,..,..,2267,..,1109,807,133,53,38,14,0,0,2155,..,123,129,40,70,135,187,134,78,906
POA3806,..,8,762,2692,2709,2021,1252,731,201,10380,..,104,539,341,279,193,69,42,4,1572,..,0,13,65,134,90,32,14,9,363,5221,..,..,..,..,..,..,..,..,5221,..,1850,..,..,..,..,..,..,..,1850,..,1206,744,138,66,33,5,0,0,2188,..,104,93,40,43,47,40,24,6,394,..,57,67,38,30,22,5,0,0,210,..,51,136,56,53,40,28,11,8,390,..,32,116,142,209,206,160,125,77,1064,43,67,46,38,36,24,13,12,0,277,3,0,4,4,3,10,12,0,4,38,5269,3487,2517,3553,3546,2675,1623,963,311,23949,..,32,1191,2923,2696,1782,1153,567,92,10442,..,146,575,338,280,153,59,24,0,1581,..,26,165,380,527,266,94,50,32,1540,5000,..,..,..,..,..,..,..,..,5000,..,1932,..,..,..,..,..,..,..,1932,..,773,492,88,50,16,12,0,0,1435,..,78,46,34,33,108,133,99,39,564
POA3807,..,0,115,328,487,338,181,107,23,1581,..,16,72,41,54,37,19,6,0,237,..,0,5,9,15,15,0,4,0,46,726,..,..,..,..,..,..,..,..,726,..,312,..,..,..,..,..,..,..,312,..,250,92,20,10,4,0,0,0,389,..,22,8,0,4,4,4,4,4,56,..,11,11,3,4,0,0,0,0,34,..,7,8,4,6,4,6,4,0,42,..,10,24,24,40,47,31,18,13,205,4,10,19,3,4,4,3,5,0,54,0,0,0,0,3,0,0,0,0,6,729,635,346,442,629,451,252,149,46,3683,..,3,137,379,495,316,183,75,7,1592,..,9,80,42,48,41,14,8,0,244,..,5,24,48,61,38,7,6,5,193,694,..,..,..,..,..,..,..,..,694,..,317,..,..,..,..,..,..,..,317,..,143,72,16,4,9,3,0,0,244,..,8,14,0,6,15,14,13,4,77
POA3808,..,0,34,135,181,170,116,39,5,680,..,3,13,26,20,14,10,0,0,92,..,0,0,0,5,3,3,5,0,14,327,..,..,..,..,..,..,..,..,327,..,117,..,..,..,..,..,..,..,117,..,85,38,6,5,0,0,0,0,141,..,3,6,5,5,6,5,4,0,22,..,3,0,0,0,0,0,0,0,10,..,0,0,4,0,0,0,0,0,12,..,0,0,7,9,15,10,4,4,45,0,8,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,326,230,95,186,219,208,153,54,8,1481,..,0,45,157,181,160,111,26,3,685,..,3,17,27,22,17,3,0,0,95,..,0,7,4,9,8,0,9,0,37,280,..,..,..,..,..,..,..,..,280,..,122,..,..,..,..,..,..,..,122,..,39,34,0,0,0,0,0,0,73,..,0,0,0,0,7,3,7,3,29
POA3809,..,16,768,1321,662,386,351,127,10,3644,..,82,516,177,88,52,18,4,0,937,..,0,14,36,59,27,3,3,0,144,2424,..,..,..,..,..,..,..,..,2424,..,479,..,..,..,..,..,..,..,479,..,335,187,46,20,5,0,0,0,592,..,63,100,17,19,8,12,4,4,217,..,30,71,23,8,3,6,0,0,130,..,44,63,20,21,9,10,4,0,164,..,18,125,85,84,58,50,23,4,453,15,26,19,14,9,18,8,0,0,109,3,0,0,0,0,0,11,5,0,18,2444,1090,1866,1726,973,565,469,171,22,9321,..,44,1078,1197,570,387,310,79,3,3660,..,125,528,160,81,42,18,5,0,950,..,13,110,178,228,96,24,11,4,660,2275,..,..,..,..,..,..,..,..,2275,..,508,..,..,..,..,..,..,..,508,..,241,140,18,9,14,0,0,0,416,..,56,60,10,14,48,54,28,9,276
POA3810,..,28,1543,2674,1737,1275,1010,663,141,9066,..,273,1123,502,330,192,67,37,6,2516,..,13,57,105,149,91,39,24,11,483,6447,..,..,..,..,..,..,..,..,6447,..,1291,..,..,..,..,..,..,..,1291,..,1083,571,168,100,37,9,0,0,1967,..,151,223,107,58,71,60,26,12,711,..,117,225,59,31,15,14,0,0,460,..,110,278,102,77,57,43,15,4,696,..,57,306,321,340,332,229,163,62,1827,64,77,86,56,50,26,19,4,0,386,3,0,6,3,0,0,4,3,0,29,6517,3208,4430,4093,2871,2107,1486,940,232,25885,..,74,2112,2648,1648,1173,970,483,69,9177,..,383,1136,482,317,142,64,17,0,2540,..,87,466,645,620,300,135,73,34,2355,6158,..,..,..,..,..,..,..,..,6158,..,1332,..,..,..,..,..,..,..,1332,..,748,369,95,64,27,10,0,0,1318,..,153,124,31,74,162,151,82,38,813
POA3812,..,0,30,90,121,120,88,26,4,481,..,6,23,16,25,19,6,0,0,98,..,0,0,4,5,6,3,0,0,18,200,..,..,..,..,..,..,..,..,200,..,67,..,..,..,..,..,..,..,67,..,74,39,8,8,4,0,0,0,122,..,3,4,0,0,6,4,0,5,27,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,7,0,0,0,13,..,0,6,4,11,17,15,3,9,60,3,3,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,206,165,103,127,178,175,113,33,13,1123,..,0,39,103,131,108,77,17,4,486,..,9,20,18,24,16,8,0,0,92,..,3,5,8,14,10,6,5,0,56,216,..,..,..,..,..,..,..,..,216,..,69,..,..,..,..,..,..,..,69,..,33,33,6,0,4,0,0,0,76,..,5,0,0,0,3,5,0,0,20
POA3813,..,0,12,21,49,50,30,15,0,173,..,0,8,6,5,11,0,0,0,41,..,0,0,0,6,0,0,0,0,11,71,..,..,..,..,..,..,..,..,71,..,34,..,..,..,..,..,..,..,34,..,28,24,9,4,0,0,0,0,56,..,0,0,0,3,0,0,0,0,5,..,3,4,0,0,0,0,0,0,7,..,0,0,3,0,0,0,0,0,10,..,0,0,0,6,9,4,3,0,28,0,0,5,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,74,66,53,44,69,81,39,20,4,444,..,0,8,27,44,53,30,13,0,176,..,7,10,4,9,9,0,0,0,36,..,0,3,0,10,5,0,0,0,28,75,..,..,..,..,..,..,..,..,75,..,27,..,..,..,..,..,..,..,27,..,29,15,0,0,0,0,0,0,43,..,0,0,0,0,0,0,3,0,8
POA3814,..,0,44,92,104,98,87,61,7,494,..,7,49,28,24,14,12,0,0,129,..,0,0,0,6,5,0,4,0,15,266,..,..,..,..,..,..,..,..,266,..,48,..,..,..,..,..,..,..,48,..,72,15,14,3,3,0,0,0,109,..,4,0,0,0,0,0,0,0,11,..,3,0,6,0,0,0,0,0,15,..,0,4,3,4,9,3,0,0,27,..,0,11,8,15,21,12,7,3,80,3,3,3,3,4,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,272,147,116,153,156,153,123,81,12,1218,..,0,58,101,99,104,85,40,9,499,..,5,55,17,19,23,4,0,0,135,..,0,8,7,18,11,4,0,0,51,236,..,..,..,..,..,..,..,..,236,..,67,..,..,..,..,..,..,..,67,..,48,20,0,5,4,0,0,0,76,..,3,4,0,4,0,7,4,4,22
POA3815,..,4,52,136,141,160,109,70,16,688,..,12,58,40,32,24,6,0,0,178,..,0,0,3,5,0,0,0,0,19,393,..,..,..,..,..,..,..,..,393,..,97,..,..,..,..,..,..,..,97,..,100,36,3,4,3,0,0,0,147,..,6,8,0,0,6,4,4,4,24,..,0,3,0,6,0,0,0,0,19,..,0,0,6,0,10,4,0,0,15,..,4,4,10,12,17,27,11,9,94,7,6,4,3,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,401,232,170,204,202,229,151,87,31,1702,..,0,79,145,163,144,111,52,8,696,..,19,65,39,34,15,0,0,0,180,..,0,16,15,27,14,0,7,8,85,335,..,..,..,..,..,..,..,..,335,..,107,..,..,..,..,..,..,..,107,..,52,22,3,5,9,0,0,0,81,..,8,0,0,0,3,10,9,7,35
POA3816,..,0,60,101,81,102,85,48,8,488,..,18,62,44,30,22,5,0,0,183,..,0,7,9,6,9,0,0,0,35,319,..,..,..,..,..,..,..,..,319,..,44,..,..,..,..,..,..,..,44,..,67,40,15,8,3,0,0,0,144,..,4,6,4,0,10,0,6,0,36,..,5,9,6,4,6,0,0,0,24,..,0,10,0,0,10,3,0,0,26,..,6,15,17,28,31,33,15,4,146,4,4,4,5,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,323,151,206,195,165,198,139,74,15,1464,..,3,82,99,81,111,80,34,8,489,..,19,75,37,20,20,8,3,0,185,..,3,26,37,19,13,8,0,3,114,303,..,..,..,..,..,..,..,..,303,..,56,..,..,..,..,..,..,..,56,..,42,23,9,3,0,0,0,0,79,..,3,3,3,3,9,6,9,6,38
POA3818,..,7,365,524,521,586,645,381,76,3115,..,73,315,151,119,93,60,19,0,828,..,0,15,32,39,20,13,11,0,140,1650,..,..,..,..,..,..,..,..,1650,..,328,..,..,..,..,..,..,..,328,..,355,141,50,39,14,6,0,0,611,..,29,37,8,14,24,21,8,4,133,..,29,18,8,8,6,3,5,0,72,..,24,23,18,17,29,28,5,0,145,..,17,63,73,103,137,150,99,48,683,25,28,27,21,10,13,9,3,3,140,0,0,0,0,0,0,0,0,0,3,1676,885,1006,884,874,924,934,531,134,7841,..,22,472,550,568,637,590,281,33,3153,..,94,340,136,127,79,45,14,0,842,..,27,102,158,156,88,21,37,17,603,1612,..,..,..,..,..,..,..,..,1612,..,354,..,..,..,..,..,..,..,354,..,224,103,23,27,21,5,0,0,398,..,27,9,0,14,35,32,18,6,152
POA3820,..,16,378,628,639,681,688,465,89,3573,..,85,339,163,134,83,58,15,5,876,..,0,14,22,55,34,7,4,6,137,1762,..,..,..,..,..,..,..,..,1762,..,396,..,..,..,..,..,..,..,396,..,369,173,64,45,20,8,0,0,678,..,48,40,16,11,16,19,9,3,156,..,21,44,12,7,4,4,0,0,98,..,37,108,21,18,15,11,12,3,228,..,23,94,83,122,161,140,84,53,769,16,36,15,17,15,7,9,4,5,124,0,0,0,0,0,0,0,0,0,8,1784,1032,1206,1031,1051,1020,942,584,159,8812,..,27,489,648,698,715,656,352,40,3618,..,126,345,169,118,84,44,14,0,905,..,15,112,178,211,111,49,23,29,713,1706,..,..,..,..,..,..,..,..,1706,..,515,..,..,..,..,..,..,..,515,..,231,121,36,20,16,5,0,0,427,..,39,22,7,13,25,27,25,13,175
POA3821,..,4,42,98,115,176,134,50,6,624,..,10,27,17,19,25,19,3,0,126,..,0,0,0,10,5,4,0,0,18,270,..,..,..,..,..,..,..,..,270,..,73,..,..,..,..,..,..,..,73,..,56,33,11,12,0,0,0,0,116,..,3,0,0,0,6,12,7,0,23,..,0,3,4,3,0,0,0,0,7,..,0,4,0,3,0,0,0,0,13,..,0,5,8,15,29,25,13,9,100,9,10,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,279,152,125,145,188,238,193,73,9,1399,..,0,57,109,143,171,115,27,0,635,..,14,35,18,24,32,8,7,0,125,..,0,7,8,14,10,8,3,0,60,279,..,..,..,..,..,..,..,..,279,..,101,..,..,..,..,..,..,..,101,..,45,23,5,0,0,0,0,0,78,..,3,3,0,0,10,8,5,7,31
POA3822,..,0,4,33,47,38,30,15,6,181,..,3,17,8,10,7,0,0,0,55,..,0,0,0,4,4,0,0,0,8,104,..,..,..,..,..,..,..,..,104,..,13,..,..,..,..,..,..,..,13,..,27,12,5,0,0,0,0,0,52,..,0,5,0,4,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,7,..,3,7,3,7,4,7,9,0,35,0,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,108,52,50,51,70,61,50,29,5,478,..,0,13,43,46,44,29,13,0,181,..,5,16,11,16,5,3,0,0,56,..,0,3,3,5,4,0,0,0,20,81,..,..,..,..,..,..,..,..,81,..,28,..,..,..,..,..,..,..,28,..,16,8,0,0,0,0,0,0,34,..,0,0,0,0,0,0,0,0,6
POA3823,..,0,40,49,53,104,112,49,8,414,..,15,43,21,8,15,10,4,0,118,..,0,5,7,4,0,0,0,0,18,180,..,..,..,..,..,..,..,..,180,..,40,..,..,..,..,..,..,..,40,..,26,14,6,3,0,0,0,0,50,..,7,0,0,6,7,0,0,0,22,..,0,0,4,0,0,0,0,0,9,..,9,5,0,3,0,0,3,0,16,..,0,14,7,18,18,33,11,3,108,0,4,4,4,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,179,100,124,97,101,146,156,67,20,991,..,0,47,55,65,110,100,35,8,417,..,16,48,23,19,15,6,0,0,124,..,3,9,20,14,15,0,0,0,59,167,..,..,..,..,..,..,..,..,167,..,37,..,..,..,..,..,..,..,37,..,23,9,4,0,0,0,0,0,47,..,3,4,0,0,6,0,4,6,16
POA3824,..,7,86,176,172,190,200,112,29,970,..,13,75,48,53,27,17,7,3,235,..,0,4,13,21,7,7,0,0,52,503,..,..,..,..,..,..,..,..,503,..,108,..,..,..,..,..,..,..,108,..,98,40,16,10,7,3,0,0,174,..,12,9,4,3,5,9,3,0,44,..,10,9,6,3,4,0,0,0,31,..,5,10,10,3,10,11,7,0,59,..,3,22,35,37,56,55,27,11,247,5,8,5,0,3,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,511,266,257,307,304,303,295,152,52,2451,..,8,112,195,178,197,205,74,11,980,..,18,80,52,43,25,14,3,0,242,..,3,24,51,61,21,16,10,8,194,463,..,..,..,..,..,..,..,..,463,..,141,..,..,..,..,..,..,..,141,..,71,30,6,7,0,0,0,0,114,..,13,3,0,0,8,6,5,9,43
