SA2_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
509021244,33,428,652,318,276,1712,257,1970
509021245,67,680,756,367,252,2120,231,2348
509031246,50,388,474,227,197,1343,145,1490
509031247,42,414,601,218,278,1556,221,1778
509031248,25,262,304,181,102,869,90,957
509031249,117,646,546,231,135,1681,189,1869
509031250,59,496,669,332,291,1854,212,2064
510011262,418,2473,1899,691,378,5868,814,6679
510011263,616,1061,477,155,88,2394,629,3027
510011264,451,557,168,37,23,1235,201,1440
510011265,418,1330,756,235,157,2904,902,3806
510011266,195,1022,299,80,40,1633,190,1825
510021267,177,452,140,52,35,851,98,948
510021268,119,520,558,187,93,1474,214,1687
510021269,82,616,649,222,110,1674,284,1956
510021270,244,1147,1399,510,215,3517,758,4279
510031271,182,1225,688,231,120,2448,416,2862
510031272,172,1547,2307,896,452,5375,997,6372
510031273,120,527,625,208,127,1604,312,1916
511011274,227,1519,1725,627,392,4489,521,5009
511011275,43,471,512,209,218,1462,168,1628
511021276,168,1016,690,198,118,2199,334,2529
511021277,160,2255,1042,274,228,3961,491,4453
511031278,142,823,863,354,217,2401,574,2972
511031279,250,1514,1732,700,399,4604,529,5128
511031280,119,939,1330,463,266,3124,225,3347
511031281,0,0,0,0,0,0,0,0
511031282,99,573,476,207,125,1485,387,1869
511031283,347,442,201,87,29,1100,301,1400
511031284,0,0,0,0,0,0,0,0
511041285,467,2223,1584,492,206,4971,543,5511
511041286,106,714,935,408,349,2509,294,2805
511041287,46,850,1317,484,297,2995,234,3225
511041288,87,1226,1635,583,185,3721,194,3916
511041289,70,591,549,225,123,1554,189,1746
511041290,128,454,230,68,75,957,389,1345
511041291,57,503,510,219,178,1471,326,1795
511041292,67,978,850,368,281,2546,386,2931
597979799,11,0,0,0,0,13,0,13
601011001,394,1088,789,357,211,2835,289,3123
601011002,50,640,854,429,377,2348,78,2428
601011003,16,480,741,349,256,1838,35,1874
601021004,227,1177,929,278,166,2773,101,2879
601021005,51,594,1265,626,494,3026,63,3092
601021006,54,480,547,199,125,1408,30,1430
601021007,182,1530,1909,643,327,4590,82,4674
601021008,176,1212,1184,334,185,3090,91,3180
601021009,238,787,608,208,125,1964,125,2087
601021010,105,474,360,136,68,1136,69,1205
601021011,242,1183,1086,310,152,2971,172,3142
601021012,13,351,713,352,259,1686,51,1732
601031013,35,443,587,276,227,1566,31,1599
601031014,188,783,742,284,219,2208,135,2348
601031015,315,1336,1057,398,253,3355,177,3537
601031016,170,768,539,217,99,1798,111,1912
601031017,657,2004,1446,504,246,4861,319,5182
601031018,147,772,650,273,168,2008,67,2081
601031019,292,942,681,248,117,2280,101,2382
601031020,215,949,955,406,271,2797,184,2978
601031021,127,671,567,195,105,1659,68,1727
601041022,292,1954,1902,648,377,5169,147,5309
601041023,132,1429,1692,614,367,4231,88,4320
601041024,51,733,1248,516,393,2943,113,3051
601041025,0,0,0,0,0,0,0,0
601041026,56,496,542,182,100,1371,30,1400
601051027,650,1810,860,220,88,3631,254,3882
601051028,236,1323,1366,420,224,3564,92,3655
601051029,99,674,679,249,117,1826,48,1873
601051030,298,1128,817,242,130,2605,118,2726
601051031,415,1946,1620,514,278,4773,160,4927
601051032,202,1116,914,270,139,2632,87,2714
601051033,242,1161,882,231,103,2616,72,2691
601061034,65,1000,1287,573,394,3322,246,3568
601061035,125,1240,1492,624,401,3882,170,4053
602011036,173,587,405,124,55,1338,105,1449
602011037,194,790,670,247,118,2014,64,2083
602011038,261,1060,715,191,101,2326,137,2465
602011039,41,492,709,301,212,1747,40,1787
602011040,185,617,444,206,79,1527,89,1614
602011041,325,1403,1141,401,222,3493,221,3718
602011042,140,852,778,233,113,2111,171,2287
602011043,61,529,575,218,107,1487,112,1602
602011044,155,1018,1057,371,211,2819,82,2902
602011045,228,582,453,148,85,1494,124,1624
602011046,111,992,1015,428,259,2804,93,2894
602011047,200,892,637,184,104,2014,90,2106
602011048,126,803,720,256,147,2043,83,2121
602011049,80,669,792,259,114,1918,45,1963
602011050,87,474,539,234,151,1484,79,1561
602011051,87,706,648,219,119,1783,52,1828
602011052,83,671,740,294,167,1958,52,2015
602021053,62,582,627,276,169,1712,160,1866
602021054,85,764,837,425,282,2392,164,2557
602021055,42,574,892,476,360,2343,118,2460
602021056,37,353,526,259,199,1367,57,1428
602021057,37,421,640,345,258,1704,87,1791
602031058,16,297,612,370,273,1570,103,1674
602031059,181,1045,998,415,276,2914,201,3120
602031060,77,623,650,274,170,1793,85,1878
602031061,70,441,529,274,167,1488,117,1602
602031062,46,633,859,365,259,2161,63,2219
602031064,140,1170,1109,437,235,3093,217,3311
602031099,26,149,146,78,33,428,39,463
602031100,100,926,960,440,349,2778,212,2987
603011065,31,333,340,181,134,1016,110,1130
603011066,15,258,439,288,199,1207,87,1294
603011067,60,540,900,494,457,2459,188,2646
603011068,0,6,0,0,0,7,0,10
603021069,36,421,609,232,120,1417,92,1509
603021070,74,631,769,249,184,1913,135,2052
603021071,43,565,645,258,150,1661,133,1791
603021072,98,957,1333,603,404,3398,184,3582
603031073,47,444,428,183,96,1195,103,1302
603031074,73,813,856,293,195,2236,121,2350
604011075,177,641,419,137,49,1424,92,1512
604011076,23,365,754,443,383,1966,105,2070
604011077,169,775,478,162,73,1656,110,1769
604011078,210,1022,937,316,156,2634,120,2753
604011079,71,685,793,345,230,2125,132,2258
604011080,57,515,541,184,119,1416,43,1457
604011081,117,659,596,213,116,1694,87,1788
604011082,224,1251,1018,378,213,3085,137,3218
604011083,89,642,669,215,132,1756,122,1878
604011084,228,1034,887,355,189,2692,130,2822
604021085,591,2590,1999,635,327,6145,265,6410
604021086,178,842,664,245,125,2055,175,2231
604021087,101,761,765,305,203,2139,105,2242
604021088,40,385,551,256,146,1373,29,1408
604021089,39,791,1075,418,241,2568,113,2686
604021090,19,305,498,241,158,1220,22,1247
604021091,63,632,944,474,355,2461,178,2640
604021092,22,346,575,216,164,1326,51,1375
604031093,30,248,239,94,46,655,65,729
604031094,29,441,621,259,170,1522,164,1682
604031095,86,553,561,208,103,1505,150,1660
604031096,23,372,565,293,209,1465,117,1578
604031097,170,924,600,211,84,1987,231,2217
604031098,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0
701011002,448,1722,823,141,44,3169,359,3525
701011003,0,0,0,0,0,6,0,5
701011004,91,638,516,140,79,1455,106,1560
701011005,107,632,554,123,58,1467,115,1577
701011006,140,269,324,106,61,904,62,961
701011007,105,494,406,111,50,1158,77,1237
701011008,83,643,650,162,79,1617,163,1784
701011009,46,486,485,171,66,1261,94,1354
701021010,40,204,282,94,46,668,52,719
701021011,28,234,349,88,59,763,54,814
701021012,41,171,190,64,51,513,206,717
701021013,49,346,368,150,75,986,88,1074
701021014,0,0,0,0,0,0,3,3
701021015,0,0,0,0,0,0,0,0
701021016,207,518,341,81,42,1188,128,1317
701021017,8,8,0,0,0,10,4,13
701021018,30,171,238,100,50,594,26,616
701021019,143,528,509,234,115,1528,153,1677
701021020,63,513,648,245,113,1586,121,1699
701021021,24,457,988,261,120,1853,133,1982
701021022,124,620,572,201,98,1626,189,1814
701021023,56,437,310,107,56,967,81,1046
701021024,39,194,261,92,58,645,45,686
701021025,105,693,530,152,68,1553,85,1644
701021026,81,544,496,129,63,1315,70,1382
701021027,62,306,289,116,49,812,67,879
701021028,54,204,246,91,41,633,50,680
701021029,40,126,235,113,47,561,54,615
701021030,23,212,339,130,55,760,82,842
701031031,72,542,498,214,207,1533,230,1765
701031032,34,473,965,608,537,2612,218,2830
701031033,0,11,3,0,0,17,6,25
701031034,23,365,403,188,197,1172,234,1404
701031035,48,481,512,258,211,1514,323,1833
701041036,44,430,465,143,47,1126,86,1210
701041037,52,345,346,131,50,925,100,1025
701041038,29,383,747,216,131,1499,68,1567
701041039,124,437,376,99,52,1087,199,1288
701041040,109,345,324,119,50,943,185,1117
701041041,27,412,711,209,68,1430,108,1539
701041042,38,584,1026,311,94,2054,133,2188
701041043,64,620,913,334,109,2046,220,2264
701041044,86,350,409,153,65,1071,132,1203
702011045,143,533,490,194,101,1466,211,1682
702011046,191,799,639,228,90,1947,120,2065
702011047,142,533,548,212,91,1525,108,1632
702011048,124,619,646,222,118,1731,158,1888
702011049,145,656,484,149,78,1511,76,1582
702011050,305,529,129,28,24,1011,213,1219
702011051,90,651,331,128,128,1341,260,1596
702011052,351,394,118,32,20,908,123,1031
702011053,252,328,67,25,4,673,66,742
702011054,126,210,68,25,18,438,69,511
702021055,231,386,128,18,28,786,103,886
702021056,237,507,230,60,39,1078,132,1211
702031057,218,1299,621,180,103,2428,572,3002
702031058,159,285,105,33,20,599,65,660
702031059,237,90,32,7,3,368,29,397
702031060,387,184,43,10,0,616,58,672
702031061,525,256,76,12,13,874,60,934
702041062,197,235,126,29,11,598,71,674
702041063,578,384,126,30,12,1132,114,1247
702041064,42,335,353,93,40,866,210,1077
702051065,225,645,201,33,27,1140,245,1384
702051066,351,454,153,22,26,1003,141,1150
702051067,251,1328,1098,403,234,3301,638,3938
702051068,184,257,82,29,19,565,115,681
797979799,7,0,0,0,0,7,3,7
801011001,22,313,409,110,44,902,28,924
801011002,587,2465,885,99,25,4066,194,4256
801011003,131,1279,962,204,93,2668,86,2756
801011004,65,455,451,132,65,1164,50,1206
801011005,56,566,470,95,44,1236,40,1272
801011006,40,701,1146,351,194,2421,62,2490
801011007,45,597,873,294,148,1956,45,2000
801011008,127,687,697,217,101,1829,62,1892
801011009,15,318,539,215,120,1206,31,1242
801011010,8,186,328,131,77,731,10,740
801011011,27,386,522,170,87,1193,33,1231
801011012,0,0,0,0,0,0,0,0
801011013,67,439,449,130,90,1173,41,1218
801011014,52,430,530,154,71,1232,27,1260
801011015,159,958,822,223,110,2270,90,2363
801011016,129,842,1092,380,217,2661,84,2748
801011017,57,482,576,182,103,1389,50,1441
801011018,34,365,414,120,50,984,61,1047
801011019,68,805,1154,324,144,2491,61,2553
801011020,105,597,395,122,48,1261,68,1328
801011021,30,280,418,141,94,964,24,989
801011022,43,398,508,174,79,1194,37,1239
801011023,100,557,358,113,44,1176,55,1231
801011024,60,492,428,103,63,1146,42,1189
801011025,37,273,422,124,70,921,31,951
801011026,17,272,411,140,96,928,25,952
801011111,0,0,0,0,0,5,0,3
801011142,0,0,0,0,0,0,0,0
801011143,0,85,117,29,10,237,11,247
801011144,0,0,0,0,0,3,3,5
801031031,0,0,0,5,0,7,0,7
801031032,0,0,0,0,3,5,0,3
801031113,55,206,95,24,23,396,199,595
801031114,0,16,20,5,4,50,5,55
801031115,3,12,23,7,10,64,9,69
801041034,50,616,912,282,168,2026,77,2105
801041035,39,578,1032,316,147,2116,66,2180
801041036,42,700,1069,264,109,2184,69,2253
801041037,37,572,842,148,75,1680,31,1712
801041038,15,350,703,206,93,1367,44,1410
801041039,142,1076,1026,248,103,2586,101,2688
801041040,239,1513,1066,262,132,3209,140,3346
801041043,0,19,43,27,15,105,8,112
801041044,104,1032,1206,269,129,2749,98,2848
801041045,0,0,0,0,0,4,0,4
801041046,117,1574,1674,441,241,4039,130,4171
801041047,42,571,1007,394,255,2271,37,2304
801041048,87,761,816,236,123,2023,81,2104
801041116,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0
801041118,10,92,113,16,6,237,9,248
801041119,0,7,8,0,0,15,0,15
801041120,41,443,852,186,75,1592,75,1669
801041121,16,172,310,77,36,624,31,653
801041122,8,185,390,82,43,718,23,734
801051049,0,0,0,0,0,0,0,0
801051050,203,852,667,207,101,2024,86,2111
801051051,599,2050,666,104,33,3452,183,3636
801051053,447,1137,282,30,0,1900,169,2068
801051054,157,757,396,106,33,1448,49,1493
801051055,110,695,576,176,60,1622,74,1695
801051056,74,521,429,126,44,1199,36,1235
801051057,288,1317,691,153,73,2516,101,2620
801051058,190,955,772,236,107,2270,64,2325
801051060,305,1208,496,108,27,2153,80,2230
801051061,140,1219,1022,186,91,2659,95,2745
801051123,0,0,0,0,0,0,0,0
801051124,107,854,632,187,75,1868,54,1921
801051125,7,50,74,11,3,144,9,156
801051126,0,0,0,0,0,0,0,0
801051127,136,324,154,54,30,696,51,748
801051128,0,0,0,0,0,4,0,4
801061062,82,446,498,124,58,1217,33,1253
801061063,37,336,293,78,56,806,17,828
801061064,200,1179,751,174,67,2375,87,2460
801061066,0,0,0,0,0,0,0,0
801061067,175,1079,903,227,72,2457,106,2558
801061068,0,0,0,0,0,0,0,3
801061069,44,278,459,136,95,1011,43,1046
801061070,45,465,538,116,70,1238,40,1280
801061129,52,636,247,25,11,977,119,1095
801061130,0,13,3,0,0,17,4,22
801061131,236,2144,891,106,32,3412,366,3776
801071071,30,519,743,290,181,1765,50,1812
801071072,58,525,551,187,102,1429,42,1478
801071073,44,564,857,358,178,2001,62,2062
801071074,66,511,802,305,168,1854,55,1905
801071075,54,465,740,293,186,1738,60,1793
801071076,13,232,510,192,95,1037,7,1050
801071077,12,253,398,177,102,944,27,968
801071078,102,929,1167,398,248,2850,72,2923
801071079,36,256,538,198,75,1102,27,1132
801071080,184,1209,568,81,28,2076,97,2173
801071081,61,543,636,238,125,1605,39,1638
801071082,229,1949,2418,797,428,5822,220,6041
801071083,7,104,253,91,32,492,5,494
801071084,122,749,834,259,148,2115,62,2181
801071085,0,0,0,0,0,0,0,0
801071086,15,192,248,105,45,604,27,627
801071087,45,354,432,175,88,1104,44,1147
801071088,37,360,566,220,135,1316,32,1346
801071089,0,10,3,4,0,17,4,17
801071090,124,915,1243,400,210,2891,85,2975
801071132,0,0,0,0,0,0,0,0
801081091,29,261,462,173,102,1025,21,1042
801081092,44,397,526,161,89,1217,45,1261
801081093,68,476,481,107,81,1210,43,1248
801081094,47,418,464,102,56,1096,34,1129
801081095,71,477,527,140,63,1275,48,1324
801081096,36,269,307,99,52,766,27,795
801081097,79,397,440,105,48,1073,54,1124
801081098,71,603,584,152,71,1489,37,1521
801081133,0,0,3,0,0,3,0,3
801091099,66,453,376,115,58,1069,28,1098
801091100,109,722,873,223,111,2036,52,2088
801091101,58,475,531,190,102,1353,65,1420
801091102,66,476,513,135,73,1262,27,1291
801091103,69,438,460,115,50,1131,25,1156
801091104,28,283,415,127,55,908,20,929
801091105,150,638,401,108,43,1344,57,1400
801091106,89,604,494,107,68,1366,58,1421
801091107,4,59,121,60,60,316,11,323
801091108,54,426,372,127,78,1056,32,1084
801091109,267,1634,638,74,15,2635,114,2747
801091110,35,285,355,110,64,854,25,875
801101134,0,0,0,0,0,0,0,0
801101135,41,680,767,173,55,1712,67,1779
801101136,17,345,493,92,32,978,31,1005
801101137,0,0,0,0,0,0,0,0
801101139,29,628,675,118,34,1484,59,1541
801101145,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0
801111140,0,27,73,34,35,172,15,185
801111141,0,0,9,3,3,20,5,25
897979799,0,0,0,0,0,0,0,0
901011001,37,189,131,62,24,440,59,499
901021002,7,38,38,20,24,131,36,168
901031003,11,20,32,7,5,76,34,106
901041004,31,356,339,119,62,910,127,1034
997979799,0,0,0,0,0,0,0,0
