SA2_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
308031215,5,5,3,7,9,0,0,0,26,4,16,11,8,0,4,0,0,43,42,127,122,105,81,53,26,3,557,6,37,40,20,26,23,0,0,151,4,9,13,3,3,0,0,0,23,3,13,13,7,14,3,0,0,59,0,13,15,9,14,14,3,0,67,11,24,51,28,11,7,0,0,132,20,33,14,15,14,10,0,0,116,4,5,0,0,3,0,0,0,19,8,10,21,12,4,9,0,0,75,3,3,0,0,0,0,0,0,4,0,5,8,9,4,5,0,0,20,43,47,34,26,23,30,30,24,255,146,344,355,251,194,151,65,32,1547,4,12,7,4,0,0,0,0,33,0,3,7,0,0,0,0,0,15,0,14,5,4,0,0,0,0,30,0,0,6,0,0,0,0,0,8,3,7,8,0,0,0,0,0,16,36,65,59,45,37,18,17,0,289,9,28,64,33,34,18,0,0,191,31,118
308031216,0,7,5,10,3,3,0,0,32,0,8,7,10,4,3,0,0,27,28,100,71,55,73,56,20,6,414,8,29,19,23,17,15,10,4,130,5,3,10,10,7,0,0,0,39,3,31,19,15,13,13,6,0,92,0,11,7,5,14,8,3,0,49,3,29,23,26,10,18,8,0,122,14,23,9,19,16,7,0,0,85,0,4,4,5,0,0,0,0,17,6,9,9,6,3,0,0,0,50,0,0,0,0,0,0,0,0,4,4,0,5,7,0,3,4,0,22,38,32,14,16,20,19,22,18,173,130,287,201,205,179,142,85,32,1250,0,5,5,3,0,0,0,0,11,0,0,0,0,6,0,0,0,10,0,8,3,5,3,0,4,0,18,0,7,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,8,43,86,55,44,43,30,19,9,320,6,31,45,45,22,15,4,3,177,21,59
308031217,0,4,0,0,0,7,0,0,15,0,7,6,10,0,0,0,0,18,10,55,28,48,40,37,10,8,230,8,19,16,22,21,17,5,0,100,4,4,5,8,5,0,0,0,26,8,21,7,6,9,5,3,0,59,0,0,3,3,9,6,3,0,23,5,24,9,20,20,8,0,0,93,15,14,12,16,9,5,0,0,66,0,0,5,4,0,5,0,0,18,5,17,7,8,8,5,0,0,41,0,0,0,0,0,0,0,0,4,8,5,3,0,0,0,0,0,17,51,67,60,72,72,46,14,3,380,107,221,173,211,199,131,39,12,1086,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,8,9,36,24,16,25,3,7,0,112,4,19,10,17,4,14,0,4,74,12,24
308031218,0,0,0,4,6,0,6,0,10,0,0,0,0,4,0,0,0,9,16,48,62,35,82,69,20,6,335,10,18,18,23,23,19,10,0,125,0,9,3,6,12,3,0,0,31,0,0,5,4,5,4,3,0,17,0,0,7,7,7,4,0,0,25,3,3,9,12,13,11,0,0,51,7,4,7,5,3,7,4,0,31,0,0,0,0,0,4,0,0,3,4,0,4,4,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,12,21,8,16,12,32,26,16,7,138,60,92,126,113,190,159,61,9,815,0,0,3,8,9,0,0,0,17,0,0,0,0,0,0,0,0,3,0,5,5,0,0,5,0,0,16,0,0,0,0,5,0,0,0,4,0,4,3,8,4,0,0,0,16,8,22,23,20,32,15,7,0,124,0,6,27,15,30,12,3,0,98,4,23
308031219,0,0,0,0,0,7,0,0,19,0,4,4,0,4,0,0,0,9,16,65,91,81,87,76,19,4,442,10,19,23,29,29,19,9,0,143,5,8,16,11,14,5,0,0,54,0,0,0,3,8,3,0,0,23,0,0,5,9,11,13,0,0,38,3,7,5,7,17,11,6,0,65,12,6,7,5,8,8,5,0,51,0,0,4,3,4,0,0,0,12,5,3,4,5,4,0,4,0,31,0,0,0,0,0,0,0,0,4,0,0,4,4,9,0,0,0,20,53,42,52,57,66,50,19,5,340,99,159,229,225,268,196,63,18,1253,0,5,8,8,3,6,0,0,32,0,5,0,0,0,0,0,0,10,0,5,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,7,0,7,13,5,6,0,0,0,35,6,32,38,30,37,24,5,0,164,0,17,31,28,36,32,10,0,161,6,25
308031220,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3,28,51,54,45,61,42,8,0,286,0,12,8,14,18,7,0,0,63,0,0,4,5,11,10,3,0,36,3,0,0,3,0,6,6,0,17,0,0,0,3,4,6,0,0,15,4,0,11,6,8,7,0,0,29,6,0,4,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,5,3,4,0,21,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,26,45,35,54,34,21,12,8,232,72,137,124,136,143,103,28,8,739,0,3,4,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,0,8,5,3,9,0,0,0,24,0,0,0,0,0,0,0,0,4,0,15,6,4,3,0,0,0,31,0,24,14,19,20,15,0,0,93,4,16,14,15,15,10,3,0,80,9,20
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,8,5,7,7,9,9,7,0,46,3,10,15,7,9,3,0,0,36,48,93,73,97,107,50,42,10,511,10,35,31,30,38,24,17,4,181,8,14,5,14,12,15,0,0,68,14,47,57,51,40,19,14,3,241,0,20,19,23,17,17,3,3,101,5,30,39,51,45,33,4,5,218,29,28,30,27,21,13,3,0,157,0,0,6,0,0,3,0,0,23,10,19,13,7,9,0,0,0,57,0,0,0,0,0,0,0,0,3,3,0,9,6,3,0,0,0,30,47,51,48,61,73,57,65,39,437,192,337,346,386,380,237,160,71,2093,5,13,8,7,5,4,0,0,45,4,3,0,3,3,0,0,0,13,4,8,7,8,0,0,0,0,28,6,3,3,0,0,0,0,0,19,5,4,7,5,4,3,0,0,25,48,117,97,99,84,46,26,10,532,11,33,50,60,55,35,18,12,272,23,68
308031223,6,5,19,19,26,27,9,4,110,9,19,21,11,7,4,3,0,74,66,287,253,295,316,322,139,29,1706,50,108,105,115,109,112,49,4,657,9,8,25,35,31,40,15,5,158,8,29,39,47,36,33,14,0,212,11,33,47,52,55,50,21,9,275,24,47,79,95,105,90,22,0,460,46,31,43,43,47,36,8,5,255,9,15,15,14,10,5,8,0,70,20,39,50,42,31,19,5,6,206,0,0,0,0,0,0,0,0,10,3,12,15,15,13,10,13,0,86,84,99,78,103,121,116,80,28,706,332,740,786,883,898,866,381,92,4979,0,9,20,18,9,12,4,0,80,0,3,9,6,4,7,4,0,28,6,17,19,15,8,7,10,0,78,0,3,9,9,7,0,0,0,30,7,4,12,7,8,0,0,0,47,74,170,134,167,170,104,60,9,891,31,107,139,171,168,122,40,6,790,42,167
308041528,3,6,3,9,0,0,0,0,22,0,9,0,3,3,0,0,0,11,60,198,218,155,159,66,30,3,891,7,36,34,25,33,22,3,4,165,8,26,47,39,25,17,6,0,170,7,7,17,15,20,11,0,0,65,5,9,12,7,5,14,0,0,52,16,8,21,16,18,13,0,0,100,8,13,11,14,9,8,4,0,54,4,6,0,5,0,0,0,0,12,9,15,14,27,15,9,3,4,85,0,0,0,0,0,0,0,0,0,7,4,5,12,3,4,0,0,38,104,160,250,249,219,123,61,3,1170,229,482,631,568,512,277,115,21,2834,0,3,9,7,7,0,0,0,27,0,0,3,0,5,0,0,0,10,17,17,10,14,10,3,0,0,64,0,0,5,0,3,0,0,0,11,14,18,35,7,3,3,0,0,88,20,49,51,35,51,30,17,4,249,18,40,61,48,56,43,14,6,288,32,80
308041529,0,6,5,3,0,0,0,0,17,0,3,6,0,4,0,0,0,11,63,153,158,120,81,49,13,5,636,7,12,16,22,13,13,3,0,94,8,8,13,4,3,6,5,0,40,0,3,8,14,4,3,0,0,36,0,12,7,7,5,5,0,0,35,3,13,22,27,18,11,3,0,99,4,12,16,6,10,0,0,0,48,0,0,0,0,0,0,0,0,3,8,15,11,10,9,5,4,0,48,0,0,0,0,0,0,0,0,0,3,4,10,9,8,0,0,0,24,69,77,59,65,73,51,35,9,439,165,323,308,292,223,145,63,11,1532,0,5,0,0,3,0,0,0,13,0,6,0,0,0,0,0,0,8,3,16,7,10,0,0,0,0,39,0,0,3,0,0,0,0,0,10,6,0,7,3,0,0,0,0,16,9,36,21,29,19,17,0,0,145,19,39,38,30,26,19,6,0,186,39,81
308051530,0,9,3,3,15,11,0,0,47,0,3,0,4,10,6,0,0,25,21,55,74,135,207,196,70,5,759,6,31,34,75,74,67,28,5,317,0,9,22,22,22,11,4,0,88,0,4,12,10,17,16,6,0,66,0,11,9,3,23,38,9,0,101,0,12,22,15,41,52,5,0,157,7,5,5,9,10,16,0,0,54,0,7,6,3,5,7,0,0,39,0,8,14,12,19,18,3,0,77,0,0,0,0,0,0,0,0,3,0,0,3,3,10,6,4,0,29,48,52,80,98,144,134,44,13,608,80,203,294,398,585,583,194,18,2352,4,3,9,10,11,3,0,3,43,0,0,0,0,0,3,0,0,8,0,5,5,12,13,4,0,0,37,0,0,6,4,0,4,0,0,12,0,9,7,4,12,7,0,0,35,4,22,25,52,69,52,16,0,245,3,22,34,41,77,78,9,0,270,13,48
308051531,0,8,3,8,6,8,0,0,26,0,4,7,6,7,0,0,0,23,75,184,234,252,256,140,47,10,1202,8,45,55,57,56,27,12,4,269,3,3,14,19,3,9,3,0,53,3,11,10,19,12,13,4,0,73,0,16,13,25,24,7,0,0,89,22,19,46,54,44,36,11,0,238,12,14,18,11,11,14,5,0,81,0,0,8,0,0,3,0,0,15,6,7,15,15,11,7,7,0,74,0,0,0,0,0,0,0,0,0,7,11,10,21,14,4,0,0,63,31,32,46,47,50,68,22,6,299,178,359,469,533,493,334,113,22,2506,0,10,7,13,8,3,0,0,43,0,0,3,0,0,0,0,0,14,11,25,13,20,12,0,3,0,78,0,0,8,0,4,0,0,0,13,0,8,4,4,7,0,0,0,31,14,53,71,70,69,37,13,0,332,12,63,84,114,65,32,10,3,384,61,123
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,9,17,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
308051533,5,6,9,9,8,7,0,0,42,3,16,27,7,10,5,0,0,66,102,370,364,332,222,95,42,17,1546,33,73,58,51,35,30,7,4,294,3,6,12,9,11,4,3,0,51,9,14,20,24,9,8,0,0,79,0,25,16,26,14,10,4,0,106,28,37,56,75,40,21,4,0,256,25,32,18,17,12,5,3,3,116,8,5,11,3,0,6,0,0,27,11,25,26,17,11,4,4,0,100,0,0,0,0,0,0,0,0,4,15,12,19,14,16,0,3,0,79,30,76,83,39,40,24,21,12,324,270,707,727,624,424,220,87,37,3086,3,12,16,9,7,0,0,0,53,0,3,9,3,0,0,0,0,21,8,35,29,21,10,0,0,0,107,3,3,8,0,0,0,0,0,13,5,6,3,6,7,3,0,0,28,27,101,71,70,61,26,13,4,380,20,99,121,113,42,25,8,3,430,90,211
308051534,0,3,12,11,7,4,0,0,37,3,6,9,6,0,3,0,0,37,38,136,127,138,149,82,27,5,696,12,29,30,27,36,22,4,0,166,0,3,7,3,9,0,0,0,28,11,18,9,17,8,4,3,0,73,0,11,3,12,7,7,4,0,46,14,38,36,39,25,19,3,0,167,4,14,16,19,5,10,4,0,74,0,3,5,0,6,0,0,0,14,9,8,13,11,14,3,0,0,58,3,0,0,0,0,0,0,0,3,3,0,8,10,5,5,3,0,41,51,101,120,118,109,59,30,8,599,154,383,393,413,387,231,74,12,2046,5,0,5,5,0,3,0,0,21,0,5,0,3,0,0,0,0,12,22,21,12,5,0,4,0,0,70,0,0,0,5,0,0,0,0,9,6,10,3,6,0,0,0,0,19,19,43,36,30,34,14,8,0,183,7,21,32,45,31,21,13,0,171,45,63
308051535,0,0,5,8,8,6,0,0,23,0,7,9,5,3,6,0,0,24,88,275,343,347,279,171,29,4,1531,12,36,75,53,46,51,20,0,296,0,7,5,22,12,0,8,0,59,0,5,14,11,15,9,0,0,60,0,7,12,17,19,18,3,0,63,11,19,30,34,56,18,4,0,176,0,14,9,19,13,16,7,0,73,0,0,0,4,5,0,0,0,11,4,14,17,21,8,3,0,0,69,0,0,0,0,0,0,0,0,0,4,11,16,15,10,3,4,0,62,68,141,105,141,124,76,35,8,694,193,543,637,687,595,373,107,18,3150,0,9,12,5,3,0,0,0,35,0,0,4,0,0,0,0,0,14,8,28,26,20,10,0,0,0,95,0,8,4,3,0,0,0,0,14,8,11,11,15,4,0,0,0,47,21,43,63,69,61,33,11,4,302,4,50,86,94,39,28,7,0,319,46,114
308051536,0,0,0,4,4,3,0,0,17,0,0,0,0,0,0,0,0,5,13,72,80,81,69,41,19,4,385,3,18,16,19,22,12,4,0,103,3,3,4,0,0,0,0,0,8,0,8,3,6,6,4,0,0,27,0,4,10,3,8,5,0,0,29,11,13,12,26,18,0,0,0,81,0,7,0,0,4,0,0,0,15,0,0,4,0,0,0,0,0,5,4,3,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,3,3,4,9,8,5,0,0,0,26,12,18,11,17,13,0,6,0,85,59,155,155,185,143,80,27,8,807,0,0,5,4,4,0,0,0,12,0,4,0,0,0,0,0,0,12,9,7,11,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,17,5,20,18,31,11,10,5,0,102,9,15,23,19,13,4,3,0,91,14,31
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,3,7,12,7,3,5,0,0,31,4,6,13,6,10,0,0,0,35,52,142,157,144,125,69,28,0,717,10,29,23,23,25,13,3,3,136,0,9,8,6,5,0,0,0,18,3,4,14,10,7,3,0,0,33,6,10,8,10,3,10,0,0,48,11,24,36,20,20,3,0,0,116,12,20,9,18,7,6,0,0,57,0,0,4,0,0,0,0,0,4,4,6,9,4,4,0,0,0,36,0,0,0,0,0,0,0,0,0,6,8,13,11,8,0,0,0,43,29,26,35,25,25,12,9,6,174,137,283,328,287,243,125,38,10,1445,0,6,3,7,6,0,0,0,21,0,0,6,0,0,3,0,0,6,7,24,14,10,0,0,0,0,56,0,3,6,0,0,0,0,0,5,4,6,5,0,0,0,0,0,16,14,42,31,30,27,18,3,0,171,11,39,50,44,31,7,6,0,185,54,70
308051539,0,4,4,4,5,5,4,0,24,4,5,13,6,4,0,0,0,33,22,102,111,102,103,61,32,11,543,5,11,18,20,27,16,14,5,112,0,4,3,12,5,0,0,0,24,3,23,14,11,7,12,6,0,74,4,3,6,9,11,8,0,0,37,11,14,22,18,22,15,3,0,99,0,13,8,5,14,4,0,0,47,0,0,0,4,0,0,0,0,7,11,11,18,3,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,4,9,9,3,3,4,0,24,20,30,33,21,23,18,9,3,162,81,219,255,220,228,132,68,23,1238,0,0,6,4,3,0,0,0,19,0,5,0,0,0,0,0,0,7,4,8,7,11,0,0,0,0,39,0,0,0,0,0,0,0,0,4,0,4,4,4,0,6,0,0,15,13,43,23,24,30,14,10,0,155,4,25,26,26,24,24,12,0,143,20,48
309011224,7,8,5,8,9,8,0,0,41,9,8,17,19,11,3,0,0,64,25,61,61,73,97,75,43,15,452,17,55,74,80,60,39,21,10,346,5,3,0,8,4,8,5,0,35,13,32,48,40,14,15,12,3,172,6,7,5,8,9,12,0,3,48,31,70,98,114,83,63,23,11,489,16,34,29,29,28,25,8,0,176,14,23,22,3,9,3,0,0,72,9,28,19,22,12,11,5,0,107,0,4,0,0,0,0,0,0,5,0,8,6,5,3,3,0,0,30,35,36,31,41,45,20,13,14,238,179,368,413,452,389,285,135,48,2272,5,6,8,6,11,8,0,0,42,0,6,4,8,5,0,0,0,29,5,5,8,3,5,5,0,5,35,6,9,8,6,6,0,0,0,32,0,0,0,0,0,0,0,0,11,21,88,65,57,54,44,19,6,356,8,24,36,45,36,49,24,0,225,57,104
309011225,0,8,6,8,7,9,9,0,50,0,8,12,12,6,4,4,0,48,21,93,73,70,90,130,50,12,529,15,106,50,70,73,56,28,3,406,0,7,14,16,8,5,3,0,55,10,48,31,31,26,20,6,0,170,3,19,24,24,29,32,3,3,134,26,74,110,96,76,78,31,3,492,15,45,31,29,33,33,14,0,213,11,36,34,16,10,8,0,3,110,3,24,26,15,16,9,11,0,101,0,0,0,0,0,0,0,0,0,0,8,0,11,6,4,0,0,29,40,102,70,57,65,73,61,45,510,147,581,482,447,431,466,220,72,2848,5,11,23,7,9,14,0,0,65,0,4,4,3,0,0,0,0,12,0,7,8,4,4,8,4,0,38,0,15,10,7,4,0,0,0,51,0,11,0,0,3,0,0,0,27,20,144,77,66,83,70,23,7,492,14,71,54,52,64,83,21,3,354,52,161
309011226,4,10,14,9,5,11,3,0,59,8,24,28,24,10,4,0,0,93,39,108,174,153,128,138,68,25,835,24,103,136,107,87,62,38,10,578,0,10,15,24,18,3,0,0,69,10,34,58,36,27,16,4,0,189,0,18,25,38,22,36,15,3,159,50,75,126,157,87,64,31,5,597,28,35,51,64,33,25,18,0,256,11,35,20,28,6,10,4,0,109,19,26,28,26,23,13,3,3,150,0,0,0,0,0,0,0,0,0,0,0,17,11,8,4,7,3,50,27,65,58,62,40,26,34,33,345,227,548,749,746,494,409,232,86,3492,6,8,19,15,6,10,0,0,54,0,0,8,5,3,4,0,0,28,5,9,11,3,6,6,4,0,44,0,10,16,3,0,4,3,0,44,3,4,3,8,3,0,0,0,30,47,134,143,128,86,68,27,12,643,20,70,119,115,92,75,27,7,512,65,147
309011227,8,26,16,17,6,16,14,0,94,6,27,38,25,19,10,0,0,124,37,176,94,98,154,134,68,12,775,33,141,73,73,91,60,26,3,507,3,14,15,9,17,3,6,3,74,11,116,79,48,41,27,17,6,350,0,30,14,26,31,22,17,5,154,70,246,169,150,131,119,44,11,949,24,105,60,57,51,44,24,6,355,21,77,38,18,17,10,6,0,191,25,66,67,50,21,13,3,0,234,0,4,0,0,0,0,0,0,4,5,7,16,9,7,9,8,0,57,77,175,129,105,138,112,77,17,826,315,1222,805,684,722,575,302,70,4689,12,35,20,10,17,3,0,0,96,0,10,3,11,16,3,0,0,40,7,30,12,10,6,4,4,0,69,10,19,11,7,11,0,0,0,60,7,19,5,3,8,0,0,0,37,64,243,110,83,103,77,32,3,726,23,109,57,85,100,97,27,8,499,115,353
309011228,3,11,13,6,11,6,0,0,53,10,15,36,23,11,3,0,0,103,45,108,120,118,123,121,65,21,719,26,81,108,101,57,52,27,10,468,3,13,10,16,4,0,3,4,47,9,58,61,49,26,16,8,0,230,0,16,19,25,27,26,7,4,127,53,117,145,134,77,60,31,6,633,32,47,51,43,36,30,17,3,259,15,33,29,22,15,9,4,0,121,17,48,30,34,22,16,8,0,185,0,0,4,0,0,0,0,0,5,5,10,12,6,8,9,0,0,51,31,82,79,47,40,38,29,19,365,266,642,713,623,466,397,207,64,3369,8,16,14,16,9,4,0,0,71,0,0,11,6,7,4,0,0,24,3,19,14,14,10,12,3,0,68,3,18,11,16,6,7,0,0,60,5,11,7,6,0,0,0,0,24,29,154,144,95,72,49,22,6,570,20,65,89,81,86,62,20,7,433,73,196
