SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
302031037,12,457,468,409,86,499,86,7,91,53,3,55,7,0,7,4,0,0,573,557,1132
302031038,34,748,781,728,142,872,449,40,491,432,22,456,146,8,149,58,3,63,1850,963,2815
302031039,57,764,817,1124,170,1293,731,53,786,679,21,698,239,6,249,91,10,98,2931,1014,3947
302031040,105,2671,2782,1780,512,2297,680,102,782,503,38,539,151,8,156,47,6,51,3269,3342,6606
302041041,77,983,1061,1880,217,2099,1088,53,1142,1174,21,1199,441,8,456,230,3,233,4889,1296,6191
302041042,70,922,988,1085,120,1203,632,20,655,608,10,623,209,6,216,82,5,83,2684,1082,3765
302041043,34,501,534,405,79,485,231,17,253,206,3,211,68,3,70,31,0,31,984,603,1582
302041044,30,820,856,734,106,833,354,10,360,379,12,394,164,0,167,55,3,59,1714,947,2666
302041045,69,1705,1777,1608,206,1816,851,56,909,747,18,764,283,10,290,152,3,155,3712,2000,5707
302041046,68,1327,1395,1061,301,1362,571,73,643,400,35,432,166,27,194,75,4,82,2334,1764,4098
303011047,60,817,871,1128,148,1275,737,62,798,911,31,945,341,10,355,94,6,93,3269,1073,4340
303011048,46,722,769,733,170,906,405,59,462,420,25,449,137,3,138,51,0,55,1797,977,2775
303011049,89,1247,1337,1467,205,1674,789,73,861,619,19,639,221,9,226,66,3,68,3257,1558,4810
303011050,48,747,792,921,152,1073,446,61,506,343,22,365,98,4,107,44,3,50,1896,1002,2894
303011051,54,980,1035,1719,132,1855,1007,48,1057,1162,30,1192,476,9,493,203,5,206,4622,1215,5832
303021052,63,1716,1780,1389,442,1829,627,216,841,478,86,557,157,18,177,60,9,70,2778,2481,5264
303021053,114,2525,2634,2085,541,2623,906,156,1060,910,65,966,356,14,371,92,4,100,4460,3295,7757
303021054,33,587,628,516,183,708,254,85,336,225,32,254,89,14,99,44,9,52,1157,921,2073
303021055,51,1670,1728,1336,410,1747,563,146,708,394,62,453,127,15,148,43,4,52,2524,2308,4833
303021056,40,745,785,863,133,998,503,52,555,609,26,639,198,11,211,78,8,89,2298,974,3272
303021057,50,654,706,675,127,801,359,41,398,423,11,433,142,9,152,47,0,49,1697,837,2536
303021058,35,1203,1239,924,524,1446,324,164,484,231,60,292,79,22,98,31,17,54,1623,1989,3609
303021059,61,1325,1393,1272,270,1542,547,72,619,511,26,536,184,18,199,59,4,63,2635,1721,4358
303031060,47,979,1023,1346,213,1562,989,101,1091,898,70,969,363,26,392,255,11,265,3907,1400,5303
303031061,17,350,363,454,114,568,278,64,345,297,45,337,164,30,193,147,21,168,1353,618,1976
303031062,38,486,524,754,91,846,519,19,546,638,22,656,280,3,283,140,0,144,2368,625,2990
303031063,86,1576,1661,1646,327,1977,1017,105,1126,995,42,1041,316,17,335,98,10,103,4162,2078,6238
303031064,33,293,326,786,90,876,709,50,763,872,23,900,375,5,382,185,6,191,2968,465,3434
303031065,42,1162,1205,1163,356,1518,599,146,742,496,45,534,188,25,208,104,9,119,2592,1737,4335
303031066,39,659,693,980,71,1053,665,28,692,852,18,869,345,3,345,176,3,181,3047,789,3832
303041067,24,536,559,543,136,682,324,64,383,283,50,330,116,13,127,76,11,90,1362,809,2169
303041068,73,1369,1440,1242,324,1567,621,79,701,578,35,615,179,9,189,85,3,85,2770,1834,4602
303041069,12,351,365,429,90,514,247,47,294,250,33,286,112,17,135,89,6,96,1139,547,1686
303041070,35,620,653,748,120,867,445,57,508,439,17,453,160,9,174,56,0,58,1888,830,2717
303041071,48,630,679,953,111,1060,639,54,696,885,28,911,313,8,321,96,0,100,2932,833,3769
303051072,37,569,602,893,120,1008,558,56,616,519,29,544,237,19,255,145,3,144,2382,796,3172
303051073,84,931,1013,1886,237,2127,1531,107,1639,1517,62,1576,640,34,671,423,12,443,6081,1384,7458
303051074,28,271,303,768,54,825,701,29,732,737,23,755,326,12,339,204,3,204,2768,402,3165
303051075,52,497,546,1203,90,1290,948,42,990,1210,17,1235,535,15,551,292,6,296,4251,664,4917
303051076,38,1067,1109,916,259,1171,541,90,630,405,45,452,180,24,207,173,15,187,2253,1497,3752
303061077,17,331,344,644,77,718,496,29,531,587,21,613,330,10,342,204,3,210,2277,472,2754
303061078,50,818,866,1226,216,1444,952,118,1075,837,66,905,316,32,351,251,12,263,3619,1268,4892
303061079,28,596,623,712,161,873,428,99,525,422,65,488,228,31,257,229,30,259,2049,980,3028
303061080,57,1017,1076,1490,254,1745,1079,121,1202,990,83,1074,469,42,514,373,17,390,4460,1536,5994
304011081,37,412,452,869,51,925,488,17,505,525,12,536,190,3,192,85,3,86,2195,496,2687
304011082,38,414,451,798,80,882,452,27,475,470,10,478,169,4,168,89,3,94,2015,534,2550
304011083,28,303,329,441,46,488,303,6,309,263,6,272,103,0,104,36,0,36,1173,362,1534
304011084,44,515,559,1026,77,1101,621,16,638,704,10,713,234,3,235,89,0,92,2713,623,3339
304011085,19,151,171,485,30,520,274,8,281,335,3,337,122,0,122,58,0,58,1298,194,1486
304021086,53,473,526,1033,70,1102,696,13,709,826,8,840,272,4,278,126,0,126,3008,561,3571
304021087,29,310,338,694,45,746,365,14,381,466,7,472,226,5,231,100,0,100,1879,386,2268
304021088,45,448,491,1114,84,1196,668,26,695,819,18,837,309,13,316,99,8,100,3046,591,3635
304021089,16,127,147,341,27,367,246,16,258,391,3,397,155,11,162,36,0,36,1194,183,1376
304021090,44,544,587,937,87,1023,578,25,605,766,15,785,268,0,265,72,5,74,2668,671,3337
304021091,18,200,219,520,30,556,294,9,306,393,3,397,206,7,210,76,0,80,1514,251,1762
304031092,39,413,448,682,78,764,420,22,436,604,20,623,254,13,265,74,0,79,2075,540,2612
304031093,24,482,506,587,70,655,292,24,315,342,4,344,147,4,146,44,3,45,1435,578,2016
304031094,75,1190,1268,1373,387,1756,831,179,1012,788,60,844,239,25,260,92,3,96,3395,1851,5240
304031095,50,822,869,739,128,865,360,21,382,378,13,386,146,3,155,51,0,50,1726,988,2710
304031096,36,1050,1090,1040,514,1556,472,254,726,432,90,517,136,46,187,46,19,62,2170,1975,4147
304031097,61,1280,1335,1119,325,1442,490,139,627,402,48,453,109,18,130,32,5,36,2214,1805,4021
304041098,76,1144,1226,954,204,1156,475,57,530,463,26,485,165,3,172,48,4,50,2181,1436,3618
304041099,0,0,5,7,0,7,4,0,4,0,0,5,0,0,0,0,0,0,8,4,11
304041100,59,812,867,885,113,996,432,26,466,419,10,429,140,8,148,65,0,63,2000,966,2966
304041101,51,816,866,907,168,1073,536,36,575,588,28,617,215,10,221,56,0,61,2351,1064,3414
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,120,894,1011,1738,115,1851,1054,48,1099,1280,15,1291,507,9,520,151,0,151,4847,1080,5924
304041104,74,437,511,1132,63,1193,720,13,738,941,12,950,335,5,338,125,0,126,3325,531,3855
305011105,96,2695,2794,1748,801,2548,490,227,720,226,68,300,39,24,67,13,10,17,2623,3820,6449
305011106,67,2813,2885,1324,733,2056,310,116,429,113,45,157,13,11,29,6,0,4,1841,3721,5562
305011107,39,838,875,648,222,862,306,83,395,289,43,333,123,21,144,46,7,52,1454,1214,2664
305011108,83,1996,2074,1528,574,2100,372,165,534,171,57,227,53,14,68,19,0,20,2218,2810,5025
305011109,66,2567,2634,1745,515,2259,523,131,652,353,62,412,113,18,132,37,4,47,2841,3296,6133
305011110,85,2523,2609,1818,839,2657,543,163,710,310,57,369,76,12,92,19,4,24,2852,3605,6461
305011111,45,1151,1194,766,380,1146,311,146,463,173,67,245,42,14,53,10,6,18,1345,1766,3116
305011112,101,2330,2427,1979,625,2605,758,170,928,569,76,647,181,23,203,75,10,83,3668,3219,6886
305021113,38,423,456,479,70,544,310,26,332,295,13,311,108,4,112,27,0,27,1248,529,1781
305021114,62,744,806,945,143,1089,424,29,449,435,11,449,149,11,157,41,3,44,2057,938,2992
305021115,45,880,921,728,277,997,275,110,386,228,46,271,88,9,102,32,15,51,1392,1331,2725
305021116,33,467,498,496,97,591,302,35,338,361,11,368,125,4,131,32,3,37,1352,610,1961
305021117,120,1537,1661,1642,442,2081,825,162,984,803,59,865,214,28,241,62,5,65,3674,2229,5898
305021118,40,528,567,711,169,876,407,42,454,442,25,470,172,8,181,43,4,47,1822,779,2598
305031119,40,763,801,610,215,825,182,42,230,128,21,148,40,11,49,11,0,10,1017,1050,2065
305031120,33,695,730,757,165,921,393,62,456,371,12,382,136,6,142,33,0,36,1728,942,2668
305031121,32,871,903,697,152,848,265,36,303,266,12,274,139,3,139,48,0,48,1443,1075,2517
305031122,74,1825,1897,1208,307,1507,552,64,618,525,21,546,210,4,212,51,0,52,2613,2224,4831
305031123,19,292,312,409,48,456,251,18,267,392,13,406,138,0,137,37,0,38,1245,380,1615
305031124,50,1309,1358,966,239,1204,287,57,338,217,14,229,90,0,92,43,0,40,1639,1615,3258
305031125,34,365,399,506,48,558,309,19,328,332,12,343,153,4,152,30,4,33,1363,454,1818
305031126,59,1241,1300,1013,443,1453,459,174,628,425,79,503,119,26,141,47,10,60,2125,1972,4094
305031127,21,537,557,506,153,660,263,77,338,286,26,312,96,7,107,34,4,36,1203,803,2004
305031128,127,4370,4502,3163,1244,4404,701,191,895,249,38,296,64,3,66,17,0,18,4317,5849,10172
305031129,28,335,363,364,60,426,219,33,258,274,12,287,131,3,133,29,0,24,1037,449,1489
305031130,48,1055,1102,935,360,1289,398,92,486,377,39,416,138,19,152,37,0,37,1924,1561,3489
305031131,67,1568,1635,1252,391,1648,556,87,641,543,34,575,193,9,205,60,3,65,2672,2095,4769
305041132,68,1012,1078,1151,218,1368,729,65,791,1013,34,1050,431,8,439,132,4,134,3517,1336,4853
305041133,42,756,796,677,236,910,253,72,327,251,29,278,93,15,111,21,8,30,1343,1118,2458
305041134,60,669,731,902,103,1002,595,60,656,737,32,763,338,14,346,81,4,84,2702,876,3578
305041135,81,1563,1639,1374,378,1752,633,186,818,551,100,645,215,27,242,65,8,69,2914,2259,5175
305041136,35,690,722,610,173,784,310,101,411,321,46,371,95,10,109,28,4,33,1400,1030,2429
305041137,79,1796,1867,1576,618,2194,560,199,756,457,61,528,163,19,179,40,0,41,2873,2695,5568
306011138,31,303,334,600,117,719,345,23,368,360,9,374,142,8,149,71,3,69,1553,464,2021
306011139,100,1152,1250,1786,429,2217,668,64,734,547,37,582,160,12,177,89,7,93,3357,1700,5054
306011140,37,431,464,431,82,513,239,18,259,187,10,198,76,4,82,28,5,30,996,548,1543
306011141,116,748,865,1291,298,1593,776,55,831,949,40,989,328,7,335,187,8,194,3648,1161,4809
306011142,140,1314,1456,1974,400,2370,1003,96,1098,904,65,971,343,25,366,152,10,162,4522,1903,6426
306011143,72,1051,1117,807,251,1063,316,41,360,208,19,233,79,6,88,35,0,38,1518,1368,2889
306021144,53,421,476,763,133,897,466,51,510,451,25,472,218,15,232,178,18,196,2127,659,2790
306021145,82,2125,2208,1114,590,1706,442,157,601,229,72,303,81,28,107,70,19,86,2024,2985,5010
306021146,55,1021,1077,1041,252,1289,459,55,514,404,28,434,149,12,155,101,11,114,2207,1372,3583
306021147,61,788,852,1039,200,1241,580,68,641,576,62,638,285,23,309,242,22,266,2779,1168,3950
306021148,80,684,760,1064,184,1245,513,52,566,516,38,556,228,17,244,154,11,174,2552,989,3538
306021149,62,844,900,1028,186,1215,608,49,659,465,30,495,226,17,242,163,10,173,2562,1135,3694
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,33,1106,1137,582,227,809,307,62,371,184,35,223,102,18,128,81,17,102,1293,1475,2763
306021152,31,1006,1038,515,202,714,248,56,311,189,31,220,62,11,73,71,9,76,1118,1311,2432
306021153,63,560,618,977,118,1095,562,45,604,487,16,505,209,10,217,115,5,117,2405,753,3159
306021154,39,1304,1351,632,291,919,272,62,335,174,35,203,73,17,88,69,9,78,1257,1717,2973
306021155,41,479,518,476,123,599,249,38,286,206,27,233,101,12,110,92,3,94,1160,683,1841
306021156,67,1065,1136,1007,211,1216,442,59,498,404,31,432,149,5,162,74,4,71,2143,1377,3520
306021157,37,762,797,513,269,787,267,45,315,186,22,210,90,16,107,58,11,72,1155,1132,2283
306031158,42,473,514,598,195,794,227,40,259,173,22,192,95,13,108,72,4,76,1203,753,1957
306031159,50,1249,1300,1004,304,1305,466,61,524,363,55,421,167,25,197,147,16,160,2202,1713,3911
306031160,52,843,897,1041,430,1467,415,76,487,329,72,399,146,28,174,104,12,122,2086,1456,3546
306031161,85,1395,1479,1558,837,2389,471,99,570,405,60,466,198,38,235,121,20,138,2820,2446,5270
306031162,0,3,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
306031163,0,56,56,54,17,76,50,3,56,76,3,81,62,4,64,177,0,175,417,82,503
306041164,49,835,882,868,359,1228,287,55,338,271,49,321,115,18,135,86,17,105,1677,1328,3006
306041165,50,725,772,721,611,1331,244,95,337,183,60,245,68,17,87,33,15,48,1295,1524,2822
306051166,96,1542,1637,1521,435,1959,533,85,617,452,56,510,227,29,254,138,25,163,2962,2166,5132
306051167,50,814,867,707,268,976,254,48,294,148,31,182,93,19,110,78,13,92,1325,1185,2514
306051168,46,510,553,579,176,756,231,45,279,178,30,206,103,21,124,81,5,86,1215,795,2009
306051169,86,941,1022,1299,417,1709,416,79,493,361,45,398,169,26,192,136,10,143,2459,1507,3967
306051170,79,1308,1396,1440,438,1878,546,91,637,468,73,541,241,36,279,204,24,225,2976,1972,4957
307011171,36,551,580,501,222,718,210,29,241,168,19,185,91,9,103,63,10,73,1069,837,1900
307011172,57,944,1002,906,268,1169,412,62,471,370,57,425,207,32,234,125,16,138,2068,1375,3442
307011173,44,676,720,697,198,895,310,48,363,276,27,301,148,13,161,72,7,79,1544,961,2505
307011174,34,528,561,528,112,636,193,27,220,147,23,163,80,11,96,55,5,63,1038,696,1738
307011175,26,584,615,498,173,669,171,33,203,147,17,173,81,14,96,53,7,60,976,831,1808
307011176,80,880,963,688,234,922,334,47,386,316,27,344,140,27,170,68,13,77,1631,1225,2858
307011177,60,661,721,696,268,966,272,39,311,253,38,295,124,21,139,83,8,88,1486,1038,2522
307011178,32,518,548,446,142,582,169,44,208,112,20,137,61,10,70,66,8,74,882,728,1614
307021179,58,1015,1068,1301,256,1555,411,48,459,329,30,358,191,14,207,123,7,131,2415,1368,3783
307021180,55,671,726,887,149,1040,380,39,425,327,23,350,182,15,201,125,7,137,1961,909,2871
307021181,17,411,428,415,95,516,144,25,179,119,21,143,55,6,64,40,3,48,799,566,1367
307021182,37,476,521,698,113,808,279,37,316,239,24,256,140,15,157,98,6,104,1489,670,2164
307021183,109,1731,1847,1948,335,2285,867,89,960,780,61,842,378,30,410,261,11,273,4351,2261,6614
307031184,38,482,518,711,99,809,249,19,262,193,20,218,132,8,139,63,0,66,1388,626,2015
307031185,36,418,457,647,101,752,200,31,231,164,11,177,97,7,105,56,0,54,1204,567,1768
307031186,28,545,570,735,130,863,231,29,262,189,19,204,104,4,110,60,5,64,1350,731,2078
307031187,39,852,888,769,115,884,214,36,245,194,21,215,94,4,100,39,4,48,1351,1030,2385
307031188,46,581,624,899,164,1067,270,38,310,235,17,254,134,27,158,90,11,99,1675,842,2522
307031189,90,1982,2067,2048,295,2347,759,79,836,615,39,652,308,24,341,205,14,220,4030,2434,6460
308011190,60,748,803,631,215,845,333,57,387,312,34,349,164,16,181,109,8,122,1615,1075,2686
308011191,75,995,1067,794,518,1311,304,79,385,302,53,360,175,31,209,102,21,123,1754,1704,3455
308011192,128,1327,1456,1294,377,1673,707,96,802,749,55,807,388,27,419,199,10,207,3462,1898,5358
308031205,58,1058,1113,733,233,965,349,43,392,289,29,316,142,10,155,86,13,101,1654,1389,3038
308031206,27,174,194,238,55,294,95,6,108,80,5,81,39,8,51,30,8,39,508,252,761
308031207,68,632,701,838,373,1213,273,41,313,208,23,231,106,5,109,76,3,76,1561,1080,2648
308031208,75,883,957,1111,125,1238,521,29,553,482,12,494,190,12,202,102,3,104,2481,1070,3544
308031209,52,149,196,489,57,550,227,13,243,283,9,290,137,3,144,64,5,72,1247,237,1487
308031210,120,822,941,1179,236,1417,710,54,765,642,34,680,337,27,367,217,4,225,3211,1183,4393
308031211,48,496,547,509,111,620,248,39,283,254,25,276,90,6,106,71,4,74,1227,679,1910
308031212,20,510,535,350,112,463,124,31,162,81,17,98,32,16,44,37,0,36,647,697,1346
308031213,80,905,986,1234,155,1385,575,45,621,598,30,629,240,16,258,109,9,121,2838,1164,4006
308031214,43,706,747,575,98,673,274,30,303,228,17,249,118,6,128,62,8,64,1301,858,2164
308031215,64,674,741,697,132,834,427,51,480,387,22,413,167,14,179,105,8,112,1843,901,2747
308031216,62,794,853,731,119,850,321,37,356,274,15,296,100,8,106,48,0,48,1535,972,2501
308031217,17,601,614,359,114,469,157,28,183,108,14,121,46,3,51,37,6,46,725,756,1482
308031218,39,261,303,437,88,525,180,19,192,172,15,183,75,6,81,53,6,58,951,388,1341
308031219,47,368,415,505,159,665,215,42,260,196,36,232,101,21,125,78,6,88,1148,628,1783
308031220,38,226,267,355,66,414,119,19,136,133,16,147,70,5,77,46,0,45,763,325,1089
308031221,0,4,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10
308031222,67,1085,1151,786,191,977,382,58,436,347,23,369,133,14,145,64,5,73,1778,1375,3148
308031223,247,2019,2265,2514,705,3217,1083,95,1181,950,68,1027,403,28,436,194,6,197,5403,2926,8327
308041528,69,1032,1104,1021,353,1367,376,60,438,364,47,420,219,21,243,104,15,120,2162,1529,3692
308041529,47,707,755,591,187,781,266,61,332,294,34,323,104,22,123,59,11,69,1366,1020,2384
308051530,80,888,966,993,602,1593,284,72,353,235,64,302,102,25,131,66,14,72,1760,1663,3417
308051531,82,863,943,1195,282,1478,578,31,607,552,13,561,235,7,240,114,0,119,2757,1206,3956
308051532,0,10,10,7,13,20,0,0,0,0,0,5,0,0,0,0,0,0,8,26,38
308051533,132,1160,1294,1405,252,1659,776,59,827,814,32,851,375,15,388,193,8,205,3692,1532,5224
308051534,42,1358,1394,697,224,925,311,48,355,223,22,239,79,17,93,46,0,50,1401,1659,3062
308051535,95,699,801,1241,267,1509,576,37,617,612,30,641,308,12,320,213,3,215,3044,1054,4100
308051536,35,305,340,417,50,475,216,13,233,169,13,177,93,3,96,40,0,39,974,383,1360
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,51,465,515,686,108,797,378,31,408,370,21,391,140,12,150,75,4,84,1703,642,2345
308051539,46,800,845,570,152,723,265,33,298,196,12,205,78,0,81,56,3,56,1204,1002,2200
309011224,31,659,692,945,195,1141,482,66,548,466,55,524,161,21,187,65,11,73,2150,1010,3167
309011225,65,1390,1451,1217,520,1737,461,114,576,309,57,359,112,12,122,35,7,33,2200,2087,4289
309011226,77,1184,1263,1652,249,1900,859,77,937,922,52,971,318,16,330,114,8,117,3942,1583,5525
309011227,115,2548,2664,2183,977,3155,617,186,805,340,60,396,95,11,108,27,7,38,3378,3795,7168
309011228,69,1251,1325,1542,350,1896,711,94,809,770,62,834,285,24,307,105,7,107,3483,1787,5270
309011229,49,971,1027,916,330,1241,408,99,509,363,32,397,98,7,101,31,0,35,1863,1444,3312
309021230,52,1207,1256,1088,437,1523,285,66,349,140,22,158,39,10,44,19,3,24,1609,1747,3355
309021231,82,1472,1555,1449,421,1869,677,99,776,638,41,683,201,18,216,76,0,80,3129,2048,5178
309021232,40,796,842,1044,140,1189,599,49,648,602,20,628,231,0,234,102,4,114,2633,1024,3652
309021233,61,868,930,1293,177,1467,735,50,785,847,35,883,300,17,317,148,4,150,3378,1153,4532
309021234,117,2079,2190,2006,700,2708,897,140,1037,801,64,869,270,18,291,108,6,111,4200,3003,7201
309031235,49,747,797,1308,182,1491,705,62,769,621,29,644,237,11,255,146,10,150,3071,1042,4108
309031236,78,1521,1598,1407,383,1793,537,100,635,355,34,391,125,12,134,43,3,45,2557,2045,4599
309031237,66,1617,1680,1603,243,1845,542,54,603,434,26,466,133,3,136,51,5,52,2827,1949,4779
309031238,127,3261,3386,2471,656,3128,1032,144,1175,576,59,634,209,31,237,105,14,109,4517,4156,8675
309031239,66,1044,1109,1633,250,1886,546,58,611,457,31,486,163,15,175,46,7,52,2913,1411,4324
309031240,57,1188,1253,1571,230,1799,487,39,527,368,12,386,132,7,141,71,4,74,2687,1493,4180
309041241,28,350,375,511,82,596,225,15,243,226,11,235,85,3,87,75,3,84,1153,463,1619
309041242,99,1048,1151,1961,258,2220,824,64,882,794,53,850,377,20,396,231,14,247,4287,1458,5744
309051243,32,268,300,647,79,730,385,29,408,491,27,514,223,12,235,160,4,165,1939,425,2365
309051244,95,921,1020,1749,219,1960,1180,76,1252,1354,46,1404,560,24,578,303,12,315,5237,1292,6527
309051245,44,356,400,746,87,832,522,33,554,671,34,710,258,6,267,128,4,132,2367,527,2896
309061246,69,1319,1387,1717,287,2007,825,59,887,703,15,726,243,10,256,116,7,120,3682,1700,5379
309061247,50,535,587,935,121,1055,550,31,582,518,19,534,185,3,190,111,0,120,2357,715,3067
309061248,96,2016,2110,2208,408,2613,1277,105,1384,1193,59,1252,493,36,527,270,14,279,5536,2625,8162
309061249,92,573,673,1507,181,1685,1146,69,1220,1364,54,1423,519,27,543,315,7,317,4946,906,5858
309061250,30,321,351,696,96,797,446,38,482,515,30,545,258,14,268,202,6,205,2151,500,2651
309071251,121,770,889,1632,342,1972,1240,167,1406,1306,113,1425,604,48,650,294,25,321,5198,1462,6664
309071252,84,1092,1173,1930,232,2166,1134,71,1204,1208,57,1266,489,23,510,284,8,296,5128,1482,6610
309071253,105,1145,1253,2443,366,2807,853,59,920,686,45,732,198,13,213,90,0,91,4371,1639,6014
309071254,24,300,323,579,85,667,303,19,322,239,9,247,101,3,113,54,6,56,1315,421,1735
309071256,86,887,973,1605,184,1788,1110,70,1178,1256,38,1289,486,14,501,297,9,306,4826,1203,6032
309071552,47,539,586,907,111,1014,601,47,649,732,39,767,331,17,347,174,8,180,2787,759,3545
309071553,51,415,465,1034,97,1136,692,33,731,762,22,784,388,18,403,243,12,251,3173,597,3771
309071554,48,402,451,1032,128,1164,585,45,630,598,31,624,276,17,293,143,10,152,2687,630,3318
309071555,47,348,401,777,194,968,660,102,756,620,67,688,267,35,300,227,14,247,2601,771,3370
309071556,53,297,354,862,96,960,716,51,767,874,37,907,359,9,367,194,0,197,3057,496,3554
309071557,84,820,909,1665,250,1918,1221,103,1326,1297,68,1358,613,48,655,375,17,394,5254,1299,6556
309071558,29,273,303,652,131,783,453,50,502,419,27,450,170,6,178,129,6,137,1853,489,2346
309081259,15,397,411,564,52,620,245,25,274,260,16,270,65,3,71,45,0,46,1199,497,1696
309081260,46,581,628,772,136,911,504,46,547,426,13,437,123,6,129,51,0,49,1914,781,2699
309081262,103,1545,1652,1842,375,2213,1059,141,1203,925,74,999,319,21,342,117,7,125,4364,2169,6534
309081559,74,1116,1183,1761,262,2025,1032,84,1109,1067,55,1123,359,22,384,180,8,188,4478,1543,6020
309081560,73,884,957,1252,183,1435,618,68,688,397,33,427,131,8,134,40,0,39,2504,1175,3679
309091263,59,1224,1287,1265,238,1501,686,77,769,752,36,787,240,5,252,121,4,122,3125,1593,4720
309091264,19,332,351,555,114,663,385,52,429,396,29,424,178,23,200,104,13,117,1641,556,2191
309091265,23,362,380,783,156,935,539,60,596,543,58,596,210,22,231,141,10,154,2226,660,2892
309091540,110,3252,3366,2409,1098,3507,849,221,1077,396,78,476,130,32,163,66,15,82,3958,4710,8665
309091541,105,2546,2652,2218,657,2873,1092,252,1338,686,123,809,263,34,301,122,18,141,4492,3627,8121
309101267,45,661,702,1081,162,1238,585,45,637,632,31,664,250,13,262,100,3,104,2693,914,3607
309101268,21,378,403,578,92,680,253,42,294,316,22,340,108,12,118,48,0,48,1337,546,1882
309101269,29,721,753,779,272,1052,161,50,213,66,17,80,17,0,22,10,3,18,1066,1067,2136
309101561,93,2501,2600,1929,705,2628,466,162,630,237,79,315,83,17,99,24,12,34,2828,3473,6299
309101562,80,2694,2776,1822,917,2742,544,251,798,375,105,478,107,36,138,56,16,67,2984,4017,7003
310011271,19,391,411,427,98,525,284,23,310,261,19,276,111,4,117,78,4,84,1178,542,1725
310011272,32,945,976,705,119,828,429,32,463,404,21,428,191,10,199,188,5,191,1956,1131,3085
310011274,66,1594,1655,1423,349,1775,1101,166,1261,870,89,957,508,56,556,567,37,605,4528,2288,6818
310011275,50,607,663,843,159,1006,528,52,586,545,23,574,204,6,213,88,4,86,2266,859,3125
310011276,14,212,225,225,62,279,148,26,171,105,16,125,73,5,80,74,9,85,630,326,959
310011563,24,413,441,657,99,762,513,42,561,502,27,527,251,12,262,213,4,220,2159,612,2770
310011564,118,1480,1595,2157,234,2390,1410,75,1484,1426,62,1486,580,24,600,359,9,365,6042,1880,7924
310021277,60,1104,1162,1781,252,2035,619,49,670,589,30,619,288,16,298,162,16,175,3497,1468,4965
310021278,47,659,708,825,142,965,218,21,243,180,6,191,82,4,84,67,0,69,1411,838,2250
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,109,1638,1744,2437,411,2849,1094,98,1193,1000,69,1072,484,36,515,375,18,396,5502,2267,7770
310021281,71,1029,1098,1612,222,1836,741,48,791,737,33,762,373,21,390,263,12,280,3800,1366,5162
310021282,67,1055,1120,1451,228,1675,675,78,747,601,45,649,334,26,363,207,18,223,3333,1444,4778
310031283,72,1334,1408,1257,209,1461,689,55,745,594,34,631,287,23,304,194,10,199,3087,1665,4753
310031284,54,991,1041,1067,194,1261,536,71,613,407,34,437,207,18,223,134,12,140,2401,1321,3726
310031285,42,477,518,736,75,812,429,18,446,399,7,406,183,9,197,81,3,86,1876,588,2465
310031286,47,903,949,717,146,870,367,27,391,276,22,297,124,5,126,68,0,68,1601,1109,2705
310031287,109,2431,2545,2080,406,2485,1017,105,1120,798,39,835,340,37,377,215,13,232,4557,3027,7586
310031288,30,224,250,479,45,521,288,12,301,296,0,295,129,4,134,59,0,60,1275,284,1566
310031289,34,257,294,691,47,735,369,18,387,445,11,463,220,9,231,107,0,106,1873,341,2209
310031290,36,276,311,683,29,711,388,8,395,430,3,434,164,3,169,72,0,68,1764,322,2089
310031291,40,854,895,811,171,980,525,53,583,380,23,400,190,15,201,146,5,148,2086,1121,3206
310031292,32,860,890,809,143,949,346,26,373,251,14,266,120,7,133,76,5,83,1637,1055,2692
310031293,112,1329,1439,1595,182,1780,841,64,902,840,25,864,406,15,420,232,11,246,4028,1623,5651
310031294,64,748,812,1199,178,1374,831,62,893,854,28,883,352,19,370,158,9,160,3450,1042,4486
310031295,13,293,309,279,69,346,148,36,187,105,24,128,49,9,63,68,5,72,667,436,1107
