SA2_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
123021705,37,2000,737,380,1911,0.9,1667,2.9
123021706,36,1800,590,340,1580,0.9,1377,2.9
123031445,40,2167,761,410,2101,0.8,1836,2.9
123031446,36,2600,961,495,2624,0.8,2478,3.2
123031447,36,2171,827,400,2169,0.8,1881,2.8
123031448,38,2383,867,410,2346,0.8,2290,3.1
124011449,52,1733,731,380,1814,0.7,1334,2.1
124011450,41,2265,969,440,2652,0.8,2292,2.8
124011451,61,2353,724,0,1375,0.4,1624,1.8
124011452,50,1733,691,380,1790,0.7,1250,2.1
124011453,43,1950,783,400,2129,0.8,1751,2.5
124011454,43,2167,894,420,2402,0.7,2041,2.6
124011455,50,2090,743,430,1978,0.7,1541,2.3
124021456,68,0,1124,150,0,0.7,900,1
124031457,35,2058,820,400,2016,0.8,1804,2.7
124031459,40,2200,930,435,2470,0.8,2119,2.7
124031460,35,2300,1009,465,2588,0.8,2421,3.1
124031461,37,2110,845,400,2091,0.8,1753,2.6
124031462,34,2126,839,370,2072,0.8,1705,2.7
124031463,35,2773,1020,530,2823,0.8,2693,3.3
124031464,35,1777,812,380,1850,0.8,1396,2.1
124031465,35,2383,965,417,2505,0.8,2329,3.1
124031707,34,2167,897,410,2304,0.8,2116,3
124031708,31,2600,1052,530,2506,0.8,2444,3.3
124041466,39,2167,787,400,2023,0.8,1585,2.4
124041467,35,2100,842,390,2139,0.8,1804,2.6
124041468,38,2500,819,470,2287,0.8,2270,3.3
124051469,37,2167,904,450,2397,0.8,2349,3.2
124051470,36,2167,847,440,2183,0.8,2064,3
124051580,34,1950,739,390,1770,0.9,1564,2.8
124051581,35,1842,717,360,1683,0.9,1393,2.5
125011475,51,0,824,243,1874,0.7,1874,2.5
125011582,31,2056,571,450,1424,1.3,1558,3.4
125011583,30,1733,641,380,1439,1.3,1492,3
125011584,33,2167,496,430,1476,1.1,1510,3.5
125011585,37,2000,597,380,1610,1,1540,3
125011586,35,2230,702,480,1856,1.1,1880,3
125011587,36,1952,568,370,1575,1,1414,3
125011709,37,2388,990,520,2526,1,2270,2.8
125011710,32,2300,1148,510,2265,1.2,2000,2.1
125021477,37,2600,801,430,2260,0.9,1953,2.8
125021478,39,2600,758,420,2170,0.9,1836,2.8
125021711,41,2600,785,520,2328,0.9,2138,3
125021712,38,2500,796,490,2168,1,2098,3
125031479,34,2167,519,400,1577,1,1415,3.2
125031480,36,1850,478,300,1394,1.1,1185,3
125031481,31,2000,630,420,1648,1.2,1584,3.1
125031483,31,2100,473,360,1404,1.1,1221,3.2
125031484,33,2167,588,400,1663,1,1456,3
125031486,40,1500,849,366,1625,1.3,1375,1.8
125031487,49,0,349,462,949,1.1,1125,2
125031713,39,2500,742,480,2150,0.8,1926,3
125031714,33,2000,631,395,1668,1.1,1458,2.9
125031715,38,2500,895,500,2559,0.9,2336,3.1
125031716,36,2331,689,458,1968,0.9,1726,3
125041489,35,2080,944,410,2264,1,1858,2.3
125041490,41,2945,909,550,2605,0.8,2400,3
125041491,34,2167,1005,420,2401,1,2071,2.5
125041493,38,2200,805,435,2297,0.9,2009,2.8
125041494,40,2700,936,530,2703,0.8,2417,3
125041588,36,2250,836,420,2292,1.1,2054,2.9
125041589,33,2167,926,420,2356,1.2,2175,2.8
125041717,31,2078,1121,450,2380,1.3,2145,2.3
125041718,32,1880,845,400,2051,1.2,1947,2.6
125041719,32,1900,833,375,1975,1.2,1747,2.5
126011496,42,3000,1049,530,3187,0.8,2779,2.9
126011720,36,2605,1024,500,2755,1,2379,2.8
126011721,37,2653,918,500,2418,1,2237,2.8
126021498,40,3000,1197,460,3178,0.9,2306,2.4
126021499,46,4333,1254,535,4584,0.8,3363,2.7
126021500,34,2383,903,470,2340,1.1,1916,2.2
126021501,38,2800,1051,521,2974,1,2429,2.7
126021503,36,2400,993,420,2420,1,2016,2.4
126021590,43,3467,1082,700,3303,0.8,3059,3
126021722,43,2817,923,600,2780,0.8,2563,3
126021723,39,2750,759,450,2183,1,1950,2.8
126021724,39,2500,880,430,2410,1,1886,2.5
126021725,34,2500,1144,500,2500,1.2,2157,2.3
127011504,33,1842,453,265,1232,1,1026,3
127011505,34,2500,787,500,2115,0.8,2040,3.2
127011592,46,0,949,182,2083,0.8,2166,2.6
127011593,38,2167,725,550,2346,0.9,2408,3.6
127011594,37,2044,577,450,1743,1,1771,3.5
127011595,35,2167,670,480,1993,0.9,2038,3.6
127011596,33,2342,761,500,2259,0.9,2245,3.6
127011597,33,2429,807,525,2408,0.9,2410,3.7
127011726,35,2661,954,530,2421,0.8,2271,2.9
127011727,30,2600,1123,530,2629,0.8,2547,3.2
127011728,33,2650,889,550,2343,0.8,2269,3.2
127011729,30,2628,1025,530,2381,0.9,2345,3.3
127021509,38,2000,516,400,1611,1,1568,3.3
127021510,41,2167,558,470,1856,0.9,1738,3.3
127021511,40,1517,467,330,1311,1.1,1213,3
127021512,37,1950,497,380,1520,1,1437,3.3
127021513,38,1805,478,360,1455,1.1,1406,3.3
127021514,39,2167,534,450,1805,0.9,1816,3.4
127021515,40,1733,453,365,1243,1.1,1085,2.9
127021516,37,2056,457,450,1409,1,1370,3.4
127021517,41,2044,473,450,1519,0.9,1477,3.3
127021518,44,3000,779,435,2473,0.8,2357,3.4
127021519,38,2167,491,420,1531,1,1369,3.1
127021520,42,2080,490,450,1576,0.9,1558,3.3
127021521,56,0,537,400,3499,1.3,1792,1.9
127031522,35,2167,646,450,1917,0.9,1724,3.2
127031523,37,2400,808,500,2274,0.8,2117,3.1
127031524,35,2275,1036,495,2652,0.9,2462,3.1
127031599,33,2000,472,350,1330,1,1132,3
127031601,35,1517,605,320,1405,1.1,1119,2.3
127031730,31,2800,1006,550,2619,0.9,2558,3.4
127031731,33,1733,700,375,1525,1.1,1342,2.3
127031732,36,1733,479,360,1420,1,1231,2.9
127031733,34,2200,754,520,2291,0.9,2309,3.6
128011529,41,2856,1041,530,2897,0.8,2426,2.8
128011530,40,2600,940,490,2470,0.9,2002,2.5
128011531,46,2817,852,550,2410,0.8,2015,2.6
128011602,38,2546,1020,470,2531,0.9,1893,2.3
128011603,42,3400,1042,729,3179,0.8,2721,2.9
128011604,42,2600,1125,500,2682,0.9,2104,2.3
128011605,42,3900,1179,833,3646,0.8,3481,3.2
128011606,40,3000,1156,550,3243,0.9,2562,2.6
128021533,42,2513,948,520,2611,0.8,2234,2.7
128021534,43,2800,977,680,2910,0.8,2828,3.1
128021535,40,2687,987,580,2896,0.8,2690,3
128021536,40,3000,1062,500,3103,0.8,2742,2.9
128021537,23,0,825,370,1625,1.1,1874,3.3
128021538,38,2383,1053,460,2514,0.9,2006,2.3
128021607,39,2600,946,500,2600,0.8,2297,2.9
128021608,40,2676,975,550,2816,0.8,2534,2.9
128021609,43,2682,1026,738,3215,0.8,3159,3.2
197979799,52,0,1687,0,0,0,1499,0
201011001,34,1699,866,370,2218,0.8,1950,2.8
201011002,45,1700,833,315,2276,0.7,1573,2.2
201011005,41,1662,806,330,2270,0.8,1931,2.7
201011006,32,1500,776,360,1855,0.7,1623,2.6
201011007,41,1733,801,370,2236,0.8,2067,3
201011008,38,1300,641,260,1517,0.7,1191,2.3
201011481,41,1300,671,288,1579,0.7,1207,2.1
201011482,40,1560,842,300,2217,0.7,1644,2.4
201011483,36,1387,731,295,1800,0.7,1398,2.3
201011484,39,1179,615,260,1362,0.7,1017,2.1
201021009,43,1700,769,330,2053,0.8,1719,2.5
201021010,49,1300,629,250,1625,0.7,1234,2.3
201021011,52,1603,710,330,1784,0.8,1358,2.1
201021012,44,1684,755,270,2111,0.8,1800,2.7
201031013,53,1010,515,200,1286,0.7,985,2.2
201031014,49,1222,630,220,1552,0.7,1191,2.2
201031015,43,1385,666,250,1768,0.8,1455,2.6
201031016,51,1000,513,240,1220,0.7,875,2.1
201031017,53,1040,494,200,1323,0.7,953,2.2
202011018,40,1300,715,280,1665,0.7,1266,2.1
202011019,37,1300,660,280,1528,0.7,1222,2.4
202011020,43,1430,754,295,1929,0.7,1406,2.2
202011021,37,1398,760,290,1957,0.7,1461,2.3
202011022,41,1300,678,290,1580,0.7,1238,2.2
202011023,37,1690,902,380,2358,0.8,2206,3.1
202011024,38,1744,901,400,2411,0.8,2215,2.9
202011025,34,1463,811,330,1941,0.8,1685,2.7
202021026,40,1625,831,320,2197,0.8,2034,2.9
202021027,50,1408,683,310,1676,0.7,1205,2.1
202021028,52,1484,664,280,1746,0.7,1322,2.2
202021029,52,1387,556,260,1450,0.7,1115,2.2
202021030,46,1737,768,350,2086,0.7,1694,2.4
202021031,45,2000,870,392,2547,0.8,2112,2.6
202031032,46,1300,685,235,1767,0.8,1453,2.5
202031033,52,867,551,161,1375,0.7,1029,2.2
203011034,36,1907,871,381,2325,0.8,2155,3
203011035,39,1733,775,305,2103,0.8,1890,2.9
203011036,43,1733,825,300,2162,0.8,1841,2.6
203021037,36,1700,805,350,2070,0.8,1512,2.3
203021039,40,1701,846,340,2211,0.8,1543,2.1
203021040,37,1842,920,335,2365,0.8,1720,2.3
203021042,38,2000,856,365,2575,0.8,2107,2.7
203021043,37,1753,830,370,2227,0.8,1961,2.7
203021044,40,1603,761,375,1956,0.7,1584,2.5
203021045,44,1359,627,300,1473,0.8,1159,2.2
203021046,40,2167,997,360,2861,0.8,2091,2.5
203021047,42,1560,690,340,1812,0.8,1384,2.3
203021485,31,1755,917,420,2216,0.7,1984,2.6
203021486,35,1300,569,280,1430,0.8,1227,2.6
203021487,36,1733,788,390,2128,0.8,1773,2.6
203021488,38,1207,498,253,1228,0.8,924,2.1
203031048,45,1650,710,380,1784,0.7,1422,2.4
203031049,54,2167,922,400,2127,0.7,1820,2.2
203031051,59,1664,609,340,1429,0.6,1152,2.1
203031052,60,2000,845,400,1965,0.6,1556,2.1
203031053,39,2167,1010,500,2627,0.8,2281,2.7
203031489,35,1916,1013,420,2399,0.8,2208,2.7
203031490,43,2000,861,420,2320,0.7,1888,2.5
204011054,53,1300,652,250,1528,0.7,1151,2.1
204011055,54,1170,624,250,1479,0.7,1142,2.1
204011056,40,1601,735,330,1949,0.7,1570,2.5
204011057,45,1500,744,320,1708,0.7,1385,2.3
204011058,50,1500,720,280,1755,0.7,1311,2.2
204011059,44,1300,640,250,1483,0.7,1166,2.2
204011060,37,1733,935,265,2126,0.8,1883,2.7
204011061,43,1100,559,260,1375,0.9,875,2.1
204011062,52,1510,640,300,1592,0.7,1244,2.2
204021063,50,1252,651,255,1521,0.7,1144,2.1
204021064,52,1365,688,220,1626,0.7,1365,2.4
204021065,48,1300,740,240,1808,0.7,1340,2.3
204021066,43,1300,713,260,1732,0.7,1244,2.2
204021067,48,1500,764,250,1847,0.8,1492,2.5
204031068,49,1560,770,300,1899,0.7,1440,2.3
204031069,43,1500,825,300,1826,0.7,1465,2.3
204031070,48,1387,749,260,1915,0.7,1474,2.4
204031071,50,1400,682,250,1673,0.7,1223,2.3
204031072,51,1200,692,218,1657,0.7,1282,2.2
204031073,39,1387,764,290,1905,0.7,1466,2.4
204031075,45,1690,856,280,2125,0.8,1826,2.6
204031491,33,1705,984,385,2266,0.8,2140,2.9
204031492,40,1300,721,260,1606,0.7,1214,2.2
205011076,39,1625,707,330,1799,0.7,1450,2.5
205011077,47,1517,703,250,1782,0.8,1460,2.5
205011078,43,1500,729,300,1846,0.7,1452,2.4
205011079,40,1647,756,320,1993,0.7,1586,2.5
205021080,0,0,0,0,0,0,0,0
205021081,45,1300,651,280,1516,0.7,1193,2.3
205021082,48,1341,668,240,1619,0.8,1316,2.4
205021083,0,0,0,0,0,0,0,0
205021084,54,1300,571,270,1317,0.7,1028,2.2
205021085,54,1083,540,190,1280,0.7,944,2.1
205021086,60,1300,572,307,1314,0.7,1077,2.1
205031087,53,1300,632,250,1466,0.7,1140,2.1
205031088,51,1900,458,600,1050,0.9,1042,2.3
205031089,46,1500,681,280,1725,0.8,1383,2.5
205031090,46,1452,672,270,1744,0.7,1314,2.4
205031091,51,1517,651,331,1490,0.7,1199,2.2
205031092,42,0,1224,100,2374,0.7,1416,1.5
205031093,50,1473,623,298,1480,0.7,1168,2.2
205041094,42,1300,672,230,1715,0.7,1408,2.5
205041095,44,1083,583,210,1441,0.7,1016,2.2
205041096,43,953,527,215,1263,0.7,941,2.2
205041098,40,1300,742,250,1994,0.8,1653,2.6
205041493,40,1300,715,250,1847,0.7,1387,2.3
205041494,39,1325,820,300,2082,0.7,1634,2.4
205051099,63,1680,487,20,1124,0.5,833,1.4
205051100,51,1300,632,205,1476,0.7,1101,2.2
205051101,42,1300,669,250,1726,0.7,1325,2.4
205051102,39,1300,717,231,1837,0.8,1487,2.5
205051103,41,1300,704,280,1777,0.7,1331,2.3
205051104,53,1196,543,240,1343,0.7,1012,2.2
206011106,33,2000,1236,421,2834,1,2086,2
206011107,35,2000,1000,365,2539,0.9,1780,2.1
206011109,39,2167,954,421,2761,0.9,2243,2.7
206011495,34,2167,1020,431,2718,0.9,2057,2.2
206011496,34,2014,1151,450,2880,0.9,2122,2.1
206011497,37,2100,877,416,2413,0.9,1942,2.4
206011498,38,2297,902,450,2645,0.9,2184,2.6
206021110,38,2200,1100,381,3138,0.9,2106,2.3
206021112,37,2200,1036,396,2710,0.9,1975,2.3
206021499,38,2427,1127,461,3164,0.9,2248,2.4
206021500,36,2348,1210,490,3203,0.9,2318,2.3
206031113,37,2450,1075,370,3024,0.9,2189,2.4
206031115,34,2000,925,325,2221,0.9,1568,2
206031116,38,2167,1114,400,2926,0.9,2108,2.2
206031501,40,2400,1019,381,2926,0.9,2190,2.5
206031502,37,2167,1114,371,2896,0.9,2052,2.2
206041117,27,1850,648,365,2064,1,1287,1.8
206041118,32,2000,1185,415,2462,1.1,1956,1.8
206041119,42,2400,1507,481,3733,0.9,2345,1.8
206041120,32,1772,1312,401,3083,0.7,2178,1.8
206041121,35,2166,1245,416,3063,0.9,2214,2.1
206041124,27,2000,542,397,2567,1,1884,2.1
206041125,40,2100,1419,457,3284,0.9,2251,1.8
206041127,46,0,1999,0,0,0,1749,0
206041503,31,1758,904,375,2248,1,1518,1.7
206041504,26,1725,639,361,1520,1,1088,1.7
206041505,29,1710,863,376,1945,1.1,1448,1.7
206041506,31,2024,947,381,2475,1,1710,2
206041507,61,0,3250,0,7000,0.1,7000,2
206041508,33,2000,1225,430,2681,1,2055,1.8
206041509,31,1820,1156,409,2385,1,1879,1.8
206041510,31,2103,1040,390,2397,1.1,1780,1.9
206051128,40,2600,1335,495,3335,0.9,2298,2.1
206051129,38,2300,1357,415,3210,0.9,2091,1.9
206051130,43,2507,1367,522,3285,0.9,2344,2.1
206051134,34,2100,1210,382,2894,0.9,1986,1.9
206051511,32,2290,1338,585,2967,0.9,2393,2.1
206051512,39,2250,1305,421,3091,0.9,2106,1.9
206051513,35,1995,1214,381,2719,1,1788,1.7
206051514,38,2000,1228,392,2787,1,1850,1.7
206061135,38,2473,1353,421,3376,0.9,2205,2
206061136,34,2200,1333,421,3113,0.9,2094,1.8
206061138,46,3130,1416,490,3904,0.8,2532,2.1
206061515,32,2000,1410,426,2935,1,2037,1.6
206061516,35,2200,1323,395,3086,0.9,2000,1.8
206071139,33,2167,1349,425,3024,1,2194,1.9
206071140,34,2600,1198,541,3081,0.9,2350,2.3
206071141,33,2167,1324,425,2817,1,2120,1.9
206071142,35,2500,1233,451,3072,1,2186,2
206071143,36,2500,1227,481,3207,0.9,2293,2.2
206071145,37,2600,1328,500,3533,0.9,2530,2.3
206071517,33,2500,1501,508,3516,0.9,2578,2.1
206071518,34,2058,1170,400,2664,1,2004,1.9
207011146,41,3000,1000,459,3422,0.8,2743,2.8
207011147,43,3000,868,461,2556,0.8,2011,2.6
207011148,42,3103,850,554,2726,0.8,2349,2.9
207011149,43,3000,1049,490,3294,0.8,2472,2.6
207011150,41,3000,1150,522,3571,0.8,2909,2.7
207011152,36,2486,1225,411,3203,0.9,2223,2.2
207011154,41,3000,1047,466,3166,0.9,2484,2.7
207011155,44,3174,1083,475,3538,0.8,2701,2.7
207011519,35,2800,1208,402,3536,0.9,2298,2.2
207011520,34,2100,1208,400,3116,0.9,2048,2
207011521,42,3033,1088,501,3364,0.8,2572,2.6
207011522,41,3000,1127,456,3259,0.8,2453,2.5
207021156,45,2400,740,460,2206,0.7,1809,2.6
207021157,40,2167,722,450,1957,0.8,1592,2.4
207021159,46,2700,779,511,2419,0.8,2159,2.8
207021160,45,2500,755,475,2231,0.8,1917,2.7
207021424,43,2400,703,496,2158,0.8,1932,2.8
207021425,40,2383,696,460,1979,0.8,1655,2.6
207031161,40,2300,898,420,2557,0.8,2045,2.6
207031162,42,2255,753,409,2371,0.8,1858,2.6
207031163,35,2080,682,391,1914,0.9,1438,2.3
207031164,39,2492,788,440,2304,0.8,1920,2.6
207031165,33,2437,635,401,2119,0.8,1559,2.4
207031166,41,2147,680,439,1972,0.8,1607,2.6
207031167,42,2600,1070,462,3092,0.8,2383,2.5
208011168,47,3000,1039,612,3296,0.8,2616,2.7
208011169,47,3467,1248,600,3808,0.8,2703,2.4
208011170,44,3322,1067,602,3421,0.8,2715,2.7
208011171,40,2500,1018,450,2975,0.9,2286,2.5
208011172,43,3000,1038,471,3383,0.8,2415,2.5
208011173,48,2800,1088,486,3310,0.8,2359,2.4
208021174,40,2500,968,491,2863,0.9,2234,2.6
208021176,36,2025,1010,395,2537,0.9,1872,2.2
208021177,35,2500,1105,426,3012,0.9,2183,2.4
208021178,41,2773,1043,485,2988,0.8,2285,2.5
208021179,38,2447,1194,426,3216,0.9,2166,2.3
208021180,38,2167,934,416,2540,0.9,2052,2.5
208021181,38,2200,1023,390,2798,0.9,2086,2.4
208021182,36,2162,1014,391,2670,0.9,1972,2.3
208021426,39,2500,921,508,2656,0.9,2246,2.8
208021427,40,2513,937,489,2627,0.8,2169,2.6
208031183,42,2103,843,510,2549,0.8,2342,3
208031184,49,2500,929,504,2250,1,966,1.3
208031185,44,2100,894,420,2370,0.8,1850,2.4
208031186,41,2064,962,381,2411,0.8,1717,2.2
208031187,40,2001,809,412,2313,0.8,1864,2.6
208031188,40,2167,924,421,2470,0.8,1850,2.3
208031189,40,2200,1023,440,2706,0.8,2222,2.6
208031190,42,2167,984,392,2604,0.8,1887,2.3
208031191,41,2300,912,437,2513,0.9,2043,2.6
208031192,22,0,0,486,0,1,0,3
208031193,42,2253,976,400,2807,0.8,2082,2.5
208041194,40,2800,1253,410,3488,0.9,2359,2.3
208041195,38,2932,1049,421,3292,0.9,2381,2.5
209011196,39,2013,706,385,1966,0.8,1703,2.7
209011197,41,2167,908,400,2477,0.8,2075,2.6
209011198,40,2300,1017,401,2772,0.8,2099,2.4
209011199,35,2053,782,355,2139,0.9,1616,2.3
209011200,41,2500,1070,440,3041,0.9,2274,2.4
209011201,45,3000,1173,451,3549,0.8,2900,2.7
209011202,42,2167,954,415,2549,0.8,2067,2.5
209011203,40,2200,909,400,2487,0.8,2024,2.6
209011204,39,2037,872,390,2410,0.8,1953,2.6
209021205,34,2000,678,369,2091,0.9,1723,2.6
209021428,36,2000,860,391,2287,0.9,1782,2.3
209021429,38,2134,894,400,2455,0.9,1968,2.5
209021523,36,1863,772,356,1978,0.9,1541,2.3
209021524,43,2000,584,371,1701,0.8,1440,2.6
209021525,37,1967,688,347,1910,0.9,1398,2.3
209021526,37,2005,860,361,2211,0.9,1740,2.4
209031209,43,2297,984,450,2843,0.8,2460,2.8
209031210,41,2000,902,420,2402,0.8,2165,2.8
209031211,42,1811,774,301,2077,0.8,1814,2.7
209031212,47,2200,876,300,2483,0.8,2247,2.9
209031213,42,2263,951,480,2802,0.8,2548,3
209031214,43,2500,1020,462,3053,0.8,2825,3
209031215,39,2167,958,429,2734,0.8,2493,2.9
209041216,36,2000,737,381,2256,0.8,1834,2.7
209041217,40,1900,637,380,1689,0.8,1418,2.4
209041220,40,1760,730,365,2053,0.8,1797,2.8
209041221,39,1733,692,369,1888,0.8,1642,2.7
209041223,39,1700,505,350,1387,0.8,1223,2.6
209041224,33,1800,862,361,2127,0.8,2000,3
209041225,37,2000,783,375,2131,0.8,1844,2.8
209041431,37,1712,694,360,1832,0.9,1673,2.9
209041432,39,1500,634,350,1599,0.9,1442,2.7
209041433,32,1815,784,381,1954,0.9,1845,3.2
209041435,35,1950,865,400,2346,0.9,2241,3.2
209041436,37,1787,778,380,2147,0.8,1896,2.8
209041437,30,2000,840,391,2027,0.9,1979,3.3
209041527,34,2000,900,400,2342,0.8,2171,3.1
209041528,32,2000,967,386,2261,0.8,2118,2.9
209041529,38,1665,521,350,1391,0.9,1222,2.6
209041530,37,1876,559,365,1593,0.9,1445,2.9
209041531,33,1900,859,378,2103,0.8,1895,2.9
209041532,32,1950,903,390,2173,0.8,2109,3.2
210011226,39,2087,889,401,2292,0.8,1761,2.3
210011227,46,0,2666,0,0,0,0,0
210011228,45,2022,759,396,2232,0.8,1816,2.6
210011230,40,2399,974,435,2758,0.8,2232,2.6
210011231,41,2500,992,450,2956,0.8,2435,2.8
210011533,44,2167,666,400,2039,0.8,1582,2.6
210011534,43,2167,760,406,2257,0.8,1908,2.6
210021232,40,2167,942,430,2656,0.8,2307,2.8
210021233,45,2400,1003,371,2860,0.8,2469,2.7
210021234,42,2000,885,400,2393,0.8,2159,2.8
210021235,40,1930,832,365,2237,0.8,2006,2.7
210031236,38,2167,879,401,2380,0.9,1975,2.5
210031237,34,1878,594,380,1691,0.9,1436,2.8
210031439,39,2000,920,421,2577,0.8,2159,2.7
210031440,36,2000,687,376,1864,0.8,1537,2.5
210031535,34,1886,701,369,1830,0.9,1523,2.6
210031536,33,1982,852,370,2102,0.9,1871,2.6
210031537,36,2167,1012,401,2623,0.9,2199,2.5
210031538,36,2100,968,400,2470,0.9,2001,2.4
210041240,38,1788,853,371,2315,0.8,2101,2.8
210041539,32,1800,997,394,2241,0.7,2005,2.6
210041540,38,1800,829,351,2169,0.7,1727,2.5
210041541,36,1733,881,376,2231,0.8,1984,2.7
210051242,33,1412,492,331,1280,1,1170,2.8
210051243,34,1500,438,330,1245,1,1104,3
210051245,41,1900,679,371,1936,0.8,1598,2.6
210051246,35,2167,792,430,2315,0.8,2247,3.2
210051247,33,1460,443,346,1342,1,1274,3.3
210051248,39,985,1337,250,3499,0.7,1458,2.8
210051250,39,1733,725,351,1794,0.8,1403,2.3
210051441,34,1517,650,350,1664,0.9,1519,3
210051442,32,1842,741,371,2027,1,1956,3.4
210051443,32,1900,676,375,1885,0.9,1834,3.3
210051445,30,2000,872,400,1984,0.8,1980,3.3
210051542,30,1906,767,396,1845,1,1873,3.4
210051543,31,1900,688,381,1798,1,1748,3.3
210051544,34,1647,515,375,1705,1,1641,3.4
210051545,30,1750,446,395,1590,1,1617,3.8
211011251,38,1829,782,376,1975,0.8,1606,2.4
211011254,39,2117,792,425,2178,0.8,1948,2.8
211011255,41,2200,944,435,2886,0.8,2754,3.1
211011256,41,2000,834,426,2305,0.8,2081,2.8
211011257,41,2162,853,450,2515,0.8,2282,3
211011258,42,2076,844,471,2509,0.8,2360,3
211011259,41,2167,762,427,2106,0.8,1883,2.8
211011260,43,2100,724,427,2151,0.8,1819,2.7
211011446,39,1866,795,376,1997,0.8,1606,2.4
211011447,41,1885,777,370,2071,0.8,1605,2.4
211011448,39,1950,805,405,2229,0.8,1958,2.7
211011449,39,1950,833,368,2291,0.8,2047,2.7
211021261,45,2582,826,451,2717,0.8,2281,2.9
211021262,45,2300,926,486,3051,0.8,2758,3
211031263,38,1849,838,361,2187,0.8,1796,2.6
211031265,40,2162,911,431,2674,0.8,2376,2.9
211031266,37,2000,824,381,2157,0.9,1656,2.4
211031267,39,2100,874,385,2404,0.8,1944,2.6
211031268,43,2200,881,436,2639,0.8,2329,2.8
211031450,38,1886,828,371,2037,0.8,1564,2.3
211031451,41,2071,801,399,2221,0.8,1694,2.5
211031452,38,2000,847,410,2228,0.8,1883,2.6
211041269,43,2117,706,396,2120,0.8,1655,2.5
211041270,38,2167,916,406,2487,0.8,2026,2.5
211041271,39,2167,838,391,2393,0.9,1935,2.6
211041272,40,2383,797,426,2354,0.8,2038,2.8
211041273,46,2383,716,496,2179,0.7,1944,2.8
211051274,40,1950,909,400,2478,0.8,2252,2.8
211051275,38,2167,849,443,2316,0.8,2081,2.8
211051276,45,1733,738,350,1971,0.8,1589,2.5
211051277,38,1967,799,396,2050,0.8,1649,2.5
211051278,40,1950,807,370,2189,0.8,1776,2.6
211051279,42,2000,777,357,2179,0.8,1867,2.8
211051280,40,2000,859,365,2388,0.8,2093,2.8
211051281,36,2000,840,400,2245,0.8,1989,2.8
211051282,45,2017,880,400,2432,0.8,2100,2.6
211051283,37,2000,828,361,2263,0.8,2040,2.8
211051284,41,1950,904,375,2477,0.8,2145,2.7
211051285,39,1950,854,360,2230,0.8,2064,2.9
211051286,42,1684,683,315,1792,0.8,1439,2.5
212011289,41,1980,869,370,2402,0.8,2171,2.9
212011546,33,2000,946,391,2322,0.8,2145,2.9
212011547,40,1950,769,311,2162,0.8,1898,2.8
212011548,35,1939,813,320,2104,0.8,1818,2.7
212011549,32,1733,807,346,1879,0.8,1650,2.7
212011550,31,1950,879,366,2054,0.8,1885,2.9
212011551,35,1517,672,335,1509,0.8,1232,2.3
212011552,33,1800,791,369,1959,0.8,1800,3
212021293,43,2000,818,380,2311,0.7,1882,2.6
212021295,34,1500,582,320,1391,0.9,1260,2.7
212021297,36,1700,607,361,1633,0.9,1494,3
212021299,42,2364,817,400,2640,0.8,2652,3.3
212021453,39,1836,691,369,1992,0.8,1819,2.9
212021454,39,1918,677,383,1893,0.8,1729,2.9
212021455,36,1733,766,370,2083,0.8,1917,3
212021456,34,1738,715,360,1809,0.8,1612,2.8
212021553,35,2100,881,430,2456,0.8,2359,3.3
212021554,33,2000,877,400,2268,0.9,2173,3.1
212031300,34,1634,708,342,1685,0.8,1475,2.7
212031303,32,2167,951,408,2314,0.8,2225,3
212031304,31,1842,845,380,1984,0.9,1903,3.1
212031306,33,2080,863,416,2286,0.9,2329,3.5
212031308,40,1900,795,370,2126,0.8,1895,2.8
212031457,36,2000,771,430,2350,0.9,2349,3.4
212031458,32,1820,721,392,2043,0.9,2010,3.4
212031555,32,2300,934,421,2357,0.8,2286,3.3
212031556,29,2167,945,410,2191,0.8,2191,3.4
212031557,31,2000,795,400,1985,0.9,1930,3.3
212031558,30,2000,853,401,2036,0.9,1957,3.1
212031559,30,2029,855,401,2183,0.9,2181,3.5
212031560,33,1710,725,355,1819,0.9,1686,3
212031561,32,1600,684,354,1654,0.9,1621,3.2
212031562,34,1543,654,350,1574,0.9,1459,3
212041309,44,2010,654,400,1950,0.8,1656,2.7
212041310,34,1997,685,381,1743,0.9,1622,2.7
212041312,38,1733,605,341,1640,0.9,1434,2.8
212041313,45,2058,795,450,2335,0.8,1973,2.7
212041316,40,1755,598,351,1722,0.8,1451,2.7
212041317,36,1750,558,356,1470,1,1397,2.9
212041318,38,1600,560,353,1498,1,1502,3.2
212041459,35,1600,686,331,1610,1,1357,2.5
212041460,36,1700,587,346,1501,1,1396,2.9
212041563,35,1502,592,310,1399,1,1205,2.6
212041564,32,1647,592,341,1414,1.1,1289,3
212041565,40,1733,601,381,1610,0.9,1522,3
212041566,34,2466,892,520,2455,0.9,2489,3.4
212051319,36,2500,873,415,2449,0.8,2004,2.5
212051321,41,2600,709,500,2180,0.8,1944,2.9
212051322,39,2400,715,462,2136,0.8,1888,2.8
212051323,40,2600,797,485,2353,0.8,2045,2.8
212051324,40,2600,823,471,2408,0.8,2074,2.7
