SA3_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
12301,248,2320,74,0,2640,167,2004,63,0,2241,289,4245,192,3,4720,468,4475,172,3,5113,550,4206,134,11,4902,332,3001,83,3,3421,324,1997,87,7,2410,155,904,79,7,1144,24,256,31,0,315,2556,23410,910,31,26904,329,2132,84,0,2549,212,1931,63,0,2203,407,4517,172,5,5098,685,4694,181,3,5570,626,4362,131,7,5130,421,3283,104,11,3814,395,2195,78,6,2671,142,1174,94,0,1411,22,538,110,0,669,3239,24822,1021,37,29121,577,4456,157,5,5192,381,3931,129,3,4443,693,8762,360,6,9823,1150,9170,356,5,10686,1173,8570,271,18,10028,756,6283,179,14,7234,711,4193,162,13,5082,298,2082,178,5,2562,47,798,139,0,984,5791,48233,1932,69,56025
12302,370,4859,422,4,5653,436,5018,384,10,5845,812,10484,816,23,12143,1126,11259,875,21,13280,871,8606,615,12,10108,823,8100,456,18,9403,676,6050,334,43,7112,271,2603,299,6,3183,28,535,125,9,691,5421,57525,4329,148,67418,427,4555,388,0,5369,569,4595,360,12,5533,1040,11695,934,20,13686,1288,11411,850,6,13554,991,8772,581,16,10356,934,8745,453,58,10189,780,6574,442,46,7844,279,2876,411,8,3570,47,895,338,8,1285,6348,60112,4751,167,71381,790,9411,814,6,11024,1005,9611,744,22,11379,1859,22182,1754,40,25825,2415,22671,1724,31,26835,1866,17373,1197,28,20460,1753,16849,908,82,19591,1459,12630,776,91,14953,547,5471,711,21,6753,72,1435,462,13,1976,11765,117641,9085,313,138796
12303,148,1372,98,0,1620,118,1184,64,3,1369,193,2388,140,8,2727,333,2320,152,6,2807,374,2542,145,0,3059,302,2142,101,0,2555,306,1735,98,3,2148,127,873,84,0,1075,18,229,55,0,300,1911,14788,933,32,17663,177,1216,81,0,1474,138,1082,48,0,1270,250,2442,130,6,2833,455,2391,136,4,2980,453,2479,122,0,3060,386,2267,94,0,2745,327,1765,99,3,2195,132,868,116,0,1117,12,269,127,0,412,2332,14779,950,19,18082,318,2593,178,0,3097,257,2268,114,5,2640,450,4829,262,14,5556,787,4706,283,9,5792,828,5017,269,0,6121,686,4406,196,6,5298,638,3504,198,9,4342,254,1738,198,0,2194,29,501,185,0,716,4248,29565,1882,49,35742
12401,368,2003,88,0,2461,274,1497,54,0,1828,447,2895,137,8,3490,742,3642,163,6,4551,979,4094,159,7,5246,995,4055,156,4,5207,1204,3606,146,6,4966,521,1704,96,0,2330,60,547,37,0,650,5592,24056,1035,32,30711,360,1752,87,0,2199,268,1275,46,0,1590,557,2941,127,3,3624,1082,3756,145,9,4995,1244,4269,172,3,5696,1239,4521,151,4,5919,1414,3900,145,10,5470,592,2140,145,6,2883,92,864,143,0,1099,6850,25421,1154,38,33467,724,3758,175,0,4656,540,2773,95,4,3413,1006,5839,259,16,7114,1823,7403,315,9,9545,2222,8368,334,12,10937,2233,8581,300,4,11122,2625,7507,294,13,10437,1112,3849,240,9,5205,150,1411,179,0,1743,12438,49480,2189,73,64186
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
12403,464,4297,291,0,5057,385,4850,312,4,5553,772,10035,679,37,11527,1094,9867,622,13,11591,938,8172,524,13,9645,675,6713,360,12,7759,652,4937,283,25,5893,261,2331,257,4,2860,32,566,127,0,730,5267,51769,3472,109,60613,607,4058,235,4,4894,510,4490,315,7,5324,927,10942,772,15,12656,1361,9984,627,7,11982,1064,8527,496,7,10098,825,7278,339,12,8455,764,5534,295,25,6620,284,2657,323,3,3276,50,980,280,4,1306,6393,54449,3679,85,64608,1069,8352,527,7,9958,892,9337,630,7,10874,1700,20976,1456,46,24180,2453,19852,1247,26,23573,2000,16701,1017,20,19740,1499,13989,701,29,16220,1415,10471,572,48,12507,547,4992,585,12,6135,80,1543,411,3,2040,11661,106218,7145,194,125216
12404,107,998,88,0,1195,107,1060,158,0,1324,215,2411,434,3,3066,218,1755,367,6,2341,225,1843,243,0,2317,225,1862,167,3,2253,199,1304,91,0,1595,124,734,71,0,930,14,224,37,0,278,1427,12198,1659,19,15300,150,908,82,8,1138,136,953,122,0,1211,296,2336,289,4,2922,324,1796,258,0,2376,322,1984,163,0,2471,292,1833,114,3,2239,278,1429,90,0,1801,159,900,107,0,1171,32,449,86,0,566,1984,12584,1313,21,15902,252,1903,169,8,2331,244,2022,279,0,2538,511,4741,723,9,5983,538,3550,621,6,4719,548,3827,409,4,4789,516,3699,277,7,4497,474,2730,181,6,3397,288,1636,179,0,2107,43,671,129,0,842,3407,24778,2977,35,31203
12405,117,1558,177,0,1846,100,1604,161,3,1866,224,3598,360,4,4182,280,3313,289,6,3882,222,2991,259,0,3473,212,2936,192,12,3347,169,2001,140,9,2317,78,781,77,3,934,10,158,36,0,202,1403,18937,1674,30,22051,128,1413,132,0,1668,149,1526,136,0,1820,325,3697,377,6,4402,334,3337,309,7,3981,257,2906,229,3,3395,288,3034,163,16,3499,186,2022,157,14,2377,62,844,114,4,1018,11,297,121,4,430,1748,19069,1729,52,22597,245,2963,304,0,3512,253,3136,297,3,3685,550,7294,732,10,8583,613,6645,597,5,7863,475,5901,486,3,6871,504,5961,354,23,6851,347,4023,293,29,4698,138,1617,191,8,1954,20,457,157,4,638,3154,38007,3403,81,44647
12501,177,1841,161,3,2185,286,4299,591,23,5200,730,11605,1602,37,13973,601,7378,1081,30,9101,412,4721,635,22,5785,364,4215,407,21,5006,221,2648,223,25,3113,57,1214,137,4,1426,11,366,112,0,485,2856,38299,4953,165,46265,205,1726,143,4,2083,456,3481,351,11,4293,746,10014,902,35,11693,682,6099,544,22,7345,463,4441,336,21,5267,379,4281,295,33,4986,253,2745,188,18,3207,79,1235,108,9,1426,17,524,81,0,632,3276,34561,2944,155,40928,384,3569,306,9,4262,741,7778,943,37,9495,1472,21623,2503,67,25666,1281,13480,1626,50,16437,877,9161,973,46,11051,741,8498,705,54,9990,472,5396,408,41,6325,138,2452,245,17,2852,30,892,188,0,1116,6132,72855,7890,322,87200
12502,297,1827,89,0,2210,317,1912,92,3,2326,410,3899,262,7,4576,571,4816,260,22,5667,580,3784,191,13,4566,543,3635,176,11,4361,391,2521,120,21,3055,196,1375,57,4,1636,31,550,34,5,625,3338,24318,1278,82,29018,363,1508,79,0,1946,396,1530,82,5,2010,510,3905,247,9,4660,778,4906,269,7,5961,818,4063,180,8,5064,588,3828,157,30,4600,432,2683,117,24,3257,230,1552,87,11,1883,44,726,54,9,827,4144,24693,1268,101,30215,658,3335,166,0,4154,711,3440,177,11,4336,916,7797,501,11,9233,1349,9725,530,29,11629,1398,7849,368,21,9633,1125,7462,334,44,8960,829,5208,238,39,6314,427,2928,147,17,3521,78,1277,88,8,1452,7480,49014,2549,185,59234
12503,319,4557,482,0,5363,370,5421,705,8,6504,762,11300,1616,22,13702,727,9616,1330,26,11699,643,7887,898,21,9454,495,7100,632,16,8240,422,5105,469,21,6019,186,2689,313,7,3198,24,876,194,0,1098,3964,54560,6639,129,65289,427,4135,433,6,5002,538,4674,484,10,5701,872,10530,1240,16,12661,909,9172,1032,14,11127,720,8002,713,18,9463,575,7283,591,20,8471,486,5177,415,39,6115,189,2855,342,11,3397,28,1293,374,5,1700,4742,53122,5626,139,63634,750,8696,921,6,10373,908,10096,1191,12,12207,1631,21834,2854,42,26361,1638,18792,2362,39,22824,1371,15890,1618,42,18921,1076,14383,1216,42,16711,907,10280,889,55,12126,376,5543,658,15,6596,56,2172,566,5,2798,8704,107680,12268,262,128923
12504,378,2706,190,5,3279,474,4342,449,11,5276,1113,13199,1348,35,15696,1321,13151,1033,25,15532,895,6728,543,30,8184,671,5255,429,34,6387,517,3763,314,46,4639,275,2214,260,10,2756,44,798,225,5,1065,5677,52155,4792,194,62817,449,2445,183,5,3080,659,3651,349,14,4669,1302,12802,1149,33,15275,1510,11051,874,18,13448,1003,6442,443,21,7911,766,5547,370,84,6764,611,4307,311,65,5296,299,2706,317,12,3335,56,1210,270,7,1542,6654,50160,4252,253,61315,826,5152,376,9,6358,1134,7995,796,22,9947,2410,25998,2495,62,30972,2825,24201,1909,45,28983,1900,13173,978,46,16100,1440,10797,798,117,13149,1125,8073,625,109,9937,571,4917,580,24,6094,99,2001,492,5,2603,12330,102313,9043,446,124134
12601,265,1261,39,0,1568,279,1357,48,3,1688,366,2760,136,9,3268,550,3299,123,5,3981,703,2682,76,8,3469,598,2378,65,23,3059,494,1825,45,18,2378,236,912,43,5,1208,52,393,36,0,482,3547,16868,617,69,21100,377,1213,26,3,1623,381,1191,53,9,1633,422,2975,148,3,3545,803,3451,138,5,4399,834,2771,67,9,3680,656,2619,51,32,3357,506,1988,53,35,2578,302,1128,50,7,1487,53,586,57,0,699,4334,17933,638,103,23003,642,2480,58,4,3193,661,2550,100,10,3315,789,5732,281,11,6817,1353,6755,265,6,8382,1542,5450,137,17,7148,1254,4994,121,49,6418,997,3810,100,46,4956,538,2044,91,18,2692,106,975,96,5,1182,7882,34799,1255,168,44105
12602,603,2936,112,7,3665,649,4042,245,9,4946,1042,10730,699,23,12492,1269,9821,534,32,11654,1309,6830,367,27,8531,1106,6262,332,40,7745,836,4716,228,58,5836,437,2498,205,8,3147,78,1148,223,0,1456,7329,48988,2948,208,59474,626,2611,109,7,3357,749,3656,213,14,4639,1254,11118,631,29,13036,1693,9732,481,32,11938,1712,7138,321,30,9197,1265,6924,312,67,8563,1008,5341,274,57,6684,460,3107,301,11,3877,114,1822,474,0,2410,8879,51449,3127,256,63711,1230,5551,224,15,7021,1396,7702,460,23,9585,2294,21842,1332,54,25531,2955,19553,1021,61,23590,3020,13969,684,56,17735,2367,13191,646,109,16310,1845,10055,499,118,12520,899,5605,506,19,7029,193,2972,702,4,3865,16204,100441,6075,468,123186
12701,308,4429,297,0,5034,290,4254,251,4,4799,543,9264,538,12,10357,687,9417,578,9,10691,527,7394,401,10,8332,381,6234,378,10,7005,279,3775,212,18,4287,95,1643,156,3,1896,6,399,129,0,534,3108,46818,2943,66,52940,371,4146,255,3,4777,429,3984,272,0,4687,736,10434,619,15,11801,894,9534,590,10,11020,595,7568,406,15,8579,464,6351,325,42,7180,319,4006,239,17,4586,97,1743,148,10,2000,9,569,78,0,661,3913,48331,2931,114,55283,683,8577,552,3,9811,719,8233,521,3,9479,1275,19698,1154,23,22158,1575,18950,1166,19,21708,1118,14964,807,24,16912,844,12588,699,56,14188,597,7783,454,34,8872,192,3386,304,14,3895,22,968,206,0,1196,7025,95150,5872,181,108221
12702,380,6137,474,8,6990,409,6175,427,6,7017,605,11170,853,29,12658,519,9591,803,24,10939,544,10892,787,16,12242,574,11682,761,18,13031,474,8152,523,20,9161,175,3936,330,5,4449,17,1310,252,0,1579,3687,69041,5208,124,78055,490,5648,403,5,6544,634,5682,349,9,6679,665,10815,811,22,12310,750,10767,784,13,12309,801,11831,735,18,13385,780,11890,699,43,13405,554,8878,510,25,9962,196,4332,456,5,4993,23,1926,442,4,2396,4889,71764,5180,145,81985,865,11786,877,7,13534,1041,11863,775,11,13693,1264,21983,1664,56,24965,1271,20357,1581,41,23244,1347,22721,1522,35,25627,1356,23565,1457,56,26435,1020,17027,1027,44,19127,375,8270,785,13,9435,41,3236,685,6,3971,8574,140807,10385,266,160042
12703,318,3899,327,0,4550,348,4130,398,3,4885,630,8581,876,13,10092,751,8646,804,16,10215,730,7152,540,21,8440,498,6128,460,13,7101,282,3818,321,31,4454,139,1891,306,4,2340,29,552,158,3,750,3726,44797,4197,106,52823,403,3539,266,0,4207,466,3813,308,8,4591,788,8972,881,15,10659,937,8669,741,10,10354,727,7388,500,9,8632,480,6128,425,35,7064,354,4059,346,28,4791,142,2238,324,12,2714,11,899,337,0,1243,4304,45702,4127,111,54252,723,7439,595,3,8751,816,7944,706,11,9474,1420,17551,1756,30,20752,1686,17313,1540,25,20565,1458,14543,1045,27,17073,976,12257,885,50,14169,641,7882,671,57,9244,275,4130,637,14,5054,38,1449,498,9,1992,8027,90503,8321,217,107071
12801,462,2923,125,4,3505,319,2822,98,4,3244,548,5969,321,12,6857,856,6111,318,12,7293,1178,6348,295,15,7839,953,5973,219,15,7160,845,4506,179,15,5546,493,2745,179,6,3415,106,1235,137,3,1483,5751,38636,1871,76,46333,520,2660,106,0,3287,430,2700,104,3,3236,641,6272,313,10,7238,1134,6394,293,13,7842,1360,6670,258,14,8303,1031,6287,205,17,7532,916,5056,211,10,6200,530,3409,260,0,4209,133,1958,328,3,2427,6709,41402,2087,79,50270,981,5578,227,7,6795,749,5521,203,8,6480,1192,12245,637,19,14091,1987,12508,611,24,15130,2540,13018,554,28,16141,1990,12254,426,31,14692,1764,9565,393,25,11741,1022,6156,440,7,7623,239,3192,467,10,3903,12460,80032,3959,147,96605
12802,419,3212,78,0,3703,368,2847,89,3,3303,573,5152,155,3,5888,1005,6031,196,7,7236,1229,6051,162,5,7443,925,5421,134,6,6493,820,4244,107,6,5182,399,2284,141,3,2840,52,743,156,4,960,5796,35993,1213,42,43042,597,2765,72,0,3432,459,2487,52,0,2996,645,5378,165,9,6198,1378,6393,193,12,7976,1426,6462,158,3,8056,998,5848,118,10,6971,884,4564,128,10,5589,419,2647,208,4,3269,74,1060,414,0,1552,6886,37604,1505,55,46045,1010,5975,146,0,7135,826,5331,137,4,6298,1222,10536,316,15,12084,2383,12421,393,19,15212,2657,12513,318,9,15505,1923,11268,256,21,13468,1705,8807,235,19,10772,816,4931,353,7,6110,129,1807,573,4,2507,12675,73601,2718,98,89087
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,16,0,8,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,16,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,36,0,3,38
20101,489,2973,196,0,3665,361,3065,233,0,3662,751,6600,429,11,7792,950,5501,339,13,6807,1138,5286,338,9,6762,969,5081,272,4,6328,1077,4039,270,6,5392,529,2216,222,4,2975,79,803,150,0,1028,6343,35570,2448,49,44412,624,2707,238,0,3573,551,2978,221,3,3759,901,6630,434,3,7970,1285,5979,348,0,7613,1300,5850,313,6,7469,1140,5680,277,9,7116,1277,4767,267,7,6323,605,2764,294,3,3667,90,1475,274,0,1843,7775,38835,2678,40,49325,1115,5688,433,0,7235,917,6045,457,3,7423,1652,13227,865,16,15759,2236,11482,686,17,14421,2433,11134,651,13,14230,2108,10763,554,15,13441,2352,8808,535,19,11716,1131,4983,516,3,6641,172,2270,423,0,2872,14118,74408,5125,92,93741
20102,106,687,75,4,867,47,459,49,0,557,159,997,103,0,1261,332,1296,135,0,1763,470,1610,163,4,2241,485,1822,162,0,2473,532,1552,142,0,2222,206,751,92,0,1044,42,179,52,0,267,2368,9350,966,17,12702,126,550,62,0,738,77,371,28,0,473,196,1030,103,4,1340,412,1295,129,0,1835,557,1621,152,4,2329,550,1868,156,0,2577,566,1471,161,0,2195,212,677,105,0,991,31,296,73,0,407,2730,9175,971,10,12888,235,1236,132,3,1608,126,834,74,0,1033,355,2030,205,3,2597,739,2594,265,0,3599,1024,3231,312,9,4574,1036,3687,322,3,5048,1096,3025,299,0,4422,411,1425,197,0,2038,68,472,127,0,673,5098,18526,1938,25,25582
20103,78,527,99,0,708,66,462,65,0,594,130,869,130,0,1129,187,875,175,0,1242,290,1310,238,0,1843,351,1507,192,0,2052,444,1557,218,0,2217,205,884,133,0,1219,31,233,46,0,311,1777,8234,1297,8,11317,117,436,84,0,637,83,384,43,0,510,160,936,77,0,1173,284,880,111,0,1274,346,1287,158,0,1796,405,1505,131,0,2046,498,1410,149,0,2059,205,814,111,0,1139,22,359,48,0,435,2127,8025,911,0,11064,196,965,182,0,1347,150,852,99,0,1102,289,1812,206,0,2307,474,1755,285,0,2511,637,2603,399,0,3637,757,3014,322,3,4098,941,2971,364,0,4274,408,1700,249,5,2362,52,600,94,0,747,3902,16256,2209,11,22378
20201,345,2498,173,0,3020,354,2713,172,9,3258,656,5668,429,13,6765,814,4855,348,6,6019,952,4484,342,4,5778,824,4437,295,4,5562,1038,3709,248,9,5002,505,2149,196,0,2847,97,817,163,0,1080,5592,31327,2369,40,39329,458,2374,179,0,3021,474,2717,155,0,3344,821,6057,408,4,7280,1114,5151,341,4,6609,1113,4945,308,0,6375,984,5208,307,4,6500,1196,4215,252,8,5673,517,2597,281,4,3394,87,1338,300,7,1729,6766,34605,2533,35,43939,808,4879,354,0,6039,836,5430,332,10,6601,1474,11723,832,18,14048,1925,10006,691,13,12628,2065,9430,652,7,12157,1811,9649,602,6,12066,2233,7925,507,12,10678,1023,4741,476,3,6246,187,2153,467,6,2808,12352,65929,4906,72,83269
20202,192,1131,142,0,1461,149,785,101,3,1035,247,1653,356,4,2260,519,2086,318,0,2928,781,2583,310,5,3678,846,2747,281,3,3876,960,2490,252,4,3703,448,1307,174,3,1928,60,386,96,0,541,4195,15165,2030,22,21411,187,1042,104,0,1340,125,676,67,6,869,356,1683,157,0,2207,758,2185,208,0,3150,997,2641,225,0,3861,971,2926,226,0,4122,1091,2412,217,4,3722,440,1316,198,0,1952,56,539,195,0,797,4993,15420,1601,14,22023,379,2175,247,0,2798,272,1457,162,9,1903,608,3334,514,8,4464,1280,4275,524,0,6082,1778,5227,532,8,7540,1818,5673,509,3,7997,2046,4901,475,5,7430,887,2617,370,5,3881,119,924,293,0,1335,9189,30579,3628,40,43436
20203,58,215,37,0,311,41,167,26,0,238,65,375,42,0,487,117,401,76,0,594,168,528,105,0,805,242,719,121,0,1084,243,672,99,0,1013,105,285,68,0,462,16,89,31,0,141,1064,3458,604,6,5131,73,198,37,0,309,44,159,27,0,229,100,404,51,0,560,177,368,65,0,608,224,460,81,0,767,266,679,101,0,1048,241,533,93,0,870,111,245,68,0,424,16,145,57,0,215,1256,3189,581,4,5031,129,416,76,0,617,81,326,59,0,467,167,777,97,0,1042,290,769,140,0,1196,399,992,187,0,1572,508,1403,224,0,2136,488,1209,182,3,1883,219,527,141,0,883,34,235,92,0,353,2315,6652,1190,5,10159
20301,91,617,49,0,763,61,425,31,0,516,101,1019,64,0,1184,238,1121,71,0,1428,278,1205,82,0,1564,282,1062,68,0,1413,267,831,57,5,1160,95,345,38,0,477,4,80,19,0,107,1418,6714,474,5,8604,122,556,59,0,734,62,354,23,0,442,149,993,53,0,1193,353,1221,96,0,1666,326,1150,75,0,1553,276,1077,73,0,1421,241,775,48,0,1060,106,290,46,0,440,16,144,42,0,201,1644,6569,504,5,8714,214,1177,108,0,1495,123,781,50,0,957,248,2011,122,0,2379,588,2346,160,0,3093,603,2359,155,0,3121,552,2142,136,0,2832,502,1607,106,5,2215,198,637,82,0,915,21,229,56,0,310,3062,13280,978,3,17321
20302,786,5161,335,12,6288,813,6080,558,6,7463,1437,13475,1324,16,16257,1578,10693,978,23,13262,1810,9955,781,7,12552,1471,9237,597,13,11318,1551,7239,440,10,9244,868,4130,356,3,5359,137,1651,217,0,2006,10448,67617,5591,93,83751,925,4753,305,16,6002,1117,5730,377,7,7229,1726,13428,796,16,15965,2187,11083,677,15,13954,2068,10657,569,11,13300,1659,10371,434,16,12487,1810,8439,517,23,10789,910,5316,527,8,6762,145,2786,409,0,3335,12541,72559,4605,115,89814,1712,9911,640,31,12290,1933,11814,935,15,14692,3165,26906,2121,31,32221,3762,21767,1650,34,27218,3877,20615,1349,19,25855,3130,19608,1031,31,23806,3358,15679,958,30,20034,1780,9446,887,11,12120,277,4434,626,0,5338,22991,140182,10191,211,173569
20303,323,1945,143,0,2415,245,1712,84,0,2035,451,3693,173,7,4326,855,4461,230,8,5552,1068,4199,252,3,5518,1102,4303,239,3,5648,1477,4400,297,5,6179,711,2102,223,4,3041,96,674,128,0,894,6331,27481,1767,28,35610,371,1776,131,0,2280,308,1502,85,0,1898,562,3983,189,3,4742,1231,4778,249,12,6275,1347,4614,245,8,6209,1430,5064,262,8,6765,1683,4643,290,3,6612,759,2334,244,0,3341,120,1011,226,0,1356,7811,29703,1922,38,39469,698,3720,274,0,4692,556,3207,167,0,3933,1009,7673,369,11,9067,2082,9237,484,17,11825,2410,8810,491,13,11729,2533,9369,495,14,12414,3160,9044,582,6,12790,1474,4437,464,3,6382,215,1682,351,0,2245,14137,57185,3691,72,75078
20401,230,1432,191,3,1856,159,1370,185,5,1713,326,2532,292,16,3168,508,2396,308,8,3221,701,2821,354,5,3879,865,3309,411,4,4581,1053,3005,326,6,4392,480,1610,190,0,2286,73,493,56,0,625,4393,18966,2321,44,25731,246,1248,209,5,1709,156,1087,165,6,1418,377,2516,285,15,3200,714,2371,300,3,3382,857,2881,344,4,4090,994,3362,366,8,4727,1123,2768,299,0,4196,533,1508,179,0,2222,85,767,107,0,966,5086,18518,2252,42,25900,475,2681,397,11,3565,316,2459,352,10,3134,703,5051,581,30,6362,1221,4768,604,10,6603,1560,5702,698,11,7970,1854,6673,778,9,9313,2177,5767,633,5,8584,1006,3122,377,0,4506,161,1269,164,0,1593,9475,37483,4573,87,51625
20402,171,1101,113,0,1382,96,849,71,0,1017,268,1926,175,7,2373,430,1809,177,7,2423,549,2152,183,0,2876,692,2460,221,3,3372,770,2265,221,0,3260,407,1337,139,0,1887,50,504,89,0,642,3432,14401,1383,20,19231,189,1027,116,0,1332,119,858,75,0,1058,340,2005,179,7,2518,598,1880,185,0,2667,639,2414,201,3,3252,766,2667,205,3,3640,859,2314,176,0,3346,452,1422,229,0,2107,91,769,144,0,1006,4055,15348,1504,17,20925,360,2129,225,0,2717,222,1705,148,0,2072,608,3934,348,6,4892,1029,3687,361,11,5093,1185,4566,381,3,6127,1452,5127,423,4,7008,1626,4574,400,0,6605,859,2757,373,4,3990,139,1272,231,0,1647,7476,29748,2893,38,40153
