SA3_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
31401,470,4186,4653,9485,713,10196,5405,194,5601,6477,131,6605,2489,48,2545,1114,16,1132,25443,5296,30734
31402,528,5996,6526,8579,1200,9780,5550,329,5876,5618,185,5810,2223,76,2296,1227,38,1267,23733,7821,31550
31403,228,3453,3683,4316,652,4971,2446,176,2621,2186,98,2282,935,40,977,533,26,560,10641,4451,15093
31501,160,3234,3388,2209,1984,4191,1229,295,1526,1141,255,1392,750,125,873,960,81,1043,6443,5976,12415
31502,213,3700,3912,2540,2312,4852,1304,281,1584,1232,196,1431,676,94,769,658,59,722,6629,6639,13272
31503,183,2793,2974,2067,1658,3728,761,173,934,605,123,723,300,59,364,191,48,233,4110,4849,8959
31601,366,4748,5110,6941,885,7827,3245,315,3559,3445,165,3609,1352,65,1417,536,15,551,15885,6191,22078
31602,675,9372,10043,12798,2022,14815,5094,512,5607,5043,279,5322,1915,117,2037,871,29,903,26396,12336,38729
31603,503,8034,8540,9063,2793,11856,3220,537,3757,2644,236,2878,988,73,1061,366,28,398,16792,11700,28493
31605,364,4580,4942,6695,1473,8164,2429,285,2718,2417,159,2574,887,65,950,288,28,321,13075,6588,19666
31606,383,4244,4627,7441,1037,8480,3262,298,3560,3020,198,3216,1302,75,1374,824,35,862,16231,5888,22122
31607,309,4223,4533,5823,853,6674,2800,216,3018,2707,139,2846,1179,55,1235,650,28,682,13470,5517,18986
31608,169,1724,1890,3157,499,3662,1304,121,1435,1249,83,1333,520,23,544,325,10,337,6729,2471,9201
31701,1064,16815,17882,19070,2823,21891,8394,793,9187,7489,417,7906,3567,217,3780,2234,99,2336,41817,21169,62994
31801,350,5183,5528,5320,1660,6982,1834,285,2123,1586,192,1773,794,114,907,490,62,552,10371,7498,17872
31802,1727,19259,20984,21058,4926,25987,10654,1296,11946,8997,704,9700,3819,302,4127,2321,190,2513,48583,26673,75255
31901,608,10504,11112,12958,2863,15823,4693,485,5181,3903,292,4191,1778,120,1905,1144,80,1224,25083,14349,39434
31902,346,6257,6600,6656,1653,8315,2287,347,2630,1682,206,1884,959,111,1074,663,80,745,12586,8661,21247
31903,363,5938,6303,7307,1464,8774,2635,269,2908,2118,183,2306,1059,68,1121,723,44,770,14212,7968,22185
31904,417,7002,7421,9688,2182,11872,3123,272,3394,2466,143,2610,1156,54,1213,727,30,757,17581,9686,27265
31905,312,5687,5995,7098,1396,8498,2206,295,2498,1717,134,1851,783,73,856,579,39,618,12690,7624,20313
39797,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
40101,145,5353,5496,3277,1399,4674,844,380,1221,420,120,530,88,24,115,36,18,49,4802,7286,12093
40102,618,6130,6745,9803,963,10761,4564,268,4830,4811,166,4980,1858,63,1915,707,28,736,22354,7625,29974
40103,240,4777,5020,5386,510,5896,2443,114,2555,3046,94,3136,1050,29,1074,355,11,366,12506,5548,18049
40104,309,5769,6081,6265,735,6996,3459,254,3715,3422,122,3546,1133,46,1173,413,24,439,14999,6947,21952
40105,230,5728,5958,4585,855,5438,1998,237,2233,1969,113,2082,615,49,656,163,12,173,9551,6992,16546
40106,166,3341,3505,3396,557,3957,1675,201,1872,1838,104,1947,664,32,690,184,18,203,7910,4259,12168
40107,234,4746,4980,4744,645,5386,2065,232,2294,2219,88,2307,726,24,750,181,13,194,10164,5753,15917
40201,279,3663,3944,4506,548,5056,2240,122,2359,1967,87,2053,879,25,900,447,16,465,10309,4459,14771
40202,571,9650,10221,9649,1669,11318,5649,530,6183,4934,292,5229,2393,146,2541,1874,78,1953,25077,12363,37447
40203,371,7909,8274,7468,1415,8886,4542,545,5085,4258,292,4551,1582,131,1709,947,77,1023,19158,10376,29532
40204,653,13376,14027,14303,2046,16344,8279,647,8926,7674,356,8030,3556,197,3744,2524,94,2616,36976,16716,53694
40205,533,8888,9419,12171,1033,13206,5928,236,6165,5861,124,5985,2043,55,2098,829,26,856,27363,10369,37728
40301,263,5439,5706,5065,698,5759,1772,139,1911,1671,66,1740,568,25,591,157,3,165,9489,6368,15862
40302,581,11400,11978,11755,1627,13378,5882,609,6489,5243,243,5479,1737,83,1814,679,39,717,25867,13994,39860
40303,397,5919,6314,7612,763,8369,3729,220,3949,4382,118,4503,1502,50,1555,432,29,459,18060,7097,25155
40304,1194,18086,19275,22480,2614,25092,10735,648,11387,9689,348,10037,3554,143,3696,1444,53,1498,49089,21895,70986
40401,703,14600,15303,14325,2133,16463,7013,653,7667,6361,280,6636,2152,112,2267,933,45,981,31490,17825,49318
40402,356,7983,8336,7006,1157,8165,3586,300,3887,3043,124,3163,1114,57,1173,641,34,682,15737,9661,25403
40403,357,8405,8762,7505,1443,8938,3755,563,4319,3514,242,3751,1107,76,1177,375,39,409,16611,10760,27369
40501,263,3732,3992,5058,559,5614,1964,147,2114,1928,101,2024,860,37,896,389,13,403,10464,4586,15052
40502,177,3101,3276,3311,582,3894,1029,97,1123,870,45,912,469,22,493,222,9,236,6072,3861,9935
40503,223,4159,4388,3777,757,4541,1294,138,1436,994,76,1070,548,29,574,245,16,257,7082,5182,12262
40504,222,3960,4179,4530,865,5396,1068,119,1188,851,75,929,392,33,424,226,20,244,7289,5071,12362
40601,513,8099,8614,7453,1681,9141,2706,319,3025,2481,187,2675,1109,103,1210,480,42,524,14743,10442,25188
40602,215,3862,4083,2508,1206,3716,1094,202,1298,912,147,1060,482,58,540,407,40,443,5613,5515,11129
40701,446,7408,7850,9445,1306,10747,2444,193,2633,2048,140,2185,882,45,926,433,29,457,15690,9111,24801
40702,443,8329,8766,8898,1357,10254,3184,346,3528,2938,186,3131,1346,84,1432,574,55,625,17388,10359,27743
40703,491,9638,10130,9894,1815,11714,3320,365,3687,2883,258,3137,1368,109,1475,661,62,724,18617,12253,30870
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,639,5539,6176,7112,1423,8536,2982,305,3282,2818,245,3064,1098,96,1190,419,41,462,15066,7651,22716
50102,1067,11139,12206,13140,1815,14954,5670,418,6089,5307,243,5548,2292,110,2399,1048,59,1111,28531,13783,42309
50103,256,2873,3131,3433,604,4033,1039,108,1146,945,78,1021,462,38,497,197,28,227,6326,3734,10060
50201,1239,11834,13073,14639,1698,16336,5631,379,6004,4839,215,5058,2002,102,2113,961,58,1017,29308,14289,43597
50301,513,6390,6898,7503,1072,8580,3507,361,3865,4298,195,4488,1941,69,2011,499,14,513,18258,8101,26355
50302,1025,18822,19844,13885,3333,17221,5329,955,6284,4822,353,5170,1400,82,1485,319,22,342,26775,23572,50349
50401,775,10435,11204,10122,1695,11817,5084,458,5545,4387,225,4605,1386,80,1465,652,47,696,22405,12940,35348
50402,395,3473,3868,5174,488,5663,2429,126,2554,2206,69,2277,999,45,1044,435,25,461,11638,4231,15867
50403,1211,11297,12508,14121,1863,15982,8915,559,9478,8771,310,9082,3592,133,3729,2294,84,2377,38902,14253,53156
50501,1365,11022,12390,18814,1492,20300,9859,430,10294,10818,216,11037,3747,87,3836,1199,38,1244,45800,13289,59093
50502,1698,25817,27513,23790,4107,27890,11908,1223,13125,11266,537,11801,3802,194,3994,1619,91,1707,54082,31966,86042
50503,1761,13957,15723,19659,2048,21711,13010,628,13640,13196,413,13611,5434,189,5621,2831,100,2928,55904,17337,73237
50601,684,7283,7965,8978,1180,10152,5632,355,5991,5686,222,5900,2367,123,2484,1398,60,1458,24740,9218,33956
50602,729,10731,11459,8760,2086,10844,4171,737,4916,3309,316,3623,1102,111,1215,571,53,626,18647,14033,32679
50603,585,8265,8850,8970,1407,10376,5659,678,6338,5998,436,6432,2396,200,2596,1238,96,1338,24845,11077,35928
50604,743,9615,10355,11158,1588,12747,7223,564,7789,7361,345,7704,3324,173,3496,2181,94,2278,31996,12376,44372
50605,485,4808,5298,6828,647,7476,3388,150,3535,3369,98,3467,1460,35,1504,631,32,659,16165,5774,21938
50606,260,1598,1856,2959,312,3264,1849,83,1933,1947,47,1992,897,33,933,584,20,600,8492,2087,10578
50607,339,5874,6213,5477,991,6473,2269,333,2595,2123,103,2228,668,42,711,215,19,241,11092,7364,18452
50701,1036,10338,11371,12442,1667,14107,7301,466,7763,7137,232,7366,2486,103,2590,1028,45,1069,31427,12851,44274
50702,395,5585,5980,4862,1022,5883,2136,284,2422,1926,130,2059,616,43,657,184,26,209,10119,7092,17214
50703,392,3796,4187,4112,657,4768,2714,182,2899,2550,110,2657,1133,58,1195,634,31,667,11540,4838,16373
50704,720,9579,10304,12229,1265,13491,6133,396,6524,6614,201,6813,2415,86,2502,815,33,851,28923,11554,40478
50705,1444,11683,13125,14297,1760,16056,7957,470,8427,7495,296,7796,3191,148,3336,1573,61,1638,35958,14423,50382
50901,547,7358,7906,7945,1344,9287,2981,337,3321,2576,175,2757,1158,91,1255,666,61,726,15882,9373,25248
50902,634,6777,7410,7280,1612,8891,2510,334,2844,2003,269,2273,991,110,1102,589,58,642,14002,9165,23168
50903,203,2507,2703,2575,530,3110,821,128,947,726,83,810,355,59,410,163,12,173,4842,3320,8162
51001,279,3990,4269,2261,4263,6527,1430,575,2008,1353,505,1856,820,259,1078,894,138,1032,7035,9740,16774
51002,211,2735,2950,1553,1006,2559,970,230,1205,952,175,1128,507,75,577,412,45,456,4604,4269,8873
51003,267,2687,2950,1920,1746,3670,1171,313,1478,1445,280,1721,744,140,882,357,83,445,5904,5243,11148
51101,190,2008,2196,1856,487,2346,739,105,841,659,77,737,300,48,349,142,13,162,3894,2741,6634
51102,112,1522,1642,945,2640,3577,382,246,630,393,288,674,157,110,266,112,71,189,2104,4876,6981
51103,295,4558,4860,3326,1174,4496,1786,286,2080,1646,209,1851,804,97,895,514,37,547,8373,6358,14732
51104,624,6706,7332,6348,2193,8536,2642,432,3077,2182,298,2477,1002,167,1170,583,97,682,13382,9890,23274
59797,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
60101,111,1583,1689,2214,289,2505,1302,94,1394,1045,58,1109,446,21,471,247,7,255,5369,2052,7423
60102,403,6041,6443,7375,880,8258,3476,246,3720,3037,141,3173,1204,62,1267,535,34,567,16026,7402,23429
60103,355,7235,7591,6503,997,7503,3321,360,3676,2674,191,2870,1223,109,1334,727,31,759,14813,8933,23739
60104,272,3256,3522,4352,489,4835,2099,154,2251,2124,79,2193,862,23,887,371,24,389,10075,4014,14085
60105,350,6710,7063,6390,1304,7699,2816,641,3457,2489,314,2805,889,126,1014,376,61,437,13313,9166,22475
60106,128,1996,2123,2516,330,2850,1066,90,1156,909,54,962,333,22,353,166,15,177,5114,2509,7622
60201,561,10888,11447,10649,1647,12301,4815,469,5284,4154,245,4397,1645,103,1747,790,46,833,22607,13400,36005
60202,182,2662,2841,3607,475,4084,1192,103,1297,1069,46,1121,470,20,482,260,16,274,6780,3320,10102
60203,287,5157,5444,5982,896,6881,1980,174,2150,1571,94,1668,692,50,742,351,19,371,10868,6387,17254
60301,81,1370,1452,1589,267,1853,638,81,720,566,43,608,235,20,254,168,14,182,3276,1792,5073
60302,182,2305,2488,3109,464,3574,1092,78,1165,924,71,995,402,27,432,254,16,270,5967,2965,8934
60303,85,1223,1307,1356,304,1659,308,28,336,204,29,231,66,8,70,39,6,46,2059,1589,3654
60401,410,6692,7109,7029,840,7866,2622,195,2814,2241,96,2342,882,60,942,440,24,454,13624,7903,21527
60402,350,5797,6146,6829,930,7757,2617,175,2801,2088,91,2176,855,44,895,430,27,462,13169,7067,20237
60403,150,2571,2719,2384,511,2892,826,106,930,684,83,765,322,33,358,187,6,194,4555,3308,7862
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,313,3707,4022,2835,1293,4125,1489,424,1909,1088,182,1262,401,47,447,208,29,237,6332,5675,12011
70102,434,4352,4789,4509,1639,6145,3265,469,3734,2803,309,3105,1293,155,1452,918,94,1007,13216,7018,20234
70103,190,1452,1641,1716,1036,2755,927,217,1141,994,229,1220,531,91,616,422,52,471,4778,3074,7853
70104,421,2784,3205,3042,717,3761,2237,326,2554,2054,191,2241,951,94,1051,549,41,589,9254,4149,13402
70201,213,3952,4161,2577,1804,4382,1607,310,1915,1387,191,1579,768,99,865,1005,44,1053,7569,6384,13954
70202,23,576,596,289,477,762,163,48,208,142,35,178,104,12,116,226,6,232,951,1148,2097
70203,63,1291,1356,791,1220,2006,405,185,593,364,138,500,301,57,352,839,26,863,2764,2912,5671
70204,41,574,609,393,187,584,328,59,392,380,56,436,242,33,278,674,11,692,2066,927,2991
70205,95,1631,1731,985,1680,2667,551,179,731,545,210,754,369,83,454,772,54,827,3315,3836,7152
79797,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
80101,537,9843,10383,11779,1832,13615,6070,741,6816,6038,362,6402,2241,140,2388,1102,72,1177,27775,13001,40780
80103,10,381,393,106,88,200,48,17,64,43,11,48,9,4,17,10,8,22,234,506,735
80104,456,5484,5945,7450,1089,8536,5359,423,5782,6235,300,6531,2436,122,2565,1153,64,1211,23084,7475,30566
80105,406,8512,8925,6749,1910,8665,2614,875,3490,2372,331,2699,799,122,913,251,45,296,13192,11796,24992
80106,245,4968,5218,4116,942,5060,1566,226,1785,1416,119,1538,485,40,525,187,9,192,8017,6311,14324
80107,515,7464,7983,10000,1033,11025,5458,289,5751,5561,174,5730,2178,67,2243,999,25,1030,24717,9052,33764
80108,165,2240,2402,2826,304,3130,1367,98,1464,1541,52,1595,620,32,655,196,14,210,6709,2744,9451
80109,245,4569,4812,4464,637,5100,2132,207,2334,2296,84,2380,825,28,854,341,19,354,10301,5534,15835
80110,58,937,992,1100,219,1320,736,87,820,773,34,807,248,7,255,117,3,123,3029,1296,4323
80111,0,29,30,57,9,65,32,4,39,43,4,40,17,0,14,15,0,15,160,51,207
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,14,154,169,109,24,130,63,13,78,65,5,71,32,0,33,11,0,11,292,201,499
90102,0,22,23,33,11,45,20,6,27,16,8,20,18,0,18,24,0,29,114,52,168
90103,0,29,34,19,8,33,7,0,13,13,0,15,6,0,6,11,0,11,68,42,106
90104,15,375,396,305,74,381,98,19,121,77,15,92,33,8,42,13,0,9,539,496,1034
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
