SA3_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
11501,6160,3860,2349,1351,397,89,16532,55,324,791,840,657,523,162,35,3382,2170,5928,8617,7025,4836,3372,1208,310,33475,684,1120,2282,3084,2640,1961,904,270,12941,1061,1425,1703,2343,2235,1560,1030,283,11640,142,87,108,169,207,146,77,22,962,123,142,276,479,660,684,339,112,2826,1330,1656,2091,2990,3106,2389,1450,418,15433,53,95,184,199,200,192,157,55,1134,439,527,802,642,610,706,807,861,5409,4816,11890,20924,18648,14394,10498,5087,2039,88292
11502,355,386,311,204,72,14,1494,10,44,62,118,103,100,32,7,474,300,705,753,978,734,486,212,61,4230,132,237,402,659,533,372,178,46,2548,370,530,605,859,759,469,277,68,3944,33,28,22,44,43,40,12,10,234,40,29,63,140,143,140,80,16,645,448,585,696,1037,945,643,370,93,4823,11,20,15,41,45,41,40,11,224,123,110,146,214,156,151,175,137,1213,1028,1859,2428,3429,2825,1996,1074,366,15008
11503,118,170,175,120,43,11,791,9,41,68,86,91,82,8,0,392,149,398,460,495,451,316,85,15,2371,121,277,374,547,431,284,86,29,2146,525,994,918,1079,962,470,189,41,5176,35,36,36,66,51,30,11,0,266,25,53,60,90,124,87,35,9,481,591,1078,1014,1237,1138,589,235,49,5928,11,14,21,21,23,28,24,0,128,134,131,155,171,191,144,108,26,1056,1015,2082,2213,2731,2498,1552,590,134,12808
11504,1936,805,383,146,31,3,4233,28,179,309,228,96,62,17,8,931,561,2340,3452,1911,900,494,143,24,9824,290,783,1253,1189,645,336,105,23,4625,713,1233,1326,1437,900,455,211,30,6303,69,50,66,80,59,35,8,0,370,54,73,155,227,172,117,39,4,826,840,1356,1545,1739,1124,607,255,36,7497,25,43,91,66,43,41,16,6,336,195,307,384,289,207,215,138,95,1832,1960,5914,8970,6231,3402,1893,713,189,29274
11601,3404,1217,686,379,102,21,9038,48,400,456,373,267,165,44,0,1755,1572,6293,5885,3043,2240,1494,461,76,21058,897,2401,2583,2009,1490,874,308,76,10636,1401,2788,2963,2827,2390,1446,651,201,14672,219,182,237,212,201,113,40,0,1212,123,226,376,444,438,339,130,39,2124,1748,3196,3578,3480,3023,1906,829,248,18004,70,188,208,181,142,128,60,12,984,1287,1955,1612,1206,1053,988,725,398,9233,5825,17456,17738,11505,8904,5942,2518,824,70707
11602,6820,2150,904,457,112,16,13462,64,451,858,463,212,123,28,0,2192,1582,7328,10172,4568,2204,1189,275,49,27362,682,2239,3035,2242,1237,606,169,24,10239,1365,2770,2815,2423,1529,797,292,47,12034,182,162,185,187,119,55,14,3,919,130,199,350,450,321,216,86,15,1756,1674,3128,3352,3059,1973,1067,387,65,14710,34,174,317,159,112,95,44,5,941,926,1668,1721,910,584,446,252,98,6600,5064,17893,26268,13549,7225,3990,1261,257,75504
11603,1541,550,309,156,42,4,3599,42,204,274,150,101,48,21,0,846,906,3171,3081,1937,1582,864,208,61,11810,512,1584,1731,1323,977,454,141,38,6763,1336,2691,2406,2342,1875,929,340,80,11991,185,208,223,185,156,77,25,0,1064,130,211,282,347,315,199,59,14,1559,1655,3111,2912,2876,2340,1201,419,101,14615,33,93,153,107,100,86,27,0,602,1452,1694,1563,1238,989,890,634,468,8922,4650,10802,11257,8183,6400,3703,1491,671,47161
11701,1518,678,350,166,39,0,5187,35,244,224,185,95,62,6,0,844,1305,4801,2702,1420,855,425,141,25,11689,575,1493,1161,961,612,286,137,19,5253,552,1438,1072,998,801,446,246,82,5634,71,66,58,76,53,34,8,0,363,72,129,147,182,184,91,40,4,853,700,1636,1274,1255,1037,559,296,89,6851,47,130,76,63,65,58,15,7,466,598,1233,725,471,435,361,285,124,4248,3382,11846,7690,5037,3449,1924,928,275,34528
11702,1837,1230,695,383,90,5,5964,11,370,366,348,247,143,26,5,1525,1054,5499,3337,2182,1100,556,148,32,13902,262,1012,987,886,534,259,91,32,4065,360,963,842,741,557,303,139,44,3942,47,54,66,82,69,33,5,0,355,37,81,117,177,159,91,41,3,707,441,1100,1026,997,782,425,187,53,5011,9,68,64,53,36,30,13,4,279,312,652,462,378,328,269,241,104,2753,2155,10357,8083,6073,3725,2070,801,233,33494
11703,9118,4385,2864,1700,562,99,32393,126,1795,1428,950,754,488,142,15,5703,6972,29721,14824,6992,4507,2608,966,279,66874,1919,6354,4332,2852,1979,1181,491,163,19265,1319,4143,2511,1820,1479,824,351,95,12538,178,316,214,163,151,115,26,7,1176,175,509,407,466,448,321,130,55,2498,1677,4970,3130,2450,2077,1254,508,155,16217,220,516,349,217,187,159,100,27,1777,3116,6706,3846,2435,1918,1430,930,508,20894,14697,63052,37028,20277,14299,8827,3696,1238,163125
11801,4098,3199,2077,1434,672,145,15323,29,576,633,674,541,412,159,37,3059,1977,12783,8232,6109,4156,2824,1372,415,37871,403,1856,1775,1734,1462,1184,667,236,9315,389,1491,1079,974,845,685,479,176,6111,41,94,90,83,105,76,33,9,527,72,249,198,279,324,329,188,65,1693,500,1830,1366,1341,1273,1078,705,248,8336,29,223,170,135,134,184,140,48,1077,665,1809,1265,881,691,721,868,779,7683,3698,22696,17537,14069,10337,7830,4583,1905,82653
11802,4206,3004,1891,1011,405,88,14697,38,598,710,618,446,364,109,15,2897,2286,10480,7114,5112,3100,1900,762,222,30980,608,1870,2071,2161,1673,1038,484,190,10098,762,2291,1919,1781,1729,1028,670,240,10418,135,111,107,142,120,98,43,13,762,88,209,241,388,465,335,170,58,1967,981,2613,2265,2316,2315,1457,887,308,13145,69,242,180,137,162,139,102,27,1054,1021,1809,1475,1156,894,931,902,829,9014,5176,21537,18017,14505,10482,6836,3651,1688,81886
11901,2270,1263,780,357,96,20,7502,67,392,450,360,283,185,44,8,1791,2314,7247,5359,3400,2338,1265,415,121,22460,992,2702,3280,2731,1915,1000,346,119,13078,1540,3167,3322,3306,2829,1616,928,340,17040,210,184,279,289,266,129,37,17,1402,192,328,456,615,661,419,170,61,2907,1940,3679,4053,4211,3749,2169,1132,417,21352,96,224,214,198,187,168,64,18,1166,1817,2316,2162,1680,1536,1333,1092,921,12849,7393,19110,17782,13845,10794,6476,3193,1623,80204
11902,2456,1188,650,269,81,13,7915,49,373,398,317,232,115,57,4,1548,1927,6630,4914,2894,1863,861,317,110,19517,947,2215,2591,2251,1440,697,219,80,10448,960,2101,2125,2292,1749,872,525,168,10787,152,158,176,227,168,72,17,10,976,141,247,336,495,462,246,89,37,2054,1253,2508,2638,3002,2375,1187,634,211,13817,66,231,224,169,172,81,37,20,1005,1377,2276,1855,1434,1243,945,800,622,10552,5757,17348,15083,11268,7984,4159,2135,1063,64794
11903,2919,1654,1098,537,162,36,10063,85,404,445,399,356,296,90,19,2093,2310,7002,5522,3884,3063,1719,673,225,24401,1203,1939,2178,2307,1983,1152,504,157,11422,970,1827,1738,2059,2001,1320,697,300,10908,128,123,148,179,230,128,41,14,990,120,168,277,468,542,431,199,91,2297,1220,2116,2158,2709,2766,1885,932,408,14195,71,152,148,164,173,155,84,36,989,874,1394,1003,857,828,802,775,759,7295,5927,16494,14376,11981,10269,6555,3219,1647,70463
11904,3438,1681,914,481,130,27,11342,59,519,535,399,308,199,49,17,2087,2392,10191,6822,3642,2595,1367,502,165,27685,1252,2709,2781,2590,1875,1059,410,133,12794,997,2454,2258,2385,2068,1254,769,265,12451,112,173,192,233,177,95,32,9,1019,132,280,350,528,575,384,175,63,2487,1247,2906,2800,3144,2823,1730,981,336,15959,72,274,203,178,176,132,67,24,1122,1112,2175,1554,1168,1095,1055,1077,915,10152,6310,23266,18120,12802,9782,6025,3214,1623,81139
12001,2673,1598,1126,706,202,34,9199,38,363,446,434,355,269,99,23,2019,1233,5704,4914,3488,2307,1457,542,134,19785,405,1177,1581,1675,1331,872,354,91,7492,454,1137,1128,1292,1295,830,464,129,6723,65,61,82,110,112,62,28,10,531,56,135,175,315,394,318,142,51,1586,574,1331,1388,1715,1803,1209,634,190,8839,31,88,100,104,97,114,56,19,603,386,805,655,522,504,616,595,543,4630,2756,12240,11756,9540,7514,5255,2489,1025,52576
12002,2119,1711,1179,788,262,32,7353,20,274,445,461,327,269,66,5,1869,705,3684,3886,3063,1762,1199,407,56,14768,174,637,901,1073,727,523,177,34,4236,259,653,641,668,571,335,181,52,3355,60,44,45,72,50,26,17,0,313,27,44,105,183,168,137,73,17,756,342,737,795,923,789,496,267,66,4427,13,47,60,67,40,54,33,9,329,215,391,427,377,308,297,262,216,2489,1491,6998,8633,7683,5143,3629,1468,417,35463
12003,4764,2704,1915,1012,305,80,17913,128,833,817,713,560,394,109,25,3571,3697,13778,8220,5260,3914,2084,840,249,38039,2383,3157,2515,2445,1929,1054,418,195,14089,1063,2168,1740,1852,1701,960,518,222,10231,150,155,154,162,153,86,37,3,909,134,274,294,432,494,322,152,58,2162,1344,2602,2185,2455,2350,1372,706,292,13297,134,253,209,144,204,158,89,45,1242,1324,2531,1429,947,895,841,738,681,9394,9316,29977,20148,14662,11772,6909,3201,1560,97550
12101,5413,3487,2042,1333,511,111,16327,33,465,806,778,548,417,176,39,3247,1844,7917,8401,6129,3969,2433,1209,401,32294,417,1234,1745,1814,1508,1138,573,259,8690,388,985,944,928,839,567,327,149,5124,79,65,89,87,89,85,37,11,538,48,109,192,287,353,349,197,82,1622,512,1153,1225,1303,1291,998,560,244,7282,41,120,146,157,115,160,93,48,884,407,901,974,674,596,628,565,564,5312,3348,15122,18699,14345,10063,7106,3685,1667,74039
12102,3498,2097,1151,625,251,53,9343,27,268,543,568,438,305,102,17,2259,993,3835,5498,3933,2490,1483,711,204,19148,396,888,1432,1656,1406,980,513,166,7445,663,1094,1214,1520,1349,826,498,173,7344,121,55,82,106,98,95,48,8,605,69,89,141,307,352,348,216,66,1578,852,1242,1438,1930,1796,1267,751,244,9528,19,58,116,111,112,118,72,31,642,274,377,493,397,311,424,412,385,3077,2603,8290,13025,10703,7698,5191,2820,1105,51445
12103,5001,4613,2982,1699,895,227,17437,31,260,672,966,739,556,251,73,3554,1881,4454,7029,7570,5378,3420,1960,758,32442,343,677,1206,1973,1868,1557,1159,546,9326,400,588,653,855,879,609,442,217,4639,79,40,48,116,105,91,53,27,557,67,71,143,322,385,418,353,162,1918,542,699,846,1290,1372,1121,849,409,7113,31,48,147,162,140,181,175,80,970,344,319,455,481,477,459,587,581,3707,3270,8380,15357,17051,12953,8990,5875,2670,74547
12104,3770,2829,2060,1433,714,115,13986,31,610,690,580,566,453,186,36,3150,1616,8267,6444,4636,3520,2684,1400,413,28982,253,1111,1423,1468,1314,1158,770,233,7724,276,958,765,637,623,440,288,105,4085,35,58,53,59,74,57,46,15,397,37,104,157,240,292,308,192,78,1405,351,1120,972,940,982,810,520,200,5889,28,105,124,114,114,115,118,36,752,294,754,712,543,496,521,540,322,4186,2651,14963,14137,11113,9041,7169,4249,1346,64673
12201,1350,1157,781,360,181,42,4801,8,150,235,287,229,157,59,6,1124,551,3027,2745,2485,1774,899,426,116,12014,111,456,635,780,637,460,287,87,3445,148,447,402,417,418,253,175,61,2332,20,22,18,57,52,43,26,0,238,26,36,83,125,178,154,102,31,742,192,512,507,601,649,452,311,100,3318,11,45,62,54,44,51,57,16,339,146,309,308,271,205,194,185,115,1738,1045,5400,5837,5624,4317,2572,1506,475,26777
12202,733,1024,862,592,249,43,3872,9,102,188,310,354,279,82,24,1350,584,1758,2331,2645,2159,1616,735,177,11998,209,558,1029,1556,1366,1040,600,173,6529,560,965,1181,1428,1438,868,562,179,7183,62,34,61,90,83,87,34,10,457,48,63,144,256,392,342,206,74,1526,671,1065,1386,1782,1910,1294,802,267,9169,17,25,50,81,88,100,86,36,486,280,238,351,406,393,406,533,439,3048,1782,4089,6062,7808,7127,5333,3090,1164,36452
12203,3152,2756,1555,752,325,73,10411,50,433,773,949,639,447,177,32,3496,1631,6816,7846,7263,3926,2179,1069,379,31119,683,2063,2782,3619,2580,1623,976,319,14637,1284,2829,2878,3342,2825,1690,1133,409,16377,167,108,178,237,233,190,67,30,1210,128,209,324,640,708,613,456,160,3236,1578,3141,3377,4214,3755,2496,1663,595,20818,37,153,169,200,181,156,165,62,1118,510,857,939,915,786,832,900,813,6551,4540,15208,19031,19918,13426,8493,5271,2275,88156
12301,735,494,272,145,56,4,2336,29,213,264,256,159,105,23,6,1052,501,1850,2098,1557,717,418,149,42,7331,420,1228,1528,1409,851,465,144,28,6072,1241,2728,2723,2529,1659,922,367,82,12247,118,141,121,133,109,58,8,7,694,109,154,207,298,254,225,64,16,1333,1470,3021,3051,2961,2022,1206,445,102,14276,23,42,57,75,76,65,14,8,356,286,404,441,368,297,286,304,247,2626,2762,7357,8163,7113,4394,2693,1133,438,34051
12302,3159,1384,767,391,93,19,7866,58,397,518,340,259,197,41,4,1811,1412,5622,5623,2865,1976,1220,350,60,19123,814,2734,3123,2276,1932,1139,305,62,12394,2188,4775,4482,3735,3647,2304,886,144,22163,295,364,371,273,263,181,43,3,1807,174,299,448,541,626,498,174,39,2790,2653,5443,5297,4548,4542,2981,1102,188,26756,67,172,227,168,175,145,68,12,1042,1609,1987,1989,1454,1277,1239,976,465,11003,6695,18324,19938,13034,10923,7311,2951,809,79991
12303,259,199,181,133,29,0,1040,25,85,94,109,103,79,19,3,521,201,837,870,682,435,346,91,26,3495,223,605,672,756,602,411,114,28,3414,927,1958,1848,1857,1325,880,347,73,9218,86,88,81,90,69,50,14,0,481,56,71,116,163,209,175,69,11,869,1074,2117,2048,2105,1613,1107,420,86,10570,4,17,27,37,36,34,37,7,201,326,322,360,361,313,318,311,222,2532,1867,4220,4325,4263,3282,2429,1020,371,21768
12401,1206,1286,1213,1053,303,54,5830,13,195,364,532,592,568,147,18,2434,433,1861,2596,2669,2306,2025,761,182,12839,238,735,1232,1515,1600,1349,594,161,7415,894,1727,1968,2078,2003,1419,618,172,10876,116,105,107,106,151,108,48,10,750,65,63,138,236,373,416,240,58,1587,1073,1897,2217,2424,2523,1939,900,248,13216,16,26,48,68,80,115,103,29,478,269,305,364,434,443,499,510,341,3162,2070,5699,8026,8929,8757,7544,3326,1025,45374
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
12403,2087,962,563,298,88,12,5688,73,420,495,376,270,217,54,3,1913,1235,4627,4339,2486,1480,1034,319,62,15596,759,2578,2845,2422,1683,991,318,73,11673,2938,6372,5396,4526,3484,2026,777,161,25683,335,343,329,288,239,138,26,3,1701,190,300,420,502,512,384,166,24,2492,3463,7008,6141,5316,4239,2546,969,193,29875,59,109,159,130,138,119,67,14,791,1181,1595,1483,1197,1010,955,916,568,8899,6848,17938,17550,12895,9384,6160,2734,927,74434
12404,196,157,129,76,24,5,1024,19,108,69,88,86,55,23,0,457,221,846,609,481,330,214,107,29,2832,209,586,507,531,492,261,133,28,2752,723,1624,1220,1188,1041,545,242,70,6657,86,88,68,85,71,59,8,3,454,50,72,79,146,122,121,47,13,637,856,1785,1365,1417,1225,726,300,81,7747,12,22,25,34,31,29,26,5,190,457,741,671,483,352,316,324,221,3560,1789,4507,3443,3178,2649,1686,944,375,18571
12405,494,179,139,86,14,5,1384,10,105,109,76,68,44,5,0,417,348,1427,1146,659,580,385,89,21,4652,225,852,879,713,573,269,62,10,3579,825,1897,1679,1450,1397,733,240,35,8252,94,129,136,103,75,55,8,0,603,65,120,170,190,226,128,32,9,941,985,2146,1990,1742,1691,912,279,42,9790,17,38,62,39,33,35,11,10,245,602,791,664,579,506,435,266,176,4014,2213,5815,5329,3991,3595,2157,725,256,24090
12501,2472,889,517,225,68,11,8811,73,416,336,210,110,82,10,4,1242,1810,7851,4336,2009,1379,728,266,60,18440,1432,2363,1849,1193,856,470,165,37,8363,647,1519,1144,922,882,438,160,65,5788,79,123,115,116,87,42,3,0,566,95,178,202,242,199,135,40,16,1112,825,1820,1456,1288,1167,622,205,83,7461,79,220,162,121,92,58,29,9,768,1298,2741,1780,1104,843,579,328,219,8894,5682,19877,12389,6811,4961,2765,1072,422,53978
12502,2486,1332,839,369,148,21,6672,31,202,312,264,223,172,62,9,1282,1034,3399,3966,2739,1908,1060,468,118,14691,250,862,1334,1246,1113,660,322,101,5884,502,962,990,1112,1044,560,357,151,5684,81,67,84,97,100,66,28,9,540,50,93,136,248,238,233,140,36,1170,644,1121,1206,1458,1381,861,527,199,7392,15,87,81,84,103,79,65,25,544,338,558,659,452,493,433,303,218,3455,2369,7645,10043,7585,6062,3645,1885,691,39919
12503,1891,836,543,279,65,10,6371,76,388,330,257,200,113,30,3,1395,1951,6319,4206,2513,1695,932,333,87,18037,1197,2647,2805,2171,1438,720,281,75,11335,1388,2795,2908,2549,2038,1277,603,191,13759,195,231,229,232,207,111,17,4,1231,187,307,444,475,462,282,121,39,2327,1777,3340,3585,3257,2708,1672,749,235,17311,86,239,202,127,137,104,51,13,966,2123,3104,2647,1873,1508,1143,843,609,13847,7362,18643,15652,11027,8225,4959,2357,1031,69259
12504,7199,2110,1148,548,160,33,19045,62,635,884,477,324,231,69,19,2696,2277,11534,10019,3888,2370,1526,591,166,32367,1086,2356,2560,2101,1503,855,414,118,10993,961,1922,2066,2047,1661,998,618,188,10449,165,137,154,171,146,96,48,5,915,95,193,287,385,379,324,178,66,1915,1218,2253,2513,2590,2179,1416,845,262,13280,90,307,357,180,162,160,66,31,1358,1208,2553,2086,1098,1022,907,828,649,10349,6318,27113,25618,12452,8706,5644,2970,1267,90089
12601,2630,1696,1172,674,242,60,8208,25,165,302,314,290,246,81,14,1434,923,2995,3397,2535,2001,1341,564,179,13932,223,455,626,862,805,604,327,125,4038,243,381,377,491,498,336,214,83,2622,45,25,25,47,58,43,32,7,273,35,31,49,134,158,188,116,45,755,317,444,448,667,714,566,356,140,3646,21,44,76,71,62,63,53,20,419,170,293,323,194,189,183,194,150,1695,1737,6061,7808,6343,5232,3678,1825,688,33368
12602,5875,2898,1950,1066,395,89,18313,69,625,700,642,547,381,142,35,3136,2620,10632,8834,5500,3985,2494,1017,351,35431,774,1933,2341,2356,1987,1375,605,257,11633,799,1720,1615,1748,1796,1179,648,287,9794,124,123,110,137,190,115,49,14,860,93,171,275,429,526,454,233,123,2301,1009,2020,2003,2310,2514,1745,926,425,12955,68,216,197,157,159,186,113,44,1139,713,1438,1170,850,887,800,770,827,7458,5480,22677,21123,14723,12027,8036,3969,2033,90070
12701,1667,665,312,137,33,6,4556,73,380,386,227,128,55,14,5,1268,1405,5338,4242,2068,1243,701,172,24,15194,735,2644,2950,2142,1293,529,166,27,10481,1576,4146,3694,3027,2148,1091,424,74,16180,196,219,256,218,157,58,13,0,1116,187,270,465,513,417,197,57,16,2131,1957,4633,4413,3759,2721,1354,495,93,19423,57,108,171,122,114,86,25,5,685,1108,1345,1405,1017,943,670,451,233,7175,5413,16095,15232,9989,6764,3526,1364,399,58781
12702,735,414,303,203,51,7,3127,57,283,199,200,157,90,27,5,1032,2250,5959,3358,2342,1617,1206,377,68,17171,946,2468,2598,2452,1819,907,313,65,11565,1597,2962,2970,3107,2876,1700,770,197,16170,259,259,309,350,285,117,29,4,1615,162,319,421,571,583,363,103,23,2550,2024,3539,3707,4025,3744,2173,896,234,20335,57,190,148,174,193,143,65,10,978,1697,1847,1880,1831,1846,1450,1022,719,12303,7173,15555,12634,11433,9674,6173,2754,1109,66508
12703,2082,1045,579,268,63,6,5998,68,295,423,268,151,104,20,6,1343,1534,5345,4469,2723,1612,842,234,45,16791,768,2253,2681,2270,1553,671,244,47,10488,1340,2992,2983,2761,2076,1121,533,118,13919,192,209,251,233,182,80,18,3,1165,111,281,396,457,402,236,102,24,2004,1646,3474,3625,3452,2654,1440,650,145,17089,58,133,165,154,148,91,33,13,793,1320,1931,1809,1268,1200,963,812,563,9863,5506,15272,15257,11172,7900,4380,2052,827,62374
12801,1596,1323,927,629,222,52,5900,40,309,452,445,491,402,104,25,2268,1337,4800,4350,3516,2428,1727,644,179,18984,538,1622,2316,2691,2081,1333,647,248,11473,1294,2898,2689,3146,2943,1845,1147,485,16449,115,110,134,192,206,134,79,25,1005,126,163,300,519,617,584,347,144,2797,1540,3172,3128,3857,3766,2565,1567,649,20251,32,70,107,134,155,180,137,55,873,468,724,756,784,653,716,814,724,5636,3994,11813,12706,12740,10506,7552,4137,1939,65382
12802,1763,1228,865,472,159,25,5628,57,360,523,499,463,357,75,3,2334,1159,4064,4418,3333,2202,1428,460,121,17182,529,1378,2234,2660,1891,1239,483,135,10549,1462,2627,2967,3245,2904,1902,1030,311,16448,130,121,154,192,194,148,53,18,1005,115,141,295,530,613,578,288,79,2637,1702,2892,3413,3968,3709,2630,1367,407,20089,22,62,105,115,152,153,95,34,746,275,392,495,485,469,484,575,486,3659,3790,10214,12946,12284,9748,6759,3215,1219,60186
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,15
20101,1156,908,699,485,175,27,4672,43,457,664,654,572,478,132,23,3029,812,3570,3422,2502,1618,1321,529,112,13884,446,1470,1692,1697,1459,1154,499,134,8558,1732,3992,3339,3080,2660,1671,730,215,17410,273,283,205,158,123,105,30,11,1184,85,163,181,230,243,215,113,34,1267,2085,4436,3724,3468,3027,1986,867,263,19858,31,63,57,67,63,75,55,24,433,931,948,792,828,785,945,902,621,6743,4424,12083,11506,10130,8216,6454,3152,1206,57176
20102,222,308,322,245,66,9,1289,3,70,159,188,205,190,36,4,856,94,441,754,780,691,521,166,36,3482,52,285,464,570,579,464,163,22,2601,278,804,899,1006,975,632,256,63,4913,35,43,43,44,51,40,14,4,269,16,28,52,71,96,87,23,9,387,336,874,1002,1114,1126,757,292,71,5574,5,19,10,21,24,33,15,4,128,219,237,294,362,427,468,338,158,2500,710,2036,2907,3350,3377,2676,1073,307,16431
20103,64,73,79,96,22,3,384,8,51,72,86,75,105,22,0,415,68,284,314,316,294,285,118,19,1707,57,192,239,375,376,313,137,21,1711,315,717,677,914,911,759,281,50,4624,47,59,58,47,58,47,15,8,330,20,43,38,54,80,72,25,4,330,384,819,775,1012,1044,881,314,60,5289,0,3,8,12,7,21,24,3,77,272,178,245,415,397,536,394,129,2567,797,1579,1714,2283,2276,2232,1025,239,12149
20201,714,544,440,342,130,15,3120,53,460,597,522,444,351,87,11,2530,691,3004,2739,1935,1322,1059,410,128,11288,375,1297,1420,1415,1303,1116,510,127,7557,1427,3693,3099,2891,2564,1603,768,228,16271,224,214,209,149,160,121,22,3,1108,94,131,175,215,235,211,103,39,1221,1754,4046,3485,3254,2958,1935,890,275,18603,9,67,40,50,58,68,48,25,367,724,938,802,795,815,850,943,690,6561,3702,10644,9795,8519,7342,5723,3023,1270,50016
20202,587,643,548,475,167,21,2724,12,130,365,462,438,346,80,14,1840,118,875,1555,1606,1157,1141,476,76,7000,105,415,638,907,955,850,414,58,4341,445,1099,1174,1463,1503,1021,429,88,7219,72,57,71,63,76,61,21,8,434,22,44,65,129,178,126,69,15,645,542,1201,1308,1651,1753,1206,521,110,8297,7,25,22,32,35,43,42,12,211,380,367,421,554,593,676,566,374,3937,1171,3286,4894,5854,5490,4728,2258,664,28350
20203,25,28,38,31,9,0,157,6,17,20,45,50,34,10,0,186,39,162,175,180,125,108,33,3,832,22,89,114,166,174,141,39,13,749,102,315,367,379,497,276,80,16,2038,18,25,27,25,25,19,4,0,137,9,13,19,21,39,39,14,0,161,128,351,413,431,567,332,100,13,2335,0,3,0,8,0,9,10,4,40,130,102,142,199,303,279,188,107,1451,323,759,899,1051,1254,933,392,139,5746
20301,131,96,124,70,12,0,535,9,72,125,110,91,61,14,0,483,91,480,603,448,323,219,55,7,2235,72,280,461,416,343,235,78,20,1898,273,791,939,929,680,378,123,28,4146,41,31,36,40,39,24,10,0,219,15,19,56,52,53,40,22,0,257,332,836,1034,1024,768,442,151,29,4616,3,11,13,13,14,17,13,0,81,178,135,192,190,205,206,145,99,1355,688,1907,2550,2300,1870,1249,479,162,11206
