SA3_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
30303,97,2385,94,4,2589,130,2689,206,7,3031,316,5348,350,28,6040,493,5172,273,15,5952,679,4040,191,5,4908,549,2951,143,17,3656,355,2242,83,36,2714,217,1381,77,5,1684,59,471,45,0,577,2897,26680,1456,113,31143,111,2337,113,4,2565,158,2524,138,13,2831,401,5386,315,20,6129,801,5349,243,9,6398,1042,3944,160,15,5158,902,2918,112,35,3969,515,2505,93,32,3138,248,1633,108,0,1993,46,785,84,0,917,4222,27373,1357,141,33091,215,4725,203,12,5150,290,5217,343,19,5864,719,10732,671,51,12173,1294,10527,508,23,12351,1716,7979,346,25,10065,1449,5865,251,54,7623,869,4745,169,69,5851,464,3013,185,7,3672,106,1254,127,0,1488,7126,54056,2811,259,64240
30304,46,1039,48,0,1135,65,1387,96,5,1550,164,3063,206,17,3450,262,2694,129,14,3096,363,2109,96,5,2575,318,1537,66,8,1926,173,1015,54,5,1251,103,619,35,3,759,29,226,24,0,275,1521,13687,761,44,16018,46,997,35,0,1084,88,1261,82,0,1434,235,2749,164,15,3160,438,2644,103,3,3186,515,1967,73,4,2561,494,1422,63,15,1994,278,1109,56,8,1453,126,777,58,0,962,24,442,36,0,505,2243,13383,661,58,16341,94,2034,88,0,2214,147,2651,182,9,2983,403,5810,373,30,6616,697,5340,230,14,6281,873,4082,172,10,5135,814,2959,125,20,3918,452,2132,107,13,2706,230,1396,92,5,1720,55,670,56,0,781,3765,27067,1425,102,32359
30305,78,1876,106,0,2061,109,1882,132,0,2122,283,4492,306,18,5107,491,4832,288,8,5614,441,3235,180,5,3857,372,2606,114,26,3122,251,1939,86,28,2299,106,853,49,5,1015,21,242,32,0,299,2160,21966,1286,87,25498,95,1771,87,3,1952,131,1707,116,3,1950,463,4702,300,18,5477,753,4909,249,9,5925,728,3272,163,17,4178,628,2702,113,43,3488,379,2043,72,22,2520,99,925,73,5,1104,13,444,73,0,526,3283,22472,1252,118,27120,173,3649,195,3,4016,240,3588,243,6,4076,740,9197,606,30,10583,1250,9741,538,14,11544,1168,6506,346,21,8032,1000,5310,227,75,6609,630,3983,155,51,4822,212,1780,123,9,2117,31,689,105,0,827,5446,44433,2534,203,52614
30306,66,1256,66,0,1388,94,1768,128,5,2000,241,3794,320,23,4372,349,3286,206,5,3844,329,2222,138,17,2711,326,2047,90,10,2486,226,1734,72,11,2049,110,925,49,3,1083,33,269,13,0,310,1780,17299,1083,81,20241,83,1223,70,8,1383,118,1481,98,4,1696,299,3555,241,14,4105,476,3152,196,9,3838,492,2281,130,12,2918,492,2117,107,21,2735,326,1781,79,19,2208,142,949,55,7,1153,17,480,30,0,535,2440,17010,1022,90,20564,148,2479,138,8,2773,208,3254,226,11,3700,542,7343,565,36,8484,827,6436,405,14,7684,826,4500,270,31,5625,817,4169,196,35,5211,554,3513,150,27,4253,252,1871,108,12,2236,50,746,47,0,842,4223,34308,2098,173,40799
30401,44,1051,18,0,1113,50,762,17,0,831,95,1466,48,5,1616,224,1979,55,4,2264,287,1813,45,9,2147,298,1604,41,4,1944,207,1389,39,0,1634,112,717,15,4,845,20,219,5,0,246,1332,11010,279,24,12645,45,944,19,0,1012,57,721,18,0,792,135,1553,40,3,1732,336,2061,52,3,2455,497,1872,36,0,2405,439,1655,32,7,2136,300,1468,37,3,1816,105,799,20,0,918,17,438,12,0,463,1926,11511,270,26,13735,87,1996,41,3,2129,108,1481,35,5,1623,226,3022,94,10,3347,556,4043,108,4,4717,782,3682,82,10,4554,740,3261,68,11,4082,507,2863,72,9,3451,209,1515,37,3,1769,39,660,20,0,714,3262,22522,553,53,26382
30402,67,1846,35,3,1950,48,1226,38,0,1318,93,1408,42,13,1552,268,2659,52,8,2990,474,3090,56,6,3625,410,2227,44,4,2679,303,1740,25,18,2084,144,1128,43,4,1313,57,349,46,0,455,1856,15669,386,57,17960,65,1545,35,4,1650,56,1031,13,4,1095,144,1547,29,3,1724,447,2999,70,4,3517,769,3091,66,7,3935,656,2124,41,15,2833,450,1845,39,9,2341,208,1202,65,4,1476,30,587,86,0,703,2813,15963,442,53,19276,128,3387,65,6,3594,104,2258,51,7,2417,231,2955,70,14,3275,713,5654,122,16,6507,1242,6178,125,16,7566,1064,4349,86,16,5510,748,3589,69,27,4425,352,2325,107,5,2789,89,933,127,0,1152,4669,31631,825,108,37237
30403,88,2265,63,11,2422,102,3070,120,17,3310,163,3624,167,12,3969,279,3142,116,9,3546,377,2580,73,15,3051,380,1777,50,16,2220,233,1474,53,11,1772,138,868,51,0,1054,42,257,31,0,332,1813,19059,727,84,21678,74,2398,68,8,2554,112,2945,114,14,3190,210,3506,182,21,3923,440,3293,118,11,3869,651,2641,84,19,3383,628,1708,53,19,2402,421,1666,73,15,2175,170,991,75,3,1240,21,468,75,4,574,2735,19615,840,115,23307,167,4662,133,20,4979,213,6011,240,27,6500,375,7129,346,28,7894,721,6441,228,20,7413,1031,5220,159,34,6436,1002,3486,105,33,4625,656,3145,126,28,3944,309,1855,120,3,2290,66,725,110,5,906,4542,38673,1562,202,44983
30404,76,1824,70,0,1966,83,1531,125,0,1739,194,2804,139,11,3142,349,3357,114,0,3819,526,3143,88,4,3761,410,1935,54,6,2408,289,1597,31,4,1923,157,967,31,0,1156,31,326,27,0,390,2115,17487,676,34,20311,83,1645,46,0,1771,108,1295,39,0,1440,281,2959,95,5,3338,571,3576,108,4,4261,777,3164,72,6,4019,712,1982,61,4,2758,447,1813,42,17,2314,177,1208,36,0,1423,42,674,46,0,765,3202,18310,552,31,22086,158,3461,115,0,3735,189,2829,166,0,3184,467,5759,243,18,6486,919,6930,223,9,8080,1306,6307,163,5,7779,1118,3921,114,16,5168,736,3408,74,18,4234,336,2174,68,0,2576,75,1010,70,0,1152,5315,35795,1227,65,42398
30501,62,1855,198,21,2135,152,4655,521,57,5386,416,11207,1468,218,13310,462,6480,1006,108,8052,510,4439,745,94,5790,572,3317,530,66,4491,300,2198,332,37,2869,115,1057,187,9,1370,30,304,86,6,427,2617,35515,5074,619,43826,89,1923,233,7,2256,227,5270,563,51,6114,560,10936,1335,165,12997,565,5577,765,72,6976,779,3880,527,46,5227,806,2830,437,59,4134,424,2079,294,20,2816,134,1040,187,3,1360,19,475,135,0,632,3605,34015,4474,423,42517,146,3787,434,38,4393,382,9925,1086,109,11502,980,22146,2800,376,26309,1025,12058,1764,178,15031,1282,8320,1270,136,11014,1374,6151,969,121,8622,728,4281,629,60,5687,248,2092,375,15,2729,53,773,220,4,1054,6223,69529,9546,1047,86345
30502,61,1158,51,5,1273,62,1460,69,0,1595,152,3332,183,3,3675,246,3186,157,3,3597,361,2589,116,9,3079,321,1785,71,10,2191,164,1054,54,7,1274,49,442,47,3,542,17,160,8,0,197,1437,15173,755,46,17415,55,1098,45,0,1199,96,1572,87,7,1760,211,3608,193,9,4027,372,3296,145,8,3814,561,2595,106,5,3264,513,1675,76,5,2266,210,1095,57,3,1369,58,545,38,0,640,4,278,27,0,311,2087,15758,774,37,18656,114,2256,95,5,2471,157,3030,159,11,3355,368,6942,384,12,7699,618,6482,301,13,7411,923,5180,218,18,6341,837,3458,149,13,4455,375,2149,109,12,2649,108,989,78,3,1183,25,445,39,0,506,3521,30934,1530,82,36065
30503,99,2288,107,3,2499,168,4024,280,24,4493,447,9827,732,58,11062,529,6843,467,38,7876,766,5337,394,35,6530,752,3857,254,31,4884,383,2509,188,12,3098,164,1296,123,0,1581,31,404,51,0,495,3326,36400,2596,197,42522,123,2505,110,10,2748,245,4754,355,28,5386,526,9914,660,29,11123,763,6426,404,24,7612,1202,5202,284,14,6699,1090,3490,242,24,4842,565,2482,137,8,3191,194,1529,141,8,1870,36,778,91,7,911,4745,37077,2420,149,44387,224,4797,214,15,5248,409,8782,641,52,9878,969,19739,1392,87,22185,1292,13276,866,59,15485,1967,10537,678,48,13232,1836,7343,499,53,9732,945,4990,321,28,6285,361,2821,266,10,3451,67,1191,143,5,1406,8071,73476,5016,342,86906
30504,79,1942,31,0,2057,94,2857,108,9,3068,233,4659,227,18,5141,305,3652,123,18,4096,536,3495,143,10,4179,459,2263,82,16,2822,241,1549,86,14,1887,113,730,69,3,923,30,213,31,0,278,2100,21352,907,96,24446,69,1860,66,5,1998,124,3088,84,5,3299,259,4713,208,19,5203,475,3755,119,8,4363,815,3285,107,9,4212,735,2151,77,9,2971,388,1566,91,14,2057,131,827,86,4,1049,25,357,62,0,444,3018,21598,906,67,25599,145,3798,99,4,4054,220,5941,191,17,6369,492,9379,439,37,10346,775,7404,250,27,8453,1354,6778,250,19,8394,1192,4418,164,24,5793,629,3115,171,27,3948,249,1555,153,7,1964,51,569,102,5,726,5118,42948,1814,163,50047
30601,52,1669,120,0,1838,63,1159,82,7,1309,145,2465,190,16,2812,299,3179,216,4,3700,429,3418,227,16,4088,437,3242,200,13,3898,333,2614,204,18,3178,126,1176,142,11,1454,34,224,59,3,326,1911,19159,1439,93,22601,79,1642,91,0,1824,56,1169,95,6,1330,270,2895,219,14,3397,542,3612,225,5,4384,712,3741,225,10,4694,653,3277,192,18,4131,456,2477,162,17,3123,143,1078,141,6,1366,16,307,79,4,399,2939,20195,1419,87,24643,139,3311,210,5,3657,117,2327,175,13,2633,415,5359,404,37,6213,843,6791,435,9,8086,1143,7160,454,27,8777,1088,6520,396,28,8030,790,5091,370,39,6295,263,2255,278,14,2820,50,535,138,5,725,4848,39354,2862,175,47240
30602,140,2777,413,8,3340,143,2613,586,72,3408,382,6031,1373,204,7982,579,5355,998,36,6966,787,5563,969,39,7354,703,5064,805,34,6602,493,4028,759,26,5303,211,1966,386,14,2571,70,519,122,0,716,3500,33913,6409,420,44245,169,2607,405,0,3184,177,2646,536,57,3411,632,6398,1280,152,8459,984,5805,868,30,7684,1287,5462,768,18,7537,1177,4688,787,29,6682,713,3822,640,10,5189,285,1982,398,8,2672,42,836,190,3,1078,5478,34252,5867,312,45904,308,5388,817,10,6522,318,5261,1116,124,6822,1013,12427,2652,353,16442,1564,11155,1865,66,14648,2076,11023,1736,61,14895,1875,9754,1593,61,13281,1199,7853,1399,43,10494,498,3946,777,20,5245,112,1354,313,8,1794,8975,68161,12281,726,90146
30603,59,824,159,0,1040,44,763,84,33,916,134,1597,267,191,2191,175,1448,231,44,1897,251,1725,231,3,2208,404,2362,251,15,3032,314,2438,283,7,3031,133,1093,153,0,1382,30,286,50,0,365,1540,12528,1705,293,16069,68,750,132,0,949,46,603,77,12,738,220,1589,228,57,2096,307,1467,217,19,2020,470,1615,236,11,2332,585,2201,232,7,3017,386,2065,226,4,2688,159,957,131,0,1246,20,386,54,0,458,2265,11635,1528,106,15534,125,1573,284,0,1989,90,1360,165,43,1654,358,3189,494,245,4279,476,2920,452,65,3914,722,3334,475,12,4542,990,4561,483,20,6047,702,4504,507,7,5720,291,2052,281,0,2626,55,675,104,0,829,3807,24162,3240,395,31604
30604,12,240,46,0,296,7,231,53,8,296,29,691,153,31,904,54,621,111,0,791,81,764,154,0,1005,116,1054,188,6,1365,92,1076,246,7,1422,44,479,88,6,620,10,84,23,0,116,451,5245,1064,60,6816,18,216,44,0,284,15,222,53,4,296,39,767,183,55,1049,89,700,112,3,907,153,726,116,3,1005,194,1012,197,9,1409,124,917,180,0,1219,43,380,73,3,503,0,83,14,0,101,679,5028,980,88,6769,31,455,84,0,578,19,452,104,14,597,69,1461,337,87,1958,141,1322,233,3,1700,235,1486,277,4,2000,308,2063,385,16,2772,216,1990,422,8,2642,92,864,159,7,1123,5,174,39,0,217,1127,10269,2042,149,13584
30605,57,1046,194,4,1296,48,710,121,37,916,127,1697,288,203,2323,228,1634,238,68,2169,352,2005,295,0,2658,451,2470,323,5,3253,365,2817,338,12,3532,189,1439,188,4,1820,40,393,82,0,513,1855,14219,2072,340,18491,60,963,160,0,1187,66,641,117,24,846,218,1768,322,77,2385,400,1773,271,36,2481,600,2102,287,9,2998,713,2602,311,9,3638,501,2533,304,7,3342,217,1366,176,0,1765,34,454,137,0,623,2812,14196,2088,164,19267,120,2009,354,0,2482,107,1351,239,54,1757,348,3464,613,280,4710,628,3411,509,103,4651,955,4111,584,14,5664,1165,5073,631,21,6892,864,5348,636,21,6875,405,2810,372,3,3583,79,840,213,0,1135,4671,28424,4158,500,37753
30701,60,994,181,0,1229,57,1036,206,0,1298,166,2504,565,56,3287,229,2311,482,3,3023,356,2495,497,13,3362,367,2608,476,3,3454,232,2215,319,0,2766,89,1044,162,0,1293,25,242,64,0,324,1576,15444,2945,82,20049,55,899,165,0,1126,73,1040,156,12,1284,274,2355,414,51,3088,380,2115,305,3,2809,496,2045,294,0,2835,533,2136,283,0,2954,291,1809,233,0,2335,126,990,174,0,1298,17,342,109,0,469,2236,13739,2142,65,18186,117,1895,352,0,2355,130,2077,365,14,2584,435,4853,976,107,6370,610,4425,782,8,5828,853,4535,797,13,6193,893,4745,756,7,6407,522,4028,550,0,5097,210,2037,339,0,2590,41,579,175,0,797,3814,29184,5094,147,38233
30702,54,1216,153,5,1425,56,966,149,0,1168,141,1873,290,22,2324,257,1794,260,11,2325,306,2152,309,5,2770,402,2291,303,4,2998,281,2090,189,0,2566,157,1120,125,0,1407,36,328,68,0,425,1695,13825,1853,46,17418,76,1038,117,0,1232,68,906,88,0,1060,215,1855,205,12,2280,409,1789,187,6,2395,560,2032,227,0,2816,635,2022,202,7,2870,387,1786,182,0,2358,151,1120,183,0,1459,33,483,97,0,615,2548,13028,1485,27,17086,134,2245,274,4,2660,120,1867,240,0,2231,356,3726,491,33,4610,670,3581,452,13,4721,869,4185,532,7,5590,1044,4315,505,10,5862,672,3877,371,0,4925,309,2244,307,0,2865,68,806,169,0,1047,4243,26853,3335,73,34505
30703,59,1003,126,0,1186,66,826,83,0,982,119,1619,179,11,1925,220,1518,153,0,1893,361,1843,223,5,2426,451,2259,232,4,2947,375,2467,243,4,3087,189,1341,174,0,1701,51,351,56,0,463,1903,13223,1462,30,16615,68,977,103,0,1150,67,709,78,0,858,220,1627,157,11,2019,395,1577,178,0,2143,619,1922,212,3,2747,696,2270,198,0,3171,479,2329,227,0,3037,191,1363,163,0,1723,36,546,74,0,652,2770,13319,1394,18,17508,132,1980,227,0,2335,130,1538,173,4,1840,342,3242,341,15,3949,617,3090,326,3,4038,979,3763,424,9,5173,1152,4531,427,4,6111,858,4800,466,4,6125,379,2700,341,0,3424,86,903,127,0,1114,4679,26540,2856,49,34117
30801,19,804,124,0,949,23,809,200,110,1143,106,1940,577,158,2780,191,1874,688,63,2812,201,1841,689,17,2740,223,1697,547,11,2477,116,1084,228,4,1435,44,370,78,3,494,7,59,25,0,94,922,10468,3162,368,14918,39,655,91,0,783,45,760,101,14,922,169,1791,256,30,2242,259,1649,250,9,2168,243,1401,222,0,1864,267,1323,222,0,1814,125,867,156,10,1155,29,341,71,0,437,0,76,34,0,115,1180,8862,1395,64,11503,57,1455,219,0,1735,64,1564,308,119,2059,274,3729,825,188,5024,451,3515,937,73,4982,435,3238,915,21,4605,484,3025,774,13,4292,239,1955,382,11,2587,74,710,143,3,935,13,139,56,0,209,2098,19337,4557,431,26420
30803,199,3513,366,3,4076,159,2938,390,8,3487,447,5998,938,22,7411,647,5633,832,15,7122,818,5414,689,11,6932,1072,5925,578,6,7575,753,5387,557,13,6709,374,2687,322,7,3386,102,774,163,5,1040,4573,38253,4837,77,47742,190,3224,320,3,3735,222,2916,280,7,3422,811,6258,548,23,7652,1290,5743,545,7,7580,1528,5566,489,3,7585,1822,5866,495,4,8189,1052,5013,469,7,6547,433,2971,383,8,3796,78,1190,245,0,1516,7421,38751,3784,66,50021,390,6735,684,3,7813,380,5854,672,7,6916,1262,12260,1496,50,15064,1935,11372,1375,20,14707,2337,10981,1184,11,14516,2893,11790,1074,12,15764,1807,10396,1028,26,13257,810,5656,713,9,7180,185,1965,412,5,2558,11994,77008,8617,144,97769
30804,14,343,78,3,434,12,351,81,0,446,54,829,236,4,1123,106,892,299,4,1297,108,867,304,0,1275,126,864,272,0,1259,75,634,142,0,845,36,327,74,0,437,5,64,15,0,87,536,5164,1496,13,7211,16,270,65,0,352,18,339,58,0,418,81,731,128,3,940,135,711,122,0,962,158,646,125,0,923,159,658,121,0,935,92,484,92,0,674,47,303,67,0,411,8,120,42,0,175,699,4256,824,10,5788,33,613,142,3,783,23,695,141,3,865,138,1562,363,6,2065,237,1597,418,4,2254,263,1507,427,0,2202,283,1524,396,0,2200,163,1116,228,3,1513,83,624,142,0,849,19,186,54,0,263,1240,9422,2317,17,12996
30805,67,1792,144,0,2011,74,1422,129,0,1632,210,3303,401,10,3918,373,3416,425,17,4231,491,3679,440,4,4611,524,3776,435,15,4746,347,2824,333,13,3507,122,1045,141,6,1316,30,223,40,0,293,2237,21484,2482,60,26264,95,1714,137,0,1950,95,1358,106,0,1566,400,3379,316,6,4100,655,3298,303,3,4251,748,3422,297,0,4473,819,3213,277,3,4314,391,2346,228,11,2982,134,1009,125,3,1272,22,296,63,0,389,3369,20039,1854,33,25291,166,3515,279,0,3963,172,2781,239,4,3197,615,6682,709,12,8019,1031,6714,725,23,8485,1237,7103,739,4,9085,1343,6990,708,15,9056,735,5169,562,21,6489,258,2059,267,8,2583,47,525,106,0,684,5602,41525,4334,90,51554
30901,50,1383,87,0,1520,63,1601,149,7,1817,179,4245,484,31,4941,275,3804,353,21,4448,463,3661,278,13,4412,530,3083,308,23,3949,343,3012,238,15,3609,224,1676,177,15,2086,69,499,86,0,656,2190,22957,2163,132,27439,68,1379,83,7,1534,94,1946,180,16,2233,307,4907,481,36,5731,512,3912,310,22,4762,788,3454,254,24,4519,865,3161,304,27,4356,574,3215,243,14,4051,258,1907,199,6,2375,56,839,134,6,1034,3532,24733,2180,159,30595,118,2761,173,10,3055,160,3539,328,20,4046,489,9155,967,63,10676,790,7717,663,48,9215,1248,7114,533,35,8930,1397,6251,611,52,8304,916,6233,475,36,7659,483,3586,376,24,4460,128,1332,222,8,1687,5723,47688,4344,286,58033
30902,54,1453,79,0,1588,57,1215,92,6,1367,187,3103,260,18,3567,272,3104,226,12,3610,412,3063,233,9,3724,478,2851,193,7,3530,394,2737,215,15,3364,183,1435,183,7,1806,64,495,124,0,684,2100,19460,1602,73,23234,52,1270,78,0,1407,90,1452,93,5,1643,265,3564,280,9,4119,506,3335,265,3,4113,743,2925,192,5,3865,935,2954,190,7,4093,580,2832,209,10,3630,230,1613,227,6,2070,44,718,239,0,1000,3441,20664,1772,55,25924,109,2728,156,4,2992,144,2666,191,10,3010,452,6674,534,31,7686,781,6437,486,15,7722,1159,5989,419,14,7580,1417,5804,391,11,7620,972,5567,427,26,6984,412,3046,409,9,3872,109,1213,364,0,1683,5546,40121,3370,123,49161
30903,73,1447,114,4,1638,108,1653,147,17,1926,208,3292,313,21,3836,308,3182,247,6,3750,501,3421,271,7,4205,560,3572,235,17,4380,466,3527,251,15,4264,285,2479,218,4,2994,68,709,76,6,854,2579,23289,1875,90,27838,85,1414,114,3,1609,113,1656,133,7,1907,306,3422,303,8,4039,562,3359,271,0,4197,882,3799,304,10,4989,987,3891,264,18,5158,753,4277,324,19,5369,375,2743,268,9,3402,54,1104,155,0,1323,4120,25657,2140,68,31981,152,2859,224,5,3243,224,3308,278,25,3831,508,6715,618,29,7873,870,6544,524,7,7945,1381,7218,571,18,9188,1548,7465,497,36,9539,1223,7803,573,32,9629,666,5224,488,10,6393,124,1811,235,6,2179,6705,48946,4015,158,59825
30904,24,497,61,0,583,18,357,30,0,400,58,720,70,5,850,115,990,109,7,1224,195,1217,103,4,1519,213,1242,83,0,1541,173,1087,73,0,1338,56,566,39,0,666,14,102,10,0,122,870,6785,569,18,8240,24,494,57,4,583,28,335,44,0,407,79,766,108,0,952,219,1012,134,0,1376,307,1198,109,8,1619,375,1228,96,0,1703,212,1033,65,4,1314,80,491,43,0,614,12,134,20,0,165,1344,6686,678,18,8726,51,995,115,4,1165,44,691,75,0,804,140,1484,173,5,1804,338,2000,252,9,2599,500,2414,211,9,3138,594,2468,179,0,3242,384,2124,130,9,2649,135,1057,83,0,1279,27,236,27,0,290,2212,13471,1249,39,16972
30905,50,1213,65,3,1331,24,768,44,3,841,87,1316,98,3,1509,209,1999,115,4,2325,326,2231,107,9,2670,267,1642,77,7,1995,186,1281,55,4,1528,98,659,32,4,785,16,151,20,0,188,1261,11266,615,33,13169,58,1119,48,0,1224,59,807,40,0,906,141,1540,90,0,1776,414,2266,143,8,2828,520,2243,122,4,2889,461,1624,88,7,2178,312,1223,58,0,1598,101,654,42,3,794,14,254,39,0,305,2084,11730,672,21,14510,108,2332,113,3,2554,88,1577,87,3,1755,231,2858,193,3,3286,625,4262,259,9,5157,847,4469,234,14,5560,729,3266,160,7,4170,497,2506,114,7,3129,190,1314,66,6,1583,32,409,58,0,497,3347,22993,1289,57,27680
30906,86,2072,107,3,2274,94,1839,121,5,2059,231,3595,249,12,4086,411,3961,263,3,4642,538,3858,231,3,4628,506,3260,137,12,3920,348,2570,134,12,3058,205,1447,114,5,1772,52,399,71,0,522,2471,23003,1420,54,26956,98,1953,99,0,2147,84,1623,85,4,1802,390,3778,235,9,4407,727,4071,239,0,5048,911,3935,222,6,5070,825,3279,130,10,4247,569,2662,132,19,3380,205,1568,164,7,1941,38,513,137,4,690,3856,23393,1435,61,28741,183,4027,202,3,4423,183,3458,207,7,3859,625,7376,479,20,8495,1142,8035,495,12,9684,1454,7789,447,10,9701,1333,6543,269,25,8170,909,5235,266,25,6437,410,3018,281,10,3712,85,917,205,8,1213,6326,46395,2865,115,55699
30907,184,4858,307,3,5351,183,4395,310,9,4900,606,9214,825,9,10655,1021,9381,654,9,11073,1075,8308,529,18,9927,860,6185,280,18,7340,589,4630,265,31,5516,344,2305,158,18,2822,45,477,89,6,613,4905,49756,3418,115,58190,256,4638,332,0,5219,270,4434,323,5,5032,1139,9982,825,17,11957,1781,9533,677,9,11998,1815,8366,539,20,10730,1538,6049,328,26,7945,893,4784,239,27,5950,327,2277,198,19,2824,40,695,183,5,916,8051,50744,3655,132,62585,435,9492,637,8,10570,458,8832,636,7,9928,1740,19198,1651,25,22614,2801,18914,1332,21,23069,2883,16670,1071,36,20663,2399,12233,611,44,15289,1482,9417,509,61,11459,670,4585,359,37,5644,83,1167,277,5,1533,12954,100498,7072,244,120766
