SA3_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
12601,186,171,356,78,60,132,63,96,157,63,185,245,171,371,542,195,307,499,412,222,636,482,267,750,610,356,962,752,286,1040,648,277,925,669,228,902,1606,453,2059,1263,71,1336,1279,130,1404,1013,28,1042,4676,201,4871,713,69,781,110,102,210,14974,3863,18840
12602,598,864,1462,179,239,419,189,489,680,169,905,1070,516,1554,2072,475,1183,1660,1313,951,2258,1279,1220,2499,1690,1568,3262,2120,1425,3545,1655,1260,2914,1785,1056,2844,4620,2089,6709,3585,222,3801,3329,504,3830,2528,124,2652,10460,758,11224,1788,254,2044,309,431,739,38589,17090,55680
12701,496,327,817,102,74,180,152,207,359,197,477,674,558,905,1462,569,453,1018,1598,335,1939,1448,475,1919,1909,543,2457,2244,408,2647,1935,321,2255,2074,304,2375,4818,406,5217,3981,45,4026,3206,92,3300,2313,25,2330,5236,122,5360,1803,65,1869,408,258,664,35051,5843,40894
12702,1192,783,1977,233,157,390,352,517,864,461,1293,1751,1196,2288,3483,1254,1031,2284,3811,685,4496,3264,906,4165,3642,899,4545,3842,616,4457,2882,385,3269,2795,303,3097,5070,400,5466,3789,80,3862,2874,76,2951,1890,21,1916,4517,113,4634,2391,113,2501,689,465,1154,46143,11123,57272
12703,472,454,931,113,119,231,155,390,543,226,842,1069,598,1422,2025,704,750,1448,1817,578,2394,1743,847,2588,2062,908,2963,2418,696,3110,1992,559,2549,2027,413,2437,4309,683,4991,3413,70,3480,2702,136,2835,1798,27,1821,4447,157,4601,1704,106,1810,441,429,874,33129,9585,42716
12801,307,442,753,131,189,321,109,319,430,86,623,713,345,1602,1939,381,1072,1453,1081,828,1906,1073,988,2060,1462,1130,2590,1671,971,2646,1327,883,2217,1512,704,2217,3573,1248,4825,2980,132,3102,2900,360,3261,2163,78,2238,8894,514,9402,1695,138,1836,266,349,609,31944,12578,44524
12802,246,282,522,115,118,227,85,245,324,78,475,552,353,1237,1589,322,687,1014,971,543,1513,989,592,1583,1295,714,2008,1674,565,2244,1179,525,1704,1373,436,1810,3434,821,4251,3154,64,3220,3185,173,3360,2501,34,2533,8224,232,8453,1485,72,1559,238,217,453,30884,8040,38925
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,226,405,629,99,164,263,95,454,549,150,1004,1160,506,2718,3228,700,1833,2532,2046,1142,3183,1877,1480,3356,2242,1513,3753,2633,1070,3705,1906,883,2789,1974,654,2635,3944,885,4827,2925,155,3078,2288,205,2494,1348,58,1403,3077,309,3384,1685,219,1905,363,598,954,30077,15749,45825
20102,87,136,225,42,52,99,48,131,177,49,279,324,158,826,985,152,379,529,586,272,859,480,333,808,601,329,933,686,218,903,519,203,724,550,140,692,1038,229,1271,781,24,803,559,53,607,351,6,361,919,145,1064,555,21,582,140,168,313,8300,3953,12254
20103,69,134,204,43,57,99,40,181,224,63,367,433,207,1060,1270,213,474,685,794,282,1080,611,327,939,619,299,922,677,164,840,421,113,535,482,80,564,775,106,884,494,13,506,298,26,326,155,7,159,319,55,374,459,32,494,179,282,454,6942,4059,10995
20201,166,348,514,95,156,254,99,410,507,144,889,1033,468,2301,2776,597,1595,2190,1842,1058,2900,1764,1273,3038,2034,1293,3327,2311,919,3232,1674,748,2423,1730,596,2326,3732,782,4516,2660,144,2805,2078,156,2235,1169,41,1206,2312,242,2554,1479,207,1682,337,511,851,26704,13660,40366
20202,141,205,347,76,107,179,62,223,283,47,433,481,245,1296,1536,261,682,948,946,479,1424,817,572,1385,963,502,1461,1151,328,1478,831,325,1155,859,221,1077,1767,335,2099,1298,33,1334,1055,70,1128,710,18,727,1768,182,1948,939,75,1008,208,265,471,14136,6338,20473
20203,35,62,96,17,28,40,18,75,91,16,141,161,85,375,468,74,138,213,312,115,428,238,162,401,257,119,382,320,66,384,211,56,267,222,41,267,384,37,420,263,13,269,156,9,167,83,3,82,174,25,194,217,16,233,67,93,161,3150,1564,4714
20301,48,61,105,28,20,46,21,38,58,31,82,110,75,191,268,115,154,266,297,78,381,297,122,425,344,131,479,421,123,540,341,84,426,350,68,417,848,99,952,682,9,694,572,18,596,328,0,328,806,37,845,438,22,454,91,60,146,6128,1399,7525
20302,458,763,1217,214,299,509,231,790,1021,260,1702,1955,899,4391,5287,1100,3001,4104,3284,1871,5151,3063,2314,5382,3632,2364,6002,4161,1858,6022,3098,1630,4732,3181,1247,4428,7262,1911,9174,5534,342,5876,4634,440,5073,2851,162,3009,6888,658,7544,2940,477,3417,647,1066,1714,54329,27286,81620
20303,283,314,605,144,129,264,95,257,357,85,510,597,418,1434,1851,440,1119,1564,1406,801,2209,1329,793,2121,1725,863,2592,1926,631,2556,1289,604,1898,1380,465,1845,3085,793,3876,2604,148,2751,2228,251,2480,1432,98,1529,3984,686,4675,1581,143,1723,305,387,692,25751,10425,36178
20401,193,287,484,95,116,211,66,253,321,90,576,665,349,1483,1833,344,867,1211,1221,625,1846,1044,680,1721,1227,744,1975,1300,480,1780,952,414,1364,1025,301,1326,2051,394,2442,1354,63,1415,994,109,1101,571,35,598,1277,304,1580,1205,84,1286,321,502,822,15680,8318,23997
20402,124,194,319,54,93,147,51,249,297,74,493,563,285,1355,1639,273,830,1103,1066,548,1618,907,657,1565,1080,592,1669,1162,376,1536,784,319,1113,839,182,1019,1716,286,2000,1184,32,1220,828,67,896,474,12,482,937,141,1081,902,57,959,198,404,600,12937,6887,19826
20403,127,256,386,78,106,186,77,268,343,109,635,737,359,1662,2014,414,1036,1453,1374,737,2109,1213,922,2137,1449,900,2353,1794,667,2464,1245,487,1726,1383,358,1741,3017,484,3499,2021,101,2119,1438,123,1553,898,47,946,1686,276,1961,1280,82,1361,288,416,699,20239,9559,29792
20501,165,201,360,77,83,163,73,219,294,83,383,468,301,1054,1357,315,760,1079,1088,476,1567,984,559,1544,1128,518,1642,1246,385,1633,949,321,1273,1085,253,1333,2140,328,2467,1496,46,1540,1123,77,1199,614,12,621,1491,120,1614,954,44,1003,267,277,542,15572,6113,21691
20502,180,238,415,81,115,194,80,258,342,86,552,640,303,1544,1849,369,925,1295,1433,608,2039,1141,645,1782,1206,551,1759,1315,385,1700,788,270,1059,869,183,1052,1485,260,1747,944,44,993,613,65,679,339,16,353,676,149,826,897,81,976,288,394,682,13095,7282,20379
20503,261,357,620,136,165,302,123,350,472,142,728,869,490,2066,2556,463,1333,1801,1678,801,2479,1503,932,2436,1706,834,2542,1757,577,2337,1101,428,1531,1281,326,1609,2264,472,2736,1454,71,1519,1120,130,1249,629,48,675,1384,360,1742,1266,84,1344,384,552,935,19140,10613,29751
20504,229,384,617,89,130,224,117,423,538,137,957,1094,490,2236,2729,551,1228,1784,1629,732,2362,1524,943,2463,1502,885,2382,1687,629,2313,1149,483,1629,1215,378,1587,2416,488,2901,1740,60,1802,1290,142,1432,680,31,710,1768,211,1979,1314,100,1408,352,621,975,19870,11058,30924
20505,157,231,392,78,72,151,80,195,279,81,468,548,285,1227,1517,285,670,954,1005,432,1436,813,584,1393,933,493,1424,1057,339,1401,672,280,950,775,208,985,1447,289,1738,947,35,977,688,68,752,394,16,407,1012,137,1153,852,67,922,207,319,526,11767,6129,17892
20601,230,432,661,59,142,202,78,401,480,90,759,847,248,1484,1726,246,886,1130,866,776,1640,719,1031,1750,915,1316,2225,1118,1347,2469,947,1386,2337,976,1225,2195,2577,2165,4739,2230,430,2656,2243,620,2868,1712,241,1951,5436,886,6316,911,674,1586,175,338,514,21770,16532,38301
20602,88,244,328,41,103,139,35,209,238,48,498,548,159,930,1084,160,558,719,476,474,944,406,579,992,483,728,1211,568,690,1254,513,674,1187,591,571,1163,1281,1044,2322,1156,192,1352,1224,323,1546,964,129,1089,4269,517,4783,612,294,899,81,176,251,13150,8915,22062
20603,176,332,516,71,118,187,102,339,443,79,617,697,245,1038,1286,217,661,875,557,582,1136,549,841,1391,765,1014,1785,863,953,1821,696,898,1598,732,767,1501,1770,1341,3108,1591,185,1775,1493,337,1829,1142,81,1227,5296,518,5814,808,212,1024,182,246,427,17337,11098,28434
20604,795,3336,4130,212,608,819,275,1145,1413,223,1689,1917,425,1842,2265,532,2086,2616,843,2133,2973,1026,2795,3824,1531,3912,5441,1988,3613,5600,1549,3228,4778,1722,2693,4415,3911,5381,9289,2870,829,3700,2528,1485,4015,1839,371,2210,6797,2558,9353,1277,1144,2421,174,990,1163,30508,41825,72330
20605,247,660,909,82,213,298,90,552,639,103,1079,1181,240,1682,1918,271,1338,1607,612,1138,1753,618,1578,2204,844,2172,3014,1070,2077,3142,869,2169,3033,1044,1860,2907,2614,3813,6424,2214,382,2599,2188,1125,3317,1584,214,1801,8051,2160,10209,1203,478,1684,177,626,803,24123,25323,49443
20606,181,469,651,57,152,209,60,327,389,60,605,661,147,893,1042,158,760,917,306,709,1017,344,893,1233,510,1340,1852,587,1414,2003,474,1448,1917,553,1200,1751,1405,2576,3984,1270,340,1615,1178,818,1996,945,178,1121,5395,1734,7128,786,378,1161,133,360,487,14548,16585,31136
20607,159,457,615,66,166,234,113,447,560,136,894,1028,302,1347,1648,244,866,1110,596,779,1375,630,988,1616,630,1443,2073,829,1451,2284,649,1468,2123,784,1411,2196,2044,3062,5104,1920,555,2477,1945,1054,3004,1546,350,1898,7452,2358,9817,903,880,1779,135,368,499,21095,20344,41440
20701,746,717,1464,247,259,510,252,486,743,212,740,952,456,1476,1925,465,1364,1827,1092,1176,2271,1078,1390,2467,1612,1646,3257,2001,1582,3579,1540,1469,3013,1728,1258,2984,4006,2339,6341,3259,296,3553,3239,675,3908,2446,179,2630,16589,1436,18022,2576,375,2945,346,463,806,43878,19319,63197
20702,628,466,1091,220,169,393,193,269,462,175,508,680,533,1254,1789,531,771,1304,1502,596,2099,1342,716,2059,1656,744,2397,1845,579,2422,1379,487,1868,1482,414,1894,3085,656,3744,2395,87,2478,2132,192,2324,1433,31,1468,5249,270,5520,1437,112,1547,313,287,597,27527,8619,36143
20703,576,781,1356,205,234,435,231,444,676,168,729,897,479,1570,2047,512,1232,1739,1195,922,2121,1235,1033,2269,1527,1109,2641,1745,899,2646,1336,749,2083,1358,608,1968,3073,1113,4187,2404,223,2630,2175,331,2510,1587,95,1680,6079,427,6509,1392,287,1674,210,376,584,27494,13152,40644
20801,304,399,703,113,192,304,133,294,428,96,548,643,289,1204,1491,275,903,1179,687,713,1403,758,802,1568,1044,865,1911,1240,693,1932,922,636,1562,1021,543,1565,2280,1065,3347,1966,70,2032,2078,339,2422,1540,38,1577,11015,797,11809,1641,78,1719,262,380,636,27673,10572,38245
20802,552,866,1413,191,267,456,182,532,713,154,971,1119,476,2071,2546,493,1553,2047,1333,1230,2568,1345,1559,2902,1788,1822,3602,2154,1605,3765,1706,1496,3200,1810,1183,2993,4410,2173,6588,3689,321,4008,3569,612,4184,2655,132,2786,12172,899,13070,2024,321,2345,417,537,948,41115,20143,61260
20803,322,532,855,129,208,331,131,414,543,133,817,947,395,2294,2684,454,1468,1921,1333,1056,2393,1308,1222,2532,1729,1361,3087,1916,1142,3058,1555,1009,2566,1632,856,2490,3964,1304,5272,3563,130,3688,3297,334,3630,2387,41,2429,7224,397,7623,1592,121,1716,348,482,826,33416,15177,48596
20804,107,261,373,39,88,124,37,119,160,44,220,262,107,475,582,100,398,499,247,324,567,269,428,693,321,522,840,428,480,910,344,444,784,408,398,810,980,687,1662,819,106,927,841,212,1050,580,54,635,4385,420,4806,588,100,684,102,150,252,10745,5900,16646
20901,365,489,849,144,146,289,154,405,558,151,745,893,445,1880,2329,479,1242,1722,1347,1001,2352,1362,1061,2424,1754,1181,2937,2023,970,2998,1606,944,2554,1748,753,2504,3914,1307,5226,3489,166,3652,3219,283,3501,2369,82,2446,7666,414,8079,1681,190,1872,356,407,761,34279,13669,47948
20902,326,544,876,133,173,303,145,457,601,160,918,1076,427,2003,2423,423,1051,1479,1392,781,2177,1214,936,2143,1345,1068,2410,1644,1111,2758,1346,999,2345,1372,793,2162,2988,1297,4286,2465,242,2708,2112,337,2443,1495,103,1600,3490,310,3799,1150,348,1502,285,488,773,23916,13958,37867
20903,167,153,317,68,71,141,60,132,190,53,191,241,176,496,676,173,347,513,528,304,827,598,303,899,827,325,1153,1021,245,1267,820,237,1064,896,198,1092,2138,309,2447,1839,30,1873,1916,84,1999,1345,10,1357,4735,132,4861,1169,36,1207,179,128,308,18712,3720,22429
20904,942,774,1711,268,202,470,318,514,840,363,1068,1434,1087,2643,3734,1235,1310,2541,3734,1071,4809,3319,1598,4915,4233,1754,5994,5063,1480,6541,4286,1202,5489,4366,847,5210,9959,1214,11174,7468,214,7681,5568,291,5852,3444,65,3510,6298,303,6602,3372,243,3617,852,563,1420,66185,17348,83537
21001,240,264,506,82,97,178,88,222,312,77,387,466,267,1030,1294,236,508,742,1006,372,1374,802,391,1193,975,449,1420,1020,370,1397,775,335,1114,804,289,1095,1857,494,2353,1635,60,1698,1489,104,1593,1162,37,1198,3476,161,3638,787,57,846,252,209,456,17036,5833,22873
21002,75,105,175,54,18,78,35,80,114,28,116,144,114,338,451,119,206,326,328,153,481,331,174,501,461,191,646,556,159,714,455,133,588,492,88,587,1080,190,1279,916,15,934,897,46,938,611,8,623,1852,110,1963,594,15,608,100,77,180,9091,2227,11321
21003,253,373,626,84,133,213,95,291,386,113,562,675,347,1459,1805,392,746,1136,1150,506,1659,949,647,1591,1222,682,1906,1313,628,1933,1122,631,1759,1175,494,1669,2572,927,3496,2107,157,2264,1927,229,2166,1307,74,1385,3006,275,3282,952,187,1141,258,357,621,20358,9367,29724
21004,122,154,274,32,26,61,32,97,126,56,211,267,145,602,748,185,375,563,498,271,764,563,327,890,680,393,1071,846,348,1196,730,290,1021,777,217,992,1914,325,2241,1560,38,1598,1189,52,1242,758,12,766,1571,63,1627,649,49,695,113,129,245,12413,3986,16393
21005,797,597,1397,207,126,337,325,391,718,352,805,1160,980,1775,2756,1252,812,2068,3011,700,3717,3034,1075,4107,3604,1132,4732,4326,862,5191,3419,782,4203,3390,514,3903,6989,750,7738,4987,144,5131,3602,165,3760,2216,67,2282,4158,230,4388,2661,177,2840,744,473,1217,50064,11566,61634
21101,476,525,992,202,175,381,186,390,570,208,800,1007,630,2235,2864,674,1309,1979,2137,1012,3146,2007,1208,3214,2666,1306,3971,3101,971,4077,2425,863,3285,2559,692,3256,5867,1037,6895,4928,152,5086,4167,208,4377,2670,59,2734,6320,254,6573,2207,142,2356,419,473,890,43844,13816,57659
21102,89,94,182,34,47,83,19,42,61,23,77,97,92,226,317,72,143,221,233,140,376,204,131,329,301,111,412,371,88,463,293,96,388,352,53,409,696,111,816,573,9,582,535,22,564,443,7,446,2311,53,2363,452,17,468,77,56,130,7175,1517,8691
21103,355,407,759,130,140,270,111,322,434,143,681,819,404,1731,2126,464,1274,1734,1342,907,2249,1454,1037,2488,1814,1115,2926,2131,925,3053,1632,814,2443,1657,600,2260,3970,905,4877,3409,123,3535,2907,193,3104,2058,53,2113,5229,226,5451,1552,143,1692,307,404,713,31061,11996,43058
21104,256,250,508,73,100,174,101,197,304,87,349,438,244,926,1172,243,631,874,730,451,1175,794,507,1301,942,520,1461,1150,408,1560,790,343,1136,891,293,1183,1945,521,2465,1689,79,1766,1601,118,1717,1094,26,1122,3370,179,3541,819,76,895,124,219,344,16937,6195,23133
21105,362,491,851,166,173,339,157,386,541,163,739,898,554,2404,2954,636,1400,2039,2025,979,2996,2003,1224,3229,2471,1235,3710,3022,901,3921,2363,740,3103,2503,546,3054,6035,861,6898,4979,111,5094,3965,213,4182,2532,31,2565,5664,270,5930,2512,148,2660,496,483,975,42593,13337,55931
21201,288,286,574,107,89,198,112,198,307,131,451,580,367,1287,1654,470,856,1333,1450,567,2015,1411,831,2238,1875,968,2849,2313,727,3039,1894,611,2505,2269,445,2709,4894,571,5461,3902,89,3994,2664,136,2799,1564,31,1593,3218,162,3382,1766,105,1867,412,345,759,31104,8754,39854
21202,415,427,842,135,125,259,170,273,437,194,554,746,538,1502,2037,613,801,1411,1819,585,2406,1745,798,2539,2187,897,3087,2777,738,3513,2083,570,2649,2255,405,2659,4953,646,5606,3791,138,3933,2973,134,3114,1934,58,1994,4490,225,4716,2031,108,2138,424,360,784,35525,9344,44864
21203,521,457,977,139,108,241,200,243,449,203,577,783,641,1465,2100,850,923,1773,2342,687,3031,2602,1159,3766,3417,1290,4714,4509,1074,5581,3989,864,4851,4233,604,4842,9621,744,10369,7172,150,7326,5032,177,5212,2931,77,3006,5229,190,5421,3161,213,3375,617,414,1033,57428,11424,68845
21204,884,891,1774,252,232,487,302,629,925,369,1274,1640,1052,3099,4145,988,1647,2631,3236,1103,4339,2960,1602,4562,3433,1436,4865,4010,1042,5049,3107,846,3951,3068,614,3686,6335,944,7279,4461,297,4753,3239,277,3522,2088,170,2256,4099,481,4581,2594,394,2986,605,691,1293,47066,17661,64728
21205,931,1052,1978,349,320,674,344,601,943,290,993,1280,805,2403,3210,782,1385,2170,2210,1042,3255,2143,1200,3341,2684,1398,4087,3041,1128,4172,2292,996,3286,2478,813,3289,5393,1417,6810,4286,366,4656,4030,476,4500,2740,184,2923,9212,704,9915,2482,481,2971,459,528,986,46956,17475,64432
21301,968,809,1784,245,174,416,387,567,949,458,1250,1708,1139,2713,3850,1075,1179,2257,3368,900,4262,2951,1173,4128,3222,1251,4474,3847,1002,4843,2923,776,3697,2810,628,3434,5682,927,6610,4277,214,4490,3210,247,3452,2008,100,2109,4215,327,4539,2630,286,2912,685,598,1280,46092,15101,61197
21302,280,391,675,107,138,239,117,304,419,108,608,715,365,1443,1809,354,806,1159,1100,564,1665,949,702,1655,1123,767,1881,1404,694,2095,1033,687,1724,1104,497,1592,2566,967,3534,2223,83,2306,2139,266,2403,1543,39,1579,5514,333,5849,1168,99,1267,247,326,570,23441,9713,33148
21303,225,411,634,90,124,214,108,337,446,113,764,873,295,1213,1503,325,753,1078,810,675,1493,822,887,1712,965,1067,2030,1232,1066,2300,989,981,1963,1042,872,1918,2444,1513,3956,2161,304,2458,2048,458,2512,1521,133,1652,4903,552,5454,940,340,1283,184,315,493,21213,12757,33970
21304,572,516,1090,183,124,311,208,331,540,247,705,950,743,1775,2513,946,1047,1988,2494,752,3247,2374,1144,3516,2905,1243,4149,3778,1037,4815,3162,853,4012,3393,624,4016,7509,843,8352,5561,112,5672,4199,180,4375,2720,35,2749,5663,194,5851,2679,132,2809,657,466,1124,49975,12104,62083
21305,810,717,1525,227,167,394,298,403,698,364,875,1236,873,1823,2701,1275,1318,2597,2891,1088,3982,3149,1536,4691,4283,1848,6133,5391,1539,6935,4775,1350,6124,4841,938,5776,11564,1572,13131,8290,313,8601,6744,401,7144,4202,175,4376,9560,586,10146,3903,399,4311,829,600,1432,74276,17652,91930
21401,341,547,888,110,190,296,161,440,597,153,998,1153,562,2696,3255,668,1790,2454,1891,1175,3065,1898,1542,3437,2321,1596,3921,2689,1265,3950,2195,1052,3243,2350,739,3091,5322,1062,6380,4265,131,4396,3183,207,3394,2017,51,2062,4122,250,4367,2022,211,2228,471,652,1125,36737,16582,53318
21402,485,739,1222,245,281,524,194,609,805,194,1160,1349,809,3464,4271,745,2568,3310,2838,1584,4422,2566,1657,4226,3290,1694,4981,3561,1204,4760,2323,980,3306,2584,739,3327,5475,1137,6612,4281,181,4459,3495,331,3827,2234,77,2310,6902,1082,7986,2806,149,2956,700,1048,1746,45733,20676,66409
21501,142,255,400,81,138,217,88,347,425,97,643,743,385,1938,2321,396,992,1384,1255,684,1938,1107,860,1968,1298,801,2092,1449,546,1993,960,431,1387,1053,272,1322,2076,402,2481,1364,64,1428,890,116,1005,518,25,541,1074,194,1264,1033,73,1101,296,536,828,15549,9297,24849
21502,151,240,386,53,93,148,77,241,310,97,537,634,312,1278,1597,340,794,1130,1146,525,1672,908,708,1609,1171,636,1804,1259,432,1694,909,377,1288,984,239,1216,1931,363,2292,1322,83,1405,898,75,977,504,39,538,1013,132,1149,1019,74,1088,327,509,838,14414,7359,21781
21503,129,176,309,45,57,102,44,181,226,61,423,485,236,1135,1375,223,553,778,830,387,1216,763,520,1281,789,438,1233,904,301,1206,609,208,819,665,169,837,1268,219,1482,827,42,870,508,41,555,286,26,305,593,93,691,628,61,689,225,367,592,9639,5412,15052
21601,124,143,270,66,80,148,46,170,215,82,387,473,259,1037,1292,269,585,852,904,373,1280,698,449,1147,821,445,1267,930,266,1193,644,221,859,667,147,816,1347,203,1553,901,35,935,616,54,662,329,4,341,697,79,769,721,42,766,207,351,564,10316,5072,15389
21602,113,140,253,38,43,82,51,131,183,50,307,357,217,898,1113,181,485,660,826,346,1166,671,356,1021,623,331,950,744,233,972,506,151,650,487,101,592,983,189,1177,686,29,715,416,38,454,234,10,242,460,80,544,538,28,565,192,291,486,8013,4184,12198
21603,218,223,447,75,97,174,72,279,353,110,591,705,356,1354,1712,420,875,1293,1272,594,1864,1132,742,1873,1259,738,1995,1502,536,2041,1039,424,1462,1183,285,1465,2268,382,2651,1609,73,1683,1103,103,1200,668,17,692,1390,172,1560,1048,90,1144,323,431,756,17051,8002,25055
21701,95,163,262,64,78,142,54,203,261,74,419,497,198,1098,1299,246,655,908,850,416,1262,729,521,1247,778,465,1243,906,312,1217,614,237,852,670,180,851,1226,257,1482,844,23,872,571,56,628,310,5,314,684,104,786,688,45,741,176,318,492,9782,5572,15352
21703,127,174,304,53,88,145,48,210,249,53,408,461,225,1068,1287,216,578,795,763,427,1194,727,557,1281,787,543,1332,894,320,1219,645,221,868,696,174,872,1313,252,1564,857,50,906,610,69,680,318,24,335,727,144,869,680,58,741,208,295,506,9940,5668,15606
21704,123,187,318,48,96,138,49,222,275,74,425,498,260,1132,1392,277,799,1076,909,536,1440,879,643,1524,1000,611,1610,1262,443,1701,869,321,1191,938,260,1189,1947,343,2290,1431,72,1501,951,92,1042,587,17,603,1334,158,1493,853,77,928,226,362,583,14008,6790,20793
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,152,202,349,70,66,130,77,195,273,72,413,484,273,1024,1299,315,646,959,1060,434,1499,929,534,1462,1210,567,1778,1389,414,1801,1059,357,1417,1205,261,1459,2705,404,3117,2261,57,2323,1885,79,1967,1288,22,1302,3089,90,3185,1205,94,1295,199,195,392,20434,6054,26486
30102,257,305,560,89,127,217,104,307,414,98,668,769,406,1917,2330,446,1132,1576,1721,655,2372,1422,728,2153,1674,691,2367,1785,530,2315,1308,417,1723,1456,313,1767,3295,452,3748,2594,82,2677,2158,112,2271,1463,31,1491,3814,200,4015,1675,107,1783,301,396,700,26059,9164,35228
30103,136,210,345,57,65,122,45,200,243,82,403,482,236,1156,1396,240,682,922,792,459,1251,808,523,1332,1023,641,1665,1164,486,1654,936,431,1365,1044,314,1358,2574,575,3150,2168,89,2260,1988,161,2148,1408,25,1430,4142,194,4329,1111,124,1233,144,238,386,20094,6973,27059
30201,81,107,188,45,41,82,38,88,122,31,152,179,127,479,607,167,381,548,425,257,684,447,291,736,599,355,952,739,339,1085,624,270,895,648,195,846,1726,371,2097,1441,73,1515,1305,98,1404,900,28,924,2705,116,2821,719,69,789,96,84,183,12867,3798,16661
30202,146,250,391,72,105,181,61,290,350,75,597,671,218,1289,1506,271,980,1252,738,674,1411,828,790,1615,994,852,1847,1122,820,1948,946,691,1637,1042,544,1584,2333,929,3258,2029,150,2181,1908,263,2171,1399,57,1458,4222,309,4533,1051,215,1263,135,329,467,19584,10121,29707
30203,61,174,236,20,51,72,42,152,191,32,306,333,128,667,794,143,484,630,357,407,768,405,513,915,546,595,1139,643,604,1246,556,500,1051,614,436,1046,1489,752,2243,1344,115,1459,1151,179,1325,845,42,885,2155,212,2371,579,128,709,71,149,220,11165,6472,17634
30204,103,196,299,44,76,122,73,183,253,71,453,524,207,1247,1457,249,808,1053,786,469,1251,863,587,1447,1057,595,1652,1203,504,1709,890,414,1305,1013,349,1357,2245,529,2777,1796,79,1880,1517,113,1629,970,32,1002,2129,103,2234,949,116,1064,141,274,417,16318,7119,23430
30301,117,120,235,50,65,112,43,129,169,53,252,299,154,702,857,158,470,629,501,323,825,484,405,894,646,418,1067,761,412,1173,548,369,921,640,292,934,1666,654,2320,1435,96,1536,1388,190,1577,1151,57,1203,4156,222,4380,779,144,925,101,117,220,14838,5438,20272
30302,130,333,463,50,131,177,55,353,410,57,709,770,193,1192,1379,216,950,1169,536,757,1299,600,968,1576,797,1224,2023,1066,1151,2216,847,1077,1917,951,904,1863,2353,1582,3942,1897,370,2270,1835,440,2278,1382,145,1525,5129,581,5708,979,436,1412,81,289,370,19173,13590,32759
30303,301,304,609,101,108,208,119,229,354,111,392,509,297,881,1178,304,585,893,815,411,1221,815,531,1350,1108,611,1721,1279,484,1766,1089,428,1519,1161,359,1520,2662,678,3337,2097,135,2232,1903,173,2083,1388,46,1440,3540,208,3754,1135,219,1355,165,203,367,20400,7009,27418
30304,91,124,212,36,45,79,28,141,169,38,249,289,112,553,667,143,401,539,381,298,678,382,400,783,491,373,861,604,338,941,468,300,766,492,218,707,1185,420,1605,1048,94,1138,974,116,1090,788,41,829,2253,155,2403,535,144,681,50,101,153,10098,4501,14597
30305,229,161,393,76,63,138,82,106,188,116,197,309,257,503,761,309,293,605,771,231,1004,806,390,1193,1041,436,1477,1251,380,1633,1155,277,1428,1179,247,1427,2668,336,3011,2051,71,2120,1573,62,1635,993,27,1018,1997,90,2083,1034,95,1125,142,125,264,17729,4098,21825
30306,202,174,373,78,53,124,75,121,193,78,200,273,204,430,639,244,326,575,620,227,841,656,309,965,807,354,1164,1045,262,1314,793,231,1022,799,186,981,1680,302,1988,1265,89,1354,925,83,1004,627,28,660,1453,123,1576,760,131,897,93,110,199,12408,3739,16145
30401,81,75,156,34,29,66,42,67,103,26,99,125,71,283,359,113,179,287,316,149,468,340,174,517,491,170,658,537,150,684,422,134,556,442,124,556,1121,222,1344,944,30,971,935,44,977,730,11,737,2198,80,2278,524,24,546,42,49,91,9392,2087,11481
