SA3_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
12104,3948,2230,6455,26,10,12675,2632,1608,5139,13,4,9397,718,1247,14539,90,36,16634,4,25,342,0,12,382,3,16,218,0,4,248,221,284,1996,24,8,2528,16,11,97,5,4,133,4,3,45,0,0,52,970,1589,17239,119,66,19981,87,82,528,10,6,705,181,155,1222,24,20,1605,7808,5668,30586,192,113,44374
12201,2750,843,1944,13,7,5560,2516,740,1402,18,5,4678,488,482,3550,50,8,4577,30,21,150,0,0,202,7,21,56,0,0,85,146,128,733,20,4,1020,15,20,29,0,0,68,3,10,20,0,0,32,689,679,4538,68,12,5982,58,37,110,4,0,213,138,74,330,11,4,561,6149,2382,8318,114,24,16993
12202,7258,1007,1274,38,20,9593,6703,592,878,19,13,8208,1229,248,1043,55,12,2584,8,0,12,0,0,16,4,34,35,0,0,69,637,99,308,7,9,1062,44,15,33,8,3,97,17,3,5,0,0,22,1930,398,1428,72,32,3850,171,178,259,3,4,611,492,116,219,16,4,846,16548,2282,4062,149,71,23113
12203,12835,1113,3948,43,8,17947,14306,767,5099,23,14,20216,2954,533,7925,59,32,11498,143,318,242,0,0,706,103,201,207,0,0,513,1132,165,1337,14,18,2678,94,73,99,20,3,295,33,17,46,0,0,101,4454,1318,9863,91,55,15778,295,550,640,0,0,1488,746,207,831,35,11,1832,32632,3957,20387,186,97,57262
12301,5294,275,43,37,11,5656,11835,320,55,0,5,12215,3393,380,96,4,4,3874,255,72,35,0,0,364,30,83,0,0,0,124,570,70,17,0,0,663,74,7,0,17,0,94,16,6,0,0,0,23,4339,615,152,26,9,5139,128,155,14,3,8,301,608,76,14,10,0,714,22208,1436,275,81,36,24029
12302,11545,1301,438,0,7,13287,20016,2315,699,0,19,23051,8291,2260,1657,8,18,12233,2594,1768,211,0,3,4575,169,207,113,0,4,487,1487,288,152,0,8,1933,212,49,36,0,0,302,51,22,11,0,0,89,12808,4597,2178,10,33,19622,404,359,305,0,5,1077,2269,817,305,0,21,3414,47038,9391,3927,17,76,60455
12303,4352,182,23,31,4,4601,6950,76,23,6,6,7065,1555,140,71,31,12,1799,60,15,13,0,0,90,78,19,3,0,0,100,429,14,18,4,8,464,82,5,0,29,4,125,8,0,0,0,0,12,2205,187,102,64,23,2588,299,140,5,4,3,455,666,41,5,18,3,723,14472,632,167,122,40,15434
12401,12005,408,160,7,9,12588,11636,177,93,4,6,11923,2871,342,334,21,14,3580,76,81,50,0,0,212,132,143,106,4,0,387,1007,79,78,5,3,1170,65,8,17,3,4,100,22,4,7,0,0,33,4174,660,589,35,24,5481,294,84,89,0,9,472,815,80,79,8,23,1000,28922,1414,1013,56,69,31473
12402,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8
12403,11773,991,440,109,17,13327,19564,1760,1042,8,16,22377,7933,2306,3167,14,24,13450,669,725,365,0,3,1762,110,224,289,0,0,626,1371,247,228,0,13,1857,214,20,25,13,5,273,43,18,17,0,0,76,10332,3539,4096,33,44,18045,433,140,112,0,4,689,1702,536,613,13,13,2877,43802,6966,6299,154,90,57311
12404,3228,409,70,9,10,3728,4001,483,62,0,6,4548,1869,817,243,22,15,2963,349,174,9,0,0,535,149,91,14,0,3,257,407,96,25,7,3,537,118,22,0,0,9,143,10,3,0,0,0,17,2902,1210,285,25,24,4455,207,38,39,0,3,292,505,139,52,7,3,705,10846,2272,515,40,46,13719
12405,4373,237,65,7,0,4680,6029,896,140,0,6,7067,3334,930,499,10,10,4779,389,145,116,0,0,654,37,61,63,0,0,165,649,85,53,3,3,793,76,12,7,0,0,94,22,3,13,0,0,42,4505,1239,754,10,18,6531,146,21,7,0,0,174,1054,246,140,0,3,1441,16104,2635,1104,24,26,19895
12501,4240,585,1700,10,10,6538,3428,1127,5034,10,26,9628,2020,887,10055,43,61,13074,195,261,397,0,0,855,33,46,159,0,0,242,699,168,1008,19,17,1916,268,69,296,5,9,649,39,12,58,0,0,114,3250,1444,11984,66,95,16839,195,52,236,3,3,492,838,217,1209,22,25,2301,11949,3423,20158,115,162,35804
12502,5381,968,443,6,0,6802,5176,1997,1298,3,5,8481,2015,1429,2266,13,6,5736,700,476,479,0,7,1665,33,69,146,0,0,254,454,214,187,0,7,864,153,173,35,0,0,365,15,6,13,0,0,31,3382,2370,3122,20,25,8913,141,68,144,4,0,366,520,248,349,7,6,1132,14595,5658,5363,38,34,25687
12503,10451,1141,943,15,3,12554,10407,2226,2171,30,14,14855,4881,1571,5189,59,77,11779,1100,1035,1342,0,6,3477,125,286,487,0,4,902,1669,326,582,27,30,2626,506,81,164,18,20,786,82,25,60,0,0,171,8359,3323,7817,100,141,19747,542,149,200,7,5,902,2627,699,1327,27,33,4712,32390,7544,12471,176,195,52771
12504,7291,969,1970,16,9,10252,7397,2443,5348,27,19,15233,3212,2288,15655,87,72,21315,352,784,1061,0,3,2201,60,139,519,0,4,716,816,303,1303,23,11,2453,108,78,186,3,6,383,27,21,83,0,0,131,4568,3616,18801,114,100,27203,231,110,651,19,8,1019,827,435,2097,17,23,3395,20312,7565,28874,191,156,57104
12601,5153,487,665,0,3,6304,4442,448,1282,0,12,6182,1150,426,3149,6,13,4746,21,49,39,0,0,104,17,31,87,0,4,145,323,65,344,0,3,737,39,12,50,0,4,106,6,4,10,0,0,24,1564,586,3687,9,20,5867,114,88,114,0,0,319,217,44,265,0,5,530,11485,1657,6009,10,43,19200
12602,10490,2070,2564,9,11,15142,8812,2375,5307,16,4,16514,2591,2228,12579,74,28,17498,190,469,519,0,0,1175,115,207,398,0,10,735,908,352,1245,15,23,2538,105,69,152,6,19,352,26,17,59,0,0,102,3928,3340,14943,98,83,22389,318,138,585,3,8,1052,675,319,1146,25,18,2182,24223,8239,24551,152,125,57279
12701,8186,301,80,79,15,8659,17936,997,93,3,69,19092,6710,866,146,4,28,7752,1081,285,494,0,4,1872,107,53,61,0,0,219,1243,117,55,0,12,1433,434,24,23,6,7,484,63,10,5,0,0,72,9639,1349,780,8,57,11838,509,73,48,0,4,637,1922,187,190,13,12,2324,38193,2906,1195,109,151,42554
12702,16212,1103,1048,24,12,18401,12579,1728,1150,8,25,15479,7142,1787,3647,35,92,12706,1265,1527,598,0,3,3389,236,329,305,0,0,876,2132,351,561,11,12,3073,762,124,211,36,18,1156,102,32,53,0,0,187,11636,4160,5382,83,127,21388,619,134,133,3,8,897,2350,467,766,48,33,3662,43397,7592,8473,167,200,59830
12703,7585,632,881,5,12,9116,11929,1664,1827,3,18,15436,4474,1646,5670,17,33,11841,688,594,779,0,9,2072,94,139,329,0,8,573,835,156,404,3,13,1408,602,83,124,0,5,813,39,12,43,0,0,93,6731,2634,7348,21,67,16797,250,168,179,6,3,608,1390,434,1237,12,15,3094,27883,5530,11475,44,115,45048
12801,10256,2698,3029,59,13,16070,9977,2103,3304,17,15,15420,1827,1285,5659,76,24,8867,89,356,406,0,0,849,39,48,158,0,0,236,591,186,704,34,3,1516,58,123,38,19,0,238,7,3,23,4,0,39,2616,2005,6978,122,28,11754,219,89,498,3,0,818,629,341,729,20,9,1726,23703,7245,14538,225,71,45784
12802,11728,1385,1196,11,10,14327,12979,1751,2097,7,4,16841,1554,755,2561,26,10,4912,119,289,268,0,0,674,52,110,76,0,0,237,473,153,290,12,7,931,60,11,19,25,11,124,8,5,9,0,0,30,2273,1323,3224,66,26,6913,171,84,248,0,0,511,471,176,294,18,16,972,27621,4719,7062,106,56,39566
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,13453,1191,208,30,10,14892,14374,802,98,13,19,15309,7403,2085,587,11,21,10103,874,472,74,0,3,1413,146,159,36,0,6,349,1675,340,94,14,8,2122,142,48,19,20,6,233,49,25,0,0,0,78,10284,3124,806,42,40,14303,483,154,22,4,0,663,1594,447,104,40,11,2187,40190,5725,1227,132,90,47357
20102,5282,74,20,52,6,5444,4661,34,7,9,4,4720,619,55,24,11,0,709,51,36,35,0,0,117,11,22,4,3,0,37,570,22,3,14,3,615,56,3,0,26,6,89,13,3,0,0,0,13,1319,133,61,50,8,1578,250,16,12,9,6,293,856,31,27,19,0,935,12376,289,126,144,28,12962
20103,4969,120,9,127,17,5241,3416,18,7,24,7,3464,591,107,22,6,0,727,99,76,10,0,0,184,15,23,13,0,0,54,581,29,7,12,0,629,66,6,0,19,9,102,20,5,0,0,0,28,1383,240,52,47,6,1724,239,29,0,6,0,268,845,52,12,47,8,968,10847,457,74,247,40,11674
20201,12711,603,53,56,27,13451,13351,372,45,7,25,13802,6180,1401,166,14,10,7771,865,410,83,0,0,1355,217,117,24,0,3,360,1993,235,38,4,8,2290,156,22,6,17,7,209,45,11,7,0,0,62,9462,2205,315,35,35,12048,437,54,5,4,0,504,1668,327,61,35,6,2096,37624,3552,482,143,90,41895
20202,8823,256,6,84,14,9180,7662,78,10,39,9,7789,1234,196,3,21,3,1454,153,115,3,0,0,269,63,39,0,0,0,98,800,57,5,15,3,878,83,3,0,23,0,111,13,0,0,0,0,15,2348,411,14,59,10,2833,320,11,0,12,0,346,1219,68,3,42,3,1333,20372,820,34,235,29,21484
20203,2303,30,0,46,16,2395,1444,6,0,10,4,1465,126,7,0,0,0,133,17,20,0,0,0,40,4,3,0,0,0,9,261,7,0,7,0,272,61,7,0,11,4,82,3,0,0,0,0,3,480,44,0,17,3,545,165,0,0,5,8,182,512,20,10,42,3,592,4905,103,12,128,30,5185
20301,2679,36,0,7,5,2732,3767,31,0,0,0,3806,332,41,3,0,0,378,17,9,0,0,0,24,7,0,0,0,0,11,252,12,0,0,0,264,68,3,0,3,0,79,3,0,0,0,0,4,680,64,4,6,0,762,119,0,0,0,0,118,403,10,0,10,0,425,7663,142,7,17,7,7837
20302,23530,2043,406,206,17,26195,26221,1467,341,21,24,28075,12043,3474,1276,34,32,16861,1558,870,110,0,0,2542,311,347,76,5,9,745,2920,641,166,28,25,3776,305,104,29,193,11,646,92,46,8,3,0,145,17227,5483,1675,255,80,24719,881,458,29,60,8,1443,2947,769,190,118,14,4028,70806,10223,2634,654,141,84458
20303,14254,747,104,77,22,15198,12070,423,31,15,6,12539,4533,630,67,14,7,5256,57,43,0,0,0,94,33,17,10,0,0,59,1245,144,25,10,3,1430,103,12,0,38,5,169,31,9,0,0,0,40,5999,855,105,66,15,7042,683,122,10,7,8,827,1498,146,19,58,3,1728,34503,2291,275,223,54,37342
20401,9701,337,83,213,24,10350,7713,99,26,23,12,7866,1966,334,25,11,11,2351,315,137,0,0,0,453,59,18,0,0,0,77,1018,80,19,6,3,1128,415,21,15,58,9,520,24,9,0,5,0,40,3801,607,64,73,26,4570,517,81,12,17,9,633,1739,133,27,100,10,2005,23463,1253,214,427,72,25424
20402,7964,323,4,56,11,8355,5991,135,3,18,6,6146,1673,739,4,10,0,2430,421,206,9,0,0,633,33,68,0,0,0,102,824,123,6,4,3,963,98,36,0,31,0,168,14,12,0,0,0,31,3074,1186,17,42,6,4325,312,60,0,0,0,378,1132,313,3,82,16,1548,18472,2015,24,206,39,20748
20403,10283,330,111,92,20,10830,9672,193,53,28,25,9964,3512,782,188,15,7,4501,675,253,59,0,0,991,65,38,6,0,0,112,1327,152,65,15,11,1569,349,29,34,30,13,453,36,11,0,0,0,49,5957,1269,347,59,32,7672,500,30,18,10,17,578,1573,261,68,89,28,2020,27983,2082,593,280,117,31055
20501,7826,277,171,227,6,8504,8120,132,75,7,12,8341,2135,304,181,11,3,2631,172,76,46,0,0,293,20,14,9,0,0,36,801,68,46,0,0,924,90,4,3,40,0,140,17,4,0,0,0,28,3238,470,289,51,5,4055,316,9,51,34,0,411,1088,73,63,54,4,1287,20594,959,648,379,31,22606
20502,9280,417,28,237,29,9995,5302,110,9,9,15,5443,1547,384,62,10,0,2011,274,150,24,0,0,452,109,61,9,0,4,187,945,84,11,16,11,1058,126,24,13,66,6,227,27,16,0,3,0,46,3026,709,126,93,26,3982,326,78,6,13,4,428,1297,149,33,102,18,1593,19233,1467,204,451,91,21440
20503,13162,524,75,195,17,13981,8785,168,49,8,14,9020,2704,265,108,5,13,3089,180,146,44,0,0,367,62,39,49,0,0,149,1390,70,25,11,4,1497,187,28,8,56,3,272,33,7,4,6,0,49,4549,550,232,76,22,5427,553,58,25,11,5,646,1874,131,28,59,4,2088,28923,1423,402,352,56,31159
20504,10643,424,374,71,13,11526,10076,162,101,8,10,10355,3342,598,759,4,6,4714,717,262,212,0,0,1192,152,62,46,8,0,263,1244,97,93,5,5,1448,126,28,37,48,3,236,38,19,16,0,0,69,5622,1058,1165,57,19,7925,249,121,40,6,0,418,1855,247,217,62,0,2380,28445,2020,1898,207,43,32609
20505,7092,175,141,119,15,7539,5690,84,38,10,7,5836,1615,237,303,11,3,2165,238,65,88,0,0,379,36,16,23,0,0,79,696,27,33,4,12,765,243,5,6,35,4,297,15,3,4,3,0,27,2847,345,453,54,16,3715,387,16,16,5,0,427,1149,60,54,52,4,1324,17167,681,709,243,45,18838
20601,7409,1628,964,31,12,10039,5763,2515,2742,37,11,11069,2952,3710,6181,116,11,12967,105,341,263,0,0,710,13,44,91,0,0,149,881,653,714,39,3,2284,38,29,36,0,3,113,15,7,20,0,0,38,4001,4788,7302,156,18,16257,218,125,100,4,0,453,481,329,562,93,7,1473,17874,9388,11671,318,47,39297
20602,4842,1087,473,14,5,6414,3773,1568,1154,15,0,6509,1649,2162,2855,69,3,6747,73,166,324,0,0,559,47,50,51,0,0,151,425,335,293,19,0,1082,30,7,22,3,0,65,3,12,20,0,0,31,2235,2737,3554,100,8,8635,135,81,59,3,0,271,311,182,249,23,3,767,11297,5652,5487,150,21,22606
20603,5453,1275,1271,14,9,8021,4435,1676,2169,12,9,8297,1413,1858,4895,38,6,8218,60,182,1385,0,0,1628,28,22,140,0,0,193,364,274,589,16,4,1245,39,13,46,5,4,104,11,9,23,0,0,37,1914,2355,7082,63,9,11430,152,65,128,0,0,347,297,224,885,8,5,1426,12254,5602,11541,99,26,29523
20604,572,2028,7226,16,23,9861,480,1942,9053,12,17,11508,364,2795,36769,62,128,40117,18,316,1664,0,3,1998,3,88,445,8,0,545,110,718,4144,27,33,5029,5,49,540,8,13,622,0,10,108,0,5,119,492,3981,43670,101,179,48427,39,168,1252,9,10,1474,48,306,5111,140,83,5684,1640,8421,66308,280,312,76956
20605,1854,3749,4687,77,15,10374,1495,3415,7295,126,18,12349,621,2813,16058,281,18,19785,3,556,1273,0,0,1829,4,64,523,4,4,604,181,624,2059,70,17,2956,12,26,118,10,7,175,7,4,62,0,0,77,832,4093,20092,362,45,25425,59,170,429,6,6,683,157,542,2479,88,27,3292,4404,11968,34986,657,116,52123
20606,2617,1913,2878,10,11,7427,1522,1402,3667,8,7,6609,755,1653,10654,26,19,13106,4,79,856,0,0,943,0,9,150,0,0,160,189,375,1287,14,8,1867,14,11,73,3,3,99,4,3,41,0,0,50,962,2135,13052,45,24,16220,78,108,351,3,0,542,228,256,1330,13,5,1833,5410,5815,21281,77,47,32631
20607,2139,4360,1848,41,9,8393,1637,3969,4174,78,4,9854,1007,4771,9549,163,21,15506,26,486,2566,0,0,3085,20,77,324,0,0,423,323,1266,1224,54,4,2878,10,51,54,7,9,129,5,14,43,0,0,66,1386,6668,13763,226,34,22075,79,272,281,7,0,640,162,511,1479,66,13,2225,5404,15779,21539,414,61,43195
20701,17014,4682,2713,38,21,24467,12256,3265,3159,21,15,18713,3769,3422,7507,108,19,14826,106,91,212,0,0,412,21,81,95,0,3,198,892,652,938,36,11,2524,69,43,75,9,0,199,22,15,23,0,0,59,4878,4308,8845,153,33,18224,503,262,414,3,9,1185,850,366,817,36,8,2089,35498,12881,15959,251,86,64668
20702,12052,2325,1117,0,6,15498,7486,2301,1299,0,5,11097,3194,1690,1713,5,13,6615,38,43,49,0,0,133,12,17,55,0,3,88,710,285,236,0,0,1239,64,28,17,0,3,122,18,6,5,0,0,31,4036,2069,2089,5,14,8224,362,242,300,0,3,901,679,232,231,3,0,1146,24623,7167,5042,11,34,36874
20703,10374,2775,843,3,8,14006,8339,2500,1198,3,4,12040,3583,2897,3244,10,14,9742,231,288,129,0,0,646,63,85,100,0,4,247,986,541,462,7,6,1992,148,88,147,0,0,387,13,18,25,0,0,66,5021,3920,4105,13,20,13079,384,471,185,0,4,1046,641,387,524,0,4,1563,24765,10051,6845,17,46,41733
20801,11055,3196,1448,58,8,15770,9100,2461,1209,49,7,12832,2401,2030,1799,100,5,6344,148,293,250,0,0,691,8,16,94,0,0,122,597,414,241,31,3,1284,40,19,31,4,0,96,5,11,10,0,0,26,3201,2787,2422,141,14,8570,280,149,212,4,6,644,695,318,337,26,8,1380,24333,8906,5625,279,41,39190
20802,12781,4176,2293,24,16,19287,10785,4648,4117,39,6,19598,3852,4237,8542,103,27,16764,68,214,214,0,0,496,39,90,171,0,0,298,985,904,1002,26,6,2919,69,49,75,0,6,202,25,29,32,0,0,87,5036,5527,10038,141,32,20767,341,257,315,3,6,923,850,562,804,15,5,2237,29785,15168,17577,224,67,62824
20803,10427,3852,1782,75,8,16151,11695,4572,2503,39,10,18820,2940,3360,3071,59,15,9438,199,233,296,0,0,730,39,62,107,0,0,214,639,580,414,28,7,1656,50,33,29,69,5,179,25,8,17,0,0,56,3893,4275,3933,152,25,12273,291,159,312,8,0,777,786,483,493,45,0,1808,27089,13342,9025,323,41,49824
20804,3757,1221,861,62,9,5908,2866,992,1128,30,3,5024,678,892,2568,117,4,4262,8,30,81,0,0,118,3,19,69,0,0,95,183,163,335,24,5,708,27,3,26,3,3,65,3,3,3,0,0,11,899,1115,3095,140,11,5257,70,55,72,41,0,233,180,103,281,32,0,603,7781,3486,5437,304,20,17033
20901,15283,1643,644,5,13,17586,13770,2288,697,9,5,16757,4417,2396,1709,13,19,8554,708,617,111,0,5,1438,79,135,113,0,0,330,1107,383,206,15,0,1709,224,50,13,0,6,293,22,19,5,0,0,51,6561,3597,2161,28,27,12382,405,166,134,0,4,706,1022,342,216,17,8,1595,37038,8028,3849,53,51,49024
20902,9268,1535,330,30,0,11166,7082,3033,991,42,0,11140,3854,4250,2031,93,12,10235,547,785,268,0,6,1602,61,73,85,0,0,221,1033,560,220,30,7,1853,150,75,43,10,0,276,27,33,11,0,0,76,5671,5778,2654,141,22,14265,308,218,45,5,0,581,994,682,274,93,16,2058,23322,11246,4295,309,38,39208
20903,8699,186,219,5,0,9106,10430,251,186,0,3,10880,963,192,136,0,0,1290,45,45,9,0,0,101,7,0,4,0,0,14,421,38,30,3,0,498,42,3,3,0,5,55,10,0,0,0,0,9,1488,277,186,7,4,1961,229,15,16,0,0,265,677,21,34,6,0,740,21522,759,642,20,17,22954
20904,20729,1613,353,3,5,22713,34762,2735,433,3,22,37950,11961,3117,1049,4,10,16136,518,122,47,0,0,688,114,55,45,0,0,214,2213,345,112,3,9,2686,470,57,28,4,0,568,69,24,12,0,0,106,15341,3727,1291,11,24,20392,741,329,59,3,3,1135,3287,605,229,32,14,4167,74860,9004,2369,57,63,86356
21001,8410,1489,45,21,4,9969,5802,1755,75,9,0,7637,2009,1437,144,25,9,3616,44,60,0,0,0,111,10,18,3,0,0,27,464,195,12,8,0,680,44,14,4,0,0,62,11,12,0,0,0,22,2584,1734,162,27,8,4516,255,153,7,0,0,416,620,223,14,10,0,864,17674,5347,302,68,13,23405
21002,4005,149,12,11,5,4187,5374,104,10,0,3,5495,637,156,19,0,4,816,25,20,5,0,0,45,8,23,4,0,0,40,343,52,0,0,0,398,26,3,0,8,0,44,4,0,0,0,0,4,1048,262,27,11,4,1352,144,12,0,0,0,158,523,21,0,9,4,548,11087,547,55,34,15,11734
21003,7393,1397,171,13,11,8987,6458,3275,290,15,9,10037,2850,3878,625,26,9,7387,308,257,85,0,0,649,31,33,14,0,0,76,814,443,84,10,5,1360,170,83,13,3,3,267,29,19,3,0,0,51,4197,4704,827,38,20,9793,263,137,26,3,0,431,975,570,135,19,9,1709,19287,10084,1447,91,39,30953
21004,4367,219,265,4,0,4855,7486,169,202,0,0,7864,1911,263,399,0,0,2569,67,13,51,0,0,128,18,12,16,0,0,47,459,23,70,0,0,552,28,0,4,0,0,31,11,0,3,0,0,17,2487,309,541,0,0,3346,113,23,19,0,0,147,626,56,74,0,3,753,15072,780,1092,6,8,16962
21005,13179,784,141,8,9,14117,26979,2022,260,0,12,29273,8160,2409,416,0,19,11003,992,291,178,0,3,1459,110,39,57,0,0,198,2101,353,87,7,9,2557,658,112,32,96,5,907,101,16,6,5,5,130,12127,3205,772,110,41,16256,610,128,20,0,3,765,3172,626,189,50,16,4054,56064,6764,1385,169,77,64461
21101,17510,1971,259,12,6,19754,20733,2428,432,8,7,23617,6729,1954,432,15,3,9137,508,257,157,0,0,936,70,88,92,0,3,247,1385,275,89,6,10,1760,95,53,4,0,3,149,34,18,3,0,0,53,8825,2647,777,24,24,12290,473,779,43,6,5,1301,1462,423,129,3,3,2029,49001,8254,1643,58,40,58993
21102,3721,131,52,8,0,3907,3458,108,39,0,3,3607,568,70,36,0,0,675,15,14,0,0,0,34,3,0,0,0,0,3,162,12,7,0,0,185,9,0,0,9,0,25,0,0,0,0,0,0,768,102,44,9,0,919,99,80,4,0,0,186,194,24,12,5,0,237,8233,444,141,19,7,8848
21103,13110,777,251,0,11,14157,15621,1193,545,0,12,17372,5951,1111,679,11,15,7758,494,219,88,0,0,800,111,112,45,0,4,264,1245,178,78,9,3,1511,88,23,7,0,0,120,23,13,8,0,0,41,7915,1649,894,15,16,10500,509,67,15,0,0,584,1095,200,94,20,0,1408,38245,3879,1803,34,50,44016
21104,7224,1400,141,0,0,8767,6364,1542,211,0,4,8117,2169,1573,261,5,0,4013,140,280,0,0,0,418,34,66,0,0,0,101,485,243,46,4,0,774,67,25,8,0,0,104,18,18,3,0,0,34,2913,2206,319,5,7,5450,219,234,33,0,0,488,432,346,40,4,4,820,17159,5729,739,10,9,23647
21105,18586,858,87,118,18,19664,26046,698,64,15,21,26838,4288,720,48,8,11,5076,268,155,7,0,0,431,91,41,18,0,0,152,1741,136,17,9,12,1913,169,11,4,66,3,259,33,9,4,0,0,47,6590,1069,98,81,31,7871,604,265,60,7,5,933,1998,163,26,46,4,2247,53821,3049,334,271,77,57549
21201,8497,703,91,72,10,9370,19173,672,46,8,17,19916,6159,984,118,0,9,7267,156,68,36,0,0,260,24,36,3,0,0,63,1200,98,19,5,3,1315,138,17,0,53,0,217,37,8,4,0,0,43,7705,1212,176,59,17,9163,407,378,25,0,0,813,1918,208,39,20,0,2185,37703,3174,373,156,40,41446
21202,11930,1294,56,24,0,13310,17885,1537,113,3,5,19542,6508,1137,104,5,8,7769,606,190,23,0,0,823,42,52,8,0,0,96,1303,192,31,4,3,1528,245,36,3,77,3,368,48,9,0,0,0,64,8760,1611,165,92,15,10645,372,298,10,0,4,679,1981,354,42,15,11,2402,40922,5091,390,140,36,46577
21203,11163,1001,156,3,8,12333,36502,2045,110,5,18,38676,10677,1408,173,5,19,12280,448,86,38,0,0,565,80,27,24,0,0,132,2081,185,19,0,5,2291,383,43,6,0,0,428,74,12,0,0,0,93,13742,1757,265,3,28,15793,636,279,105,0,4,1024,3091,389,55,0,5,3546,65133,5465,698,11,61,71374
21204,17810,2021,710,62,5,20612,15875,3213,1185,9,7,20289,7305,4412,2809,13,29,14578,902,697,333,4,0,1939,126,102,97,0,4,330,2256,679,329,11,10,3285,644,215,94,146,8,1114,87,42,26,3,5,161,11323,6145,3690,177,57,21398,650,245,203,7,0,1107,2343,838,545,74,47,3852,48009,12464,6333,329,124,67259
21205,19574,1941,1864,4,10,23385,14310,2823,2159,0,11,19305,7302,3470,3933,19,20,14742,449,185,393,0,0,1029,72,45,192,0,0,313,1706,603,516,6,7,2837,199,77,80,4,4,360,40,18,27,0,0,90,9771,4410,5136,27,34,19373,592,366,552,3,4,1517,1470,492,671,14,7,2653,45718,10029,10388,45,60,66234
21301,19588,1704,381,9,9,21698,17072,2657,476,9,8,20227,6710,2723,1199,13,18,10669,803,270,171,0,0,1245,152,87,108,0,0,355,2705,608,214,13,10,3554,624,146,60,38,9,875,105,31,23,0,0,157,11101,3864,1781,70,40,16855,768,177,44,4,0,990,3331,705,400,77,10,4523,51862,9113,3082,166,66,64294
21302,9241,1881,346,9,9,11489,8179,2749,477,13,8,11431,3587,2403,972,35,12,7010,204,299,241,0,0,742,60,68,67,0,0,200,820,310,120,6,3,1263,96,42,15,0,4,163,30,14,8,0,0,50,4798,3137,1428,42,18,9421,245,111,35,0,0,398,953,399,187,9,6,1546,23408,8279,2477,72,49,34278
