SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL20114,10,5,11,3,5,3,0,8,5,53
SAL20115,28,20,19,4,13,7,13,9,5,111
SAL20116,17,8,9,4,8,9,8,10,0,72
SAL20117,29,0,0,7,4,0,0,7,0,49
SAL20118,39,3,12,8,0,4,3,11,4,80
SAL20119,40,19,15,10,11,5,8,19,0,130
SAL20120,199,276,182,106,122,88,24,78,19,1096
SAL20121,45,46,21,21,20,11,9,16,5,193
SAL20122,0,0,0,0,0,0,0,0,0,5
SAL20123,1176,2371,357,460,730,580,113,263,129,6184
SAL20124,1943,3579,657,750,1323,1024,170,432,191,10071
SAL20125,83,27,30,21,25,19,12,36,7,246
SAL20126,34,10,16,9,15,15,13,15,4,132
SAL20127,21,15,5,7,6,3,0,3,0,64
SAL20128,6,5,0,5,0,0,0,3,0,27
SAL20129,43,67,236,88,46,17,22,28,12,551
SAL20130,21,0,0,3,0,0,0,5,0,33
SAL20131,30,26,19,19,19,8,14,26,0,162
SAL20132,13,3,0,5,3,0,3,5,0,29
SAL20133,334,488,611,443,422,282,246,301,60,3190
SAL20134,9,4,0,0,0,0,3,0,0,21
SAL20135,8,3,3,0,0,0,0,0,0,18
SAL20136,186,297,233,198,197,108,96,109,20,1442
SAL20137,13,9,5,8,4,0,0,9,0,52
SAL20138,17,10,10,14,8,3,4,7,0,71
SAL20139,10,0,0,0,0,0,0,0,0,8
SAL20140,25,13,8,7,0,0,7,8,0,67
SAL20141,29,75,33,26,20,10,8,13,14,226
SAL20142,0,0,0,3,0,0,0,3,0,11
SAL20143,0,4,8,8,0,4,0,5,0,24
SAL20144,28,13,13,13,6,10,4,14,3,90
SAL20145,0,0,0,0,0,0,0,0,0,10
SAL20146,66,59,84,62,69,46,61,67,11,518
SAL20147,26,3,15,9,13,10,7,13,3,101
SAL20148,8,14,7,9,10,6,3,7,0,64
SAL20149,36,38,31,30,23,25,31,31,0,238
SAL20150,29,10,30,17,15,15,8,16,0,131
SAL20151,32,24,20,14,14,12,0,8,6,129
SAL20152,5,0,0,0,0,0,3,0,0,11
SAL20153,4,4,0,0,0,0,0,4,0,7
SAL20154,12,0,0,0,4,0,0,0,0,18
SAL20155,0,0,0,0,0,0,0,0,0,0
SAL20156,3,11,5,3,0,0,0,0,0,19
SAL20157,12,0,0,0,0,4,0,0,0,18
SAL20158,6,0,0,0,0,0,0,0,0,6
SAL20159,14,4,4,0,8,6,4,3,0,45
SAL20160,22,22,19,13,18,8,11,19,5,141
SAL20161,27,17,6,8,0,10,3,10,0,75
SAL20162,393,648,233,190,216,157,23,89,30,1983
SAL20163,0,5,8,4,0,0,0,0,0,13
SAL20164,29,9,28,15,21,20,18,27,7,174
SAL20165,107,137,97,49,80,57,33,43,11,602
SAL20166,10,8,3,0,5,4,0,0,4,37
SAL20167,0,0,0,0,0,0,0,0,0,0
SAL20168,5,0,3,17,4,7,15,5,4,63
SAL20169,134,161,243,142,132,76,85,137,17,1131
SAL20170,0,0,0,3,0,0,0,0,0,9
SAL20171,47,16,51,14,36,17,15,40,0,240
SAL20172,18,10,3,5,9,5,0,4,0,51
SAL20173,641,1392,925,769,815,481,392,632,124,6166
SAL20174,481,957,724,513,665,396,298,436,82,4550
SAL20175,549,779,634,407,622,396,206,333,57,3988
SAL20176,302,296,291,131,214,133,52,124,30,1576
SAL20177,16,3,5,5,7,4,4,8,6,50
SAL20178,5,4,5,6,3,5,6,16,0,55
SAL20179,13,3,3,0,0,0,0,5,0,25
SAL20180,8,9,0,0,4,0,5,9,0,25
SAL20181,78,88,90,100,63,60,53,108,20,660
SAL20182,1673,2130,478,558,904,623,94,255,135,6841
SAL20183,10,4,0,0,0,0,0,0,0,12
SAL20184,46,27,16,20,13,13,23,36,7,201
SAL20185,8,7,8,8,0,0,5,11,0,50
SAL20186,323,519,224,267,150,138,73,192,27,1918
SAL20187,0,0,0,3,0,0,0,0,0,6
SAL20188,306,651,310,248,236,132,83,126,27,2109
SAL20189,99,173,116,91,90,55,36,43,17,732
SAL20190,155,198,158,109,108,60,32,57,11,886
SAL20191,180,431,424,303,283,218,256,327,58,2487
SAL20192,212,362,405,332,262,220,176,280,43,2291
SAL20193,18,18,4,9,11,3,0,8,7,76
SAL20194,0,0,0,0,0,0,0,0,0,0
SAL20195,103,141,70,44,49,30,12,40,3,503
SAL20196,17,38,34,22,20,16,8,12,0,166
SAL20197,3,3,4,0,3,3,3,3,0,28
SAL20198,121,289,110,117,116,63,49,72,21,949
SAL20199,0,0,0,0,0,0,0,0,0,0
SAL20200,14,19,9,8,4,6,0,3,0,76
SAL20201,761,2037,1099,1004,829,609,381,656,117,7499
SAL20202,12,3,0,0,3,5,3,0,0,22
SAL20203,47,34,20,13,11,5,10,12,5,157
SAL20204,503,732,675,626,485,376,326,628,105,4455
SAL20205,32,3,0,3,0,3,3,13,4,75
SAL20206,17,6,0,5,3,0,0,10,0,36
SAL20207,18,56,22,16,9,3,6,3,0,126
SAL20208,392,914,322,369,319,235,119,280,47,3004
SAL20209,15,7,0,0,6,0,12,11,0,49
SAL20210,22,7,6,3,8,4,0,7,3,47
SAL20211,3,4,0,0,0,3,4,8,0,28
SAL20212,11,8,11,10,6,3,7,8,0,66
SAL20213,5,0,3,0,3,0,0,0,0,12
SAL20214,1766,3199,835,876,1224,848,231,407,165,9555
SAL20215,2762,4743,1564,1391,2163,1405,404,741,251,15424
SAL20216,3,0,0,3,0,0,0,0,3,7
SAL20217,11,7,15,9,15,5,15,9,0,86
SAL20218,22,0,0,0,0,0,0,0,0,23
SAL20219,9,11,14,7,8,6,9,5,0,74
SAL20220,5,3,0,0,0,0,0,0,0,16
SAL20221,22,6,6,8,3,0,12,9,0,77
SAL20222,15,0,0,3,0,0,0,0,0,20
SAL20223,25,10,16,4,10,12,4,7,0,86
SAL20224,3490,5935,3455,2651,3597,2450,1395,1887,454,25311
SAL20225,27,0,6,0,4,0,4,5,0,51
SAL20226,0,4,9,0,4,4,5,7,0,44
SAL20227,25,8,3,7,8,0,0,3,0,47
SAL20228,3,0,0,0,0,0,0,0,0,3
SAL20229,59,57,35,20,33,9,10,15,5,247
SAL20230,0,3,6,6,7,0,7,11,0,29
SAL20231,57,7,10,10,14,13,9,13,3,122
SAL20232,23,19,30,20,20,5,11,31,3,155
SAL20233,278,344,387,280,341,186,247,220,63,2349
SAL20234,0,0,0,0,0,0,0,0,0,0
SAL20235,9,15,24,15,13,23,18,14,0,129
SAL20236,3,4,0,0,0,3,0,0,0,15
SAL20237,6,3,4,4,5,0,0,5,0,28
SAL20238,18,0,0,0,3,0,3,6,0,31
SAL20239,0,0,0,0,0,0,0,0,0,0
SAL20240,4,0,0,0,0,0,0,0,0,6
SAL20241,7,5,5,0,4,0,0,8,0,14
SAL20242,28,7,7,4,0,3,10,6,0,72
SAL20243,0,0,0,0,0,0,0,0,0,6
SAL20244,81,63,36,25,26,19,28,25,6,310
SAL20245,0,0,0,0,0,0,0,0,0,5
SAL20246,58,46,59,19,47,23,21,42,8,339
SAL20247,102,99,75,35,51,30,24,38,7,466
SAL20248,230,303,412,269,219,179,128,209,39,1984
SAL20249,126,284,142,122,145,66,43,87,14,1029
SAL20250,15,25,14,9,8,6,3,9,4,90
SAL20251,765,1039,228,253,395,288,40,110,69,3173
SAL20252,1164,2777,616,634,986,596,193,395,137,7501
SAL20253,554,1187,378,353,513,328,128,229,69,3737
SAL20254,812,1684,523,445,719,435,181,287,89,5166
SAL20255,0,0,0,3,6,0,0,0,0,18
SAL20256,27,47,31,23,20,6,7,17,0,188
SAL20257,252,332,160,101,121,120,25,80,27,1230
SAL20258,0,0,8,3,4,0,6,3,0,25
SAL20259,38,15,21,6,11,10,0,13,0,117
SAL20260,49,62,139,82,98,56,68,82,13,653
SAL20261,14,4,4,5,9,0,0,0,0,32
SAL20262,8,3,9,0,0,0,0,3,0,21
SAL20263,12,14,12,5,4,3,3,4,0,60
SAL20264,15,8,3,7,4,0,0,4,3,37
SAL20265,0,0,0,0,0,0,0,0,0,10
SAL20266,18,3,8,0,0,4,0,3,0,40
SAL20267,13,6,0,4,0,3,4,3,0,34
SAL20268,0,0,0,0,0,0,0,0,0,8
SAL20269,4,0,0,0,0,0,0,0,0,6
SAL20270,25,16,16,11,6,7,14,26,5,134
SAL20271,0,0,0,0,0,0,0,0,0,0
SAL20272,19,12,15,7,11,5,7,6,0,94
SAL20273,7,0,0,0,0,0,0,0,0,6
SAL20274,29,36,53,40,30,22,35,46,0,293
SAL20275,0,3,0,4,0,0,0,0,0,17
SAL20276,18,0,6,5,7,0,0,9,0,55
SAL20277,6,7,0,6,0,0,0,6,0,21
SAL20278,547,884,497,378,519,248,144,211,53,3470
SAL20279,85,50,67,134,67,14,46,16,14,491
SAL20280,49,31,25,12,20,12,7,22,0,183
SAL20281,13,4,4,3,0,0,0,0,0,27
SAL20282,19,26,12,25,20,15,18,21,6,166
SAL20283,62,40,44,40,29,32,20,53,6,328
SAL20284,47,107,97,75,62,54,34,51,10,540
SAL20285,43,11,6,9,5,5,0,10,0,90
SAL20286,0,0,0,0,0,0,0,0,0,0
SAL20287,0,4,0,0,0,0,0,0,0,3
SAL20288,51,77,57,51,50,34,36,51,17,417
SAL20289,19,9,10,9,7,5,5,3,3,72
SAL20290,0,6,0,0,3,0,0,0,0,13
SAL20291,9,0,0,3,0,0,0,0,0,21
SAL20292,0,3,0,0,0,0,0,7,0,10
SAL20293,0,6,0,0,0,0,0,0,0,7
SAL20294,32,6,7,3,6,4,4,18,0,84
SAL20295,12,8,4,9,9,8,9,5,0,63
SAL20296,0,0,5,0,0,0,0,0,0,10
SAL20297,6,11,3,3,3,0,0,3,0,29
SAL20298,20,14,9,5,7,5,6,12,0,79
SAL20299,14,7,5,5,3,0,0,0,0,36
SAL20300,92,47,35,38,25,24,29,43,10,333
SAL20301,15,6,8,4,10,0,0,9,4,61
SAL20302,21,0,4,4,4,6,3,4,0,49
SAL20303,8,0,3,8,0,0,0,0,0,17
SAL20304,1256,2618,1937,1376,1660,1046,713,1047,192,11839
SAL20305,14,0,5,3,0,0,3,0,0,23
SAL20306,23,3,5,3,7,0,0,7,0,50
SAL20307,501,670,673,450,582,325,215,301,67,3779
SAL20308,23,0,11,0,6,3,5,20,0,65
SAL20309,9,3,17,9,9,8,4,14,0,74
SAL20310,6,5,3,4,0,0,0,3,0,26
SAL20311,3,6,4,3,0,0,0,7,0,22
SAL20312,22,7,4,3,4,6,7,11,0,58
SAL20313,3,5,0,5,0,0,0,0,0,16
SAL20314,718,2115,806,885,775,636,254,644,174,6998
SAL20315,819,2065,653,597,725,545,204,426,134,6166
SAL20316,703,1451,403,415,527,374,118,249,58,4301
SAL20317,0,0,3,0,0,0,0,0,0,8
SAL20318,0,0,0,0,0,0,0,0,0,3
SAL20319,11,0,0,0,0,0,0,3,0,21
SAL20320,4,4,10,0,5,0,0,0,0,28
SAL20321,10,13,10,3,8,8,5,3,6,55
SAL20322,55,25,19,15,12,9,0,28,3,161
SAL20323,5,0,3,5,0,0,0,0,0,12
SAL20324,394,884,475,504,517,385,476,585,137,4357
SAL20325,5,0,0,0,0,0,0,5,0,16
SAL20326,32,51,72,76,54,40,45,57,14,443
SAL20327,13,31,11,4,3,5,3,10,0,77
SAL20328,4,0,0,0,0,0,0,0,0,6
SAL20329,8,7,3,4,3,0,0,0,0,28
SAL20330,59,89,99,75,39,35,38,58,11,500
SAL20331,242,498,221,151,227,132,43,92,20,1628
SAL20332,16,14,8,7,5,8,5,3,4,71
SAL20333,27,9,12,4,6,4,0,3,0,74
SAL20334,17,3,0,4,3,0,0,0,0,37
SAL20335,19,23,20,15,18,16,15,17,0,137
SAL20336,271,278,185,138,95,111,39,127,16,1276
SAL20337,2868,4068,523,819,1237,936,122,257,236,11062
SAL20338,1914,2705,493,667,944,729,103,252,135,7934
SAL20339,30,0,3,12,4,4,5,12,4,77
SAL20340,3,0,0,0,0,0,0,0,0,4
SAL20341,17,0,3,3,0,0,8,4,0,36
SAL20342,19,3,0,3,6,5,0,3,0,48
SAL20343,4,0,0,0,0,0,0,0,0,5
SAL20344,8,6,0,0,0,0,0,4,0,20
SAL20345,206,292,386,261,233,168,245,291,54,2140
SAL20346,206,548,622,543,332,277,522,649,132,3834
SAL20347,23,0,0,6,0,0,0,4,0,39
SAL20348,13,0,0,0,0,0,0,0,0,14
SAL20349,11,3,3,0,0,0,0,6,0,27
SAL20350,0,0,0,0,3,0,0,5,6,16
SAL20351,385,562,624,619,599,425,626,501,112,4448
SAL20352,147,260,160,104,155,94,94,84,26,1114
SAL20353,0,0,0,0,0,0,0,0,0,0
SAL20354,9,18,17,10,9,3,7,10,0,87
SAL20355,18,0,0,3,0,0,0,3,0,23
SAL20356,304,581,335,292,272,181,118,185,34,2302
SAL20357,20,11,3,5,7,4,0,5,6,54
SAL20358,16,13,3,0,0,4,5,3,0,46
SAL20359,35,13,6,8,8,0,3,3,0,66
SAL20360,0,0,0,0,0,0,0,0,0,0
SAL20361,2243,6850,1239,1465,1721,885,311,637,223,15580
SAL20362,1388,3998,642,754,978,475,151,296,114,8802
SAL20363,1207,3346,798,928,1088,529,264,456,112,8745
SAL20364,58,48,57,69,28,28,38,41,9,377
SAL20365,13,10,3,0,5,8,0,4,0,41
SAL20366,25,11,11,15,3,4,9,11,0,94
SAL20367,22,9,0,4,3,0,6,7,0,62
SAL20368,16,18,13,5,10,7,0,6,0,83
SAL20369,27,24,19,18,11,9,7,14,7,131
SAL20370,5,3,0,0,0,0,0,0,0,13
SAL20371,6,3,0,0,0,0,0,0,0,19
SAL20372,0,0,0,0,0,0,0,0,0,0
SAL20373,17,12,8,6,8,10,0,3,0,59
SAL20374,0,0,0,0,0,0,0,0,0,3
SAL20375,51,21,6,12,14,11,9,18,9,148
SAL20376,29,27,27,19,14,15,9,14,0,152
SAL20377,36,4,3,3,3,6,0,6,3,57
SAL20378,0,0,0,0,0,0,0,0,0,0
SAL20379,0,0,0,0,0,0,0,0,0,0
SAL20380,8,0,0,3,0,0,0,0,0,7
SAL20381,42,38,70,14,56,30,38,24,10,314
SAL20382,3,0,0,0,0,3,0,0,0,14
SAL20383,12,0,3,6,10,6,0,0,0,35
SAL20384,7,11,9,3,3,0,0,6,0,40
SAL20385,9,4,0,0,4,0,3,0,0,22
SAL20386,887,1586,537,466,700,565,164,315,89,5310
SAL20387,58,67,62,33,38,19,15,21,3,329
SAL20388,14,4,8,0,4,0,0,7,3,48
SAL20389,0,0,0,0,0,0,0,9,0,17
SAL20390,51,61,58,33,36,25,11,33,4,315
SAL20391,23,24,22,9,6,4,9,3,0,103
SAL20392,5,0,11,7,5,5,0,8,0,39
SAL20393,29,30,24,28,26,8,7,11,0,173
SAL20394,36,12,13,15,13,8,8,8,4,104
SAL20395,48,34,45,25,37,14,12,29,4,251
SAL20396,8,5,3,3,0,7,0,0,0,29
SAL20397,0,0,0,0,0,0,0,0,0,0
SAL20398,6,5,6,3,0,6,4,0,0,30
SAL20399,1652,3229,1821,1622,1884,1372,793,1052,303,13734
SAL20400,6,5,0,0,0,0,0,3,0,17
SAL20401,17,4,6,0,3,0,0,4,0,35
SAL20402,7,9,6,0,6,0,0,0,0,24
SAL20403,25,3,3,0,4,6,9,5,0,56
SAL20404,36,24,25,12,24,11,13,17,0,156
SAL20405,6,0,0,0,0,0,0,0,0,15
SAL20406,13,3,0,5,0,3,0,0,0,25
SAL20407,0,0,0,0,0,0,0,0,0,0
SAL20408,5,0,0,0,0,0,0,0,3,14
SAL20409,252,499,216,203,220,128,73,111,32,1719
SAL20410,17,15,24,21,18,15,9,17,4,132
SAL20411,174,207,322,166,197,101,114,158,43,1476
SAL20412,9,3,10,3,3,3,3,3,3,46
SAL20413,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,0,0,0,0,0,5
SAL20415,3,0,0,0,0,0,4,0,0,6
SAL20416,3,0,0,0,0,0,0,3,0,16
SAL20417,18,0,3,0,3,0,0,4,0,30
SAL20418,94,218,52,49,50,27,9,16,3,512
SAL20419,227,461,348,293,352,216,279,272,63,2525
SAL20420,319,641,342,345,420,241,314,278,80,2982
SAL20421,14,0,0,0,4,0,0,0,0,21
SAL20422,35,20,16,11,16,4,9,12,0,124
SAL20423,0,4,0,0,0,5,0,6,0,18
SAL20424,14,0,0,0,0,0,0,0,0,15
SAL20425,20,16,14,8,14,11,7,8,0,104
SAL20426,1008,2333,595,819,935,786,278,522,145,7412
SAL20427,674,1534,533,436,651,453,208,447,84,5022
SAL20428,29,70,59,22,52,30,22,33,4,333
SAL20429,4,5,0,0,0,0,0,6,0,26
SAL20430,3,0,0,0,0,0,0,0,0,3
SAL20431,49,51,48,30,20,18,19,31,0,269
SAL20432,44,16,10,0,9,5,4,5,0,81
SAL20433,23,15,3,4,6,4,3,16,0,62
SAL20434,21,18,11,3,10,6,7,11,4,92
SAL20435,18,11,8,3,3,3,4,3,4,64
SAL20436,28,7,9,8,9,4,5,4,3,76
SAL20437,41,50,45,20,22,26,6,20,4,240
SAL20438,0,0,0,0,0,0,0,0,0,4
SAL20439,10,4,0,0,0,0,0,0,0,21
SAL20440,5,0,0,0,0,0,0,0,0,9
SAL20441,428,852,549,431,697,426,579,583,153,4708
SAL20442,0,0,0,0,0,0,0,0,0,0
SAL20443,21,9,20,9,6,8,12,17,0,104
SAL20444,123,214,279,314,151,162,138,318,30,1735
SAL20445,46,3,5,3,3,3,0,16,0,86
SAL20446,10,3,0,0,0,0,4,9,0,29
SAL20447,28,27,38,20,12,12,18,14,3,171
SAL20448,10,10,0,0,0,0,4,0,0,24
SAL20449,0,0,0,0,0,0,0,0,0,3
SAL20450,13,0,0,0,0,0,0,3,0,13
SAL20451,13,8,26,5,8,6,3,14,0,76
SAL20452,0,0,0,0,0,0,0,0,0,0
SAL20453,2250,4326,568,862,1318,908,138,353,161,10884
SAL20454,21,13,26,14,31,14,16,15,0,153
SAL20455,116,146,276,174,177,150,174,197,45,1455
SAL20456,6,0,0,0,0,0,0,0,0,12
SAL20457,113,214,154,140,90,68,49,97,13,940
SAL20458,10,0,0,3,3,0,0,6,0,29
SAL20459,11,4,0,0,4,0,0,3,0,17
SAL20460,172,244,207,181,138,129,113,216,25,1423
SAL20461,194,438,277,304,248,183,106,192,32,1976
SAL20462,6,0,0,0,0,0,0,0,0,6
SAL20463,17,9,0,0,4,3,9,3,0,41
SAL20464,9,0,9,15,5,0,12,7,6,61
SAL20465,6,0,0,0,0,0,0,0,0,14
SAL20466,33,38,75,28,47,28,32,44,7,327
SAL20467,10,4,0,0,0,0,0,0,0,20
SAL20468,851,1493,161,272,409,294,36,88,65,3677
SAL20469,25,22,13,12,11,6,3,5,0,85
SAL20470,13,4,15,6,12,7,7,13,0,67
SAL20471,0,6,0,0,3,0,0,0,0,11
SAL20472,5,7,4,0,3,0,0,3,0,20
SAL20473,75,128,66,65,62,46,7,36,10,500
SAL20474,61,66,44,19,33,21,0,21,3,264
SAL20475,146,229,187,140,111,89,30,110,18,1063
SAL20476,175,216,315,239,151,172,98,223,47,1633
SAL20477,3,4,0,0,0,0,0,6,0,20
SAL20478,10,0,6,3,6,0,3,9,0,24
SAL20479,0,0,0,0,0,0,0,0,0,0
SAL20480,47,14,8,4,9,3,7,18,5,106
SAL20481,5,3,5,3,0,0,0,0,0,20
SAL20482,3,0,0,3,6,0,0,0,0,14
SAL20483,17,4,3,0,6,0,0,7,0,36
SAL20484,23,4,10,8,0,4,0,5,3,54
SAL20485,100,119,80,56,87,56,32,62,7,604
SAL20486,52,75,84,65,75,43,27,39,6,470
SAL20487,29,23,33,18,26,21,14,25,7,188
SAL20488,72,47,67,46,34,42,43,60,13,416
SAL20489,5,4,0,0,0,0,6,5,0,20
SAL20490,15,0,4,0,0,0,0,0,0,17
SAL20491,0,0,4,0,0,0,0,0,0,6
SAL20492,67,53,81,84,49,52,40,66,7,504
SAL20493,18,6,8,6,5,5,9,15,0,64
SAL20494,47,37,25,21,21,12,11,14,7,186
SAL20495,833,3458,611,1094,838,660,246,530,141,8410
SAL20496,601,1907,246,363,393,217,45,85,79,3930
SAL20497,12,9,4,3,0,0,0,5,0,43
SAL20498,1493,3756,868,889,1274,778,296,521,195,10072
SAL20499,16,12,11,10,5,11,4,10,9,88
SAL20500,1504,2611,1493,1334,1751,1161,1018,1045,269,12195
SAL20501,20,7,6,4,3,4,6,3,0,43
SAL20502,11,6,8,3,0,6,0,8,0,47
SAL20503,9,3,3,9,0,4,5,12,0,47
SAL20504,6,0,5,0,0,3,0,3,0,23
SAL20505,14,4,6,0,5,0,0,0,0,24
SAL20506,6,0,0,0,3,0,0,0,0,10
SAL20507,298,551,353,249,310,168,100,123,27,2181
SAL20508,1037,1547,2044,1427,1535,1027,1074,1328,223,11240
SAL20509,16,0,0,0,0,0,0,3,4,29
SAL20510,20,13,16,6,7,4,7,13,9,108
SAL20511,4,0,3,0,0,0,0,5,0,14
SAL20512,33,18,24,16,20,7,3,8,7,142
SAL20513,96,92,65,99,54,53,67,109,10,641
SAL20514,4,11,3,3,4,7,0,6,0,45
SAL20515,8,14,7,8,12,6,3,4,0,63
SAL20516,345,948,305,328,271,193,93,277,49,2810
SAL20517,40,9,25,9,15,11,16,19,3,153
SAL20518,4,9,11,7,9,8,3,5,4,53
SAL20519,4,0,0,0,3,0,0,0,0,12
SAL20520,6,0,0,0,0,0,0,0,0,8
SAL20521,492,1088,178,270,343,235,73,101,62,2852
SAL20522,115,234,79,86,80,64,23,48,9,744
SAL20523,1623,3644,506,813,988,637,135,294,191,8834
SAL20524,1294,2443,424,534,737,468,111,240,109,6360
SAL20525,11,4,5,0,7,0,0,9,0,32
SAL20526,66,28,18,19,9,14,8,20,0,172
SAL20527,26,59,13,12,13,14,8,4,0,151
SAL20528,678,1623,497,529,644,441,172,334,98,5028
SAL20529,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0
SAL20531,6,4,3,0,0,0,4,5,0,19
SAL20532,12,0,4,0,0,3,0,3,0,22
SAL20533,131,364,265,269,191,134,79,137,13,1585
SAL20534,17,12,5,8,6,8,0,8,0,49
SAL20535,85,53,64,44,48,30,36,73,4,430
SAL20536,17,5,0,3,0,0,0,0,0,25
SAL20537,612,1193,571,455,600,297,168,248,65,4207
SAL20538,320,590,448,294,389,247,139,193,47,2675
SAL20539,2016,3555,1406,1228,1679,1155,360,664,187,12259
SAL20540,15,7,5,0,0,0,3,3,0,29
SAL20541,14,5,0,5,0,6,0,4,0,40
SAL20542,0,0,0,0,0,0,0,0,0,0
SAL20543,33,6,11,8,5,0,0,18,3,101
SAL20544,0,0,0,0,0,0,0,0,0,0
SAL20545,18,14,10,13,5,10,7,10,4,91
SAL20546,13,0,4,4,0,0,0,3,0,25
SAL20547,39,100,52,49,39,11,6,22,4,330
SAL20548,9,12,0,0,0,0,0,4,0,31
SAL20549,10,7,7,0,4,3,5,10,0,46
SAL20550,0,0,0,0,0,0,0,0,0,5
SAL20551,85,118,134,89,75,66,68,65,13,717
SAL20552,4,9,9,4,3,0,0,4,0,39
SAL20553,0,0,0,0,0,0,0,0,0,0
SAL20554,4,0,0,0,0,0,0,0,3,14
SAL20555,13,5,11,0,7,0,6,3,5,47
SAL20556,856,1197,1032,689,864,577,268,490,115,6086
SAL20557,0,0,0,0,3,0,0,0,0,8
SAL20558,14,4,0,4,0,3,4,4,0,28
SAL20559,46,40,31,22,31,15,8,14,0,210
SAL20560,59,91,99,64,46,27,22,66,11,483
SAL20561,180,271,266,271,227,197,144,243,24,1821
SAL20562,0,0,0,0,0,0,0,0,0,0
SAL20563,0,3,0,0,0,0,0,0,0,6
SAL20564,13,15,11,4,10,8,6,6,0,78
SAL20565,5,0,0,0,6,5,0,5,0,14
SAL20566,333,774,420,324,455,317,223,348,76,3269
SAL20567,30,19,25,9,13,17,13,16,4,145
SAL20568,12,3,5,0,6,0,0,5,0,35
SAL20569,613,2674,994,1173,988,868,734,1188,236,9474
SAL20570,487,1534,868,703,807,467,612,865,170,6510
SAL20571,18,4,5,0,7,0,0,0,0,36
SAL20572,27,39,40,13,19,15,13,11,5,174
SAL20573,17,17,20,13,12,6,7,15,0,114
SAL20574,743,1861,224,244,361,181,59,115,60,3844
SAL20575,326,624,608,494,394,311,214,417,51,3432
SAL20576,23,31,34,8,21,13,13,13,0,161
SAL20577,3,5,0,0,0,0,0,0,0,9
SAL20578,26,14,18,20,9,4,7,11,4,106
SAL20579,0,0,0,4,0,0,0,0,0,10
SAL20580,89,144,110,98,59,51,35,95,16,692
SAL20581,638,1055,967,873,737,483,611,591,114,6066
SAL20582,1633,3234,2180,2047,2040,1234,1583,1499,310,15767
SAL20583,22,6,7,10,3,5,5,10,0,65
SAL20584,3,6,4,0,0,3,0,3,0,23
SAL20585,8,5,0,4,3,4,6,6,0,28
SAL20586,40,18,21,20,12,4,12,8,8,137
SAL20587,14,16,6,0,3,0,0,0,0,45
SAL20588,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0
SAL20590,103,257,172,229,181,111,302,161,44,1566
SAL20591,105,80,89,88,65,67,92,167,8,769
SAL20592,346,224,316,303,233,210,199,542,59,2435
SAL20593,22,24,17,14,10,9,6,23,0,115
SAL20594,23,3,9,0,0,0,0,0,6,44
SAL20595,7,0,6,3,4,0,4,6,0,26
SAL20596,2031,5178,1437,1467,1718,1115,421,782,254,14398
SAL20597,571,1431,481,395,486,336,147,275,57,4180
SAL20598,3,0,0,0,0,0,0,0,0,3
SAL20599,0,0,0,0,0,0,0,0,0,6
SAL20600,253,341,470,279,268,143,145,236,37,2173
SAL20601,0,0,0,0,0,0,0,0,0,0
SAL20602,18,0,0,0,0,0,6,0,0,24
SAL20603,10,8,9,0,7,0,0,0,0,36
SAL20604,149,151,147,92,108,66,82,127,17,932
SAL20605,45,27,46,21,29,15,13,20,4,211
SAL20606,0,0,0,0,0,0,0,0,0,0
SAL20607,373,394,553,560,323,370,353,1046,79,4054
SAL20608,23,3,9,0,5,3,3,6,0,45
SAL20609,10,5,18,9,6,3,4,30,3,91
SAL20610,8,0,9,6,4,0,3,10,0,38
SAL20611,55,19,4,20,12,3,6,21,3,148
SAL20612,8,3,5,3,0,0,0,3,0,26
SAL20613,163,130,256,94,154,92,72,140,23,1129
SAL20614,72,51,57,51,35,24,31,67,5,389
SAL20615,33,0,10,4,12,0,11,64,0,143
SAL20616,1003,2736,362,473,514,304,110,174,89,5769
SAL20617,0,0,0,0,0,0,0,0,0,0
SAL20618,24,13,12,6,12,5,9,3,0,77
SAL20619,22,0,11,0,0,0,7,11,0,59
SAL20620,55,62,50,29,35,29,17,38,3,328
SAL20621,113,134,48,38,52,39,19,23,6,476
SAL20622,5,3,0,0,0,0,0,0,0,17
SAL20623,14,0,0,0,0,0,0,6,0,27
SAL20624,43,113,130,143,88,72,135,132,36,898
SAL20625,12,3,6,9,4,3,0,7,0,50
SAL20626,21,18,10,6,8,4,0,10,0,75
SAL20627,15,32,19,22,19,13,9,18,0,144
SAL20628,8,12,14,7,7,7,4,7,5,77
SAL20629,7,0,0,0,0,0,6,0,0,18
SAL20630,6,0,0,0,0,0,0,0,0,8
SAL20631,103,11,13,8,5,9,7,25,3,188
SAL20632,11,4,0,0,0,0,0,0,0,24
SAL20633,32,12,12,6,9,11,10,13,0,111
SAL20634,14,4,3,0,0,0,0,6,0,25
SAL20635,3,4,0,0,0,0,0,0,0,3
SAL20636,16,16,9,12,6,12,12,19,3,97
SAL20637,16,13,8,0,5,3,0,5,0,47
SAL20638,6,3,10,10,4,3,7,7,0,55
